confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.987606406211853,0.012930083088576794,True
total_gen,0.9839775562286377,0.016878895461559296,True
total_lmp_da,0.9736018180847168,0.03017805516719818,True
da_as_total_mw_primary_reserve,0.944555401802063,0.058238010853528976,True
da_as_total_mw_synchronized_reserve,0.9100072979927063,0.09285102039575577,True
da_as_total_mw_thirty_minutes_reserve,0.7984097003936768,0.2095799595117569,True
total_losses,0.7855270504951477,0.21412725746631622,True
net_actual_interchange_mw,0.7530937790870667,0.2504001557826996,True
marginal_loss_price_da,0.7200990915298462,0.2751234173774719,True
gross_actual_interchange_mw,0.7191278338432312,0.29266294836997986,True
congestion_price_rt,0.541749894618988,0.5126752853393555,True
congestion_price_da,0.3447057604789734,0.7119033932685852,True
