target_idx,target_field,source_idx,source_field,source_type,dominant_metric,dominant_alpha,alpha_pearson,corr_pearson,alpha_spearman,corr_spearman,alpha_kendall,corr_kendall,alpha_nmi,corr_nmi,alpha_distance_corr,corr_distance_corr
49,congestion_price_da,38,system_energy_price_da,general,kendall,0.6673462986946106,0.07153219729661942,0.3317148983478546,0.10756061971187592,0.18383361399173737,0.6673462986946106,0.10419522225856781,0.09491448849439621,0.219191312789917,0.05864648148417473,0.4478509724140167
49,congestion_price_da,0,gen_fuel_coal_mw,general,distance_corr,0.5968982577323914,0.1455439180135727,0.29922106862068176,0.09165866672992706,0.18509361147880554,0.08213314414024353,0.14413930475711823,0.08376605063676834,0.15204499661922455,0.5968982577323914,0.339762419462204
49,congestion_price_da,5,gen_fuel_oil_mw,general,kendall,0.45496103167533875,0.08898337930440903,0.34656307101249695,0.1713251918554306,0.15995657444000244,0.45496103167533875,0.10984385758638382,0.21146520972251892,0.13562051951885223,0.0732651874423027,0.45482492446899414
49,congestion_price_da,29,da_as_mcp_primary_reserve,general,distance_corr,0.44485241174697876,0.15251761674880981,0.21680958569049835,0.1400984525680542,0.18173174560070038,0.14056499302387238,0.18315598368644714,0.12196650356054306,0.11614567786455154,0.44485241174697876,0.35504233837127686
49,congestion_price_da,30,da_as_mcp_synchronized_reserve,general,distance_corr,0.4184446334838867,0.20267947018146515,0.26171812415122986,0.15275366604328156,0.22015418112277985,0.12861697375774384,0.17627818882465363,0.0975053459405899,0.07235971093177795,0.4184446334838867,0.31335169076919556
49,congestion_price_da,54,da_as_total_mw_synchronized_reserve,confidential,nmi,0.38800591230392456,0.16968877613544464,0.20151273906230927,0.1456369012594223,0.25947505235671997,0.16160400211811066,0.2190110683441162,0.38800591230392456,0.09949109703302383,0.13506443798542023,0.29272595047950745
49,congestion_price_da,51,marginal_loss_price_da,confidential,distance_corr,0.35840466618537903,0.19633160531520844,0.3604949414730072,0.15838205814361572,0.24627968668937683,0.14965856075286865,0.20792758464813232,0.13722316920757294,0.1428236961364746,0.35840466618537903,0.46717315912246704
49,congestion_price_da,20,forecast_load_mw_day_ahead,general,nmi,0.3132123649120331,0.13804548978805542,0.32164210081100464,0.19020548462867737,0.20571817457675934,0.23744787275791168,0.15802466869354248,0.3132123649120331,0.11307418346405029,0.12108875811100006,0.39275413751602173
49,congestion_price_da,46,total_gen,confidential,nmi,0.2573273479938507,0.1568172127008438,0.3388212323188782,0.20614027976989746,0.21601395308971405,0.24515628814697266,0.16420628130435944,0.2573273479938507,0.1540222465991974,0.13455888628959656,0.4351305067539215
49,congestion_price_da,19,forecast_load_mw_latest_available,general,nmi,0.23592932522296906,0.1705971509218216,0.35791346430778503,0.21109943091869354,0.20353685319423676,0.22543011605739594,0.16338692605495453,0.23592932522296906,0.14353172481060028,0.15694396197795868,0.42032766342163086
