confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9891146421432495,0.01134913507848978,True
total_gen,0.9889238476753235,0.011658648028969765,True
total_lmp_da,0.9800516366958618,0.0227828212082386,True
da_as_total_mw_primary_reserve,0.9500690698623657,0.05251847952604294,True
da_as_total_mw_synchronized_reserve,0.9134194850921631,0.08928636461496353,True
da_as_total_mw_thirty_minutes_reserve,0.8678301572799683,0.13736407458782196,True
net_actual_interchange_mw,0.8578009009361267,0.14429154992103577,True
total_losses,0.8505388498306274,0.14907528460025787,True
gross_actual_interchange_mw,0.7691420316696167,0.2402295023202896,True
marginal_loss_price_da,0.7481129169464111,0.24738837778568268,True
congestion_price_rt,0.6352876424789429,0.40754494071006775,True
congestion_price_da,0.5480644702911377,0.4902331233024597,True
