目标,规则依据,M0均值,M1均值,M2均值,M3均值,背景升级均值_M2减M0,K饱和_M1除M2,K饱和_M2除M3,最强单字段V,全部规模≤4集合最大V,τ0.5_单字段即危险,τ0.5_K2关键,τ0.5_单看安全组合危险,τ0.5_危险小组合,τ0.5_单字段定级后仍暴露,τ0.5_最少扣留,τ0.7_单字段即危险,τ0.7_K2关键,τ0.7_单看安全组合危险,τ0.7_危险小组合,τ0.7_单字段定级后仍暴露,τ0.7_最少扣留,τ0.9_单字段即危险,τ0.9_K2关键,τ0.9_单看安全组合危险,τ0.9_危险小组合,τ0.9_单字段定级后仍暴露,τ0.9_最少扣留,V_MAE,V_MAE_单种子,M2_MAE,M2排序Spearman,认证下界比_top1,认证下界比_top3
metered_load_mw,附表 6.61 实际负荷（次日披露）,0.20125077664852142,0.2557174563407898,0.27075788378715515,0.2788032293319702,0.06950709223747253,0.9444506764411926,0.9711431860923767,0.4755778908729553,0.8443992733955383,0,22,22,237,237,9,0,14,14,44,44,3,0,0,0,0,0,0,0.0597599633038044,0.06569778174161911,0.03209751844406128,0.9265951439864484,0.8766244649887085,0.9529425501823425
