目标,字段,r2,M0,M1,M2,估计M2,升级_M2减M0,K2见证
机组出力_BW01,风电出力预测_南澳,0.0021029214840382338,0.010760366916656494,0.07579129934310913,0.1052924394607544,0.2129509299993515,0.0945320725440979,实际需求_塔斯马尼亚 + 出清价_塔斯马尼亚
机组出力_BW01,风电出力预测_塔斯马尼亚,0.0006844147574156523,0.0034617355559021235,0.02733016014099121,0.10717219114303589,0.11096261441707611,0.10371045558713377,实际需求_塔斯马尼亚 + 出清价_塔斯马尼亚
机组出力_BW01,光伏出力预测_新南威尔士,0.3795755207538605,0.3416547179222107,0.3667370676994324,0.39421069622039795,0.3812369406223297,0.052555978298187256,可用发电容量_昆士兰 + 可用发电容量_塔斯马尼亚
机组出力_BW01,光伏出力预测_昆士兰,0.4022952616214752,0.3740442395210266,0.4097658395767212,0.4125232696533203,0.40931475162506104,0.0384790301322937,可用发电容量_塔斯马尼亚 + 风电出力预测_塔斯马尼亚
机组出力_BW01,光伏出力预测_维多利亚,0.291471928358078,0.27742794156074524,0.3033139705657959,0.3053653836250305,0.32364922761917114,0.02793744206428528,风电出力预测_新南威尔士 + 风电出力预测_塔斯马尼亚
机组出力_BW01,光伏出力预测_南澳,0.29309675097465515,0.2821026146411896,0.29208993911743164,0.299344539642334,0.33566489815711975,0.01724192500114441,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚
机组出力_BW01,出清价_新南威尔士,0.009982548654079437,0.4563807249069214,0.46318140625953674,0.4641075134277344,0.4658222496509552,0.007726788520812988,可用发电容量_塔斯马尼亚 + 风电出力预测_南澳
机组出力_BW01,出清价_昆士兰,0.03257328271865845,0.4933544993400574,0.4983729124069214,0.4983729124069214,0.49884334206581116,0.005018413066864014,可用发电容量_塔斯马尼亚
机组出力_BW01,出清价_维多利亚,0.024190198630094528,0.2561954855918884,0.3048272132873535,0.3266391158103943,0.3163283169269562,0.07044363021850586,风电出力预测_南澳 + 联络线潮流_NSW1-QLD1
机组出力_BW01,出清价_南澳,0.017394352704286575,0.24265718460083008,0.3076881170272827,0.33270540833473206,0.33489876985549927,0.09004822373390198,可用发电容量_塔斯马尼亚 + 风电出力预测_南澳
机组出力_BW01,出清价_塔斯马尼亚,0.015187620185315609,0.13938742876052856,0.21381083130836487,0.23501190543174744,0.2037602961063385,0.09562447667121887,风电出力预测_塔斯马尼亚 + 联络线潮流_NSW1-QLD1
机组出力_BW01,联络线潮流_N-Q-MNSP1,0.02733532525599003,0.17090445756912231,0.2505125403404236,0.27134591341018677,0.2609332501888275,0.10044145584106445,可用发电容量_塔斯马尼亚 + 联络线潮流_NSW1-QLD1
机组出力_BW01,联络线潮流_NSW1-QLD1,0.018502557650208473,0.03793412446975708,0.11754220724105835,0.19496116042137146,0.1949991136789322,0.15702703595161438,实际需求_塔斯马尼亚 + 出清价_塔斯马尼亚
机组出力_BW01,联络线潮流_T-V-MNSP1,0.13477109372615814,0.1348164677619934,0.15356624126434326,0.17365708947181702,0.3055426776409149,0.03884062170982361,可用发电容量_塔斯马尼亚 + 风电出力预测_南澳
机组出力_BW01,联络线潮流_V-S-MNSP1,0.014360181987285614,0.11291390657424927,0.13492858409881592,0.1459418386220932,0.19150985777378082,0.03302793204784393,可用发电容量_塔斯马尼亚 + 联络线潮流_V-SA
机组出力_BW01,联络线潮流_V-SA,0.05028330907225609,0.05396062135696411,0.0891314148902893,0.11545509099960327,0.15553168952465057,0.06149446964263916,风电出力预测_南澳 + 风电出力预测_塔斯马尼亚
机组出力_BW01,联络线潮流_VIC1-NSW1,0.026594920083880424,0.03284209966659546,0.08136075735092163,0.14184468984603882,0.23427434265613556,0.10900259017944336,实际需求_塔斯马尼亚 + 出清价_塔斯马尼亚
机组出力_TUMUT3,实际需求_新南威尔士,0.23118992149829865,0.30902689695358276,0.4072961211204529,0.44776833057403564,0.4362048804759979,0.13874143362045288,可用发电容量_新南威尔士 + 联络线潮流_VIC1-NSW1
机组出力_TUMUT3,实际需求_昆士兰,0.22723181545734406,0.22354336082935333,0.324387788772583,0.47204160690307617,0.44578129053115845,0.24849824607372284,可用发电容量_昆士兰 + 联络线潮流_NSW1-QLD1
机组出力_TUMUT3,实际需求_维多利亚,0.12916399538516998,0.1436154842376709,0.19720959663391113,0.21675467491149902,0.25869712233543396,0.07313919067382812,可用发电容量_新南威尔士 + 联络线潮流_VIC1-NSW1
机组出力_TUMUT3,实际需求_南澳,0.07980137318372726,0.09619474411010742,0.11710216850042343,0.1429138332605362,0.3300637900829315,0.04671908915042877,可用发电容量_新南威尔士 + 光伏出力预测_维多利亚
机组出力_TUMUT3,实际需求_塔斯马尼亚,0.08730818331241608,0.09055197238922119,0.13031107187271118,0.17576806247234344,0.3071812093257904,0.08521609008312225,实际需求_昆士兰 + 联络线潮流_VIC1-NSW1
机组出力_TUMUT3,可用发电容量_新南威尔士,0.015063179656863213,0.014532923698425293,0.11537735164165497,0.20000575482845306,0.42350250482559204,0.18547283113002777,实际需求_昆士兰 + 联络线潮流_VIC1-NSW1
机组出力_TUMUT3,可用发电容量_昆士兰,0.00800518598407507,0.009087860584259033,0.10146020352840424,0.1737116426229477,0.34004664421081543,0.16462378203868866,实际需求_昆士兰 + 联络线潮流_N-Q-MNSP1
机组出力_TUMUT3,可用发电容量_维多利亚,0.0032115275971591473,0.0,0.028905808925628662,0.0978342592716217,0.32917842268943787,0.0978342592716217,光伏出力预测_南澳 + 联络线潮流_T-V-MNSP1
机组出力_TUMUT3,可用发电容量_南澳,0.016137149184942245,0.01126784086227417,0.06015002727508545,0.12948530912399292,0.31469401717185974,0.11821746826171875,光伏出力预测_南澳 + 联络线潮流_T-V-MNSP1
机组出力_TUMUT3,可用发电容量_塔斯马尼亚,0.0026957737281918526,0.0,0.019701898097991943,0.06531040370464325,0.31580060720443726,0.06531040370464325,实际需求_昆士兰 + 联络线潮流_N-Q-MNSP1
机组出力_TUMUT3,风电出力预测_新南威尔士,0.0018058291170746088,0.0004309985088184476,0.025501549243927002,0.07408709824085236,0.297815203666687,0.07365609973203391,可用发电容量_南澳 + 光伏出力预测_昆士兰
机组出力_TUMUT3,风电出力预测_昆士兰,0.0018993010744452477,0.008349835872650146,0.03212336450815201,0.08863379061222076,0.3263509273529053,0.08028395473957062,可用发电容量_南澳 + 光伏出力预测_昆士兰
机组出力_TUMUT3,风电出力预测_维多利亚,0.0031405433546751738,0.0,0.05181187391281128,0.08420449495315552,0.3187468647956848,0.08420449495315552,可用发电容量_新南威尔士 + 联络线潮流_VIC1-NSW1
机组出力_TUMUT3,风电出力预测_南澳,0.006227869540452957,0.006964266300201416,0.052954256534576416,0.10782912373542786,0.33280161023139954,0.10086485743522644,光伏出力预测_南澳 + 出清价_南澳
机组出力_TUMUT3,风电出力预测_塔斯马尼亚,0.00199917983263731,0.0,0.021729782223701477,0.04731374979019165,0.31909888982772827,0.04731374979019165,可用发电容量_新南威尔士 + 联络线潮流_T-V-MNSP1
机组出力_TUMUT3,光伏出力预测_新南威尔士,0.0472586490213871,0.10584636777639389,0.16719865798950195,0.19990600645542145,0.34613531827926636,0.09405963867902756,风电出力预测_昆士兰 + 联络线潮流_VIC1-NSW1
机组出力_TUMUT3,光伏出力预测_昆士兰,0.05405562371015549,0.09133470058441162,0.1567656695842743,0.18824197351932526,0.3524937033653259,0.09690727293491364,风电出力预测_南澳 + 联络线潮流_NSW1-QLD1
机组出力_TUMUT3,光伏出力预测_维多利亚,0.03313840553164482,0.050961412489414215,0.10657810419797897,0.12883739173412323,0.33295172452926636,0.07787597924470901,可用发电容量_昆士兰 + 风电出力预测_昆士兰
机组出力_TUMUT3,光伏出力预测_南澳,0.027826283127069473,0.07017655670642853,0.12529918551445007,0.1932554543018341,0.3324316442012787,0.12307889759540558,可用发电容量_新南威尔士 + 光伏出力预测_昆士兰
机组出力_TUMUT3,出清价_新南威尔士,0.11454218626022339,0.37987667322158813,0.43028372526168823,0.4336656332015991,0.45405668020248413,0.053788959980010986,风电出力预测_维多利亚 + 风电出力预测_南澳
机组出力_TUMUT3,出清价_昆士兰,0.13076969981193542,0.3051998019218445,0.33173996210098267,0.3413252830505371,0.3444089889526367,0.03612548112869263,风电出力预测_维多利亚 + 联络线潮流_NSW1-QLD1
机组出力_TUMUT3,出清价_维多利亚,0.02083571068942547,0.06557923555374146,0.11739110946655273,0.12897244095802307,0.31267327070236206,0.06339320540428162,光伏出力预测_南澳 + 联络线潮流_VIC1-NSW1
机组出力_TUMUT3,出清价_南澳,0.02251143753528595,0.04420781135559082,0.09019780158996582,0.11645328998565674,0.3208288550376892,0.07224547863006592,风电出力预测_维多利亚 + 风电出力预测_南澳
机组出力_TUMUT3,出清价_塔斯马尼亚,0.008640973828732967,0.017661690711975098,0.07107780873775482,0.109522745013237,0.3156643509864807,0.0918610543012619,光伏出力预测_南澳 + 联络线潮流_T-V-MNSP1
机组出力_TUMUT3,联络线潮流_N-Q-MNSP1,0.007372025400400162,0.012770414352416992,0.11788588762283325,0.158108651638031,0.324917197227478,0.145338237285614,可用发电容量_新南威尔士 + 联络线潮流_NSW1-QLD1
机组出力_TUMUT3,联络线潮流_NSW1-QLD1,0.004456789698451757,0.0060021281242370605,0.11111760139465332,0.17025810480117798,0.3168446123600006,0.16425597667694092,实际需求_昆士兰 + 可用发电容量_昆士兰
机组出力_TUMUT3,联络线潮流_T-V-MNSP1,0.05735849216580391,0.05511832237243652,0.1040005087852478,0.12549827992916107,0.33745908737182617,0.07037995755672455,可用发电容量_维多利亚 + 可用发电容量_南澳
机组出力_TUMUT3,联络线潮流_V-S-MNSP1,0.01044710073620081,0.022182464599609375,0.05122964084148407,0.13177739083766937,0.3290579617023468,0.10959492623806,实际需求_昆士兰 + 联络线潮流_VIC1-NSW1
机组出力_TUMUT3,联络线潮流_V-SA,6.748824671376497e-05,0.002379775047302246,0.02408909797668457,0.06958180665969849,0.30984029173851013,0.06720203161239624,风电出力预测_南澳 + 光伏出力预测_昆士兰
机组出力_TUMUT3,联络线潮流_VIC1-NSW1,0.0002076930395560339,0.0,0.05535732954740524,0.11974041163921356,0.32997047901153564,0.11974041163921356,风电出力预测_南澳 + 光伏出力预测_昆士兰
机组出力_PPCCGT,实际需求_新南威尔士,0.16058988869190216,0.13666796684265137,0.18354380130767822,0.2333461046218872,0.40596532821655273,0.09667813777923584,可用发电容量_昆士兰 + 风电出力预测_南澳
机组出力_PPCCGT,实际需求_昆士兰,0.038069624453783035,0.06330114603042603,0.13752388954162598,0.20811206102371216,0.41852885484695435,0.14481091499328613,可用发电容量_昆士兰 + 联络线潮流_NSW1-QLD1
机组出力_PPCCGT,实际需求_维多利亚,0.2626796066761017,0.23650813102722168,0.30329132080078125,0.3232612609863281,0.43619129061698914,0.08675312995910645,可用发电容量_昆士兰 + 风电出力预测_南澳
机组出力_PPCCGT,实际需求_南澳,0.2515927851200104,0.25425565242767334,0.40868985652923584,0.42526811361312866,0.46288734674453735,0.17101246118545532,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1
机组出力_PPCCGT,实际需求_塔斯马尼亚,0.16623082756996155,0.13315719366073608,0.19115382432937622,0.21204495429992676,0.3817374110221863,0.07888776063919067,可用发电容量_维多利亚 + 联络线潮流_V-SA
机组出力_PPCCGT,可用发电容量_新南威尔士,0.037722643464803696,0.049656230956315994,0.11721765995025635,0.17324721813201904,0.4090728163719177,0.12359098717570305,可用发电容量_南澳 + 风电出力预测_南澳
机组出力_PPCCGT,可用发电容量_昆士兰,4.326882390159881e-06,0.017052650451660156,0.09073692560195923,0.10468852519989014,0.38549351692199707,0.08763587474822998,实际需求_昆士兰 + 联络线潮流_NSW1-QLD1
机组出力_PPCCGT,可用发电容量_维多利亚,0.1066502258181572,0.1297755241394043,0.1827315092086792,0.2135608196258545,0.4116571843624115,0.0837852954864502,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚
机组出力_PPCCGT,可用发电容量_南澳,0.008707779459655285,0.02059692144393921,0.28520387411117554,0.3619394898414612,0.4249725937843323,0.341342568397522,可用发电容量_新南威尔士 + 风电出力预测_南澳
机组出力_PPCCGT,可用发电容量_塔斯马尼亚,0.04197096824645996,0.02768099308013916,0.12300997972488403,0.16149424016475677,0.2514764070510864,0.13381324708461761,风电出力预测_塔斯马尼亚 + 联络线潮流_T-V-MNSP1
机组出力_PPCCGT,风电出力预测_新南威尔士,0.03467061370611191,0.038442909717559814,0.09501945972442627,0.1414714753627777,0.34066513180732727,0.1030285656452179,可用发电容量_新南威尔士 + 光伏出力预测_新南威尔士
机组出力_PPCCGT,风电出力预测_昆士兰,0.012436368502676487,0.034789443016052246,0.07694888114929199,0.11195427179336548,0.33359795808792114,0.07716482877731323,可用发电容量_南澳 + 风电出力预测_南澳
机组出力_PPCCGT,风电出力预测_维多利亚,0.17564427852630615,0.19041341543197632,0.28138232231140137,0.3037078380584717,0.43232619762420654,0.11329442262649536,实际需求_南澳 + 可用发电容量_塔斯马尼亚
机组出力_PPCCGT,风电出力预测_南澳,0.17603139579296112,0.186770498752594,0.4513774514198303,0.6028231978416443,0.6227403879165649,0.4160526990890503,可用发电容量_南澳 + 光伏出力预测_南澳
机组出力_PPCCGT,风电出力预测_塔斯马尼亚,0.03887423500418663,0.04368013143539429,0.13900911808013916,0.1944027543067932,0.20296914875507355,0.15072262287139893,可用发电容量_塔斯马尼亚 + 联络线潮流_T-V-MNSP1
机组出力_PPCCGT,光伏出力预测_新南威尔士,0.16097334027290344,0.14696133136749268,0.31350141763687134,0.3448770046234131,0.45292115211486816,0.1979156732559204,风电出力预测_新南威尔士 + 联络线潮流_VIC1-NSW1
机组出力_PPCCGT,光伏出力预测_昆士兰,0.12706845998764038,0.15576563775539398,0.2946547269821167,0.35317543148994446,0.442501425743103,0.19740979373455048,联络线潮流_NSW1-QLD1 + 联络线潮流_VIC1-NSW1
机组出力_PPCCGT,光伏出力预测_维多利亚,0.16921427845954895,0.15292322635650635,0.31198441982269287,0.3420678973197937,0.4516281187534332,0.18914467096328735,风电出力预测_新南威尔士 + 联络线潮流_VIC1-NSW1
机组出力_PPCCGT,光伏出力预测_南澳,0.17443323135375977,0.16495037078857422,0.3093158006668091,0.3479492664337158,0.45385029911994934,0.1829988956451416,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1
机组出力_PPCCGT,出清价_新南威尔士,0.014319023117423058,0.2566227316856384,0.2673999071121216,0.2764770984649658,0.40779244899749756,0.019854366779327393,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚
机组出力_PPCCGT,出清价_昆士兰,0.009085467085242271,0.14056265354156494,0.2070872187614441,0.23825204372406006,0.3714890778064728,0.09768939018249512,联络线潮流_NSW1-QLD1 + 联络线潮流_VIC1-NSW1
机组出力_PPCCGT,出清价_维多利亚,0.05382787436246872,0.5152342319488525,0.5161826014518738,0.5186352133750916,0.538048505783081,0.0034009814262390137,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚
机组出力_PPCCGT,出清价_南澳,0.045170411467552185,0.5480713844299316,0.5740544199943542,0.5740544199943542,0.5939916372299194,0.025983035564422607,可用发电容量_南澳
机组出力_PPCCGT,出清价_塔斯马尼亚,0.04187710955739021,0.4094805419445038,0.42730093002319336,0.42931032180786133,0.4249725937843323,0.019829779863357544,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚
机组出力_PPCCGT,联络线潮流_N-Q-MNSP1,0.040196940302848816,0.11359745264053345,0.15341816842556,0.17654496431350708,0.3269730508327484,0.06294751167297363,可用发电容量_昆士兰 + 联络线潮流_NSW1-QLD1
机组出力_PPCCGT,联络线潮流_NSW1-QLD1,0.06944411247968674,0.057073116302490234,0.19348286092281342,0.2194906771183014,0.38816267251968384,0.16241756081581116,可用发电容量_新南威尔士 + 光伏出力预测_昆士兰
机组出力_PPCCGT,联络线潮流_T-V-MNSP1,0.11423239856958389,0.111653171479702,0.16825972497463226,0.19792355597019196,0.4323234558105469,0.08627038449048996,可用发电容量_昆士兰 + 可用发电容量_塔斯马尼亚
机组出力_PPCCGT,联络线潮流_V-S-MNSP1,8.312231511808932e-05,0.12993454933166504,0.17503327131271362,0.2028789520263672,0.3160387873649597,0.07294440269470215,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1
机组出力_PPCCGT,联络线潮流_V-SA,0.09326721727848053,0.10532993078231812,0.16121363639831543,0.19929975271224976,0.4299429655075073,0.09396982192993164,可用发电容量_南澳 + 风电出力预测_维多利亚
机组出力_PPCCGT,联络线潮流_VIC1-NSW1,0.06485265493392944,0.07640469074249268,0.24294477701187134,0.258643239736557,0.39705216884613037,0.18223854899406433,可用发电容量_塔斯马尼亚 + 光伏出力预测_新南威尔士
