indices,source,weight,split,syn3_dnn,syn3_portfolio,parent_gain,pair_gain,strong_dnn,strong_portfolio
"(3, 18, 31)",remainder1800,7.137222222222222,test,0.07465994358062744,0.07465994358062744,0.005169510841369629,0.0003173547321384529,False,False
"(3, 19, 26)",remainder1800,7.137222222222222,tune,0.06707513332366943,0.06707513332366943,0.0022681651061357,0.0009053590498747655,False,False
"(3, 19, 29)",remainder1800,7.137222222222222,tune,0.11041265726089478,0.11041265726089478,0.0012119057379545994,0.025480574769097458,True,True
"(3, 19, 36)",remainder1800,7.137222222222222,test,0.03510332107543945,0.03510332107543945,0.001811050024012495,0.0013147237501921483,False,False
"(3, 19, 41)",remainder1800,7.137222222222222,test,0.006798684597015381,0.006798684597015381,0.02016294002532959,0.0009157898627104588,False,False
"(3, 20, 24)",remainder1800,7.137222222222222,tune,0.09421414136886597,0.09421414136886597,0.001662186627236717,0.0012046017692960431,False,False
"(3, 20, 28)",remainder1800,7.137222222222222,test,0.05112636089324951,0.05112636089324951,0.0008874454544461896,0.0012046017692960431,False,False
"(3, 20, 31)",remainder1800,7.137222222222222,test,0.12595385313034058,0.12595385313034058,0.0007789188320957985,0.0012046017692960431,True,True
"(3, 20, 33)",remainder1800,7.137222222222222,tune,0.1139746904373169,0.1139746904373169,0.00044859322028034665,0.0012046017692960431,True,True
"(3, 20, 37)",remainder1800,7.137222222222222,tune,0.08920848369598389,0.08920848369598389,0.011585891246795654,0.0012046017692960431,False,False
"(3, 20, 40)",remainder1800,7.137222222222222,test,0.08800458908081055,0.08800458908081055,0.0017587373603897838,0.0005551757267789892,False,False
"(3, 21, 39)",remainder1800,7.137222222222222,test,0.04163181781768799,0.04163181781768799,0.0024927258491516113,0.0,False,False
"(3, 21, 42)",exact397,1.0,test,0.0672339797019958,0.0672339797019959,0.0050438642501831055,0.0022152073996692945,False,False
"(3, 22, 27)",remainder1800,7.137222222222222,tune,0.02132737636566162,0.02132737636566162,0.006390690803527832,0.0008559734610315561,False,False
"(3, 22, 38)",remainder1800,7.137222222222222,test,0.049817562103271484,0.049817562103271484,0.00191806929486793,0.0008322777805171988,False,False
"(3, 22, 42)",remainder1800,7.137222222222222,test,0.06830662488937378,0.06830662488937378,0.005112206305222744,0.003807509575780313,False,False
"(3, 24, 27)",remainder1800,7.137222222222222,test,0.08134573698043823,0.08134573698043823,0.0,0.0,False,False
"(3, 24, 30)",remainder1800,7.137222222222222,test,0.060102641582489014,0.060102641582489014,0.0,0.0010205826517977745,False,False
"(3, 24, 34)",exact397,1.0,test,0.0615569353103637,0.0615569353103638,0.0,0.0,False,False
"(3, 25, 31)",remainder1800,7.137222222222222,test,0.04437291622161865,0.04437291622161865,0.017503023147583008,0.0,False,False
"(3, 25, 32)",remainder1800,7.137222222222222,tune,0.04134774208068848,0.04134774208068848,0.01775580644607544,0.0,False,False
"(3, 25, 40)",remainder1800,7.137222222222222,tune,0.03810608386993408,0.03810608386993408,0.003983974456787109,0.0,False,False
"(3, 25, 42)",remainder1800,7.137222222222222,tune,0.034586429595947266,0.034586429595947266,0.0,0.003807509575780313,False,False
"(3, 26, 28)",exact397,1.0,test,0.0215606093406677,0.021560609340667697,0.007610162259451297,0.006310329894353095,False,False
"(3, 26, 33)",remainder1800,7.137222222222222,tune,0.056748807430267334,0.056748807430267334,0.0011540055274963379,0.0,False,False
"(3, 26, 39)",remainder1800,7.137222222222222,test,0.052235424518585205,0.052235424518585205,0.0,0.0,False,False
"(3, 27, 43)",remainder1800,7.137222222222222,tune,0.09141480922698975,0.09141480922698975,0.0017428994178771973,0.0,False,False
"(3, 28, 32)",remainder1800,7.137222222222222,tune,0.05065572261810303,0.05065572261810303,0.002596139907836914,0.0,False,False
"(3, 28, 34)",remainder1800,7.137222222222222,tune,0.030509531497955322,0.04940234341291827,0.025229464992608752,0.0028781690863830534,False,False
"(3, 28, 37)",remainder1800,7.137222222222222,test,0.03942680358886719,0.03942680358886719,0.010122060775756836,0.0,False,False
"(3, 28, 41)",remainder1800,7.137222222222222,tune,0.010387539863586426,0.0110895900225767,0.022003736922753703,0.003207600828159053,False,False
"(3, 29, 31)",remainder1800,7.137222222222222,tune,0.10820025205612183,0.10820025205612183,0.03137325584217554,0.03331793734327515,True,True
"(3, 29, 34)",remainder1800,7.137222222222222,tune,0.039398908615112305,0.039398908615112305,0.0041009309087599866,0.006134638736389142,False,False
"(3, 29, 35)",remainder1800,7.137222222222222,tune,0.039398908615112305,0.039398908615112305,0.0041009309087599866,0.006134638736389142,False,False
"(3, 29, 36)",remainder1800,7.137222222222222,tune,0.039398908615112305,0.039398908615112305,0.0041009309087599866,0.006134638736389142,False,False
"(3, 29, 43)",remainder1800,7.137222222222222,tune,0.08442282676696777,0.08442282676696777,0.0009017060090894535,0.005870487884187592,False,False
"(3, 30, 40)",remainder1800,7.137222222222222,tune,0.046456754207611084,0.046456754207611084,0.0,0.0,False,False
"(3, 30, 43)",exact397,1.0,test,0.0731500387191772,0.0731500387191773,0.002448825070494376,0.009316528046809491,False,False
"(3, 31, 40)",exact397,1.0,tune,0.0892802476882934,0.08928024768829346,0.0,0.0,False,False
"(3, 31, 42)",remainder1800,7.137222222222222,tune,0.05833810567855835,0.05833810567855835,0.000588834285736084,0.0,False,False
"(3, 32, 35)",remainder1800,7.137222222222222,test,0.05734109878540039,0.05734109878540039,0.0012873411178588867,0.0,False,False
"(3, 32, 36)",remainder1800,7.137222222222222,tune,0.05734109878540039,0.05734109878540039,0.0012873411178588867,0.0,False,False
"(3, 33, 39)",remainder1800,7.137222222222222,tune,0.10824739933013916,0.10824739933013916,0.0,0.0,True,True
"(3, 33, 43)",exact397,1.0,tune,0.1508467197418213,0.15084671974182134,0.0,0.0,True,True
"(3, 34, 35)",remainder1800,7.137222222222222,test,0.002220630645751953,0.002220630645751953,0.002921581268310547,0.0,False,False
"(3, 34, 37)",remainder1800,7.137222222222222,test,0.052218079566955566,0.052218079566955566,0.0,0.0,False,False
"(3, 34, 39)",remainder1800,7.137222222222222,tune,0.03756839036941528,0.03756839036941528,0.0,0.0,False,False
"(3, 34, 42)",remainder1800,7.137222222222222,test,0.06361395120620728,0.06361395120620728,0.0,0.0023530966386160063,False,False
"(3, 35, 37)",exact397,1.0,tune,0.0522180795669555,0.052218079566955566,0.0,0.0,False,False
"(3, 35, 38)",remainder1800,7.137222222222222,test,0.03563106060028076,0.03563106060028076,0.0016385185498043464,0.001968640333160021,False,False
"(3, 40, 41)",remainder1800,7.137222222222222,test,0.01560741662979126,0.01560741662979126,0.00533682107925415,0.0,False,False
"(3, 40, 42)",exact397,1.0,test,0.0679990053176879,0.06799900531768799,0.0,0.012623517223632585,False,False
"(4, 5, 8)",remainder1800,7.137222222222222,tune,0.031011760234832764,0.031011760234832764,0.0,0.0,False,False
"(4, 5, 28)",exact397,1.0,test,0.0456759929656982,0.04567599296569824,0.006105959415435791,0.0,False,False
"(4, 5, 29)",remainder1800,7.137222222222222,test,0.054933011531829834,0.054933011531829834,0.0,0.0,False,False
"(4, 5, 35)",remainder1800,7.137222222222222,tune,0.050549209117889404,0.050549209117889404,0.0,0.0,False,False
"(4, 5, 40)",remainder1800,7.137222222222222,tune,0.07222658395767212,0.07222658395767212,0.012203633785247803,0.0,False,False
"(4, 6, 8)",remainder1800,7.137222222222222,tune,0.05643874406814575,0.05643874406814575,0.0,0.0,False,False
"(4, 6, 12)",remainder1800,7.137222222222222,tune,0.07370078563690186,0.07370078563690186,0.0,0.0,False,False
"(4, 6, 22)",remainder1800,7.137222222222222,tune,0.051843881607055664,0.051843881607055664,0.0,0.0,False,False
"(4, 6, 24)",remainder1800,7.137222222222222,test,0.0704309344291687,0.0704309344291687,0.0,0.0,False,False
"(4, 6, 25)",remainder1800,7.137222222222222,test,0.04683184623718262,0.04683184623718262,0.0037033557891845703,0.0,False,False
"(4, 6, 32)",exact397,1.0,test,0.0815187692642211,0.08151876926422119,6.473064422607422e-05,0.0,False,False
"(4, 7, 13)",remainder1800,7.137222222222222,test,0.07629013061523438,0.07629013061523438,0.0,0.0,False,False
"(4, 7, 14)",remainder1800,7.137222222222222,tune,0.07005178928375244,0.07005178928375244,0.0008867068380770116,0.0015497510536764958,False,False
"(4, 7, 17)",exact397,1.0,tune,0.1745826005935669,0.17458260059356695,0.0,0.01012871355687528,True,True
"(4, 7, 24)",remainder1800,7.137222222222222,tune,0.09668779373168945,0.09668779373168945,0.0,0.0,False,False
"(4, 7, 28)",remainder1800,7.137222222222222,test,0.03739809989929199,0.03739809989929199,0.0,0.0,False,False
"(4, 7, 41)",remainder1800,7.137222222222222,test,0.006774485111236572,0.006774485111236572,0.014095604419708252,0.0,False,False
"(4, 8, 9)",remainder1800,7.137222222222222,test,0.030645668506622314,0.030645668506622314,0.0,0.0,False,False
"(4, 8, 13)",remainder1800,7.137222222222222,test,0.08995354175567627,0.08995354175567627,0.0,0.0,False,False
"(4, 8, 15)",exact397,1.0,tune,0.0302817225456237,0.030281722545623793,0.0,0.0,False,False
"(4, 8, 20)",remainder1800,7.137222222222222,tune,0.029642343521118164,0.029642343521118164,0.0036400556564331055,0.0006137214472150543,False,False
"(4, 8, 22)",remainder1800,7.137222222222222,test,0.052886247634887695,0.052886247634887695,0.0,0.0,False,False
"(4, 9, 14)",exact397,1.0,tune,0.1236034631729126,0.1236034631729126,0.008772313594818115,0.0015497510536766068,True,True
"(4, 9, 38)",exact397,1.0,tune,0.1024921536445617,0.10249215364456177,0.0012668309884475981,0.0012016831117082072,True,True
"(4, 10, 13)",remainder1800,7.137222222222222,test,0.10560810565948486,0.10560810565948486,0.0,0.0,True,True
"(4, 10, 14)",remainder1800,7.137222222222222,test,0.059161603450775146,0.059161603450775146,0.0011033653835861301,0.0015497510536764958,False,False
"(4, 10, 23)",remainder1800,7.137222222222222,tune,0.0350724458694458,0.0350724458694458,0.020291268825531006,0.0,False,False
"(4, 10, 27)",remainder1800,7.137222222222222,tune,0.09379011392593384,0.09379011392593384,0.0018402338027954102,0.0,False,False
"(4, 10, 31)",remainder1800,7.137222222222222,test,0.07292819023132324,0.07292819023132324,0.0,0.0,False,False
"(4, 11, 12)",remainder1800,7.137222222222222,tune,0.10500752925872803,0.10500752925872803,0.0,0.0,True,True
"(4, 11, 16)",remainder1800,7.137222222222222,tune,0.12077867984771729,0.12077867984771729,0.0,0.0,True,True
"(4, 11, 25)",remainder1800,7.137222222222222,tune,0.03933894634246826,0.03933894634246826,0.0,0.0,False,False
"(4, 11, 27)",remainder1800,7.137222222222222,tune,0.055804431438446045,0.055804431438446045,0.0,0.0,False,False
"(4, 11, 35)",exact397,1.0,tune,0.0510128736495971,0.05101287364959717,0.0,0.0,False,False
"(4, 11, 38)",remainder1800,7.137222222222222,test,0.10484498739242554,0.10484498739242554,0.001296793165380672,0.0012016831117082072,True,True
"(4, 11, 40)",remainder1800,7.137222222222222,test,0.07201755046844482,0.07201755046844482,0.0,0.0,False,False
"(4, 11, 41)",remainder1800,7.137222222222222,tune,0.013889610767364502,0.013889610767364502,0.007792472839355469,0.0,False,False
"(4, 12, 14)",remainder1800,7.137222222222222,tune,0.05328357219696045,0.05328357219696045,0.001753091812133789,0.0015497510536764958,False,False
"(4, 12, 27)",remainder1800,7.137222222222222,tune,0.1361364722251892,0.1361364722251892,0.0,0.0,True,True
"(4, 12, 37)",remainder1800,7.137222222222222,tune,0.09029930830001831,0.09029930830001831,0.0,0.0,False,False
"(4, 12, 43)",exact397,1.0,test,0.0975475311279296,0.09754753112792969,0.0,0.0,False,False
"(4, 13, 19)",remainder1800,7.137222222222222,tune,0.07842743396759033,0.07842743396759033,0.001757197507101238,0.0008208085390661868,False,False
"(4, 13, 22)",remainder1800,7.137222222222222,tune,0.04921466112136841,0.04921466112136841,0.0042743682861328125,0.0,False,False
"(4, 13, 29)",exact397,1.0,test,0.1804787516593933,0.18047875165939337,0.0,0.0,True,True
"(4, 13, 39)",remainder1800,7.137222222222222,test,0.05888599157333374,0.05888599157333374,0.0,0.0,False,False
"(4, 13, 41)",remainder1800,7.137222222222222,test,0.010800540447235107,0.010800540447235107,0.009861767292022705,0.0,False,False
"(4, 13, 42)",remainder1800,7.137222222222222,tune,0.14924192428588867,0.14924192428588867,0.0,0.0,True,True
"(4, 13, 43)",remainder1800,7.137222222222222,test,0.05642390251159668,0.05642390251159668,0.0,0.0,False,False
"(4, 14, 18)",exact397,1.0,tune,0.1255508661270141,0.12555086612701416,0.003074467182159424,0.0015497510536766068,True,True
"(4, 14, 19)",exact397,1.0,tune,0.3577265739440918,0.35772657394409185,0.0026517566250622293,0.0015497510536766068,True,True
"(4, 14, 20)",exact397,1.0,tune,0.272340178489685,0.2723401784896851,0.003920912742614691,0.0015497510536766068,True,True
"(4, 14, 22)",remainder1800,7.137222222222222,test,0.04858797788619995,0.04858797788619995,0.007476389408111572,0.0015497510536764958,False,False
"(4, 14, 25)",remainder1800,7.137222222222222,tune,0.022928595542907715,0.022928595542907715,0.005437970161437988,0.0015497510536764958,False,False
"(4, 14, 26)",exact397,1.0,tune,0.0592409372329711,0.05924093723297119,0.0005103050560635314,0.0015497510536766068,False,False
"(4, 15, 17)",remainder1800,7.137222222222222,test,0.08309721946716309,0.08309721946716309,0.0,0.0,False,False
"(4, 15, 26)",exact397,1.0,tune,0.0539019703865051,0.05390197038650507,0.0,0.0,False,False
"(4, 15, 29)",remainder1800,7.137222222222222,tune,0.07087981700897217,0.07087981700897217,0.0,0.0,False,False
"(4, 16, 17)",remainder1800,7.137222222222222,tune,0.08001500368118286,0.08001500368118286,0.0,0.0,False,False
"(4, 16, 20)",exact397,1.0,tune,0.0395461916923522,0.039546191692352295,0.0004752337205690127,0.0003727236582390381,False,False
"(4, 16, 21)",remainder1800,7.137222222222222,test,0.07087993621826172,0.07087993621826172,0.0009324550628662109,0.0,False,False
"(4, 16, 25)",exact397,1.0,tune,0.0547171235084533,0.05471712350845337,0.0,0.0,False,False
"(4, 16, 41)",remainder1800,7.137222222222222,tune,0.0213279128074646,0.0213279128074646,0.0,0.0,False,False
"(4, 17, 32)",remainder1800,7.137222222222222,tune,0.06384342908859253,0.06384342908859253,0.0,0.0,False,False
"(4, 17, 34)",remainder1800,7.137222222222222,tune,0.06257247924804688,0.06257247924804688,0.0,0.0,False,False
"(4, 17, 39)",remainder1800,7.137222222222222,tune,0.06556034088134766,0.06556034088134766,0.0,0.0,False,False
"(4, 17, 43)",exact397,1.0,tune,0.0768514275550842,0.07685142755508423,0.00015252828598019685,0.0,False,False
"(4, 18, 22)",remainder1800,7.137222222222222,test,0.05249089002609253,0.05249089002609253,0.0,0.0,False,False
"(4, 18, 23)",remainder1800,7.137222222222222,tune,0.02165883779525757,0.02165883779525757,0.014886736869812012,0.0,False,False
"(4, 18, 33)",remainder1800,7.137222222222222,tune,0.06773626804351807,0.06773626804351807,0.0,0.0,False,False
"(4, 18, 34)",exact397,1.0,test,0.0535480976104736,0.05354809761047359,0.0,0.0,False,False
"(4, 18, 35)",remainder1800,7.137222222222222,tune,0.05354809761047363,0.05354809761047363,0.0,0.0,False,False
"(4, 18, 40)",remainder1800,7.137222222222222,tune,0.09809046983718872,0.09809046983718872,0.003833472728729248,0.0,False,False
"(4, 19, 21)",remainder1800,7.137222222222222,tune,0.042344093322753906,0.042344093322753906,0.0017511517194092052,0.0007424743992029414,False,False
"(4, 19, 27)",remainder1800,7.137222222222222,tune,0.03962582349777222,0.03962582349777222,0.0022290812940585214,0.000711143976417361,False,False
"(4, 19, 37)",remainder1800,7.137222222222222,test,0.030437946319580078,0.030437946319580078,0.0018040896901121428,0.0006525503506905617,False,False
"(4, 19, 43)",remainder1800,7.137222222222222,tune,0.0682910680770874,0.0682910680770874,0.0014168971534785912,0.0006709922829661874,False,False
"(4, 20, 32)",exact397,1.0,tune,0.0841484069824218,0.08414840698242188,0.0005701981345700435,0.001123460369334195,False,False
"(4, 20, 35)",remainder1800,7.137222222222222,test,0.050795137882232666,0.050795137882232666,0.0030976995998239776,0.001123460369334195,False,False
"(4, 20, 39)",remainder1800,7.137222222222222,test,0.051839590072631836,0.051839590072631836,0.0008967416647610582,0.001326915230066672,False,False
"(4, 20, 40)",remainder1800,7.137222222222222,test,0.06760329008102417,0.06760329008102417,0.0007522703387552454,0.0005551757267789892,False,False
"(4, 20, 41)",exact397,1.0,test,0.0056976079940795,0.00569760799407959,0.052712082862854004,0.001123460369334195,False,False
"(4, 20, 42)",exact397,1.0,test,0.082008421421051,0.08200842142105103,0.0008379720637340382,0.0006482921411847808,False,False
"(4, 21, 28)",remainder1800,7.137222222222222,test,0.06337255239486694,0.06337255239486694,0.009616494178771973,0.0,False,False
"(4, 21, 32)",remainder1800,7.137222222222222,tune,0.06386709213256836,0.06386709213256836,0.0,0.0,False,False
"(4, 21, 33)",remainder1800,7.137222222222222,test,0.06240445375442505,0.06240445375442505,0.0,0.0,False,False
"(4, 21, 36)",remainder1800,7.137222222222222,tune,0.030290424823760986,0.030290424823760986,0.004959464073181152,0.0,False,False
"(4, 21, 39)",remainder1800,7.137222222222222,tune,0.044897258281707764,0.044897258281707764,0.0,0.0,False,False
"(4, 22, 23)",remainder1800,7.137222222222222,tune,0.026392340660095215,0.026392340660095215,0.015628933906555176,0.0,False,False
"(4, 22, 25)",remainder1800,7.137222222222222,tune,0.04548013210296631,0.04548013210296631,0.0,0.0,False,False
"(4, 22, 36)",remainder1800,7.137222222222222,tune,0.03326648473739624,0.03326648473739624,0.0,0.0,False,False
"(4, 22, 38)",remainder1800,7.137222222222222,tune,0.03433525562286377,0.03433525562286377,0.00474362952284102,0.0012016831117082072,False,False
"(4, 22, 41)",remainder1800,7.137222222222222,tune,0.007699370384216309,0.007699370384216309,0.010809779167175293,0.0,False,False
"(4, 22, 42)",remainder1800,7.137222222222222,tune,0.04443621635437012,0.04443621635437012,0.006474018096923828,0.0,False,False
"(4, 23, 28)",remainder1800,7.137222222222222,tune,0.0391768217086792,0.0391768217086792,0.015494227409362793,0.0,False,False
"(4, 23, 32)",remainder1800,7.137222222222222,test,0.03126800060272217,0.03126800060272217,0.008265972137451172,0.0,False,False
"(4, 23, 35)",remainder1800,7.137222222222222,tune,0.025393664836883545,0.025393664836883545,0.0034072399139404297,0.0,False,False
"(4, 23, 36)",remainder1800,7.137222222222222,test,0.025393664836883545,0.025393664836883545,0.0034072399139404297,0.0,False,False
"(4, 24, 29)",remainder1800,7.137222222222222,tune,0.0769803524017334,0.0769803524017334,0.0,0.0,False,False
"(4, 24, 32)",remainder1800,7.137222222222222,test,0.0761786699295044,0.0761786699295044,0.0,0.0,False,False
"(4, 25, 30)",remainder1800,7.137222222222222,test,0.03155803680419922,0.03155803680419922,0.0012617111206054688,0.0,False,False
"(4, 25, 35)",remainder1800,7.137222222222222,test,0.055267155170440674,0.055267155170440674,0.0,0.0,False,False
"(4, 25, 36)",remainder1800,7.137222222222222,test,0.055267155170440674,0.055267155170440674,0.0,0.0,False,False
"(4, 25, 38)",remainder1800,7.137222222222222,tune,0.03384476900100708,0.03384476900100708,0.0014630740581732526,0.0012016831117082072,False,False
"(4, 25, 43)",remainder1800,7.137222222222222,tune,0.0506054162979126,0.0506054162979126,0.0,0.0,False,False
"(4, 26, 28)",remainder1800,7.137222222222222,tune,0.07051795721054077,0.07051795721054077,0.0,0.0,False,False
"(4, 26, 30)",remainder1800,7.137222222222222,tune,0.05177587270736694,0.05177587270736694,0.0,0.0,False,False
"(4, 27, 29)",remainder1800,7.137222222222222,test,0.08254677057266235,0.08254677057266235,0.00115281343460083,0.0,False,False
"(4, 27, 34)",remainder1800,7.137222222222222,test,0.028367340564727783,0.028367340564727783,0.0060822367668151855,0.0,False,False
"(4, 27, 36)",remainder1800,7.137222222222222,tune,0.028367340564727783,0.028367340564727783,0.0060822367668151855,0.0,False,False
"(4, 28, 35)",remainder1800,7.137222222222222,tune,0.028832614421844482,0.028832614421844482,0.0,0.0,False,False
"(4, 28, 41)",remainder1800,7.137222222222222,tune,0.006973743438720703,0.006973743438720703,0.019173920154571533,0.0,False,False
"(4, 29, 32)",remainder1800,7.137222222222222,test,0.07887434959411621,0.07887434959411621,0.035112872062328826,0.03259616689602163,False,False
"(4, 29, 38)",exact397,1.0,test,0.0944385528564453,0.09443855285644528,0.005041254978896403,0.0012016831117082072,False,False
"(4, 29, 41)",remainder1800,7.137222222222222,tune,0.008212149143218994,0.008212149143218994,0.014260649681091309,0.0,False,False
"(4, 29, 42)",remainder1800,7.137222222222222,tune,0.07432818412780762,0.07432818412780762,0.006449282169342041,0.0,False,False
"(4, 30, 34)",remainder1800,7.137222222222222,tune,0.05195975303649902,0.05195975303649902,0.0,0.0,False,False
"(4, 30, 39)",remainder1800,7.137222222222222,tune,0.0895276665687561,0.0895276665687561,0.0,0.0,False,False
"(4, 31, 43)",exact397,1.0,tune,0.0523739457130432,0.05237394571304321,0.0,0.0,False,False
"(4, 32, 33)",remainder1800,7.137222222222222,tune,0.011907219886779785,0.011907219886779785,0.0077204108238220215,0.0,False,False
"(4, 32, 37)",remainder1800,7.137222222222222,test,0.07010996341705322,0.07010996341705322,0.002389848232269287,0.0,False,False
"(4, 32, 43)",remainder1800,7.137222222222222,tune,0.050147175788879395,0.050147175788879395,0.0020739538252239065,0.0,False,False
"(4, 33, 35)",remainder1800,7.137222222222222,tune,0.067790687084198,0.067790687084198,0.0,0.0,False,False
"(4, 33, 41)",remainder1800,7.137222222222222,tune,0.015528857707977295,0.015528857707977295,0.004299819469451904,0.0,False,False
"(4, 33, 42)",remainder1800,7.137222222222222,tune,0.12987834215164185,0.12987834215164185,0.0005064606666564941,0.0,True,True
"(4, 34, 36)",remainder1800,7.137222222222222,test,0.007052719593048096,0.007052719593048096,0.009298443794250488,0.0,False,False
"(4, 34, 42)",remainder1800,7.137222222222222,tune,0.046711623668670654,0.046711623668670654,0.0,0.0,False,False
"(4, 34, 43)",remainder1800,7.137222222222222,test,0.038985252380371094,0.038985252380371094,0.0,0.0,False,False
"(4, 36, 41)",remainder1800,7.137222222222222,tune,0.017139434814453125,0.017139434814453125,0.0030822157859802246,0.0,False,False
"(4, 37, 38)",remainder1800,7.137222222222222,test,0.03459477424621582,0.03459477424621582,0.0011583505349564982,0.0012016831117082072,False,False
"(4, 38, 39)",remainder1800,7.137222222222222,test,0.03183048963546753,0.03183048963546753,0.00427680594496016,0.0012016831117082072,False,False
"(4, 38, 42)",exact397,1.0,test,0.1704837083816528,0.1704837083816529,0.0036898194032120024,0.0012016831117082072,True,True
"(4, 39, 42)",remainder1800,7.137222222222222,tune,0.09702539443969727,0.09702539443969727,0.0,0.0,False,False
"(5, 6, 8)",remainder1800,7.137222222222222,tune,0.03390014171600342,0.03390014171600342,0.0,0.00018100373774271317,False,False
"(5, 6, 11)",exact397,1.0,tune,0.0814573764801025,0.08145737648010248,0.0,0.0,False,False
"(5, 6, 16)",exact397,1.0,tune,0.1493620872497558,0.1493620872497558,0.0,0.0007306645093366759,True,True
"(5, 6, 17)",remainder1800,7.137222222222222,test,0.06402945518493652,0.06402945518493652,0.00011271238327026367,0.0,False,False
"(5, 6, 19)",remainder1800,7.137222222222222,test,0.08745616674423218,0.08745616674423218,0.0020837107142852584,0.0008850452592841229,False,False
"(5, 6, 29)",remainder1800,7.137222222222222,test,0.06013596057891846,0.06013596057891846,0.0,0.0,False,False
"(5, 6, 34)",remainder1800,7.137222222222222,tune,0.06051766872406006,0.06051766872406006,0.0,0.0007306645093366759,False,False
"(5, 6, 41)",exact397,1.0,test,0.0185035467147827,0.01777288220544604,0.0006900429725646973,0.0007306645093366759,False,False
"(5, 7, 10)",remainder1800,7.137222222222222,tune,0.04518461227416992,0.04518461227416992,0.0,0.0,False,False
"(5, 7, 14)",remainder1800,7.137222222222222,tune,0.08211886882781982,0.08211886882781982,0.0,0.0,False,False
"(5, 7, 24)",remainder1800,7.137222222222222,tune,0.039679110050201416,0.04164572099124861,0.00226766577635909,0.00030105483531189803,False,False
"(5, 7, 30)",remainder1800,7.137222222222222,test,0.0651518702507019,0.0651518702507019,0.0023877871589863264,0.0012798560219013655,False,False
"(5, 7, 34)",remainder1800,7.137222222222222,test,0.04666757583618164,0.04666757583618164,0.0,0.0011203860811674071,False,False
"(5, 7, 41)",remainder1800,7.137222222222222,test,0.01068812608718872,0.01068812608718872,0.002239704132080078,0.0012269072876075482,False,False
"(5, 7, 42)",remainder1800,7.137222222222222,tune,0.049784719944000244,0.049784719944000244,0.0052315398140930225,0.0005353465869126217,False,False
"(5, 8, 10)",remainder1800,7.137222222222222,tune,0.034073710441589355,0.034073710441589355,0.0,0.00018100373774271317,False,False
"(5, 8, 11)",remainder1800,7.137222222222222,tune,0.0401187539100647,0.0401187539100647,0.0006445159071327422,0.0017892258759238389,False,False
"(5, 8, 18)",remainder1800,7.137222222222222,test,0.03183162212371826,0.033492016026487215,0.001660393902768953,0.005217920958986433,False,False
"(5, 8, 25)",remainder1800,7.137222222222222,tune,0.030952751636505127,0.030952751636505127,0.0022224783897399902,0.0017875063583057682,False,False
"(5, 9, 18)",exact397,1.0,test,0.1932749152183532,0.19327491521835327,0.0,0.0,True,True
"(5, 9, 22)",remainder1800,7.137222222222222,tune,0.031761229038238525,0.028938036696316463,0.0,0.0028231923419220623,False,False
"(5, 10, 16)",remainder1800,7.137222222222222,tune,0.07514345645904541,0.07514345645904541,0.0,0.0,False,False
"(5, 10, 23)",remainder1800,7.137222222222222,test,0.012205898761749268,0.012205898761749268,0.019667625427246094,0.0,False,False
"(5, 11, 19)",remainder1800,7.137222222222222,test,0.08008402585983276,0.08008402585983276,0.0014536438241593563,0.0009761520863700301,False,False
"(5, 11, 29)",remainder1800,7.137222222222222,test,0.06994801759719849,0.06994801759719849,0.004531771543611118,0.01565487395148646,False,False
"(5, 11, 32)",remainder1800,7.137222222222222,tune,0.09880495071411133,0.09880495071411133,0.0,0.0,False,False
"(5, 11, 33)",remainder1800,7.137222222222222,test,0.09917891025543213,0.09917891025543213,0.0,0.0,False,False
"(5, 11, 41)",remainder1800,7.137222222222222,tune,0.008814871311187744,0.008814871311187744,0.020261645317077637,0.0,False,False
"(5, 12, 14)",remainder1800,7.137222222222222,test,0.04827302694320679,0.04827302694320679,0.0,0.0012579968969338717,False,False
"(5, 12, 24)",exact397,1.0,tune,0.0622925162315368,0.06229251623153689,0.0046641230583191196,0.0,False,False
"(5, 12, 28)",remainder1800,7.137222222222222,test,0.05848050117492676,0.05848050117492676,0.02159015986665329,0.02561928312917261,False,False
"(5, 12, 32)",remainder1800,7.137222222222222,tune,0.06036651134490967,0.06036651134490967,0.0,0.0,False,False
"(5, 12, 39)",remainder1800,7.137222222222222,test,0.036566317081451416,0.036566317081451416,0.0,0.0,False,False
"(5, 12, 41)",exact397,1.0,tune,0.013362169265747,0.013362169265746994,0.004117921662230517,0.0012579968969338995,False,False
"(5, 12, 42)",remainder1800,7.137222222222222,tune,0.07668310403823853,0.07668310403823853,0.0,0.0012579968969338717,False,False
"(5, 13, 14)",remainder1800,7.137222222222222,test,0.0647420883178711,0.0647420883178711,0.0,0.0,False,False
"(5, 13, 18)",remainder1800,7.137222222222222,tune,0.07122045755386353,0.07122045755386353,0.0,0.005217920958986433,False,False
"(5, 13, 22)",remainder1800,7.137222222222222,tune,0.06013745069503784,0.06013745069503784,0.006079940290244723,0.0,False,False
"(5, 13, 30)",remainder1800,7.137222222222222,tune,0.06339281797409058,0.06339281797409058,0.014363299838087207,0.0010449692796711194,False,False
"(5, 13, 32)",remainder1800,7.137222222222222,tune,0.0885469913482666,0.0885469913482666,0.0020014047622680664,0.0,False,False
"(5, 13, 33)",remainder1800,7.137222222222222,tune,0.08821749687194824,0.08821749687194824,0.0018345117568969727,0.0,False,False
