scheme,mode,K,all_parent_mae,all_parent_bias,all_pair_mae,all_syn_mae,all_s1_spearman,all_top30_recall,all_top30_precision,all_top30_f1,tune_parent_mae,tune_parent_bias,tune_pair_mae,tune_syn_mae,tune_s1_spearman,tune_top30_recall,tune_top30_precision,tune_top30_f1,test_parent_mae,test_parent_bias,test_pair_mae,test_syn_mae,test_s1_spearman,test_top30_recall,test_top30_precision,test_top30_f1,extreme_n,extreme_parent_true_mean,extreme_parent_est_mean,extreme_parent_error_mean,extreme_pair_true_mean,extreme_pair_est_mean,extreme_pair_error_mean,extreme_syn_true_mean,extreme_syn_est_mean,extreme_negative_count,extreme_top30_hit,extreme_conf_match,extreme_monotonicity_violation
uniform,single,0,0.07138141361908361,-0.07134856920538186,0.053645094971018874,0.019577322629760724,0.6970562347755309,0.8271208501153977,0.238760825021711,0.3705553086665237,0.07109566142401444,-0.07106223943500212,0.05346631023726186,0.01953368881993237,0.7073419113108045,0.8170353491918538,0.22932288821726704,0.3581276456832068,0.07181014980784918,-0.07177817197519797,0.05391333957835042,0.019642789820039364,0.6823891948039347,0.8424481447446787,0.25417907784047,0.3905295950155763,15,0.5802323261896769,0.21346253951390584,-0.3667697866757711,0.28820643027623494,0.20900265375773108,-0.07920377651850383,0.29202589591344197,0.004459885756174732,11,1,2,11
uniform,single,1,0.06882132840540439,-0.06875541923095561,0.052718812950113096,0.0184626432411384,0.6646856541007229,0.8036236425511162,0.22203579922400687,0.3479385271203234,0.06852452400802343,-0.06845786537771074,0.052510706934549484,0.018488703026955034,0.6724638589086014,0.8056450540389577,0.2124469133464494,0.3362305380386469,0.06926664707079971,-0.06920186236313121,0.05303105055147375,0.018423543722590988,0.6536305580735929,0.8005516315844791,0.23849950665434577,0.3675106299538926,15,0.5802323261896769,0.21043205261230466,-0.3698002735773722,0.28820643027623494,0.2039268175760905,-0.08427961270014445,0.29202589591344197,0.006505235036214173,10,1,4,10
uniform,single,5,0.055742046964699504,-0.05568256866574259,0.04248385965182914,0.01512091145384114,0.7665449334099473,0.8583183783124748,0.24149207225654643,0.3769323772606756,0.05556054967943595,-0.055499609857288766,0.04237545765390261,0.015130441778688915,0.7610302640256139,0.8427887471295961,0.22934990026880497,0.36057559452945853,0.056014361423513584,-0.05595707596119346,0.04264650357984637,0.015106612368047785,0.7755086864271576,0.8819193114171838,0.26160632849364934,0.40351639707088155,15,0.5802323261896769,0.24288311402002968,-0.3373492121696472,0.28820643027623494,0.22055049339930216,-0.06765593687693278,0.29202589591344197,0.022332620620727547,9,4,5,9
uniform,single,10,0.05105626294789082,-0.05097509451143057,0.03925352323694359,0.014008273437836694,0.7880175601288409,0.8719260213084983,0.24484739111775433,0.38233147241794185,0.05088193043576948,-0.050798168245509936,0.03912033807440056,0.014093480650800277,0.7842619567621039,0.858966743210774,0.23658301858364228,0.37098624281367804,0.05131782754167021,-0.05124055071527524,0.039453351269673156,0.01388043044530078,0.7939002973079315,0.8916206973679603,0.2580447038261356,0.40025210559280655,15,0.5802323261896769,0.2571965018908183,-0.32303582429885863,0.28820643027623494,0.23169225056966142,-0.0565141797065735,0.29202589591344197,0.025504251321156836,4,5,4,4
uniform,single,25,0.04097139649030502,-0.04082181959093241,0.03076186715118996,0.012160121157429267,0.8333606709798964,0.8825139621785918,0.2513696384038856,0.3912874574519905,0.040716767735065044,-0.040537278746075336,0.03056858454229017,0.012175202348785896,0.828426970031379,0.8717339456861928,0.24239540562561868,0.37931736223164636,0.04135343576753714,-0.04124873829699044,0.031051864045437128,0.012137493675940558,0.8400518597619875,0.8988967368310425,0.2658772638108303,0.4103735225982342,15,0.5802323261896769,0.30582956473032635,-0.2744027614593506,0.28820643027623494,0.2447756767272949,-0.043430753548940035,0.29202589591344197,0.061053888003031416,1,11,7,1
uniform,single,50,0.03248078702232046,-0.032207550028236366,0.024522350944901176,0.010174955638826639,0.8633284908406527,0.8990092254119136,0.2630682581007381,0.4070310186730868,0.032352869740404674,-0.0320664667472411,0.02439312233379743,0.0102536130172519,0.8566783964140018,0.8911037423862256,0.2568598081065685,0.3987735258216418,0.03267271124502871,-0.03241922822086692,0.024716242656531526,0.010056939871227095,0.8726833020328846,0.9110234692695128,0.2728724887632764,0.41995791892794215,15,0.5802323261896769,0.3832429806391398,-0.1969893455505371,0.28820643027623494,0.25284118254979454,-0.035365247726440424,0.29202589591344197,0.1304017980893453,0,11,10,0
local234_uniform10,single,0,0.06430656150631524,-0.06426461917690279,0.045683307793315926,0.01997262956830317,0.7006829485765357,0.8411247387773173,0.2392641974925545,0.37255293692570474,0.06407338425570544,-0.06403123515605326,0.045614850550435564,0.019882392717901425,0.6979450041788018,0.8416308327939781,0.23324355941111388,0.3652612297299039,0.06465641542680424,-0.06461478333082504,0.04578601950616496,0.020108018916119352,0.7045486230312455,0.8403556096916849,0.24904881625142564,0.38422750053135624,15,0.5802323261896769,0.19713757038116456,-0.3830947558085124,0.28820643027623494,0.20419449806213377,-0.08401193221410115,0.29202589591344197,-0.007056927680969229,10,1,1,10
local234_uniform10,single,1,0.05836652540239096,-0.058327692763147705,0.042108801018946325,0.017563396899158028,0.7374346857258987,0.8361799564931882,0.23614988548157695,0.3682892953985389,0.0581851461684495,-0.05815323710347412,0.04207912997693084,0.017524112946588986,0.7344398898841731,0.8416308327939781,0.22600933353618455,0.35633058703122533,0.05863866273964737,-0.05858944212475434,0.042153318785353465,0.017622337661100447,0.7420610603841669,0.8278960658185143,0.25373866568876813,0.38842917474928734,15,0.5802323261896769,0.21111146211624143,-0.3691208640734355,0.28820643027623494,0.21389542023340857,-0.07431101004282634,0.29202589591344197,-0.002783958117167159,10,1,2,10
local234_uniform10,single,5,0.051816179217515065,-0.05177349651787344,0.037596707846896685,0.015600479864346338,0.7840961637602892,0.8672454028016332,0.2423270656486442,0.37880722464521727,0.05180213783211521,-0.051769163101777246,0.03764202636777155,0.015620706647745744,0.7775782525488928,0.8689801310411477,0.23348116371581598,0.3680682364202843,0.051837246597451925,-0.051779998278257,0.03752871295392417,0.015570132051887536,0.793791976726064,0.8646090745686256,0.2572117331007387,0.3964761519915872,15,0.5802323261896769,0.2309168855349223,-0.3493154406547546,0.28820643027623494,0.2252156416575114,-0.06299078861872355,0.29202589591344197,0.005701243877410889,9,2,2,9
local234_uniform10,single,10,0.0466532919643,-0.04656507007521124,0.03402806409739634,0.014187779956655678,0.800848050232207,0.8866282862722534,0.2502985241809871,0.3903888086913752,0.04646216546206943,-0.04636649192132926,0.033890650197147,0.01419550479751335,0.7943561639413304,0.8931376286694626,0.24556286508901334,0.38521355917037076,0.046940053884426645,-0.046863012286457804,0.034234236833399476,0.014176189778573793,0.8106368087116589,0.8767358070070956,0.2580014837424728,0.3986810707676058,15,0.5802323261896769,0.24545493125915527,-0.33477739493052167,0.28820643027623494,0.23432202339172362,-0.05388440688451133,0.29202589591344197,0.011132907867431643,7,5,2,7
local234_uniform10,single,25,0.03796294819720357,-0.03782666235253379,0.02701588385678815,0.012504925181949424,0.8424704546279063,0.8766066398153632,0.2485100840398556,0.3872408704120266,0.03771124479888575,-0.037551678471465004,0.026832839360236695,0.012483931002025463,0.83304220065669,0.8799324402202341,0.24894886156979698,0.3880978078099215,0.03834059833447726,-0.03823924200432919,0.027290519716740125,0.012536424378953588,0.8564091608252714,0.8715523025970072,0.24783984569423229,0.38593336306642667,15,0.5802323261896769,0.291432785987854,-0.28879954020182297,0.28820643027623494,0.24939899444580077,-0.03880743583043416,0.29202589591344197,0.04203379154205322,3,10,5,3
