model,test_parent_mae,test_parent_bias,test_syn_mae,test_s1_spearman,pool_top30_recall,global_top30_recall,extreme_parent_error_mean,extreme_pair_error_mean,extreme_syn_est_mean,extreme_negative_count,truth_parent_exceeded_rate,truth_pair_exceeded_rate
poly2,0.0613488998148863,-0.06124820823718478,0.015431762889833459,0.7845437924126247,0.962954179815189,0.962954179815189,-0.08040871629702182,-0.06567202426624691,0.2772892038826671,0,0.027575481717493553,0.029661659839174633
arith,0.045861715557345854,-0.04546351398103163,0.012696159848409785,0.7798122026256203,0.9383679035035479,0.9383679035035479,-0.04399688901373535,-0.05241175745864231,0.300440764358349,0,0.04642694583522986,0.05257168866636322
