sid,group,size,K,conf,est,arch,scheme,truth,err
p00_06,pair,2,0,total_lmp_da,0.0,mlp,none,0.4539452195167541,-0.4539452195167541
p00_06,pair,2,0,da_as_total_mw_primary_reserve,0.0,mlp,none,0.1419150233268737,-0.1419150233268737
p00_06,pair,2,0,da_as_total_mw_synchronized_reserve,0.0,mlp,none,0.1333064436912536,-0.1333064436912536
p00_06,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.0434166193008422,mlp,none,0.2561356425285339,-0.21271902322769168
p00_06,pair,2,10,net_actual_interchange_mw,0.1427440643310547,mlp,none,0.2660852074623108,-0.1233411431312561
p00_06,pair,2,10,gross_actual_interchange_mw,0.1133159399032592,mlp,none,0.1838071346282959,-0.0704911947250367
p00_06,pair,2,10,total_gen,0.7456470727920532,mlp,none,0.779238224029541,-0.03359115123748779
p00_06,pair,2,10,metered_load_mw,0.7264875173568726,mlp,none,0.7591387629508972,-0.03265124559402466
p00_06,pair,2,10,total_losses,0.4372586011886596,mlp,none,0.5569307804107666,-0.11967217922210699
p00_06,pair,2,10,congestion_price_da,0.0852908492088317,mlp,none,0.1187409162521362,-0.0334500670433045
p00_06,pair,2,10,congestion_price_rt,0.0005741119384765,mlp,none,0.0604552030563354,-0.0598810911178589
p00_06,pair,2,10,marginal_loss_price_da,0.2056729793548584,mlp,none,0.3732752799987793,-0.1676023006439209
p00_06,pair,2,10,total_lmp_da,0.2787269353866577,mlp,none,0.4539452195167541,-0.17521828413009638
p00_06,pair,2,10,da_as_total_mw_primary_reserve,0.0726059079170227,mlp,none,0.1419150233268737,-0.06930911540985099
p00_06,pair,2,10,da_as_total_mw_synchronized_reserve,0.0587433576583862,mlp,none,0.1333064436912536,-0.0745630860328674
p00_06,pair,2,10,da_as_total_mw_thirty_minutes_reserve,0.1219444274902343,mlp,none,0.2561356425285339,-0.13419121503829956
p00_06,pair,2,50,net_actual_interchange_mw,0.2149426937103271,mlp,none,0.2660852074623108,-0.0511425137519837
p00_06,pair,2,50,gross_actual_interchange_mw,0.1564527153968811,mlp,none,0.1838071346282959,-0.027354419231414795
p00_06,pair,2,50,total_gen,0.7704009413719177,mlp,none,0.779238224029541,-0.008837282657623291
p00_06,pair,2,50,metered_load_mw,0.7527384757995605,mlp,none,0.7591387629508972,-0.00640028715133667
p00_06,pair,2,50,total_losses,0.527869701385498,mlp,none,0.5569307804107666,-0.029061079025268555
p00_06,pair,2,50,congestion_price_da,0.103240430355072,mlp,none,0.1187409162521362,-0.015500485897064209
p00_06,pair,2,50,congestion_price_rt,0.0462098121643066,mlp,none,0.0604552030563354,-0.014245390892028802
p00_06,pair,2,50,marginal_loss_price_da,0.2532296776771545,mlp,none,0.3732752799987793,-0.12004560232162481
p00_06,pair,2,50,total_lmp_da,0.3574673533439636,mlp,none,0.4539452195167541,-0.09647786617279047
p00_06,pair,2,50,da_as_total_mw_primary_reserve,0.1076377034187316,mlp,none,0.1419150233268737,-0.03427731990814209
p00_06,pair,2,50,da_as_total_mw_synchronized_reserve,0.1044262051582336,mlp,none,0.1333064436912536,-0.028880238533020006
p00_06,pair,2,50,da_as_total_mw_thirty_minutes_reserve,0.2013961672782898,mlp,none,0.2561356425285339,-0.054739475250244085
p00_06,pair,2,200,net_actual_interchange_mw,0.242742657661438,mlp,none,0.2660852074623108,-0.023342549800872803
p00_06,pair,2,200,gross_actual_interchange_mw,0.16757333278656,mlp,none,0.1838071346282959,-0.016233801841735895
p00_06,pair,2,200,total_gen,0.7726927399635315,mlp,none,0.779238224029541,-0.0065454840660095215
p00_06,pair,2,200,metered_load_mw,0.7535532116889954,mlp,none,0.7591387629508972,-0.0055855512619018555
p00_06,pair,2,200,total_losses,0.54526686668396,mlp,none,0.5569307804107666,-0.01166391372680664
p00_06,pair,2,200,congestion_price_da,0.1053581237792968,mlp,none,0.1187409162521362,-0.013382792472839397
p00_06,pair,2,200,congestion_price_rt,0.0547290444374084,mlp,none,0.0604552030563354,-0.005726158618927002
p00_06,pair,2,200,marginal_loss_price_da,0.3206887245178222,mlp,none,0.3732752799987793,-0.05258655548095709
p00_06,pair,2,200,total_lmp_da,0.424967885017395,mlp,none,0.4539452195167541,-0.028977334499359075
p00_06,pair,2,200,da_as_total_mw_primary_reserve,0.1247216463088989,mlp,none,0.1419150233268737,-0.017193377017974798
p00_06,pair,2,200,da_as_total_mw_synchronized_reserve,0.1152375340461731,mlp,none,0.1333064436912536,-0.01806890964508051
p00_06,pair,2,200,da_as_total_mw_thirty_minutes_reserve,0.2349328398704528,mlp,none,0.2561356425285339,-0.021202802658081082
p00_09,pair,2,0,net_actual_interchange_mw,0.0,mlp,none,0.2220272421836853,-0.2220272421836853
p00_09,pair,2,0,gross_actual_interchange_mw,0.0,mlp,none,0.1620858907699585,-0.1620858907699585
p00_09,pair,2,0,total_gen,0.2911741733551025,mlp,none,0.7940526008605957,-0.5028784275054932
p00_09,pair,2,0,metered_load_mw,0.1899704337120056,mlp,none,0.7771584987640381,-0.5871880650520325
p00_09,pair,2,0,total_losses,0.1515073180198669,mlp,none,0.6610863208770752,-0.5095790028572083
p00_09,pair,2,0,congestion_price_da,0.0,mlp,none,0.1207424998283386,-0.1207424998283386
p00_09,pair,2,0,congestion_price_rt,0.0,mlp,none,0.0515618920326232,-0.0515618920326232
p00_09,pair,2,0,marginal_loss_price_da,0.0,mlp,none,0.3801534175872803,-0.3801534175872803
p00_09,pair,2,0,total_lmp_da,0.0,mlp,none,0.4475311636924743,-0.4475311636924743
p00_09,pair,2,0,da_as_total_mw_primary_reserve,0.0,mlp,none,0.1304113268852234,-0.1304113268852234
p00_09,pair,2,0,da_as_total_mw_synchronized_reserve,0.0,mlp,none,0.1303068399429321,-0.1303068399429321
p00_09,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.0,mlp,none,0.1942478418350219,-0.1942478418350219
p00_09,pair,2,10,net_actual_interchange_mw,0.0983108878135681,mlp,none,0.2220272421836853,-0.1237163543701172
p00_09,pair,2,10,gross_actual_interchange_mw,0.1151354312896728,mlp,none,0.1620858907699585,-0.0469504594802857
p00_09,pair,2,10,total_gen,0.7516778707504272,mlp,none,0.7940526008605957,-0.04237473011016846
p00_09,pair,2,10,metered_load_mw,0.7309232950210571,mlp,none,0.7771584987640381,-0.04623520374298096
p00_09,pair,2,10,total_losses,0.5519298315048218,mlp,none,0.6610863208770752,-0.10915648937225342
p00_09,pair,2,10,congestion_price_da,0.0762129426002502,mlp,none,0.1207424998283386,-0.04452955722808839
p00_09,pair,2,10,congestion_price_rt,0.0019711256027221,mlp,none,0.0515618920326232,-0.0495907664299011
p00_09,pair,2,10,marginal_loss_price_da,0.198486328125,mlp,none,0.3801534175872803,-0.18166708946228027
p00_09,pair,2,10,total_lmp_da,0.2515236735343933,mlp,none,0.4475311636924743,-0.196007490158081
p00_09,pair,2,10,da_as_total_mw_primary_reserve,0.0680270791053772,mlp,none,0.1304113268852234,-0.06238424777984619
p00_09,pair,2,10,da_as_total_mw_synchronized_reserve,0.0682044625282287,mlp,none,0.1303068399429321,-0.0621023774147034
p00_09,pair,2,10,da_as_total_mw_thirty_minutes_reserve,0.0505138039588928,mlp,none,0.1942478418350219,-0.1437340378761291
p00_09,pair,2,50,net_actual_interchange_mw,0.1742841005325317,mlp,none,0.2220272421836853,-0.04774314165115359
p00_09,pair,2,50,gross_actual_interchange_mw,0.1509904861450195,mlp,none,0.1620858907699585,-0.011095404624938993
p00_09,pair,2,50,total_gen,0.7842159867286682,mlp,none,0.7940526008605957,-0.00983661413192749
p00_09,pair,2,50,metered_load_mw,0.7677534818649292,mlp,none,0.7771584987640381,-0.009405016899108887
p00_09,pair,2,50,total_losses,0.6522997617721558,mlp,none,0.6610863208770752,-0.008786559104919434
p00_09,pair,2,50,congestion_price_da,0.1018158793449401,mlp,none,0.1207424998283386,-0.018926620483398493
p00_09,pair,2,50,congestion_price_rt,0.0321571230888366,mlp,none,0.0515618920326232,-0.0194047689437866
p00_09,pair,2,50,marginal_loss_price_da,0.2575454711914062,mlp,none,0.3801534175872803,-0.12260794639587408
p00_09,pair,2,50,total_lmp_da,0.3187689185142517,mlp,none,0.4475311636924743,-0.1287622451782226
p00_09,pair,2,50,da_as_total_mw_primary_reserve,0.1092023253440857,mlp,none,0.1304113268852234,-0.021209001541137695
p00_09,pair,2,50,da_as_total_mw_synchronized_reserve,0.1205447912216186,mlp,none,0.1303068399429321,-0.009762048721313504
p00_09,pair,2,50,da_as_total_mw_thirty_minutes_reserve,0.1249939799308776,mlp,none,0.1942478418350219,-0.06925386190414429
p00_09,pair,2,200,net_actual_interchange_mw,0.1986099481582641,mlp,none,0.2220272421836853,-0.023417294025421198
p00_09,pair,2,200,gross_actual_interchange_mw,0.1532301306724548,mlp,none,0.1620858907699585,-0.00885576009750369
p00_09,pair,2,200,total_gen,0.7909882068634033,mlp,none,0.7940526008605957,-0.003064393997192383
p00_09,pair,2,200,metered_load_mw,0.7749366760253906,mlp,none,0.7771584987640381,-0.002221822738647461
p00_09,pair,2,200,total_losses,0.658669114112854,mlp,none,0.6610863208770752,-0.0024172067642211914
p00_09,pair,2,200,congestion_price_da,0.1074858903884887,mlp,none,0.1207424998283386,-0.013256609439849895
p00_09,pair,2,200,congestion_price_rt,0.0466331243515014,mlp,none,0.0515618920326232,-0.004928767681121798
p00_09,pair,2,200,marginal_loss_price_da,0.3228007555007934,mlp,none,0.3801534175872803,-0.05735266208648687
p00_09,pair,2,200,total_lmp_da,0.37881600856781,mlp,none,0.4475311636924743,-0.0687151551246643
p00_09,pair,2,200,da_as_total_mw_primary_reserve,0.1216184496879577,mlp,none,0.1304113268852234,-0.008792877197265694
p00_09,pair,2,200,da_as_total_mw_synchronized_reserve,0.121250569820404,mlp,none,0.1303068399429321,-0.009056270122528104
p00_09,pair,2,200,da_as_total_mw_thirty_minutes_reserve,0.170975387096405,mlp,none,0.1942478418350219,-0.023272454738616888
p00_15,pair,2,0,net_actual_interchange_mw,0.0,mlp,none,0.253771424293518,-0.253771424293518
p00_15,pair,2,0,gross_actual_interchange_mw,0.0,mlp,none,0.1548864841461181,-0.1548864841461181
p00_15,pair,2,0,total_gen,0.3799843192100525,mlp,none,0.8320835828781128,-0.4520992636680603
p00_15,pair,2,0,metered_load_mw,0.2842729687690735,mlp,none,0.8293690085411072,-0.5450960397720337
p00_15,pair,2,0,total_losses,0.1027619242668151,mlp,none,0.5632925033569336,-0.4605305790901185
p00_15,pair,2,0,congestion_price_da,0.0,mlp,none,0.2122934460639953,-0.2122934460639953
p00_15,pair,2,0,congestion_price_rt,0.0,mlp,none,0.1338418126106262,-0.1338418126106262
p00_15,pair,2,0,marginal_loss_price_da,0.0,mlp,none,0.5269192457199097,-0.5269192457199097
p00_15,pair,2,0,total_lmp_da,0.0349096059799194,mlp,none,0.6825962662696838,-0.6476866602897644
p00_15,pair,2,0,da_as_total_mw_primary_reserve,0.0,mlp,none,0.1471243500709533,-0.1471243500709533
p00_15,pair,2,0,da_as_total_mw_synchronized_reserve,0.0,mlp,none,0.1299070119857788,-0.1299070119857788
p00_15,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.0307865142822265,mlp,none,0.3750365972518921,-0.3442500829696656
p00_15,pair,2,10,net_actual_interchange_mw,0.1362307667732238,mlp,none,0.253771424293518,-0.11754065752029422
p00_15,pair,2,10,gross_actual_interchange_mw,0.1062368750572204,mlp,none,0.1548864841461181,-0.048649609088897705
p00_15,pair,2,10,total_gen,0.7946517467498779,mlp,none,0.8320835828781128,-0.03743183612823486
p00_15,pair,2,10,metered_load_mw,0.7887445688247681,mlp,none,0.8293690085411072,-0.04062443971633911
p00_15,pair,2,10,total_losses,0.4243951439857483,mlp,none,0.5632925033569336,-0.1388973593711853
p00_15,pair,2,10,congestion_price_da,0.1439480781555175,mlp,none,0.2122934460639953,-0.06834536790847781
p00_15,pair,2,10,congestion_price_rt,0.0970308780670166,mlp,none,0.1338418126106262,-0.03681093454360959
p00_15,pair,2,10,marginal_loss_price_da,0.3775817155838012,mlp,none,0.5269192457199097,-0.14933753013610845
p00_15,pair,2,10,total_lmp_da,0.5587026476860046,mlp,none,0.6825962662696838,-0.1238936185836792
p00_15,pair,2,10,da_as_total_mw_primary_reserve,0.0716256499290466,mlp,none,0.1471243500709533,-0.07549870014190671
p00_15,pair,2,10,da_as_total_mw_synchronized_reserve,0.0378172993659973,mlp,none,0.1299070119857788,-0.09208971261978151
p00_15,pair,2,10,da_as_total_mw_thirty_minutes_reserve,0.3122334480285644,mlp,none,0.3750365972518921,-0.06280314922332769
p00_15,pair,2,50,net_actual_interchange_mw,0.215398371219635,mlp,none,0.253771424293518,-0.038373053073883
p00_15,pair,2,50,gross_actual_interchange_mw,0.1435841917991638,mlp,none,0.1548864841461181,-0.011302292346954318
p00_15,pair,2,50,total_gen,0.8163412809371948,mlp,none,0.8320835828781128,-0.01574230194091797
p00_15,pair,2,50,metered_load_mw,0.8156684041023254,mlp,none,0.8293690085411072,-0.013700604438781738
p00_15,pair,2,50,total_losses,0.5225048661231995,mlp,none,0.5632925033569336,-0.04078763723373413
p00_15,pair,2,50,congestion_price_da,0.1818520426750183,mlp,none,0.2122934460639953,-0.030441403388976995
p00_15,pair,2,50,congestion_price_rt,0.1327823400497436,mlp,none,0.1338418126106262,-0.0010594725608825961
p00_15,pair,2,50,marginal_loss_price_da,0.4934254884719848,mlp,none,0.5269192457199097,-0.03349375724792486
p00_15,pair,2,50,total_lmp_da,0.6687560677528381,mlp,none,0.6825962662696838,-0.013840198516845703
p00_15,pair,2,50,da_as_total_mw_primary_reserve,0.1139977574348449,mlp,none,0.1471243500709533,-0.03312659263610841
p00_15,pair,2,50,da_as_total_mw_synchronized_reserve,0.1060904860496521,mlp,none,0.1299070119857788,-0.02381652593612671
p00_15,pair,2,50,da_as_total_mw_thirty_minutes_reserve,0.3385481834411621,mlp,none,0.3750365972518921,-0.03648841381072998
p00_15,pair,2,200,net_actual_interchange_mw,0.2389659881591797,mlp,none,0.253771424293518,-0.014805436134338323
p00_15,pair,2,200,gross_actual_interchange_mw,0.1453766226768493,mlp,none,0.1548864841461181,-0.009509861469268799
p00_15,pair,2,200,total_gen,0.8241715431213379,mlp,none,0.8320835828781128,-0.007912039756774902
p00_15,pair,2,200,metered_load_mw,0.8217055201530457,mlp,none,0.8293690085411072,-0.0076634883880615234
p00_15,pair,2,200,total_losses,0.5449079275131226,mlp,none,0.5632925033569336,-0.018384575843811035
p00_15,pair,2,200,congestion_price_da,0.1838396787643432,mlp,none,0.2122934460639953,-0.0284537672996521
p00_15,pair,2,200,congestion_price_rt,0.132577896118164,mlp,none,0.1338418126106262,-0.001263916492462186
p00_15,pair,2,200,marginal_loss_price_da,0.5041838884353638,mlp,none,0.5269192457199097,-0.0227353572845459
p00_15,pair,2,200,total_lmp_da,0.6754592657089233,mlp,none,0.6825962662696838,-0.007137000560760498
p00_15,pair,2,200,da_as_total_mw_primary_reserve,0.1349887251853943,mlp,none,0.1471243500709533,-0.012135624885559027
p00_15,pair,2,200,da_as_total_mw_synchronized_reserve,0.1169155836105346,mlp,none,0.1299070119857788,-0.01299142837524421
p00_15,pair,2,200,da_as_total_mw_thirty_minutes_reserve,0.3618828654289245,mlp,none,0.3750365972518921,-0.013153731822967585
p00_28,pair,2,0,net_actual_interchange_mw,0.0,mlp,none,0.2407913208007812,-0.2407913208007812
p00_28,pair,2,0,gross_actual_interchange_mw,0.0,mlp,none,0.1547309160232544,-0.1547309160232544
p00_28,pair,2,0,total_gen,0.3443106412887573,mlp,none,0.7821064591407776,-0.43779581785202026
p00_28,pair,2,0,metered_load_mw,0.2402145862579345,mlp,none,0.7713837027549744,-0.5311691164970399
p00_28,pair,2,0,total_losses,0.0865034461021423,mlp,none,0.5192106366157532,-0.43270719051361084
p00_28,pair,2,0,congestion_price_da,0.0,mlp,none,0.1125382781028747,-0.1125382781028747
p00_28,pair,2,0,congestion_price_rt,0.0,mlp,none,0.0518844723701477,-0.0518844723701477
p00_28,pair,2,0,marginal_loss_price_da,0.0,mlp,none,0.3443394303321838,-0.3443394303321838
p00_28,pair,2,0,total_lmp_da,0.0,mlp,none,0.3924462795257568,-0.3924462795257568
p00_28,pair,2,0,da_as_total_mw_primary_reserve,0.0,mlp,none,0.1436449885368347,-0.1436449885368347
p00_28,pair,2,0,da_as_total_mw_synchronized_reserve,0.0,mlp,none,0.1149932742118835,-0.1149932742118835
p00_28,pair,2,0,da_as_total_mw_thirty_minutes_reserve,0.0,mlp,none,0.215499460697174,-0.215499460697174
p00_28,pair,2,10,net_actual_interchange_mw,0.1292453408241272,mlp,none,0.2407913208007812,-0.111545979976654
p00_28,pair,2,10,gross_actual_interchange_mw,0.1023312807083129,mlp,none,0.1547309160232544,-0.05239963531494149
p00_28,pair,2,10,total_gen,0.7406526803970337,mlp,none,0.7821064591407776,-0.041453778743743896
p00_28,pair,2,10,metered_load_mw,0.7232534885406494,mlp,none,0.7713837027549744,-0.04813021421432495
p00_28,pair,2,10,total_losses,0.3913917541503906,mlp,none,0.5192106366157532,-0.12781888246536255
p00_28,pair,2,10,congestion_price_da,0.0832335352897644,mlp,none,0.1125382781028747,-0.029304742813110296
p00_28,pair,2,10,congestion_price_rt,0.0048770308494567,mlp,none,0.0518844723701477,-0.047007441520691
p00_28,pair,2,10,marginal_loss_price_da,0.1827979087829589,mlp,none,0.3443394303321838,-0.16154152154922488
p00_28,pair,2,10,total_lmp_da,0.255683422088623,mlp,none,0.3924462795257568,-0.1367628574371338
p00_28,pair,2,10,da_as_total_mw_primary_reserve,0.0828491449356079,mlp,none,0.1436449885368347,-0.06079584360122679
p00_28,pair,2,10,da_as_total_mw_synchronized_reserve,0.0543718934059143,mlp,none,0.1149932742118835,-0.060621380805969204
p00_28,pair,2,10,da_as_total_mw_thirty_minutes_reserve,0.0832073092460632,mlp,none,0.215499460697174,-0.13229215145111078
p00_28,pair,2,50,net_actual_interchange_mw,0.2063466310501098,mlp,none,0.2407913208007812,-0.03444468975067139
p00_28,pair,2,50,gross_actual_interchange_mw,0.1442217826843261,mlp,none,0.1547309160232544,-0.010509133338928306
p00_28,pair,2,50,total_gen,0.7709490060806274,mlp,none,0.7821064591407776,-0.011157453060150146
p00_28,pair,2,50,metered_load_mw,0.7618883848190308,mlp,none,0.7713837027549744,-0.009495317935943604
p00_28,pair,2,50,total_losses,0.4974701404571533,mlp,none,0.5192106366157532,-0.021740496158599854
p00_28,pair,2,50,congestion_price_da,0.1035002470016479,mlp,none,0.1125382781028747,-0.009038031101226807
p00_28,pair,2,50,congestion_price_rt,0.0412805676460266,mlp,none,0.0518844723701477,-0.0106039047241211
p00_28,pair,2,50,marginal_loss_price_da,0.2372978925704956,mlp,none,0.3443394303321838,-0.10704153776168818
p00_28,pair,2,50,total_lmp_da,0.3374524116516113,mlp,none,0.3924462795257568,-0.05499386787414551
p00_28,pair,2,50,da_as_total_mw_primary_reserve,0.1306477189064026,mlp,none,0.1436449885368347,-0.012997269630432101
p00_28,pair,2,50,da_as_total_mw_synchronized_reserve,0.1121543645858764,mlp,none,0.1149932742118835,-0.002838909626007108
p00_28,pair,2,50,da_as_total_mw_thirty_minutes_reserve,0.1943724155426025,mlp,none,0.215499460697174,-0.021127045154571478
p00_28,pair,2,200,net_actual_interchange_mw,0.214647114276886,mlp,none,0.2407913208007812,-0.026144206523895208
p00_28,pair,2,200,gross_actual_interchange_mw,0.1478385925292968,mlp,none,0.1547309160232544,-0.006892323493957603
p00_28,pair,2,200,total_gen,0.7776437401771545,mlp,none,0.7821064591407776,-0.004462718963623047
p00_28,pair,2,200,metered_load_mw,0.7679709196090698,mlp,none,0.7713837027549744,-0.003412783145904541
p00_28,pair,2,200,total_losses,0.5098491311073303,mlp,none,0.5192106366157532,-0.009361505508422852
p00_28,pair,2,200,congestion_price_da,0.1080135107040405,mlp,none,0.1125382781028747,-0.004524767398834201
p00_28,pair,2,200,congestion_price_rt,0.0496527552604675,mlp,none,0.0518844723701477,-0.0022317171096801966
p00_28,pair,2,200,marginal_loss_price_da,0.3013304471969604,mlp,none,0.3443394303321838,-0.04300898313522339
p00_28,pair,2,200,total_lmp_da,0.3812571167945862,mlp,none,0.3924462795257568,-0.011189162731170599
p00_28,pair,2,200,da_as_total_mw_primary_reserve,0.1363152265548706,mlp,none,0.1436449885368347,-0.007329761981964084
p00_28,pair,2,200,da_as_total_mw_synchronized_reserve,0.10928875207901,mlp,none,0.1149932742118835,-0.005704522132873507
p00_28,pair,2,200,da_as_total_mw_thirty_minutes_reserve,0.2068655490875244,mlp,none,0.215499460697174,-0.008633911609649603
p00_31,pair,2,0,net_actual_interchange_mw,0.0,mlp,none,0.407727301120758,-0.407727301120758
p00_31,pair,2,0,gross_actual_interchange_mw,0.0,mlp,none,0.1917581558227539,-0.1917581558227539
p00_31,pair,2,0,total_gen,0.3547185063362121,mlp,none,0.8005881309509277,-0.44586962461471563
p00_31,pair,2,0,metered_load_mw,0.2542117238044739,mlp,none,0.7737780213356018,-0.5195662975311279
p00_31,pair,2,0,total_losses,0.1300113201141357,mlp,none,0.6052497625350952,-0.47523844242095953
p00_31,pair,2,0,congestion_price_da,0.0055309534072875,mlp,none,0.1497513651847839,-0.14422041177749642
p00_31,pair,2,0,congestion_price_rt,0.0,mlp,none,0.0910747647285461,-0.0910747647285461
p00_31,pair,2,0,marginal_loss_price_da,0.0,mlp,none,0.4046363830566406,-0.4046363830566406
