target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,16,2.5044972896575928,0.9033064549272147
gross_actual_interchange_mw,17,2.372891902923584,0.8375267284059853
total_gen,28,3.0259692668914795,0.9080983047863341
metered_load_mw,27,3.031869411468506,0.9199088227762191
total_losses,19,2.8009417057037354,0.951264986478569
congestion_price_da,8,2.0273258686065674,0.9749376589682017
congestion_price_rt,11,2.2427141666412354,0.93528445219543
marginal_loss_price_da,21,2.900023937225342,0.9525382047746931
total_lmp_da,32,3.2740845680236816,0.9447011139477699
da_as_total_mw_primary_reserve,11,2.037505626678467,0.8497058440340787
da_as_total_mw_synchronized_reserve,8,1.7834867238998413,0.8576758173538684
da_as_total_mw_thirty_minutes_reserve,18,2.80063533782959,0.9689533293350846
