confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9880068898200989,0.012504096142947674,True
total_gen,0.9863574504852295,0.014359971508383751,True
total_lmp_da,0.9829443097114563,0.01947913132607937,True
da_as_total_mw_primary_reserve,0.9499348402023315,0.05265961214900017,True
da_as_total_mw_synchronized_reserve,0.9155145883560181,0.08712579309940338,True
total_losses,0.8681908845901489,0.13146886229515076,True
da_as_total_mw_thirty_minutes_reserve,0.857112467288971,0.14850294589996338,True
net_actual_interchange_mw,0.8454163670539856,0.15685831010341644,True
gross_actual_interchange_mw,0.766176700592041,0.24331523478031158,True
marginal_loss_price_da,0.7422701120376587,0.2531268000602722,True
congestion_price_rt,0.6319847106933594,0.4112357795238495,True
congestion_price_da,0.613343358039856,0.4194224774837494,True
