k,mask,single,attn,ig,lrp,shapley
1,-0.017602985724806786,0.035188183188438416,-0.07924866676330566,0.035188183188438416,0.029677852988243103,0.035188183188438416
2,0.10161551833152771,0.11383271217346191,-0.07924866676330566,0.1261814385652542,0.1261814385652542,0.1261814385652542
3,0.19593720138072968,0.17370061576366425,-0.05125146731734276,0.12378682941198349,0.19420462846755981,0.19593720138072968
4,0.19208109378814697,0.2461392730474472,-2.736349961196538e-05,0.19208109378814697,0.2651998698711395,0.2461392730474472
5,0.23875994980335236,0.26248279213905334,-2.736349961196538e-05,0.17521943151950836,0.2579438388347626,0.3167627155780792
6,0.31111910939216614,0.3302362561225891,0.014937028288841248,0.21010662615299225,0.2860103249549866,0.40191277861595154
7,0.35050585865974426,0.4171646535396576,0.17652571201324463,0.2578173875808716,0.3945801556110382,0.4811299741268158
8,0.3482353389263153,0.48898839950561523,0.29332152009010315,0.28286829590797424,0.4344819486141205,0.513861358165741
9,0.4418535530567169,0.5150192379951477,0.3972353935241699,0.36922943592071533,0.434220552444458,0.5527790188789368
10,0.5316998362541199,0.542573869228363,0.3972353935241699,0.4407464563846588,0.5144150853157043,0.542573869228363
11,0.5648243427276611,0.5696653127670288,0.43423235416412354,0.4785008132457733,0.554954469203949,0.5825939178466797
12,0.5924172401428223,0.5757920742034912,0.43423235416412354,0.54804927110672,0.5831521153450012,0.610065758228302
13,0.6647956371307373,0.6025363802909851,0.43423235416412354,0.5911045670509338,0.5916463732719421,0.6389530301094055
14,0.6758610606193542,0.6148942708969116,0.43423235416412354,0.6168264746665955,0.6168264746665955,0.6582998633384705
15,0.7155908942222595,0.6558900475502014,0.513861358165741,0.6868720650672913,0.6868720650672913,0.7183241248130798
16,0.7454297542572021,0.6692854762077332,0.5527790188789368,0.7330134510993958,0.7330134510993958,0.7362903952598572
17,0.7673041820526123,0.6692854762077332,0.5703430771827698,0.7673041820526123,0.7673041820526123,0.7478979229927063
18,0.7833594679832458,0.6692854762077332,0.5703430771827698,0.7833594679832458,0.7833594679832458,0.7484097480773926
19,0.7843155264854431,0.6692854762077332,0.5931790471076965,0.7832038998603821,0.7848226428031921,0.7497010231018066
20,0.7858977913856506,0.6692854762077332,0.5951473116874695,0.7842683792114258,0.7848150730133057,0.752349853515625
21,0.7865605354309082,0.7478979229927063,0.6389530301094055,0.7844482064247131,0.7844482064247131,0.7534049153327942
22,0.7863344550132751,0.7833594679832458,0.6690914034843445,0.7863344550132751,0.7863344550132751,0.7534049153327942
23,0.7863344550132751,0.7833594679832458,0.6690914034843445,0.7863344550132751,0.7863344550132751,0.7534049153327942
24,0.7863344550132751,0.7833594679832458,0.6690914034843445,0.7863344550132751,0.7863344550132751,0.7534049153327942
25,0.7863344550132751,0.7833594679832458,0.7155908942222595,0.7863344550132751,0.7863344550132751,0.7534049153327942
26,0.7863344550132751,0.7833594679832458,0.7454297542572021,0.7863344550132751,0.7863344550132751,0.7534049153327942
27,0.7863344550132751,0.7833594679832458,0.7659984230995178,0.7863344550132751,0.7863344550132751,0.7534049153327942
28,0.7863344550132751,0.7833594679832458,0.7659984230995178,0.7863344550132751,0.7863344550132751,0.7534049153327942
29,0.7863344550132751,0.7833594679832458,0.7659984230995178,0.7863344550132751,0.7863344550132751,0.7534049153327942
30,0.7863344550132751,0.7833594679832458,0.7659984230995178,0.7863344550132751,0.7863344550132751,0.7534049153327942
31,0.7863344550132751,0.7843155264854431,0.7659984230995178,0.7863344550132751,0.7863344550132751,0.7534049153327942
32,0.7863344550132751,0.7843155264854431,0.7659984230995178,0.7863344550132751,0.7863344550132751,0.7534049153327942
33,0.7863344550132751,0.7843155264854431,0.7659984230995178,0.7863344550132751,0.7863344550132751,0.7534049153327942
34,0.7863344550132751,0.7843155264854431,0.7833594679832458,0.7863344550132751,0.7863344550132751,0.7534049153327942
35,0.7863344550132751,0.7843155264854431,0.7833594679832458,0.7863344550132751,0.7863344550132751,0.7534049153327942
36,0.7863344550132751,0.7843155264854431,0.7833594679832458,0.7863344550132751,0.7863344550132751,0.7534049153327942
37,0.7863344550132751,0.785620391368866,0.7833594679832458,0.7863344550132751,0.7863344550132751,0.7534049153327942
38,0.7863344550132751,0.785620391368866,0.7833594679832458,0.7863344550132751,0.7863344550132751,0.7534049153327942
39,0.7863344550132751,0.785620391368866,0.7833594679832458,0.7863344550132751,0.7863344550132751,0.7534049153327942
40,0.7863344550132751,0.7865605354309082,0.7833594679832458,0.7863344550132751,0.7863344550132751,0.7534049153327942
41,0.7863344550132751,0.7865605354309082,0.7843155264854431,0.7863344550132751,0.7863344550132751,0.7534049153327942
42,0.7863344550132751,0.7865605354309082,0.785620391368866,0.7863344550132751,0.7863344550132751,0.7534049153327942
43,0.7863344550132751,0.7863344550132751,0.7865605354309082,0.7863344550132751,0.7863344550132751,0.7534049153327942
44,0.7863344550132751,0.7863344550132751,0.7863344550132751,0.7863344550132751,0.7863344550132751,0.7863344550132751
