general_field,mask_norm,single_norm,attn_norm,ig_norm,lrp_norm,shapley_norm
gen_fuel_coal_mw,0.5819455440285054,0.8889958502089648,0.7034683700502048,0.8820171,1.0,0.7903981369427441
gen_fuel_gas_mw,0.644530221857739,1.0,0.6796617579560345,1.0,0.89556473,1.0
gen_fuel_hydro_mw,0.0,0.0,0.17122103034598193,0.0,0.0,0.0
gen_fuel_multiple_fuels_mw,0.0,0.0,0.2751403103969343,0.0,0.0,0.0
gen_fuel_nuclear_mw,0.0,0.0,0.582570553140726,0.0,0.0,0.0
gen_fuel_oil_mw,0.18879898477401053,0.1996708098032906,0.44393688862607056,0.22950281,0.33668762,0.2840524161312646
gen_fuel_other_renewables_mw,0.20820468808606554,0.03392770127069518,0.40969708852228015,0.1990737,0.29889145,0.15336140325891448
gen_fuel_solar_mw,0.12792383112503922,0.03110092995987655,0.07833201811855267,0.31048658,0.20649071,0.07912841487952883
gen_fuel_storage_mw,0.0,0.0,0.07850325780090106,0.0,0.0,0.0
gen_fuel_wind_mw,0.0,0.0,0.04614849957523239,0.0,0.0,0.0
gen_fuel_coal_pct,0.24321163242469712,0.0,0.32076199877274014,0.3868975,0.35100207,-0.03169210342425367
gen_fuel_gas_pct,0.5490585067313329,0.0,0.20929489562867085,0.5732901,0.48735332,0.10674156694240695
gen_fuel_hydro_pct,0.0,0.0,0.1313679267612668,0.0,0.0,0.0
gen_fuel_multiple_fuels_pct,0.0,0.0,0.24896374750953237,0.0,0.0,0.0
gen_fuel_nuclear_pct,0.46427083505098043,0.9656688906828318,0.5909040163271715,0.29756606,0.3787564,0.4985888251942716
gen_fuel_oil_pct,0.16918245440938368,0.06584053474614142,0.3574606333031614,0.12951408,0.16815095,0.14659141651681268
gen_fuel_other_renewables_pct,0.18700641344216903,0.5269342452585773,0.3447487204208582,0.2740637,0.26292786,0.25204227765551335
gen_fuel_solar_pct,0.0,0.0,0.1260996051939404,0.0,0.0,0.0
gen_fuel_wind_pct,0.0,0.0,0.0759550712834412,0.0,0.0,0.0
forecast_load_mw_latest_available,0.0,0.0,1.0,0.0,0.0,0.0
forecast_load_mw_day_ahead,0.0,0.0,0.9542616903798173,0.0,0.0,0.0
rmccp,0.0,0.0,0.16912252597769037,0.0,0.0,0.0
rmpcp,0.018190897379915853,0.0,0.013558332245197128,0.021291427,0.026264453,0.0378254736537863
total_pjm_loc_credit,0.0,0.0,0.035291249723117,0.0,0.0,0.0
total_pjm_reg_purchases,0.13212452198967511,0.00541698506074344,0.19118825163994618,0.15459566,0.30965504,0.13137908073786628
total_pjm_self_sched_reg,0.0,0.0,0.02497760773485349,0.0,0.0,0.0
total_pjm_assigned_reg,0.0,0.0,0.07809044818259228,0.0,0.0,0.0
total_pjm_rmccp_cr,0.06719142047521652,0.038650452582416575,0.1742926440743291,0.10707392,0.097749814,0.08392619535068781
total_pjm_rmpcp_cr,0.0,0.0,0.1104505998326177,0.0,0.0,0.0
da_as_mcp_primary_reserve,0.0,0.0,0.3684965534354104,0.0,0.0,0.0
da_as_mcp_synchronized_reserve,0.38995206172968094,0.39211731385675463,0.4446021967990649,0.14308292,0.20589723,0.45664411218592726
da_as_as_req_mw_primary_reserve,0.22362442816700562,0.293453931878202,0.9199405266171594,0.2329845,0.7864305,0.3657915829762515
da_as_as_req_mw_synchronized_reserve,0.22469548334120582,0.24380238747913024,0.9416372064473155,0.23519172,0.78145355,0.32324498933275303
da_as_as_req_mw_thirty_minutes_reserve,0.21271162021418286,0.3676755578730181,0.8068512540161595,0.24019201,0.47097385,0.38606767938620673
da_as_ss_mw_primary_reserve,0.0,0.0,0.014504375860852167,0.0,0.0,0.0
da_as_ss_mw_synchronized_reserve,0.005848837153328367,0.0,0.0,0.025972491,0.04211767,0.003318069669273199
da_as_ss_mw_thirty_minutes_reserve,0.006387842975865136,0.0,0.0,0.023132857,0.042430487,0.005543050073564505
da_as_nsr_mw_primary_reserve,1.0,0.5623363909175765,0.6359384070198789,0.4605896,0.38061,0.7423173894718047
system_energy_price_da,0.0,0.0,0.8431060128039771,0.0,0.0,0.0
total_lmp_rt,0.0,0.0,0.5543272053841637,0.0,0.0,0.0
marginal_loss_price_rt,0.0,0.0,0.6311694610727655,0.0,0.0,0.0
net_inadv_interchange_mw,0.0010306303693975395,0.0,0.0,0.048573874,0.035612363,0.0001319062388909916
gross_sched_interchange_mw,0.31846124873276777,0.012062738647876022,0.33097525834687586,0.1361807,0.20216198,0.2036038417598857
gross_inadv_interchange_mw,0.0,0.0,0.4959317677453154,0.0,0.0,0.0
