target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,9,0.19969874620437622,0.2000451683998108,0.20018336176872253,0.2003374993801117,0.19973520934581757
gross_actual_interchange_mw,11,0.20008301734924316,0.20055168867111206,0.19908016920089722,0.20061498880386353,0.19967016577720642
total_gen,28,0.19214282929897308,0.19190113246440887,0.1902940422296524,0.23802009224891663,0.18764187395572662
metered_load_mw,27,0.19112342596054077,0.1880258321762085,0.1960713416337967,0.2356913834810257,0.18908804655075073
total_losses,19,0.18184804916381836,0.1471009999513626,0.14903390407562256,0.3742431700229645,0.14777390658855438
congestion_price_da,8,0.16673028469085693,0.13861578702926636,0.14869177341461182,0.26508310437202454,0.28087908029556274
congestion_price_rt,11,0.20685891807079315,0.1778879016637802,0.19678406417369843,0.20005078613758087,0.21841831505298615
marginal_loss_price_da,21,0.1897910237312317,0.16989386081695557,0.1984943449497223,0.2707788348197937,0.17104192078113556
total_lmp_da,32,0.1886492222547531,0.17780929803848267,0.20871764421463013,0.25268733501434326,0.17213648557662964
da_as_total_mw_primary_reserve,11,0.2602989673614502,0.17195962369441986,0.24382133781909943,0.15900185704231262,0.16491813957691193
da_as_total_mw_synchronized_reserve,8,0.18280532956123352,0.178146094083786,0.19278289377689362,0.26720088720321655,0.1790647804737091
da_as_total_mw_thirty_minutes_reserve,18,0.1774568259716034,0.2119291126728058,0.20361772179603577,0.23101356625556946,0.17598272860050201
