target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.7303497791290283,0.8892238832142719
gross_actual_interchange_mw,10,1.5347363948822021,0.6665275474734305
total_gen,23,2.6133041381835938,0.8334584464890126
metered_load_mw,21,2.5886073112487793,0.8502506925797008
total_losses,14,2.472191095352173,0.9367705155964109
congestion_price_da,4,1.1971359252929688,0.8635510313450934
congestion_price_rt,9,2.01239275932312,0.915879414457862
marginal_loss_price_da,16,2.476522922515869,0.8932168347403717
total_lmp_da,25,2.832751512527466,0.8800437378299473
da_as_total_mw_primary_reserve,8,1.6396164894104004,0.7884888594107188
da_as_total_mw_synchronized_reserve,7,1.5990591049194336,0.8217538233693542
da_as_total_mw_thirty_minutes_reserve,15,2.4941611289978027,0.9210173164377263
