数据,目标,方法,k,剩余最大V,剩余危险组合
PJM-gen/ic,Y_net_actual_interchange_mw,spearman,16,0.25357741117477417,0
PJM-gen/ic,Y_net_actual_interchange_mw,spearman,17,0.2105637937784195,0
PJM-gen/ic,Y_net_actual_interchange_mw,spearman,18,0.18456129729747772,0
PJM-gen/ic,Y_net_actual_interchange_mw,spearman,19,0.18456129729747772,0
PJM-gen/ic,Y_net_actual_interchange_mw,spearman,20,0.18456129729747772,0
PJM-gen/ic,Y_net_actual_interchange_mw,spearman,21,0.18456129729747772,0
PJM-gen/ic,Y_net_actual_interchange_mw,spearman,22,0.1360362023115158,0
PJM-gen/ic,Y_net_actual_interchange_mw,spearman,23,0.06788907200098038,0
PJM-gen/ic,Y_net_actual_interchange_mw,spearman,24,0.0,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,0,0.7105862498283386,102
PJM-gen/ic,Y_net_actual_interchange_mw,mi,1,0.5681732296943665,42
PJM-gen/ic,Y_net_actual_interchange_mw,mi,2,0.519031822681427,4
PJM-gen/ic,Y_net_actual_interchange_mw,mi,3,0.519031822681427,4
PJM-gen/ic,Y_net_actual_interchange_mw,mi,4,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,5,0.46112048625946045,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,6,0.46112048625946045,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,7,0.46112048625946045,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,8,0.43860089778900146,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,9,0.40796253085136414,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,10,0.39392662048339844,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,11,0.33446675539016724,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,12,0.31891149282455444,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,13,0.30272340774536133,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,14,0.2105637937784195,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,15,0.19968891143798828,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,16,0.19968891143798828,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,17,0.13539224863052368,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,18,0.11457669734954834,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,19,0.09638817608356476,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,20,0.07922804355621338,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,21,0.07406608760356903,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,22,0.06348884105682373,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,23,0.03415524959564209,0
PJM-gen/ic,Y_net_actual_interchange_mw,mi,24,0.0,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,0,0.7105862498283386,102
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,1,0.5681732296943665,42
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,2,0.5681732296943665,42
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,3,0.519031822681427,4
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,4,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,5,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,6,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,7,0.43860089778900146,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,8,0.43860089778900146,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,9,0.40796253085136414,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,10,0.3893178105354309,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,11,0.33717700839042664,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,12,0.33717700839042664,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,13,0.33717700839042664,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,14,0.33717700839042664,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,15,0.33717700839042664,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,16,0.3322337567806244,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,17,0.3322337567806244,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,18,0.3322337567806244,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,19,0.32710033655166626,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,20,0.140944704413414,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,21,0.140944704413414,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,22,0.10315833240747452,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,23,0.06788907200098038,0
PJM-gen/ic,Y_net_actual_interchange_mw,dcor,24,0.0,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,0,0.7105862498283386,102
PJM-gen/ic,Y_net_actual_interchange_mw,M0,1,0.6260560154914856,63
PJM-gen/ic,Y_net_actual_interchange_mw,M0,2,0.5902060270309448,39
PJM-gen/ic,Y_net_actual_interchange_mw,M0,3,0.5878525972366333,20
PJM-gen/ic,Y_net_actual_interchange_mw,M0,4,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,5,0.46112048625946045,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,6,0.46112048625946045,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,7,0.46112048625946045,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,8,0.43860089778900146,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,9,0.40796253085136414,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,10,0.34049171209335327,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,11,0.34049171209335327,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,12,0.34049171209335327,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,13,0.34049171209335327,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,14,0.33446675539016724,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,15,0.19007545709609985,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,16,0.19007545709609985,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,17,0.1720414161682129,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,18,0.11188840866088867,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,19,0.09638817608356476,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,20,0.08356158435344696,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,21,0.07865495979785919,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,22,0.03577744588255882,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,23,0.015216261148452759,0
PJM-gen/ic,Y_net_actual_interchange_mw,M0,24,0.0,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,0,0.7105862498283386,102
PJM-gen/ic,Y_net_actual_interchange_mw,loco,1,0.5681732296943665,42
PJM-gen/ic,Y_net_actual_interchange_mw,loco,2,0.5681732296943665,42
PJM-gen/ic,Y_net_actual_interchange_mw,loco,3,0.5681732296943665,41
PJM-gen/ic,Y_net_actual_interchange_mw,loco,4,0.5681732296943665,31
PJM-gen/ic,Y_net_actual_interchange_mw,loco,5,0.5681732296943665,30
PJM-gen/ic,Y_net_actual_interchange_mw,loco,6,0.5681732296943665,29
PJM-gen/ic,Y_net_actual_interchange_mw,loco,7,0.566764771938324,26
PJM-gen/ic,Y_net_actual_interchange_mw,loco,8,0.519031822681427,2
PJM-gen/ic,Y_net_actual_interchange_mw,loco,9,0.519031822681427,2
PJM-gen/ic,Y_net_actual_interchange_mw,loco,10,0.5011933445930481,1
PJM-gen/ic,Y_net_actual_interchange_mw,loco,11,0.48195284605026245,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,12,0.48195284605026245,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,13,0.48195284605026245,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,14,0.48195284605026245,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,15,0.48195284605026245,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,16,0.48195284605026245,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,17,0.47008559107780457,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,18,0.47008559107780457,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,19,0.3593798875808716,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,20,0.3576952815055847,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,21,0.18233340978622437,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,22,0.10342228412628174,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,23,0.025481877848505974,0
PJM-gen/ic,Y_net_actual_interchange_mw,loco,24,0.0,0
PJM-gen/ic,Y_net_actual_interchange_mw,perm,0,0.7105862498283386,102
PJM-gen/ic,Y_net_actual_interchange_mw,perm,1,0.5681732296943665,42
PJM-gen/ic,Y_net_actual_interchange_mw,perm,2,0.519031822681427,4
PJM-gen/ic,Y_net_actual_interchange_mw,perm,3,0.519031822681427,4
PJM-gen/ic,Y_net_actual_interchange_mw,perm,4,0.5011933445930481,2
PJM-gen/ic,Y_net_actual_interchange_mw,perm,5,0.5011933445930481,2
PJM-gen/ic,Y_net_actual_interchange_mw,perm,6,0.5011933445930481,2
PJM-gen/ic,Y_net_actual_interchange_mw,perm,7,0.5011933445930481,2
PJM-gen/ic,Y_net_actual_interchange_mw,perm,8,0.5007627606391907,1
PJM-gen/ic,Y_net_actual_interchange_mw,perm,9,0.5007627606391907,1
PJM-gen/ic,Y_net_actual_interchange_mw,perm,10,0.5007627606391907,1
PJM-gen/ic,Y_net_actual_interchange_mw,perm,11,0.5007627606391907,1
PJM-gen/ic,Y_net_actual_interchange_mw,perm,12,0.5007627606391907,1
PJM-gen/ic,Y_net_actual_interchange_mw,perm,13,0.5007627606391907,1
PJM-gen/ic,Y_net_actual_interchange_mw,perm,14,0.5007627606391907,1
PJM-gen/ic,Y_net_actual_interchange_mw,perm,15,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,perm,16,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,perm,17,0.47356289625167847,0
PJM-gen/ic,Y_net_actual_interchange_mw,perm,18,0.47356289625167847,0
PJM-gen/ic,Y_net_actual_interchange_mw,perm,19,0.4005248546600342,0
PJM-gen/ic,Y_net_actual_interchange_mw,perm,20,0.3262142539024353,0
PJM-gen/ic,Y_net_actual_interchange_mw,perm,21,0.31604069471359253,0
PJM-gen/ic,Y_net_actual_interchange_mw,perm,22,0.2943515181541443,0
PJM-gen/ic,Y_net_actual_interchange_mw,perm,23,0.015216261148452759,0
PJM-gen/ic,Y_net_actual_interchange_mw,perm,24,0.0,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,0,0.7105862498283386,102
PJM-gen/ic,Y_net_actual_interchange_mw,sage,1,0.5681732296943665,42
PJM-gen/ic,Y_net_actual_interchange_mw,sage,2,0.519031822681427,4
PJM-gen/ic,Y_net_actual_interchange_mw,sage,3,0.5011933445930481,2
PJM-gen/ic,Y_net_actual_interchange_mw,sage,4,0.5011933445930481,2
PJM-gen/ic,Y_net_actual_interchange_mw,sage,5,0.5011933445930481,2
PJM-gen/ic,Y_net_actual_interchange_mw,sage,6,0.5011933445930481,2
PJM-gen/ic,Y_net_actual_interchange_mw,sage,7,0.5011933445930481,2
PJM-gen/ic,Y_net_actual_interchange_mw,sage,8,0.5007627606391907,1
PJM-gen/ic,Y_net_actual_interchange_mw,sage,9,0.5007627606391907,1
PJM-gen/ic,Y_net_actual_interchange_mw,sage,10,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,11,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,12,0.46308690309524536,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,13,0.46308690309524536,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,14,0.46308690309524536,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,15,0.44128355383872986,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,16,0.44128355383872986,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,17,0.44128355383872986,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,18,0.44128355383872986,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,19,0.44128355383872986,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,20,0.4118329584598541,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,21,0.3060647249221802,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,22,0.24951517581939697,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,23,0.03952646255493164,0
PJM-gen/ic,Y_net_actual_interchange_mw,sage,24,0.0,0
PJM-gen/ic,Y_net_actual_interchange_mw,graph,0,0.7105862498283386,102
PJM-gen/ic,Y_net_actual_interchange_mw,graph,1,0.7105862498283386,76
PJM-gen/ic,Y_net_actual_interchange_mw,graph,2,0.7105862498283386,66
PJM-gen/ic,Y_net_actual_interchange_mw,graph,3,0.5902060270309448,32
PJM-gen/ic,Y_net_actual_interchange_mw,graph,4,0.5817707777023315,26
PJM-gen/ic,Y_net_actual_interchange_mw,graph,5,0.5594152808189392,9
PJM-gen/ic,Y_net_actual_interchange_mw,graph,6,0.5594152808189392,8
PJM-gen/ic,Y_net_actual_interchange_mw,graph,7,0.542299747467041,5
PJM-gen/ic,Y_net_actual_interchange_mw,graph,8,0.5370621085166931,2
PJM-gen/ic,Y_net_actual_interchange_mw,graph,9,0.5370621085166931,2
PJM-gen/ic,Y_net_actual_interchange_mw,graph,10,0.5370621085166931,2
PJM-gen/ic,Y_net_actual_interchange_mw,graph,11,0.5370621085166931,1
PJM-gen/ic,Y_net_actual_interchange_mw,graph,12,0.5370621085166931,1
PJM-gen/ic,Y_net_actual_interchange_mw,graph,13,0.5370621085166931,1
PJM-gen/ic,Y_net_actual_interchange_mw,graph,14,0.5370621085166931,1
PJM-gen/ic,Y_net_actual_interchange_mw,graph,15,0.5370621085166931,1
PJM-gen/ic,Y_net_actual_interchange_mw,graph,16,0.5370621085166931,1
PJM-gen/ic,Y_net_actual_interchange_mw,graph,17,0.5370621085166931,1
PJM-gen/ic,Y_net_actual_interchange_mw,graph,18,0.5370621085166931,1
PJM-gen/ic,Y_net_actual_interchange_mw,graph,19,0.26442956924438477,0
PJM-gen/ic,Y_net_actual_interchange_mw,graph,20,0.12022145092487335,0
PJM-gen/ic,Y_net_actual_interchange_mw,graph,21,0.07710671424865723,0
PJM-gen/ic,Y_net_actual_interchange_mw,graph,22,0.06348884105682373,0
PJM-gen/ic,Y_net_actual_interchange_mw,graph,23,0.025871574878692627,0
PJM-gen/ic,Y_net_actual_interchange_mw,graph,24,0.0,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,0,0.7105862498283386,102
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,1,0.6260560154914856,63
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,2,0.6260560154914856,43
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,3,0.519031822681427,4
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,4,0.519031822681427,4
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,5,0.519031822681427,4
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,6,0.519031822681427,3
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,7,0.519031822681427,2
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,8,0.519031822681427,2
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,9,0.47382500767707825,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,10,0.47382500767707825,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,11,0.47382500767707825,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,12,0.33861827850341797,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,13,0.33861827850341797,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,14,0.2180299013853073,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,15,0.2105637937784195,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,16,0.2105637937784195,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,17,0.2105637937784195,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,18,0.18413755297660828,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,19,0.17754869163036346,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,20,0.17754869163036346,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,21,0.11035533249378204,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,22,0.08856770396232605,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,23,0.027919352054595947,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_est,24,0.0,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,0,0.7105862498283386,102
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,1,0.6260560154914856,63
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,2,0.5902060270309448,39
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,3,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,4,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,5,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,6,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,7,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,8,0.4341954290866852,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,9,0.4341954290866852,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,10,0.40000975131988525,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,11,0.40000975131988525,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,12,0.33861827850341797,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,13,0.2180299013853073,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,14,0.2180299013853073,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,15,0.2180299013853073,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,16,0.2105637937784195,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,17,0.2105637937784195,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,18,0.18413755297660828,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,19,0.17754869163036346,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,20,0.11750978231430054,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,21,0.104438416659832,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,22,0.033181577920913696,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,23,0.027919352054595947,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2_cert,24,0.0,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,0,0.7105862498283386,102
PJM-gen/ic,Y_net_actual_interchange_mw,M2,1,0.6260560154914856,63
PJM-gen/ic,Y_net_actual_interchange_mw,M2,2,0.5902060270309448,39
PJM-gen/ic,Y_net_actual_interchange_mw,M2,3,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,4,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,5,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,6,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,7,0.47989988327026367,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,8,0.4341954290866852,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,9,0.4341954290866852,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,10,0.40000975131988525,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,11,0.40000975131988525,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,12,0.33861827850341797,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,13,0.2180299013853073,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,14,0.2180299013853073,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,15,0.2180299013853073,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,16,0.2105637937784195,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,17,0.2105637937784195,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,18,0.18413755297660828,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,19,0.17754869163036346,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,20,0.11923227459192276,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,21,0.07922804355621338,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,22,0.033181577920913696,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,23,0.027919352054595947,0
PJM-gen/ic,Y_net_actual_interchange_mw,M2,24,0.0,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,0,0.9338019490242004,542
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,1,0.9338019490242004,541
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,2,0.9307910799980164,540
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,3,0.9307910799980164,539
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,4,0.9307910799980164,538
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,5,0.902651846408844,537
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,6,0.868664562702179,495
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,7,0.868664562702179,422
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,8,0.8160744309425354,395
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,9,0.7551497220993042,307
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,10,0.7551497220993042,234
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,11,0.7551497220993042,201
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,12,0.7551497220993042,186
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,13,0.7551497220993042,168
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,14,0.7551497220993042,130
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,15,0.7176299095153809,115
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,16,0.7176299095153809,99
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,17,0.7176299095153809,72
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,18,0.7176299095153809,50
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,19,0.7176299095153809,32
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,20,0.7176299095153809,29
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,21,0.6394826173782349,18
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,22,0.6227428913116455,8
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,23,0.44175851345062256,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,24,0.44175851345062256,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,25,0.37637171149253845,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,26,0.3386212885379791,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,27,0.3386212885379791,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,28,0.25508034229278564,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,29,0.25508034229278564,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,30,0.22484059631824493,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,31,0.22484059631824493,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,32,0.1458105444908142,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,33,0.08048206567764282,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,34,0.0,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,pearson,35,0.0,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,0,0.9338019490242004,542
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,1,0.9338019490242004,541
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,2,0.9338019490242004,540
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,3,0.9307910799980164,539
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,4,0.9307910799980164,538
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,5,0.902651846408844,537
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,6,0.868664562702179,495
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,7,0.868664562702179,422
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,8,0.8160744309425354,395
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,9,0.8160744309425354,311
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,10,0.8160744309425354,290
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,11,0.7551497220993042,214
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,12,0.7551497220993042,181
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,13,0.7551497220993042,168
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,14,0.7551497220993042,123
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,15,0.7551497220993042,87
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,16,0.7551497220993042,60
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,17,0.6817376613616943,42
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,18,0.610600471496582,12
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,19,0.610600471496582,11
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,20,0.5606870651245117,9
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,21,0.5606870651245117,8
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,22,0.5413041114807129,7
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,23,0.5413041114807129,6
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,24,0.5413041114807129,6
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,25,0.5413041114807129,6
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,26,0.3985174894332886,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,27,0.3985174894332886,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,28,0.3686750829219818,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,29,0.345389723777771,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,30,0.28275272250175476,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,31,0.28275272250175476,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,32,0.18899667263031006,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,33,0.03276991844177246,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,34,0.0,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,spearman,35,0.0,0
CAISO-load,Y_actual_load__mw__ca_iso_tac,mi,0,0.9338019490242004,542
CAISO-load,Y_actual_load__mw__ca_iso_tac,mi,1,0.9338019490242004,541
CAISO-load,Y_actual_load__mw__ca_iso_tac,mi,2,0.9307910799980164,540
