mode,mean_r2_12conf
gcn_noprior,0.8579415877660116
gcn_static,0.8652560462554296
gcn_dynamic,0.86666273077329
gat_noprior,0.8508807271718979
gat_static,0.853164330124855
gat_dynamic,0.8551961084206899
