confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9733139742165804,0.011539267376065254,True
total_gen,0.9539584927260876,0.021060913801193237,True
da_as_total_mw_primary_reserve,0.9493704214692116,0.07000429183244705,True
da_as_total_mw_synchronized_reserve,0.9378755427896976,0.05232300981879234,True
total_lmp_da,0.8474479764699936,0.06625484675168991,True
total_losses,0.5330101847648621,0.4099750518798828,True
marginal_loss_price_da,0.4613288640975952,0.29502734541893005,True
congestion_price_rt,0.44321662187576294,0.9099546670913696,True
da_as_total_mw_thirty_minutes_reserve,0.41422849893569946,0.4203684329986572,True
congestion_price_da,0.16804367303848267,1.4100825786590576,True
gross_actual_interchange_mw,-0.5567127466201782,0.9089015126228333,False
net_actual_interchange_mw,-1.9254083633422852,2.2747650146484375,False
