feature,gate,pearson,spearman,kendall,nmi,distance_corr
da_as_as_req_mw_synchronized_reserve,0.7436744,0.7223415,0.7353554,0.5593538,0.90387666,0.73523676
da_as_as_req_mw_primary_reserve,0.7427259,0.7069208,0.71897435,0.57227784,0.90026397,0.7408221
da_as_as_req_mw_thirty_minutes_reserve,0.7335431,0.7243789,0.7496757,0.5952168,0.75286126,0.730491
da_as_nsr_mw_primary_reserve,0.70521873,0.48183987,0.46395832,0.35030344,1.0,0.52976424
da_as_mcp_primary_reserve,0.5921428,0.17717719,0.22786883,0.18826449,0.43190232,0.21488266
gen_fuel_nuclear_mw,0.5685805,0.2405925,0.22514892,0.11213618,0.22358698,0.20047407
da_as_mcp_synchronized_reserve,0.56711733,0.10836819,0.03419239,0.031364255,0.49600244,0.11961802
gen_fuel_gas_pct,0.5631071,0.24125119,0.26703015,0.17734182,0.073361635,0.26031104
forecast_load_mw_day_ahead,0.5619209,0.2568995,0.25498453,0.15855817,0.08007651,0.24456623
gen_fuel_gas_mw,0.5597314,0.22666912,0.24942414,0.16335437,0.08186465,0.23742947
gen_fuel_other_renewables_pct,0.55575776,0.17777608,0.2004601,0.1478161,0.13580976,0.19506037
marginal_loss_price_rt,0.5540589,0.04023592,0.020358797,0.029864568,0.43435234,0.097996645
gen_fuel_wind_pct,0.55299646,0.217329,0.22838336,0.1422708,0.06294548,0.2125859
total_lmp_rt,0.54403615,0.033408098,0.11305032,0.064403936,0.258941,0.11468682
gen_fuel_wind_mw,0.54261106,0.18905427,0.19623724,0.11885964,0.02942143,0.187258
total_pjm_rmpcp_cr,0.5414652,0.10862784,0.11245642,0.09365586,0.15381935,0.14775555
da_as_ss_mw_primary_reserve,0.53683263,0.13303365,0.14750735,0.05828792,0.13349181,0.08198404
gen_fuel_coal_mw,0.53648555,0.12191647,0.105930135,0.0519468,0.10308004,0.19169974
da_as_ss_mw_synchronized_reserve,0.53586113,0.12083585,0.13639857,0.05828529,0.13241252,0.092264295
gross_sched_interchange_mw,0.5349001,0.15235074,0.17024867,0.11148393,0.018026898,0.15324384
forecast_load_mw_latest_available,0.53405917,0.11187385,0.105949745,0.11209789,0.05437496,0.18434082
gen_fuel_oil_mw,0.53386945,0.09645702,0.043040898,0.008968258,0.20327774,0.109627396
gen_fuel_nuclear_pct,0.53167903,0.100790694,0.11113237,0.074018426,0.077754,0.15033919
system_energy_price_da,0.53136545,0.021779407,0.12999764,0.03809425,0.13172847,0.15166138
total_pjm_rmccp_cr,0.5313196,0.019399991,0.116378695,0.07450416,0.14496593,0.10571862
rmpcp,0.5301551,0.07396449,0.094380446,0.056360263,0.12473924,0.10673933
da_as_ss_mw_thirty_minutes_reserve,0.53005797,0.084392555,0.094975986,0.048067126,0.13994311,0.07547182
gen_fuel_hydro_pct,0.5253222,0.004518774,0.08933918,0.051488142,0.111433715,0.13405801
gen_fuel_solar_mw,0.52502465,0.04105756,0.0772505,0.064201094,0.10502276,0.10105441
gen_fuel_hydro_mw,0.52487093,0.0597,0.03519998,0.026836067,0.09778942,0.17503761
gen_fuel_coal_pct,0.52347416,0.06075778,0.085515745,0.017054904,0.0746248,0.14959367
gen_fuel_oil_pct,0.5229687,0.04983442,0.04358932,0.054126546,0.1084293,0.09763045
total_pjm_reg_purchases,0.5220527,0.08741512,0.058543753,0.04674512,0.07182735,0.09964634
total_pjm_loc_credit,0.52198,0.0567597,0.055543628,0.048143033,0.10465531,0.07453115
rmccp,0.5208963,0.06295957,0.11590539,0.061528366,0.040683758,0.08581387
net_inadv_interchange_mw,0.51990944,0.0946241,0.10051722,0.06629539,0.009589216,0.101982936
total_pjm_assigned_reg,0.51877904,0.09284434,0.076045334,0.033316217,0.037203252,0.09695294
gen_fuel_solar_pct,0.5167887,0.062718235,0.058458645,0.028956309,0.06520457,0.06948784
gen_fuel_multiple_fuels_mw,0.51609105,0.032995805,0.04117834,0.033132955,0.07624334,0.08347555
gen_fuel_other_renewables_mw,0.51431185,0.014256629,0.034575693,0.05518613,0.06124702,0.083908245
gen_fuel_multiple_fuels_pct,0.5134785,0.058020953,0.03612734,0.003817044,0.075378194,0.051846385
gen_fuel_storage_mw,0.50873613,0.03394406,0.014456544,0.010510832,0.05615917,0.048529755
total_pjm_self_sched_reg,0.50867593,0.04049813,0.018199533,0.0053807576,0.026546475,0.094386734
gross_inadv_interchange_mw,0.5053439,0.008286688,0.010101554,0.0044722897,0.02877016,0.07897329
da_as_mcp_thirty_minutes_reserve,0.49600893,0.0,0.0,0.0,0.0,0.0
gen_fuel_storage_pct,0.49600893,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_primary_reserve,0.49600893,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_synchronized_reserve,0.49600893,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_thirty_minutes_reserve,0.49600893,0.0,0.0,0.0,0.0,0.0
