i,j,pair_leak,pair_effect,synergy,superadd,gi,gj,single_i,single_j,max_single
7,24,0.005220168735831976,0.0030850768089294434,0.001372466329485178,6.937980651855469e-05,gen_fuel_solar_mw,total_pjm_reg_purchases,0.000310735049424693,0.003847702406346798,0.003847702406346798
7,40,0.013776067644357681,0.04743337631225586,0.0013707764446735382,0.0006146430969238281,gen_fuel_solar_mw,marginal_loss_price_rt,0.000310735049424693,0.012405291199684143,0.012405291199684143
2,10,0.011085796169936657,0.015859901905059814,0.0013569574803113937,9.167194366455078e-05,gen_fuel_hydro_mw,gen_fuel_coal_pct,0.0001221207930939272,0.009728838689625263,0.009728838689625263
9,39,0.01556989923119545,0.0636371374130249,0.0013392101973295212,0.00203704833984375,gen_fuel_wind_mw,total_lmp_rt,0.0,0.014230689033865929,0.014230689033865929
24,29,0.005181676242500544,0.005751073360443115,0.0013339738361537457,-0.00037550926208496094,total_pjm_reg_purchases,da_as_mcp_primary_reserve,0.003847702406346798,0.0016710057388991117,0.003847702406346798
5,33,0.015875086188316345,0.04723513126373291,0.0012921486049890518,0.001219332218170166,gen_fuel_oil_mw,da_as_as_req_mw_thirty_minutes_reserve,0.0020170575007796288,0.014582937583327293,0.014582937583327293
29,42,0.010516460984945297,0.022572994232177734,0.0012886235490441322,-0.00022977590560913086,da_as_mcp_primary_reserve,gross_sched_interchange_mw,0.0016710057388991117,0.009227837435901165,0.009227837435901165
11,15,0.0022822883911430836,0.005674242973327637,0.0012824435252696276,0.00024896860122680664,gen_fuel_gas_pct,gen_fuel_oil_pct,0.0,0.000999844865873456,0.000999844865873456
2,19,0.05361565202474594,0.06092715263366699,0.001271769404411316,0.0011922121047973633,gen_fuel_hydro_mw,forecast_load_mw_latest_available,0.0001221207930939272,0.052343882620334625,0.052343882620334625
4,12,0.037275079637765884,0.08303815126419067,0.0012474805116653442,0.00042688846588134766,gen_fuel_nuclear_mw,gen_fuel_hydro_pct,0.03602759912610054,8.098755643004552e-05,0.03602759912610054
0,13,0.01188663113862276,0.01606166362762451,0.0012276023626327515,0.000368654727935791,gen_fuel_coal_mw,gen_fuel_multiple_fuels_pct,0.01065902877599001,0.003796694800257683,0.01065902877599001
26,38,0.14487777650356293,0.1894339919090271,0.0012092739343643188,0.0014354586601257324,total_pjm_assigned_reg,system_energy_price_da,0.00010568540164967999,0.1436685025691986,0.1436685025691986
4,17,0.03723495826125145,0.08348029851913452,0.0012073591351509094,0.0010901689529418945,gen_fuel_nuclear_mw,gen_fuel_solar_pct,0.03602759912610054,0.0006533769192174077,0.03602759912610054
15,29,0.002875646110624075,0.008200407028198242,0.0012046403717249632,0.003053426742553711,gen_fuel_oil_pct,da_as_mcp_primary_reserve,0.000999844865873456,0.0016710057388991117,0.0016710057388991117
21,40,0.013588863424956799,0.04941296577453613,0.0011835722252726555,-0.00039631128311157227,rmccp,marginal_loss_price_rt,0.0,0.012405291199684143,0.012405291199684143
2,20,0.04919522628188133,0.05396580696105957,0.0011558867990970612,0.0007172822952270508,gen_fuel_hydro_mw,forecast_load_mw_day_ahead,0.0001221207930939272,0.04803933948278427,0.04803933948278427
5,7,0.0031716516241431236,0.002464771270751953,0.0011545941233634949,8.165836334228516e-06,gen_fuel_oil_mw,gen_fuel_solar_mw,0.0020170575007796288,0.000310735049424693,0.0020170575007796288
3,13,0.006127340719103813,0.010581493377685547,0.0011448799632489681,0.0019484758377075195,gen_fuel_multiple_fuels_mw,gen_fuel_multiple_fuels_pct,0.004982460755854845,0.003796694800257683,0.004982460755854845
17,18,0.001986791379749775,0.01374143362045288,0.0011381989461369812,-7.957220077514648e-05,gen_fuel_solar_pct,gen_fuel_wind_pct,0.0006533769192174077,0.0008485924336127937,0.0008485924336127937
4,7,0.03716348856687546,0.0831875205039978,0.0011358894407749176,0.000722050666809082,gen_fuel_nuclear_mw,gen_fuel_solar_mw,0.03602759912610054,0.000310735049424693,0.03602759912610054
7,15,0.0021336369682103395,0.0020558834075927734,0.0011337921023368835,1.9788742065429688e-05,gen_fuel_solar_mw,gen_fuel_oil_pct,0.000310735049424693,0.000999844865873456,0.000999844865873456
15,26,0.0021334008779376745,0.002203822135925293,0.0011335560120642185,-0.0001334547996520996,gen_fuel_oil_pct,total_pjm_assigned_reg,0.000999844865873456,0.00010568540164967999,0.000999844865873456
0,7,0.011790194548666477,0.013627290725708008,0.001131165772676468,8.827447891235352e-05,gen_fuel_coal_mw,gen_fuel_solar_mw,0.01065902877599001,0.000310735049424693,0.01065902877599001
5,11,0.003138067200779915,0.0060634613037109375,0.001121009700000286,0.00021767616271972656,gen_fuel_oil_mw,gen_fuel_gas_pct,0.0020170575007796288,0.0,0.0020170575007796288
0,26,0.01177755743265152,0.014617741107940674,0.0011185286566615105,0.0007775425910949707,gen_fuel_coal_mw,total_pjm_assigned_reg,0.01065902877599001,0.00010568540164967999,0.01065902877599001
3,7,0.006087081041187048,0.006673216819763184,0.001104620285332203,0.00019419193267822266,gen_fuel_multiple_fuels_mw,gen_fuel_solar_mw,0.004982460755854845,0.000310735049424693,0.004982460755854845
1,29,0.010370730422437191,0.02079308032989502,0.0010802838951349258,0.0021347403526306152,gen_fuel_gas_mw,da_as_mcp_primary_reserve,0.009290446527302265,0.0016710057388991117,0.009290446527302265
2,26,0.0011868607252836227,0.0013652443885803223,0.0010647399321896955,3.3020973205566406e-05,gen_fuel_hydro_mw,total_pjm_assigned_reg,0.0001221207930939272,0.00010568540164967999,0.0001221207930939272
2,15,0.0020410234574228525,0.0033058524131774902,0.0010411785915493965,0.0008020997047424316,gen_fuel_hydro_mw,gen_fuel_oil_pct,0.0001221207930939272,0.000999844865873456,0.000999844865873456
26,40,0.01344248652458191,0.04770350456237793,0.0010371953248977661,0.0005835890769958496,total_pjm_assigned_reg,marginal_loss_price_rt,0.00010568540164967999,0.012405291199684143,0.012405291199684143
7,11,0.0013337743002921343,0.003902614116668701,0.0010230392508674413,-4.9948692321777344e-05,gen_fuel_solar_mw,gen_fuel_gas_pct,0.000310735049424693,0.0,0.000310735049424693
6,19,0.05335881561040878,0.06627112627029419,0.0010149329900741577,0.0015491247177124023,gen_fuel_other_renewables_mw,forecast_load_mw_latest_available,0.00026015660841949284,0.052343882620334625,0.052343882620334625
2,24,0.0048554143868386745,0.003305494785308838,0.0010077119804918766,-0.00017786026000976562,gen_fuel_hydro_mw,total_pjm_reg_purchases,0.0001221207930939272,0.003847702406346798,0.003847702406346798
11,17,0.0016550630098208785,0.0038040876388549805,0.0010016860906034708,-7.31348991394043e-05,gen_fuel_gas_pct,gen_fuel_solar_pct,0.0,0.0006533769192174077,0.0006533769192174077
6,20,0.04899992048740387,0.0599704384803772,0.0009605810046195984,0.0017348527908325195,gen_fuel_other_renewables_mw,forecast_load_mw_day_ahead,0.00026015660841949284,0.04803933948278427,0.04803933948278427
9,11,0.0009595315204933286,0.028941094875335693,0.0009595315204933286,0.000887751579284668,gen_fuel_wind_mw,gen_fuel_gas_pct,0.0,0.0,0.0
2,5,0.0029736284632235765,0.003849625587463379,0.0009565709624439478,0.0009253621101379395,gen_fuel_hydro_mw,gen_fuel_oil_mw,0.0001221207930939272,0.0020170575007796288,0.0020170575007796288
24,26,0.004800506867468357,0.004016399383544922,0.0009528044611215591,0.0006995201110839844,total_pjm_reg_purchases,total_pjm_assigned_reg,0.003847702406346798,0.00010568540164967999,0.003847702406346798
26,32,0.02417692542076111,0.06456750631332397,0.0009429380297660828,0.0013586878776550293,total_pjm_assigned_reg,da_as_as_req_mw_synchronized_reserve,0.00010568540164967999,0.023233987390995026,0.023233987390995026
13,18,0.004739047028124332,0.01588606834411621,0.0009423522278666496,-0.00016427040100097656,gen_fuel_multiple_fuels_pct,gen_fuel_wind_pct,0.003796694800257683,0.0008485924336127937,0.003796694800257683
5,14,0.006140967831015587,0.025983691215515137,0.0009264084510505199,-0.005351364612579346,gen_fuel_oil_mw,gen_fuel_nuclear_pct,0.0020170575007796288,0.005214559379965067,0.005214559379965067
11,38,0.144582137465477,0.19104313850402832,0.0009136348962783813,-4.3392181396484375e-05,gen_fuel_gas_pct,system_energy_price_da,0.0,0.1436685025691986,0.1436685025691986
24,32,0.02413618192076683,0.06793820858001709,0.0009021945297718048,0.002578258514404297,total_pjm_reg_purchases,da_as_as_req_mw_synchronized_reserve,0.003847702406346798,0.023233987390995026,0.023233987390995026
26,31,0.02411508560180664,0.06432318687438965,0.0008901841938495636,0.001376032829284668,total_pjm_assigned_reg,da_as_as_req_mw_primary_reserve,0.00010568540164967999,0.023224901407957077,0.023224901407957077
2,3,0.005861563608050346,0.007528483867645264,0.0008791028521955013,0.0005818009376525879,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,0.0001221207930939272,0.004982460755854845,0.004982460755854845
15,37,0.07726592570543289,0.10588490962982178,0.0008780732750892639,0.00021755695343017578,gen_fuel_oil_pct,da_as_nsr_mw_primary_reserve,0.000999844865873456,0.07638785243034363,0.07638785243034363
1,30,0.010166517458856106,0.027301013469696045,0.0008760709315538406,0.002015531063079834,gen_fuel_gas_mw,da_as_mcp_synchronized_reserve,0.009290446527302265,0.0016562787350267172,0.009290446527302265
18,42,0.010093234479427338,0.03447848558425903,0.0008653970435261726,0.0014536380767822266,gen_fuel_wind_pct,gross_sched_interchange_mw,0.0008485924336127937,0.009227837435901165,0.009227837435901165
1,2,0.010139841586351395,0.017858922481536865,0.0008493950590491295,0.0018438100814819336,gen_fuel_gas_mw,gen_fuel_hydro_mw,0.009290446527302265,0.0001221207930939272,0.009290446527302265
15,39,0.015076818875968456,0.037484943866729736,0.0008461298421025276,-0.0014870762825012207,gen_fuel_oil_pct,total_lmp_rt,0.000999844865873456,0.014230689033865929,0.014230689033865929
13,15,0.004640568979084492,0.004732906818389893,0.0008438741788268089,0.0005428194999694824,gen_fuel_multiple_fuels_pct,gen_fuel_oil_pct,0.003796694800257683,0.000999844865873456,0.003796694800257683
24,31,0.02405684068799019,0.06773000955581665,0.0008319392800331116,0.0026317238807678223,total_pjm_reg_purchases,da_as_as_req_mw_primary_reserve,0.003847702406346798,0.023224901407957077,0.023224901407957077
24,43,0.049519043415784836,0.057071149349212646,0.0008291415870189667,0.0029113292694091797,total_pjm_reg_purchases,gross_inadv_interchange_mw,0.003847702406346798,0.04868990182876587,0.04868990182876587
2,11,0.0009489663643762469,0.004554927349090576,0.0008268455712823197,0.0001347064971923828,gen_fuel_hydro_mw,gen_fuel_gas_pct,0.0001221207930939272,0.0,0.0001221207930939272
10,12,0.010553566738963127,0.015669584274291992,0.0008247280493378639,0.0002232193946838379,gen_fuel_coal_pct,gen_fuel_hydro_pct,0.009728838689625263,8.098755643004552e-05,0.009728838689625263
15,32,0.024031678214669228,0.06671881675720215,0.000797690823674202,0.0023384690284729004,gen_fuel_oil_pct,da_as_as_req_mw_synchronized_reserve,0.000999844865873456,0.023233987390995026,0.023233987390995026
16,39,0.015023012645542622,0.045155227184295654,0.000792323611676693,0.0032625794410705566,gen_fuel_other_renewables_pct,total_lmp_rt,0.0009804742876440287,0.014230689033865929,0.014230689033865929
0,2,0.011442066170275211,0.015235602855682373,0.000783037394285202,0.001228928565979004,gen_fuel_coal_mw,gen_fuel_hydro_mw,0.01065902877599001,0.0001221207930939272,0.01065902877599001
15,18,0.001779940095730126,0.015172302722930908,0.0007800952298566699,-0.00019675493240356445,gen_fuel_oil_pct,gen_fuel_wind_pct,0.000999844865873456,0.0008485924336127937,0.000999844865873456
2,42,0.01000085100531578,0.02013576030731201,0.0007730135694146156,-2.378225326538086e-05,gen_fuel_hydro_mw,gross_sched_interchange_mw,0.0001221207930939272,0.009227837435901165,0.009227837435901165
2,7,0.0010516830952838063,0.0010602474212646484,0.0007409480458591133,2.9206275939941406e-05,gen_fuel_hydro_mw,gen_fuel_solar_mw,0.0001221207930939272,0.000310735049424693,0.000310735049424693
16,31,0.023964572697877884,0.06942367553710938,0.0007396712899208069,0.002384364604949951,gen_fuel_other_renewables_pct,da_as_as_req_mw_primary_reserve,0.0009804742876440287,0.023224901407957077,0.023224901407957077
10,26,0.010461699217557907,0.01631748676300049,0.0007328605279326439,0.0007157325744628906,gen_fuel_coal_pct,total_pjm_assigned_reg,0.009728838689625263,0.00010568540164967999,0.009728838689625263
15,31,0.02394810877740383,0.06651484966278076,0.0007232073694467545,0.0023961663246154785,gen_fuel_oil_pct,da_as_as_req_mw_primary_reserve,0.000999844865873456,0.023224901407957077,0.023224901407957077
2,17,0.0013640549732372165,0.000970304012298584,0.0007106780540198088,1.4603137969970703e-05,gen_fuel_hydro_mw,gen_fuel_solar_pct,0.0001221207930939272,0.0006533769192174077,0.0006533769192174077
5,18,0.002709384774789214,0.015357613563537598,0.0006923272740095854,-0.00043195486068725586,gen_fuel_oil_mw,gen_fuel_wind_pct,0.0020170575007796288,0.0008485924336127937,0.0020170575007796288
7,17,0.0013422605115920305,0.0008829236030578613,0.0006888835923746228,0.0003948807716369629,gen_fuel_solar_mw,gen_fuel_solar_pct,0.000310735049424693,0.0006533769192174077,0.0006533769192174077
2,30,0.0023374254815280437,0.011382341384887695,0.0006811467465013266,0.0006132721900939941,gen_fuel_hydro_mw,da_as_mcp_synchronized_reserve,0.0001221207930939272,0.0016562787350267172,0.0016562787350267172
27,42,0.009898640215396881,0.02141749858856201,0.0006708027794957161,-2.6285648345947266e-05,total_pjm_rmccp_cr,gross_sched_interchange_mw,0.0,0.009227837435901165,0.009227837435901165
16,32,0.02389223873615265,0.06962406635284424,0.0006582513451576233,0.0023230910301208496,gen_fuel_other_renewables_pct,da_as_as_req_mw_synchronized_reserve,0.0009804742876440287,0.023233987390995026,0.023233987390995026
6,37,0.07703966647386551,0.11050033569335938,0.0006518140435218811,0.000850975513458252,gen_fuel_other_renewables_mw,da_as_nsr_mw_primary_reserve,0.00026015660841949284,0.07638785243034363,0.07638785243034363
16,18,0.0016095626633614302,0.019037485122680664,0.0006290883757174015,0.0007477998733520508,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,0.0009804742876440287,0.0008485924336127937,0.0009804742876440287
7,18,0.0014737106394022703,0.013780355453491211,0.0006251182057894766,-0.00011599063873291016,gen_fuel_solar_mw,gen_fuel_wind_pct,0.000310735049424693,0.0008485924336127937,0.0008485924336127937
12,15,0.001624090364202857,0.002520740032196045,0.000624245498329401,0.0003388524055480957,gen_fuel_hydro_pct,gen_fuel_oil_pct,8.098755643004552e-05,0.000999844865873456,0.000999844865873456
5,32,0.02384745329618454,0.06776160001754761,0.0006134659051895142,0.0029607415199279785,gen_fuel_oil_mw,da_as_as_req_mw_synchronized_reserve,0.0020170575007796288,0.023233987390995026,0.023233987390995026
4,28,0.036637499928474426,0.08305329084396362,0.0006099008023738861,0.0007625222206115723,gen_fuel_nuclear_mw,total_pjm_rmpcp_cr,0.03602759912610054,8.551184146199375e-05,0.03602759912610054
16,40,0.013010861352086067,0.05416369438171387,0.0006055701524019241,0.0029516220092773438,gen_fuel_other_renewables_pct,marginal_loss_price_rt,0.0009804742876440287,0.012405291199684143,0.012405291199684143
5,31,0.02382243052124977,0.06750667095184326,0.0005975291132926941,0.0029674768447875977,gen_fuel_oil_mw,da_as_as_req_mw_primary_reserve,0.0020170575007796288,0.023224901407957077,0.023224901407957077
14,15,0.005809481255710125,0.025613784790039062,0.0005949218757450581,-0.005300760269165039,gen_fuel_nuclear_pct,gen_fuel_oil_pct,0.005214559379965067,0.000999844865873456,0.005214559379965067
23,43,0.04928167164325714,0.05208033323287964,0.000591769814491272,-8.112192153930664e-05,total_pjm_loc_credit,gross_inadv_interchange_mw,0.0002529962221160531,0.04868990182876587,0.04868990182876587
18,37,0.07697783410549164,0.11583125591278076,0.0005899816751480103,-0.0016963481903076172,gen_fuel_wind_pct,da_as_nsr_mw_primary_reserve,0.0008485924336127937,0.07638785243034363,0.07638785243034363
24,27,0.004427936393767595,0.004930257797241211,0.0005802339874207973,0.00016266107559204102,total_pjm_reg_purchases,total_pjm_rmccp_cr,0.003847702406346798,0.0,0.003847702406346798
9,18,0.0014232767280191183,0.009394168853759766,0.0005746842944063246,-0.028602957725524902,gen_fuel_wind_mw,gen_fuel_wind_pct,0.0,0.0008485924336127937,0.0008485924336127937
16,17,0.0015455321408808231,0.005160093307495117,0.0005650578532367945,0.00027871131896972656,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,0.0009804742876440287,0.0006533769192174077,0.0009804742876440287
26,27,0.0006691486923955381,0.002772212028503418,0.0005634632907458581,0.0001557469367980957,total_pjm_assigned_reg,total_pjm_rmccp_cr,0.00010568540164967999,0.0,0.00010568540164967999
17,42,0.009770896285772324,0.01951223611831665,0.0005430588498711586,-0.0001043081283569336,gen_fuel_solar_pct,gross_sched_interchange_mw,0.0006533769192174077,0.009227837435901165,0.009227837435901165
21,26,0.0006408665794879198,0.004000246524810791,0.0005351811778382398,0.00014513731002807617,rmccp,total_pjm_assigned_reg,0.0,0.00010568540164967999,0.00010568540164967999
21,24,0.0043815006501972675,0.006487011909484863,0.0005337982438504696,0.0004807710647583008,rmccp,total_pjm_reg_purchases,0.0,0.003847702406346798,0.003847702406346798
19,30,0.052863992750644684,0.06730955839157104,0.0005201101303100586,-0.0016957521438598633,forecast_load_mw_latest_available,da_as_mcp_synchronized_reserve,0.052343882620334625,0.0016562787350267172,0.052343882620334625
17,43,0.04920908436179161,0.052033305168151855,0.0005191825330257416,0.0004011392593383789,gen_fuel_solar_pct,gross_inadv_interchange_mw,0.0006533769192174077,0.04868990182876587,0.04868990182876587
11,26,0.0006239413633011281,0.004111886024475098,0.0005182559616514482,-0.0001418590545654297,gen_fuel_gas_pct,total_pjm_assigned_reg,0.0,0.00010568540164967999,0.00010568540164967999
3,12,0.005494522396475077,0.00684964656829834,0.0005120616406202316,0.00022482872009277344,gen_fuel_multiple_fuels_mw,gen_fuel_hydro_pct,0.004982460755854845,8.098755643004552e-05,0.004982460755854845
21,42,0.009718704968690872,0.02247464656829834,0.0004908675327897072,-0.00020778179168701172,rmccp,gross_sched_interchange_mw,0.0,0.009227837435901165,0.009227837435901165
6,17,0.0011355587048456073,0.0060111284255981445,0.0004821817856281996,6.836652755737305e-05,gen_fuel_other_renewables_mw,gen_fuel_solar_pct,0.00026015660841949284,0.0006533769192174077,0.0006533769192174077
0,23,0.011137300170958042,0.014074087142944336,0.00047827139496803284,8.112192153930664e-05,gen_fuel_coal_mw,total_pjm_loc_credit,0.01065902877599001,0.0002529962221160531,0.01065902877599001
7,27,0.0007877987227402627,0.0023375749588012695,0.00047706367331556976,2.2292137145996094e-05,gen_fuel_solar_mw,total_pjm_rmccp_cr,0.000310735049424693,0.0,0.000310735049424693
29,39,0.014706731773912907,0.03861194849014282,0.000476042740046978,-0.0019982457160949707,da_as_mcp_primary_reserve,total_lmp_rt,0.0016710057388991117,0.014230689033865929,0.014230689033865929
2,40,0.012874255888164043,0.04874390363693237,0.00046896468847990036,0.001457512378692627,gen_fuel_hydro_mw,marginal_loss_price_rt,0.0001221207930939272,0.012405291199684143,0.012405291199684143
12,30,0.0021169576793909073,0.010980606079101562,0.0004606789443641901,0.0005334019660949707,gen_fuel_hydro_pct,da_as_mcp_synchronized_reserve,8.098755643004552e-05,0.0016562787350267172,0.0016562787350267172
5,12,0.0024623526260256767,0.0029320120811462402,0.000445295125246048,0.00032961368560791016,gen_fuel_oil_mw,gen_fuel_hydro_pct,0.0020170575007796288,8.098755643004552e-05,0.0020170575007796288
17,27,0.0010936667677015066,0.002272665500640869,0.0004402898484840989,3.272294998168945e-05,gen_fuel_solar_pct,total_pjm_rmccp_cr,0.0006533769192174077,0.0,0.0006533769192174077
8,32,0.023670103400945663,0.06335258483886719,0.0004361160099506378,0.00015586614608764648,gen_fuel_storage_mw,da_as_as_req_mw_synchronized_reserve,0.0,0.023233987390995026,0.023233987390995026
6,7,0.0007448564865626395,0.006103456020355225,0.0004341214371379465,8.535385131835938e-05,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,0.00026015660841949284,0.000310735049424693,0.000310735049424693
20,30,0.04846009612083435,0.06085860729217529,0.00042075663805007935,-0.0016602873802185059,forecast_load_mw_day_ahead,da_as_mcp_synchronized_reserve,0.04803933948278427,0.0016562787350267172,0.04803933948278427
11,24,0.0042663333006203175,0.006549954414367676,0.0004186308942735195,0.00014507770538330078,gen_fuel_gas_pct,total_pjm_reg_purchases,0.0,0.003847702406346798,0.003847702406346798
7,21,0.0007280471618287265,0.003566741943359375,0.00041731211240403354,1.2814998626708984e-05,gen_fuel_solar_mw,rmccp,0.000310735049424693,0.0,0.000310735049424693
2,43,0.04910529404878616,0.05293452739715576,0.0004153922200202942,0.0007593631744384766,gen_fuel_hydro_mw,gross_inadv_interchange_mw,0.0001221207930939272,0.04868990182876587,0.04868990182876587
8,31,0.02363896742463112,0.06309342384338379,0.00041406601667404175,0.0001583695411682129,gen_fuel_storage_mw,da_as_as_req_mw_primary_reserve,0.0,0.023224901407957077,0.023224901407957077
7,26,0.0007208477472886443,0.0009111166000366211,0.0004101126978639513,4.655122756958008e-05,gen_fuel_solar_mw,total_pjm_assigned_reg,0.000310735049424693,0.00010568540164967999,0.000310735049424693
18,29,0.0020780034828931093,0.016424477100372314,0.0004069977439939976,-0.0005827546119689941,gen_fuel_wind_pct,da_as_mcp_primary_reserve,0.0008485924336127937,0.0016710057388991117,0.0016710057388991117
8,40,0.012803665362298489,0.0472564697265625,0.00039837416261434555,0.00014865398406982422,gen_fuel_storage_mw,marginal_loss_price_rt,0.0,0.012405291199684143,0.012405291199684143
12,24,0.0042267669923603535,0.0031235218048095703,0.0003790645860135555,-3.796815872192383e-05,gen_fuel_hydro_pct,total_pjm_reg_purchases,8.098755643004552e-05,0.003847702406346798,0.003847702406346798
12,43,0.049068283289670944,0.052326083183288574,0.0003783814609050751,0.00047278404235839844,gen_fuel_hydro_pct,gross_inadv_interchange_mw,8.098755643004552e-05,0.04868990182876587,0.04868990182876587
17,21,0.0010247837053611875,0.003507673740386963,0.00037140678614377975,2.9087066650390625e-05,gen_fuel_solar_pct,rmccp,0.0006533769192174077,0.0,0.0006533769192174077
24,30,0.004214136861264706,0.012795031070709229,0.0003664344549179077,4.13060188293457e-05,total_pjm_reg_purchases,da_as_mcp_synchronized_reserve,0.003847702406346798,0.0016562787350267172,0.003847702406346798
7,43,0.049051541835069656,0.0519748330116272,0.00036164000630378723,0.00026732683181762695,gen_fuel_solar_mw,gross_inadv_interchange_mw,0.000310735049424693,0.04868990182876587,0.04868990182876587
28,42,0.00958697684109211,0.01971834897994995,0.00035913940519094467,0.00020116567611694336,total_pjm_rmpcp_cr,gross_sched_interchange_mw,8.551184146199375e-05,0.009227837435901165,0.009227837435901165
8,39,0.014584980905056,0.03779524564743042,0.0003542918711900711,6.854534149169922e-06,gen_fuel_storage_mw,total_lmp_rt,0.0,0.014230689033865929,0.014230689033865929
28,32,0.023583553731441498,0.06340533494949341,0.00034956634044647217,0.0006723999977111816,total_pjm_rmpcp_cr,da_as_as_req_mw_synchronized_reserve,8.551184146199375e-05,0.023233987390995026,0.023233987390995026
5,23,0.0023636729456484318,0.002870500087738037,0.000346615444868803,-4.00543212890625e-05,gen_fuel_oil_mw,total_pjm_loc_credit,0.0020170575007796288,0.0002529962221160531,0.0020170575007796288
17,26,0.0009967040969058871,0.0008553266525268555,0.0003433271776884794,6.61015510559082e-05,gen_fuel_solar_pct,total_pjm_assigned_reg,0.0006533769192174077,0.00010568540164967999,0.0006533769192174077
12,40,0.012748222798109055,0.0475730299949646,0.0003429315984249115,0.0006085038185119629,gen_fuel_hydro_pct,marginal_loss_price_rt,8.098755643004552e-05,0.012405291199684143,0.012405291199684143
14,17,0.005553032737225294,0.029476821422576904,0.0003384733572602272,0.00011032819747924805,gen_fuel_nuclear_pct,gen_fuel_solar_pct,0.005214559379965067,0.0006533769192174077,0.005214559379965067
27,32,0.02357187122106552,0.06483733654022217,0.0003378838300704956,0.00017780065536499023,total_pjm_rmccp_cr,da_as_as_req_mw_synchronized_reserve,0.0,0.023233987390995026,0.023233987390995026
16,37,0.07672174274921417,0.10959672927856445,0.00033389031887054443,0.001008749008178711,gen_fuel_other_renewables_pct,da_as_nsr_mw_primary_reserve,0.0009804742876440287,0.07638785243034363,0.07638785243034363
13,16,0.004126558545976877,0.006940901279449463,0.0003298637457191944,-0.0001698136329650879,gen_fuel_multiple_fuels_pct,gen_fuel_other_renewables_pct,0.003796694800257683,0.0009804742876440287,0.003796694800257683
18,39,0.014558792114257812,0.04824453592300415,0.00032810308039188385,-0.002587735652923584,gen_fuel_wind_pct,total_lmp_rt,0.0008485924336127937,0.014230689033865929,0.014230689033865929
27,33,0.014910591766238213,0.04602748155593872,0.0003276541829109192,0.00015300512313842773,total_pjm_rmccp_cr,da_as_as_req_mw_thirty_minutes_reserve,0.0,0.014582937583327293,0.014582937583327293
28,31,0.0235518179833889,0.06311821937561035,0.00032691657543182373,0.0006469488143920898,total_pjm_rmpcp_cr,da_as_as_req_mw_primary_reserve,8.551184146199375e-05,0.023224901407957077,0.023224901407957077
0,29,0.01097883190959692,0.01808685064315796,0.0003198031336069107,0.0014369487762451172,gen_fuel_coal_mw,da_as_mcp_primary_reserve,0.01065902877599001,0.0016710057388991117,0.01065902877599001
9,40,0.012721438892185688,0.0761154294013977,0.00031614769250154495,0.005195915699005127,gen_fuel_wind_mw,marginal_loss_price_rt,0.0,0.012405291199684143,0.012405291199684143
11,12,0.0003885113401338458,0.0041512250900268555,0.0003075237837038003,5.2869319915771484e-05,gen_fuel_gas_pct,gen_fuel_hydro_pct,0.0,8.098755643004552e-05,8.098755643004552e-05
12,26,0.0004093381285201758,0.0010128617286682129,0.0003036527268704958,2.5033950805664062e-06,gen_fuel_hydro_pct,total_pjm_assigned_reg,8.098755643004552e-05,0.00010568540164967999,0.00010568540164967999
2,27,0.00042483408469706774,0.002727687358856201,0.00030271329160314053,-5.525350570678711e-05,gen_fuel_hydro_mw,total_pjm_rmccp_cr,0.0001221207930939272,0.0,0.0001221207930939272
11,27,0.0003012410015799105,0.00563502311706543,0.0003012410015799105,-6.943941116333008e-05,gen_fuel_gas_pct,total_pjm_rmccp_cr,0.0,0.0,0.0
13,30,0.004096382763236761,0.012859165668487549,0.0002996879629790783,0.0004037618637084961,gen_fuel_multiple_fuels_pct,da_as_mcp_synchronized_reserve,0.003796694800257683,0.0016562787350267172,0.003796694800257683
23,42,0.00952382106333971,0.019987523555755615,0.0002959836274385452,-0.0001583099365234375,total_pjm_loc_credit,gross_sched_interchange_mw,0.0002529962221160531,0.009227837435901165,0.009227837435901165
8,24,0.004140062257647514,0.003338158130645752,0.0002923598513007164,3.337860107421875e-05,gen_fuel_storage_mw,total_pjm_reg_purchases,0.0,0.003847702406346798,0.003847702406346798
16,23,0.0012721521779894829,0.004913926124572754,0.0002916778903454542,-0.0004967451095581055,gen_fuel_other_renewables_pct,total_pjm_loc_credit,0.0009804742876440287,0.0002529962221160531,0.0009804742876440287
23,37,0.07667779922485352,0.1043318510055542,0.0002899467945098877,-0.0003167390823364258,total_pjm_loc_credit,da_as_nsr_mw_primary_reserve,0.0002529962221160531,0.07638785243034363,0.07638785243034363
28,37,0.07667659223079681,0.10422396659851074,0.00028873980045318604,0.0002040266990661621,total_pjm_rmpcp_cr,da_as_nsr_mw_primary_reserve,8.551184146199375e-05,0.07638785243034363,0.07638785243034363
12,39,0.014512473717331886,0.03635072708129883,0.00028178468346595764,-0.0012943744659423828,gen_fuel_hydro_pct,total_lmp_rt,8.098755643004552e-05,0.014230689033865929,0.014230689033865929
3,34,0.005264061503112316,0.006296336650848389,0.0002816007472574711,7.104873657226562e-05,gen_fuel_multiple_fuels_mw,da_as_ss_mw_primary_reserve,0.004982460755854845,0.0,0.004982460755854845
