target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,12,2.3031373023986816,0.9268506334413704
gross_actual_interchange_mw,16,2.3271660804748535,0.8393477409065194
total_gen,16,2.5747642517089844,0.9286499043496836
metered_load_mw,16,2.5980257987976074,0.937039734006724
total_losses,16,2.616572141647339,0.9437289132207075
congestion_price_da,16,2.6812028884887695,0.967039527709978
congestion_price_rt,16,2.601116418838501,0.9381544395582914
marginal_loss_price_da,16,2.6431736946105957,0.9533233953557165
total_lmp_da,16,2.6436634063720703,0.9535000215381526
da_as_total_mw_primary_reserve,15,2.2531590461730957,0.8320226284047585
da_as_total_mw_synchronized_reserve,11,1.9640781879425049,0.8190842236618631
da_as_total_mw_thirty_minutes_reserve,16,2.6801490783691406,0.9666594460515713
