source,target,raw_weight,normalized_weight,pearson,spearman,kendall,nmi,distance_corr,hsic
forecast_load_mw_latest_available,metered_load_mw,0.9758599400520325,0.06479746103286743,0.9962494969367981,0.9960373640060425,0.9439201951026917,0.9445571303367615,0.9938987493515015,0.9797198176383972
da_as_as_req_mw_thirty_minutes_reserve,da_as_as_req_mw_synchronized_reserve,0.9726924896240234,0.12862429022789001,0.988761842250824,0.966266393661499,0.8975130319595337,1.0,0.990790843963623,0.9825063943862915
da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,0.9726924896240234,0.12128555029630661,0.988761842250824,0.966266393661499,0.8975130319595337,1.0,0.990790843963623,0.9825063943862915
da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,0.9720525145530701,0.12411602586507797,0.9875063896179199,0.9629573225975037,0.8920286297798157,1.0,0.992371678352356,0.98540198802948
da_as_as_req_mw_thirty_minutes_reserve,da_as_as_req_mw_primary_reserve,0.9720525145530701,0.12853966653347015,0.9875063896179199,0.9629573225975037,0.8920286297798157,1.0,0.992371678352356,0.98540198802948
rmccp,total_pjm_rmccp_cr,0.9644726514816284,0.10833930969238281,0.990893542766571,0.9798863530158997,0.8897860646247864,1.0,0.9823554158210754,0.9451514482498169
total_pjm_rmccp_cr,rmccp,0.9644726514816284,0.09089749306440353,0.990893542766571,0.9798863530158997,0.8897860646247864,1.0,0.9823554158210754,0.9451514482498169
gen_fuel_oil_pct,gen_fuel_oil_mw,0.9568170309066772,0.08832553029060364,0.9798350930213928,0.9631743431091309,0.8826684951782227,1.0,0.9793941974639893,0.9367363452911377
gen_fuel_oil_mw,gen_fuel_oil_pct,0.9568170309066772,0.07585011422634125,0.9798350930213928,0.9631743431091309,0.8826684951782227,1.0,0.9793941974639893,0.9367363452911377
metered_load_mw,forecast_load_mw_day_ahead,0.9344661235809326,0.06144660338759422,0.9910730719566345,0.9900142550468445,0.910122811794281,0.7795407176017761,0.9857670664787292,0.9528048038482666
forecast_load_mw_day_ahead,metered_load_mw,0.9344661235809326,0.0633394718170166,0.9910730719566345,0.9900142550468445,0.910122811794281,0.7795407176017761,0.9857670664787292,0.9528048038482666
gen_fuel_solar_mw,gen_fuel_solar_pct,0.9288381934165955,0.2394179403781891,0.9774209260940552,0.9420163631439209,0.8513609170913696,0.843157947063446,0.9884045720100403,0.9595226049423218
gen_fuel_solar_pct,gen_fuel_solar_mw,0.9288381934165955,0.24021460115909576,0.9774209260940552,0.9420163631439209,0.8513609170913696,0.843157947063446,0.9884045720100403,0.9595226049423218
metered_load_mw,total_gen,0.9199303984642029,0.060490794479846954,0.9897356033325195,0.985786497592926,0.8906728029251099,0.7326273322105408,0.9832239747047424,0.9409385919570923
total_gen,metered_load_mw,0.9199303984642029,0.06110411882400513,0.9897356033325195,0.985786497592926,0.8906728029251099,0.7326273322105408,0.9832239747047424,0.9409385919570923
total_gen,forecast_load_mw_latest_available,0.9034411907196045,0.06000886484980583,0.9859234690666199,0.9822163581848145,0.884505569934845,0.6669222712516785,0.9789095520973206,0.9281051754951477
forecast_load_mw_latest_available,total_gen,0.9034411907196045,0.059988826513290405,0.9859234690666199,0.9822163581848145,0.884505569934845,0.6669222712516785,0.9789095520973206,0.9281051754951477
gen_fuel_hydro_mw,gen_fuel_hydro_pct,0.901513397693634,0.09348544478416443,0.9663508534431458,0.9852135181427002,0.900231122970581,0.7016496062278748,0.9713732004165649,0.9001778960227966
gen_fuel_hydro_pct,gen_fuel_hydro_mw,0.901513397693634,0.11770496517419815,0.9663508534431458,0.9852135181427002,0.900231122970581,0.7016496062278748,0.9713732004165649,0.9001778960227966
total_lmp_rt,marginal_loss_price_rt,0.8973583579063416,0.06193964555859566,0.969857931137085,0.9307329654693604,0.7798245549201965,1.0,0.9280728697776794,0.7997872233390808
marginal_loss_price_rt,total_lmp_rt,0.8973583579063416,0.06140071898698807,0.969857931137085,0.9307329654693604,0.7798245549201965,1.0,0.9280728697776794,0.7997872233390808
forecast_load_mw_day_ahead,total_gen,0.8964040875434875,0.06075957044959068,0.9830565452575684,0.9771652221679688,0.8725420236587524,0.6464547514915466,0.9782016277313232,0.9257394075393677
total_gen,forecast_load_mw_day_ahead,0.8964040875434875,0.05954144150018692,0.9830565452575684,0.9771652221679688,0.8725420236587524,0.6464547514915466,0.9782016277313232,0.9257394075393677
gen_fuel_wind_pct,gen_fuel_wind_mw,0.889883279800415,0.16177868843078613,0.9722227454185486,0.9822304248809814,0.891470193862915,0.6289477944374084,0.9718841314315796,0.9055747389793396
gen_fuel_wind_mw,gen_fuel_wind_pct,0.889883279800415,0.24106816947460175,0.9722227454185486,0.9822304248809814,0.891470193862915,0.6289477944374084,0.9718841314315796,0.9055747389793396
total_pjm_rmpcp_cr,rmpcp,0.8770132660865784,0.2165171355009079,0.7903385162353516,0.9569278359413147,0.8327604532241821,1.0,0.9154129028320312,0.7981936931610107
rmpcp,total_pjm_rmpcp_cr,0.8770132660865784,0.23637761175632477,0.7903385162353516,0.9569278359413147,0.8327604532241821,1.0,0.9154129028320312,0.7981936931610107
gen_fuel_multiple_fuels_pct,gen_fuel_multiple_fuels_mw,0.8622215390205383,0.12388765066862106,0.9474910497665405,0.9693118333816528,0.8725205659866333,0.6075451970100403,0.954249382019043,0.847990095615387
gen_fuel_multiple_fuels_mw,gen_fuel_multiple_fuels_pct,0.8622215390205383,0.09264656901359558,0.9474910497665405,0.9693118333816528,0.8725205659866333,0.6075451970100403,0.954249382019043,0.847990095615387
da_as_mcp_synchronized_reserve,da_as_mcp_primary_reserve,0.8370798826217651,0.07832705974578857,0.9681797623634338,0.768256664276123,0.7143335342407227,1.0,0.8659282922744751,0.7230468988418579
da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,0.8370798826217651,0.08926919102668762,0.9681797623634338,0.768256664276123,0.7143335342407227,1.0,0.8659282922744751,0.7230468988418579
gen_fuel_coal_mw,gen_fuel_coal_pct,0.7598498463630676,0.062079329043626785,0.9088311195373535,0.9255573749542236,0.7589700222015381,0.4026428461074829,0.9020209908485413,0.7083266973495483
gen_fuel_coal_pct,gen_fuel_coal_mw,0.7598498463630676,0.08817647397518158,0.9088311195373535,0.9255573749542236,0.7589700222015381,0.4026428461074829,0.9020209908485413,0.7083266973495483
gen_fuel_nuclear_pct,metered_load_mw,0.74430912733078,0.05554019659757614,0.9157928824424744,0.8947845101356506,0.7400422096252441,0.4067452549934387,0.8888908624649048,0.6716248989105225
metered_load_mw,gen_fuel_nuclear_pct,0.74430912733078,0.04894267022609711,0.9157928824424744,0.8947845101356506,0.7400422096252441,0.4067452549934387,0.8888908624649048,0.6716248989105225
gen_fuel_nuclear_pct,total_gen,0.7410751581192017,0.055298879742622375,0.9127433896064758,0.887252688407898,0.7227445840835571,0.4438411593437195,0.8841701149940491,0.6509829759597778
total_gen,gen_fuel_nuclear_pct,0.7410751581192017,0.04922409728169441,0.9127433896064758,0.887252688407898,0.7227445840835571,0.4438411593437195,0.8841701149940491,0.6509829759597778
forecast_load_mw_latest_available,gen_fuel_nuclear_pct,0.7355658411979675,0.04884184151887894,0.9137662053108215,0.8936038613319397,0.732299268245697,0.3914143443107605,0.8817070722579956,0.6559082865715027
gen_fuel_nuclear_pct,forecast_load_mw_latest_available,0.7355658411979675,0.05488777533173561,0.9137662053108215,0.8936038613319397,0.732299268245697,0.3914143443107605,0.8817070722579956,0.6559082865715027
total_gen,gen_fuel_gas_mw,0.7344966530799866,0.04878713935613632,0.9201619625091553,0.8976604342460632,0.7250087857246399,0.36284926533699036,0.8897501230239868,0.6645531058311462
gen_fuel_gas_mw,total_gen,0.7344966530799866,0.05150292068719864,0.9201619625091553,0.8976604342460632,0.7250087857246399,0.36284926533699036,0.8897501230239868,0.6645531058311462
total_lmp_da,total_lmp_rt,0.7086218595504761,0.04880634695291519,0.6492289900779724,0.8364713788032532,0.6458335518836975,1.0,0.7482922077178955,0.45974215865135193
total_lmp_rt,total_lmp_da,0.7086218595504761,0.04891221597790718,0.6492289900779724,0.8364713788032532,0.6458335518836975,1.0,0.7482922077178955,0.45974215865135193
da_as_as_req_mw_primary_reserve,da_as_total_mw_primary_reserve,0.705405592918396,0.09006934612989426,0.6811673641204834,0.6951302289962769,0.5750274062156677,1.0,0.7642858028411865,0.5535421967506409
da_as_total_mw_primary_reserve,da_as_as_req_mw_primary_reserve,0.705405592918396,0.09679904580116272,0.6811673641204834,0.6951302289962769,0.5750274062156677,1.0,0.7642858028411865,0.5535421967506409
gen_fuel_nuclear_pct,forecast_load_mw_day_ahead,0.6969616413116455,0.05200713872909546,0.9027878046035767,0.8656371831893921,0.6704497933387756,0.36680838465690613,0.8589850068092346,0.5831338167190552
forecast_load_mw_day_ahead,gen_fuel_nuclear_pct,0.6969616413116455,0.04724107310175896,0.9027878046035767,0.8656371831893921,0.6704497933387756,0.36680838465690613,0.8589850068092346,0.5831338167190552
forecast_load_mw_day_ahead,gen_fuel_gas_mw,0.69572913646698,0.04715752974152565,0.8968615531921387,0.8753873705863953,0.6918393969535828,0.31880784034729004,0.8604042530059814,0.5964866876602173
gen_fuel_gas_mw,forecast_load_mw_day_ahead,0.69572913646698,0.048784542828798294,0.8968615531921387,0.8753873705863953,0.6918393969535828,0.31880784034729004,0.8604042530059814,0.5964866876602173
gen_fuel_gas_mw,forecast_load_mw_latest_available,0.6930492520332336,0.04859662801027298,0.8987652063369751,0.8694912791252136,0.6791709065437317,0.3189166188240051,0.863706648349762,0.5929945111274719
forecast_load_mw_latest_available,gen_fuel_gas_mw,0.6930492520332336,0.04601872339844704,0.8987652063369751,0.8694912791252136,0.6791709065437317,0.3189166188240051,0.863706648349762,0.5929945111274719
metered_load_mw,gen_fuel_gas_mw,0.6921366453170776,0.04551202431321144,0.9001507759094238,0.8714359402656555,0.680453360080719,0.3244008719921112,0.8577419519424438,0.5855453610420227
gen_fuel_gas_mw,metered_load_mw,0.6921366453170776,0.048532634973526,0.9001507759094238,0.8714359402656555,0.680453360080719,0.3244008719921112,0.8577419519424438,0.5855453610420227
da_as_total_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,0.6904459595680237,0.09474621713161469,0.6912453770637512,0.7017008662223816,0.555259108543396,1.0,0.7354743480682373,0.5064648985862732
da_as_as_req_mw_synchronized_reserve,da_as_total_mw_primary_reserve,0.6904459595680237,0.08609207719564438,0.6912453770637512,0.7017008662223816,0.555259108543396,1.0,0.7354743480682373,0.5064648985862732
marginal_loss_price_rt,system_energy_price_da,0.685607373714447,0.046911899000406265,0.6381369233131409,0.785196840763092,0.603089451789856,1.0,0.7349876761436462,0.43589574098587036
system_energy_price_da,marginal_loss_price_rt,0.685607373714447,0.04824782535433769,0.6381369233131409,0.785196840763092,0.603089451789856,1.0,0.7349876761436462,0.43589574098587036
system_energy_price_da,total_lmp_rt,0.6844374537467957,0.048165496438741684,0.685758113861084,0.8320097923278809,0.6498170495033264,0.8030192852020264,0.7449288368225098,0.4742354452610016
total_lmp_rt,system_energy_price_da,0.6844374537467957,0.0472429022192955,0.685758113861084,0.8320097923278809,0.6498170495033264,0.8030192852020264,0.7449288368225098,0.4742354452610016
total_pjm_assigned_reg,total_pjm_reg_purchases,0.6808847188949585,0.1218714788556099,0.8492962121963501,0.846910297870636,0.6551374197006226,0.31622809171676636,0.8551012277603149,0.6146183609962463
total_pjm_reg_purchases,total_pjm_assigned_reg,0.6808847188949585,0.0855722427368164,0.8492962121963501,0.846910297870636,0.6551374197006226,0.31622809171676636,0.8551012277603149,0.6146183609962463
da_as_total_mw_synchronized_reserve,da_as_as_req_mw_synchronized_reserve,0.6720962524414062,0.11492142081260681,0.7223414778709412,0.7353553771972656,0.5593538284301758,0.9038766622543335,0.7352367639541626,0.44672712683677673
da_as_as_req_mw_synchronized_reserve,da_as_total_mw_synchronized_reserve,0.6720962524414062,0.08380404859781265,0.7223414778709412,0.7353553771972656,0.5593538284301758,0.9038766622543335,0.7352367639541626,0.44672712683677673
da_as_total_mw_synchronized_reserve,da_as_as_req_mw_primary_reserve,0.6690837144851685,0.11440631002187729,0.7069208025932312,0.7189743518829346,0.572277843952179,0.9002639651298523,0.7408220767974854,0.4458279609680176
da_as_as_req_mw_primary_reserve,da_as_total_mw_synchronized_reserve,0.6690837144851685,0.08543160557746887,0.7069208025932312,0.7189743518829346,0.572277843952179,0.9002639651298523,0.7408220767974854,0.4458279609680176
da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_primary_reserve,0.6651500463485718,0.08795632421970367,0.6843878030776978,0.6967668533325195,0.5531894564628601,0.863602876663208,0.7318773865699768,0.5072158575057983
da_as_total_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,0.6651500463485718,0.09127499163150787,0.6843878030776978,0.6967668533325195,0.5531894564628601,0.863602876663208,0.7318773865699768,0.5072158575057983
gen_fuel_coal_mw,forecast_load_mw_day_ahead,0.6565139889717102,0.05363684520125389,0.8482208847999573,0.8374292254447937,0.6432323455810547,0.26224038004875183,0.8420817255973816,0.5686471462249756
forecast_load_mw_day_ahead,gen_fuel_coal_mw,0.6565139889717102,0.044499471783638,0.8482208847999573,0.8374292254447937,0.6432323455810547,0.26224038004875183,0.8420817255973816,0.5686471462249756
da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_synchronized_reserve,0.6529156565666199,0.08633850514888763,0.7243788838386536,0.7496756911277771,0.5952168107032776,0.7528612613677979,0.7304909825325012,0.44182127714157104
da_as_total_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,0.6529156565666199,0.11164174228906631,0.7243788838386536,0.7496756911277771,0.5952168107032776,0.7528612613677979,0.7304909825325012,0.44182127714157104
gen_fuel_coal_mw,total_gen,0.6406019330024719,0.052336838096380234,0.8425803780555725,0.8189846873283386,0.6282289028167725,0.25862228870391846,0.8297044634819031,0.5341706275939941
total_gen,gen_fuel_coal_mw,0.6406019330024719,0.04255041107535362,0.8425803780555725,0.8189846873283386,0.6282289028167725,0.25862228870391846,0.8297044634819031,0.5341706275939941
total_lmp_da,marginal_loss_price_rt,0.6315565705299377,0.04349847137928009,0.6895330548286438,0.7879813313484192,0.6067216396331787,0.5651595592498779,0.7522990703582764,0.46478310227394104
marginal_loss_price_rt,total_lmp_da,0.6315565705299377,0.043213535100221634,0.6895330548286438,0.7879813313484192,0.6067216396331787,0.5651595592498779,0.7522990703582764,0.46478310227394104
forecast_load_mw_latest_available,gen_fuel_coal_mw,0.6295918822288513,0.04180513322353363,0.8371431231498718,0.8121238946914673,0.6281192898750305,0.23703259229660034,0.8225088119506836,0.5141083598136902
gen_fuel_coal_mw,forecast_load_mw_latest_available,0.6295918822288513,0.05143732205033302,0.8371431231498718,0.8121238946914673,0.6281192898750305,0.23703259229660034,0.8225088119506836,0.5141083598136902
gen_fuel_coal_mw,metered_load_mw,0.6288771629333496,0.05137893185019493,0.8359390497207642,0.8203011751174927,0.62639981508255,0.2543322741985321,0.8133063912391663,0.5005925893783569
metered_load_mw,gen_fuel_coal_mw,0.6288771629333496,0.041352346539497375,0.8359390497207642,0.8203011751174927,0.62639981508255,0.2543322741985321,0.8133063912391663,0.5005925893783569
gen_fuel_gas_mw,gen_fuel_nuclear_pct,0.6286913752555847,0.0440838523209095,0.8375301361083984,0.7914059162139893,0.6284325122833252,0.28827962279319763,0.8147372603416443,0.48982080817222595
gen_fuel_nuclear_pct,gen_fuel_gas_mw,0.6286913752555847,0.046912822872400284,0.8375301361083984,0.7914059162139893,0.6284325122833252,0.28827962279319763,0.8147372603416443,0.48982080817222595
total_lmp_da,da_as_mcp_synchronized_reserve,0.6270007491111755,0.04318469017744064,0.7959498763084412,0.5843952894210815,0.46627047657966614,0.8771587610244751,0.70573890209198,0.39085283875465393
da_as_mcp_synchronized_reserve,total_lmp_da,0.6270007491111755,0.05866957828402519,0.7959498763084412,0.5843952894210815,0.46627047657966614,0.8771587610244751,0.70573890209198,0.39085283875465393
system_energy_price_da,da_as_mcp_synchronized_reserve,0.6054177284240723,0.04260468855500221,0.7705960869789124,0.5839138031005859,0.4581703543663025,0.8073995113372803,0.7024197578430176,0.37269535660743713
da_as_mcp_synchronized_reserve,system_energy_price_da,0.6054177284240723,0.05665001645684242,0.7705960869789124,0.5839138031005859,0.4581703543663025,0.8073995113372803,0.7024197578430176,0.37269535660743713
marginal_loss_price_rt,rmccp,0.6035924553871155,0.04130012169480324,0.5851008296012878,0.5745368599891663,0.42368003726005554,1.0,0.6892878413200378,0.39735913276672363
rmccp,marginal_loss_price_rt,0.6035924553871155,0.06780160218477249,0.5851008296012878,0.5745368599891663,0.42368003726005554,1.0,0.6892878413200378,0.39735913276672363
marginal_loss_price_rt,total_pjm_rmccp_cr,0.5942564010620117,0.04066131263971329,0.6014067530632019,0.6012997627258301,0.43921682238578796,1.0,0.6404969692230225,0.3475322127342224
total_pjm_rmccp_cr,marginal_loss_price_rt,0.5942564010620117,0.05600616708397865,0.6014067530632019,0.6012997627258301,0.43921682238578796,1.0,0.6404969692230225,0.3475322127342224
total_lmp_rt,rmccp,0.5907536745071411,0.04077643156051636,0.6603238582611084,0.6083870530128479,0.4181123375892639,1.0,0.615548849105835,0.3136471211910248
rmccp,total_lmp_rt,0.5907536745071411,0.06635942310094833,0.6603238582611084,0.6083870530128479,0.4181123375892639,1.0,0.615548849105835,0.3136471211910248
total_lmp_rt,total_pjm_rmccp_cr,0.5712552666664124,0.039430566132068634,0.6517521142959595,0.604871392250061,0.4189649820327759,0.8857216238975525,0.6080199480056763,0.32516178488731384
total_pjm_rmccp_cr,total_lmp_rt,0.5712552666664124,0.05383840948343277,0.6517521142959595,0.604871392250061,0.4189649820327759,0.8857216238975525,0.6080199480056763,0.32516178488731384
da_as_total_mw_primary_reserve,da_as_nsr_mw_primary_reserve,0.5672674775123596,0.0778430923819542,0.682194173336029,0.5651742815971375,0.4590882956981659,0.8175004124641418,0.6726793050765991,0.2903203070163727
da_as_nsr_mw_primary_reserve,da_as_total_mw_primary_reserve,0.5672674775123596,0.13340698182582855,0.682194173336029,0.5651742815971375,0.4590882956981659,0.8175004124641418,0.6726793050765991,0.2903203070163727
gross_inadv_interchange_mw,gross_actual_interchange_mw,0.5643837451934814,0.07677201926708221,0.7859737277030945,0.7622031569480896,0.5812677145004272,0.21171753108501434,0.7498820424079895,0.390094518661499
gross_actual_interchange_mw,gross_inadv_interchange_mw,0.5643837451934814,0.08489271253347397,0.7859737277030945,0.7622031569480896,0.5812677145004272,0.21171753108501434,0.7498820424079895,0.390094518661499
gen_fuel_oil_mw,total_lmp_da,0.5472960472106934,0.043386004865169525,0.8059060573577881,0.590124249458313,0.4292498230934143,0.3708350658416748,0.7450472116470337,0.3986518383026123
total_lmp_da,gen_fuel_oil_mw,0.5472960472106934,0.0376950278878212,0.8059060573577881,0.590124249458313,0.4292498230934143,0.3708350658416748,0.7450472116470337,0.3986518383026123
system_energy_price_da,gen_fuel_oil_mw,0.544602632522583,0.038324985653162,0.7981405258178711,0.6139575839042664,0.45164525508880615,0.3598715662956238,0.7380294799804688,0.3740957975387573
gen_fuel_oil_mw,system_energy_price_da,0.544602632522583,0.04317248612642288,0.7981405258178711,0.6139575839042664,0.45164525508880615,0.3598715662956238,0.7380294799804688,0.3740957975387573
congestion_price_rt,marginal_loss_price_rt,0.5418359041213989,0.07785123586654663,0.4775661528110504,0.5418816804885864,0.39647284150123596,1.0,0.6216527819633484,0.2841411828994751
marginal_loss_price_rt,congestion_price_rt,0.5418359041213989,0.0370745025575161,0.4775661528110504,0.5418816804885864,0.39647284150123596,1.0,0.6216527819633484,0.2841411828994751
total_lmp_rt,gen_fuel_oil_mw,0.5403653383255005,0.03729840740561485,0.5237647294998169,0.523411750793457,0.36712950468063354,1.0,0.6080731153488159,0.2842317819595337
gen_fuel_oil_mw,total_lmp_rt,0.5403653383255005,0.04283658415079117,0.5237647294998169,0.523411750793457,0.36712950468063354,1.0,0.6080731153488159,0.2842317819595337
gen_fuel_other_renewables_pct,gen_fuel_nuclear_pct,0.5382784605026245,0.04995040223002434,0.7219928503036499,0.7064841985702515,0.6030293107032776,0.28327468037605286,0.6942105293273926,0.32637080550193787
gen_fuel_nuclear_pct,gen_fuel_other_renewables_pct,0.5382784605026245,0.040166229009628296,0.7219928503036499,0.7064841985702515,0.6030293107032776,0.28327468037605286,0.6942105293273926,0.32637080550193787
gen_fuel_oil_mw,marginal_loss_price_rt,0.5282440185546875,0.0418756827712059,0.5664622187614441,0.4615849256515503,0.3628150522708893,1.0,0.6316561102867126,0.22463521361351013
marginal_loss_price_rt,gen_fuel_oil_mw,0.5282440185546875,0.03614449128508568,0.5664622187614441,0.4615849256515503,0.3628150522708893,1.0,0.6316561102867126,0.22463521361351013
total_lmp_da,marginal_loss_price_da,0.5279042720794678,0.03635941818356514,0.8346292972564697,0.5802322030067444,0.4150152802467346,0.3224831819534302,0.7336216568946838,0.34927091002464294
marginal_loss_price_da,total_lmp_da,0.5279042720794678,0.05495183914899826,0.8346292972564697,0.5802322030067444,0.4150152802467346,0.3224831819534302,0.7336216568946838,0.34927091002464294
marginal_loss_price_rt,metered_load_mw,0.5262940526008606,0.036011066287755966,0.3838460147380829,0.623818039894104,0.4500899314880371,1.0,0.579082727432251,0.22191964089870453
metered_load_mw,marginal_loss_price_rt,0.5262940526008606,0.03460690751671791,0.3838460147380829,0.623818039894104,0.4500899314880371,1.0,0.579082727432251,0.22191964089870453
system_energy_price_da,da_as_mcp_primary_reserve,0.5245530009269714,0.036914046853780746,0.7471303343772888,0.4932994246482849,0.3579373359680176,0.7183955907821655,0.6010916233062744,0.28845658898353577
da_as_mcp_primary_reserve,system_energy_price_da,0.5245530009269714,0.05594020336866379,0.7471303343772888,0.4932994246482849,0.3579373359680176,0.7183955907821655,0.6010916233062744,0.28845658898353577
marginal_loss_price_rt,marginal_loss_price_da,0.5227753520011902,0.03577030450105667,0.5728551149368286,0.49389132857322693,0.3462982773780823,1.0,0.5889968872070312,0.2138330191373825
marginal_loss_price_da,marginal_loss_price_rt,0.5227753520011902,0.05441794916987419,0.5728551149368286,0.49389132857322693,0.3462982773780823,1.0,0.5889968872070312,0.2138330191373825
gen_fuel_coal_mw,gen_fuel_nuclear_pct,0.5186905860900879,0.042376745492219925,0.7569326758384705,0.7315109372138977,0.5194442868232727,0.18335315585136414,0.7069534063339233,0.317388117313385
gen_fuel_nuclear_pct,gen_fuel_coal_mw,0.5186905860900879,0.03870458900928497,0.7569326758384705,0.7315109372138977,0.5194442868232727,0.18335315585136414,0.7069534063339233,0.317388117313385
gen_fuel_coal_mw,gen_fuel_gas_mw,0.5186783075332642,0.04237574338912964,0.7337858080863953,0.7068475484848022,0.5115525126457214,0.19797471165657043,0.7017520070075989,0.3494880497455597
gen_fuel_gas_mw,gen_fuel_coal_mw,0.5186783075332642,0.03636973351240158,0.7337858080863953,0.7068475484848022,0.5115525126457214,0.19797471165657043,0.7017520070075989,0.3494880497455597
total_lmp_rt,gen_fuel_nuclear_pct,0.5180595517158508,0.035758763551712036,0.37659549713134766,0.6353616118431091,0.45504099130630493,1.0,0.5448973774909973,0.20238007605075836
gen_fuel_nuclear_pct,total_lmp_rt,0.5180595517158508,0.038657501339912415,0.37659549713134766,0.6353616118431091,0.45504099130630493,1.0,0.5448973774909973,0.20238007605075836
system_energy_price_da,gen_fuel_oil_pct,0.516513466835022,0.036348287016153336,0.7707467675209045,0.5719179511070251,0.4542931616306305,0.2758955657482147,0.720519483089447,0.36930200457572937
gen_fuel_oil_pct,system_energy_price_da,0.516513466835022,0.04768030345439911,0.7707467675209045,0.5719179511070251,0.4542931616306305,0.2758955657482147,0.720519483089447,0.36930200457572937
marginal_loss_price_rt,forecast_load_mw_latest_available,0.5160258412361145,0.03530847653746605,0.3682780861854553,0.6214828491210938,0.44350922107696533,1.0,0.5463096499443054,0.21565936505794525
forecast_load_mw_latest_available,marginal_loss_price_rt,0.5160258412361145,0.034264303743839264,0.3682780861854553,0.6214828491210938,0.44350922107696533,1.0,0.5463096499443054,0.21565936505794525
metered_load_mw,gen_fuel_other_renewables_pct,0.5090241432189941,0.03347130864858627,0.7115246057510376,0.6944963335990906,0.5566412806510925,0.27330875396728516,0.6514899134635925,0.2774558961391449
gen_fuel_other_renewables_pct,metered_load_mw,0.5090241432189941,0.047235701233148575,0.7115246057510376,0.6944963335990906,0.5566412806510925,0.27330875396728516,0.6514899134635925,0.2774558961391449
gen_fuel_gas_mw,gen_fuel_gas_pct,0.5074669122695923,0.03558358922600746,0.7127249836921692,0.7305867671966553,0.5312602519989014,0.19676175713539124,0.6811730265617371,0.2999434173107147
gen_fuel_gas_pct,gen_fuel_gas_mw,0.5074669122695923,0.060281820595264435,0.7127249836921692,0.7305867671966553,0.5312602519989014,0.19676175713539124,0.6811730265617371,0.2999434173107147
gen_fuel_other_renewables_pct,forecast_load_mw_latest_available,0.5054029822349548,0.04689967259764671,0.6951478719711304,0.6734423041343689,0.5637676119804382,0.27344658970832825,0.6568333506584167,0.2789141833782196
forecast_load_mw_latest_available,gen_fuel_other_renewables_pct,0.5054029822349548,0.03355894237756729,0.6951478719711304,0.6734423041343689,0.5637676119804382,0.27344658970832825,0.6568333506584167,0.2789141833782196
total_lmp_da,gen_fuel_oil_pct,0.5052163600921631,0.03479678928852081,0.7574166059494019,0.5839601159095764,0.4358949065208435,0.2711903750896454,0.7030124068260193,0.34786367416381836
