confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9630959331989288,0.015957636758685112,True
da_as_total_mw_primary_reserve,0.9587814658880234,0.05699186399579048,True
total_gen,0.9439910091459751,0.025620371103286743,True
da_as_total_mw_synchronized_reserve,0.9093408212065697,0.07635577023029327,True
total_lmp_da,0.8945770263671875,0.045786235481500626,True
total_losses,0.568503201007843,0.37881535291671753,True
marginal_loss_price_da,0.5002242922782898,0.2737245261669159,True
congestion_price_rt,0.46167415380477905,0.8797894716262817,True
da_as_total_mw_thirty_minutes_reserve,0.31843477487564087,0.48911306262016296,True
congestion_price_da,0.2226455807685852,1.3175376653671265,True
gross_actual_interchange_mw,-0.5567127466201782,0.9089015126228333,False
net_actual_interchange_mw,-1.9254083633422852,2.2747650146484375,False
