k,worst_mean,worst_std,mean_mean,mean_std
8,0.942419151465098,0.0030700247452645317,0.7544592022895813,0.008103489120838081
12,0.9169310331344604,0.01298515132159437,0.6432952880859375,0.0035077009380848163
16,0.9191173911094666,0.01222350772292951,0.5774074196815491,0.00963461605151371
20,0.8621204892794291,0.017031122718900314,0.47425567110379535,0.005603977148260917
24,0.5776950915654501,0.012963756643387284,0.35289976994196576,0.008322736914921632
