set_name,k,n_shared,seed,worst_retrain,mean_retrain,worst_oracle,mean_oracle
low24,24,20,0,0.7891230583190918,0.5969212651252747,0.5700750350952148,0.3531597554683685
low24,24,20,1,0.7876917719841003,0.5916846394538879,0.5700750350952148,0.3531597554683685
low24,24,20,2,0.7859174013137817,0.5920005440711975,0.5700750350952148,0.3531597554683685
hybrid_final,27,17,0,0.6538312435150146,0.4516664445400238,0.4738515615463257,0.2734924554824829
direct_final,30,14,0,0.8140191435813904,0.5542415976524353,0.5507258176803589,0.3723029196262359
direct24,24,20,0,0.839274525642395,0.6065569519996643,0.5830304622650146,0.3896857500076294
