target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,16,2.6050186157226562,0.9395618595816271
gross_actual_interchange_mw,17,2.4050259590148926,0.8488686402880264
total_gen,28,3.0078163146972656,0.9026505742707605
metered_load_mw,27,2.9938883781433105,0.9083848806427478
total_losses,19,2.796412467956543,0.9497267519356767
congestion_price_da,8,2.0238397121429443,0.9732611720875911
congestion_price_rt,11,2.199888229370117,0.9174246491602709
marginal_loss_price_da,21,2.8920652866363525,0.9499241164400575
total_lmp_da,32,3.2579774856567383,0.9400535923769741
da_as_total_mw_primary_reserve,11,2.0464272499084473,0.8534264499050636
da_as_total_mw_synchronized_reserve,8,1.794490098953247,0.862967322228065
da_as_total_mw_thirty_minutes_reserve,18,2.7509677410125732,0.9517695201308428
