target,source,gate
total_losses,gen_fuel_wind_mw,0.4583325684070587
total_lmp_da,da_as_nsr_mw_primary_reserve,0.44402170181274414
congestion_price_da,gen_fuel_nuclear_mw,0.4354412853717804
total_losses,gen_fuel_other_renewables_mw,0.42584139108657837
net_actual_interchange_mw,gen_fuel_other_renewables_mw,0.4235169291496277
congestion_price_da,gross_inadv_interchange_mw,0.42219123244285583
total_gen,gen_fuel_other_renewables_mw,0.4198157787322998
da_as_total_mw_primary_reserve,gen_fuel_other_renewables_mw,0.4197733998298645
da_as_total_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,0.41801899671554565
da_as_total_mw_synchronized_reserve,gen_fuel_nuclear_mw,0.4179338812828064
metered_load_mw,gen_fuel_other_renewables_mw,0.4175475239753723
congestion_price_da,da_as_as_req_mw_thirty_minutes_reserve,0.4171997308731079
gross_actual_interchange_mw,gen_fuel_nuclear_mw,0.4167935848236084
congestion_price_da,gen_fuel_nuclear_pct,0.4161016047000885
marginal_loss_price_da,gen_fuel_nuclear_mw,0.4153698682785034
congestion_price_da,da_as_as_req_mw_synchronized_reserve,0.4146552085876465
congestion_price_da,da_as_as_req_mw_primary_reserve,0.4142000079154968
da_as_total_mw_thirty_minutes_reserve,gen_fuel_other_renewables_mw,0.41314831376075745
gross_actual_interchange_mw,gen_fuel_multiple_fuels_mw,0.4127776026725769
da_as_total_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,0.4114532172679901
congestion_price_da,gen_fuel_other_renewables_pct,0.4112076759338379
congestion_price_da,marginal_loss_price_rt,0.41117626428604126
congestion_price_da,gen_fuel_gas_mw,0.4104359745979309
congestion_price_da,gen_fuel_coal_mw,0.41034939885139465
gross_actual_interchange_mw,gen_fuel_nuclear_pct,0.4102310836315155
net_actual_interchange_mw,gen_fuel_multiple_fuels_mw,0.4064485728740692
total_lmp_da,total_pjm_loc_credit,0.4061042070388794
net_actual_interchange_mw,gen_fuel_nuclear_mw,0.4055708050727844
da_as_total_mw_synchronized_reserve,gen_fuel_nuclear_pct,0.40543025732040405
da_as_total_mw_synchronized_reserve,gen_fuel_coal_mw,0.4047282338142395
da_as_total_mw_primary_reserve,total_pjm_self_sched_reg,0.40331947803497314
gross_actual_interchange_mw,gen_fuel_gas_mw,0.4019242525100708
total_losses,da_as_as_req_mw_thirty_minutes_reserve,0.4018045663833618
congestion_price_da,total_lmp_rt,0.40173041820526123
da_as_total_mw_synchronized_reserve,gen_fuel_wind_pct,0.4016028642654419
congestion_price_da,gen_fuel_oil_pct,0.40117257833480835
da_as_total_mw_primary_reserve,da_as_nsr_mw_primary_reserve,0.4008897542953491
gross_actual_interchange_mw,marginal_loss_price_rt,0.4006011188030243
net_actual_interchange_mw,marginal_loss_price_rt,0.4005356729030609
marginal_loss_price_da,total_pjm_loc_credit,0.3994564414024353
da_as_total_mw_synchronized_reserve,gen_fuel_gas_mw,0.39924681186676025
total_losses,gen_fuel_nuclear_mw,0.39905768632888794
net_actual_interchange_mw,gen_fuel_wind_pct,0.3980613350868225
net_actual_interchange_mw,total_pjm_reg_purchases,0.39798158407211304
marginal_loss_price_da,gross_inadv_interchange_mw,0.3974289894104004
total_lmp_da,gen_fuel_solar_mw,0.3973221778869629
congestion_price_rt,gen_fuel_coal_mw,0.39729446172714233
total_gen,gen_fuel_multiple_fuels_pct,0.397257000207901
congestion_price_rt,gen_fuel_gas_pct,0.397253155708313
congestion_price_rt,gen_fuel_nuclear_pct,0.3968623876571655
da_as_total_mw_primary_reserve,gen_fuel_nuclear_mw,0.3965708613395691
gross_actual_interchange_mw,da_as_ss_mw_primary_reserve,0.3962726593017578
gross_actual_interchange_mw,gen_fuel_storage_mw,0.3961741328239441
da_as_total_mw_synchronized_reserve,gen_fuel_gas_pct,0.3959802985191345
total_gen,gen_fuel_nuclear_mw,0.3956552743911743
total_losses,da_as_as_req_mw_synchronized_reserve,0.3956452012062073
congestion_price_rt,gen_fuel_gas_mw,0.3951045274734497
net_actual_interchange_mw,gen_fuel_gas_pct,0.3947102725505829
total_losses,gen_fuel_solar_mw,0.3946242928504944
congestion_price_da,gen_fuel_oil_mw,0.3943410813808441
gross_actual_interchange_mw,total_lmp_rt,0.3942517340183258
marginal_loss_price_da,gen_fuel_multiple_fuels_mw,0.3942232131958008
congestion_price_da,da_as_mcp_synchronized_reserve,0.39392197132110596
da_as_total_mw_primary_reserve,gross_sched_interchange_mw,0.39365339279174805
total_losses,da_as_as_req_mw_primary_reserve,0.39337700605392456
da_as_total_mw_primary_reserve,gen_fuel_gas_pct,0.3931197226047516
net_actual_interchange_mw,gen_fuel_gas_mw,0.39285188913345337
metered_load_mw,gen_fuel_nuclear_mw,0.39275628328323364
gross_actual_interchange_mw,gen_fuel_coal_mw,0.3922041058540344
net_actual_interchange_mw,total_pjm_rmpcp_cr,0.3921511769294739
total_gen,gross_sched_interchange_mw,0.3919373154640198
metered_load_mw,gross_sched_interchange_mw,0.39183610677719116
da_as_total_mw_primary_reserve,gen_fuel_coal_mw,0.3915529251098633
total_gen,gen_fuel_multiple_fuels_mw,0.39150017499923706
gross_actual_interchange_mw,gen_fuel_solar_pct,0.39127248525619507
total_gen,da_as_as_req_mw_thirty_minutes_reserve,0.3906126618385315
total_lmp_da,gen_fuel_solar_pct,0.3904199004173279
gross_actual_interchange_mw,total_pjm_reg_purchases,0.3900640904903412
da_as_total_mw_primary_reserve,gen_fuel_gas_mw,0.38996633887290955
gross_actual_interchange_mw,gen_fuel_solar_mw,0.3897692561149597
da_as_total_mw_thirty_minutes_reserve,gen_fuel_nuclear_pct,0.3892274796962738
congestion_price_rt,gen_fuel_other_renewables_pct,0.38858550786972046
metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,0.3885577321052551
total_gen,da_as_as_req_mw_synchronized_reserve,0.3881261348724365
metered_load_mw,gen_fuel_multiple_fuels_pct,0.38811975717544556
total_losses,gen_fuel_solar_pct,0.3877834677696228
da_as_total_mw_synchronized_reserve,gen_fuel_other_renewables_pct,0.38773250579833984
total_lmp_da,gross_inadv_interchange_mw,0.38772791624069214
