feature,gate,pearson,spearman,kendall,nmi,distance_corr,hsic
da_as_as_req_mw_synchronized_reserve,0.7321195,0.7223415,0.7353554,0.5593538,0.90387666,0.73523676,0.44672713
da_as_as_req_mw_primary_reserve,0.7311722,0.7069208,0.71897435,0.57227784,0.90026397,0.7408221,0.44582796
da_as_as_req_mw_thirty_minutes_reserve,0.72374594,0.7243789,0.7496757,0.5952168,0.75286126,0.730491,0.44182128
da_as_nsr_mw_primary_reserve,0.6870711,0.48183987,0.46395832,0.35030344,1.0,0.52976424,0.23183496
da_as_mcp_primary_reserve,0.5803898,0.17717719,0.22786883,0.18826449,0.43190232,0.21488266,0.03506337
gen_fuel_nuclear_mw,0.56182766,0.2405925,0.22514892,0.11213618,0.22358698,0.20047407,0.030889256
gen_fuel_gas_pct,0.55922735,0.24125119,0.26703015,0.17734182,0.073361635,0.26031104,0.050545357
forecast_load_mw_day_ahead,0.55768555,0.2568995,0.25498453,0.15855817,0.08007651,0.24456623,0.040295873
da_as_mcp_synchronized_reserve,0.5569515,0.10836819,0.03419239,0.031364255,0.49600244,0.11961802,0.012903844
gen_fuel_gas_mw,0.5556611,0.22666912,0.24942414,0.16335437,0.08186465,0.23742947,0.04108551
gen_fuel_other_renewables_pct,0.55093896,0.17777608,0.2004601,0.1478161,0.13580976,0.19506037,0.030226558
gen_fuel_wind_pct,0.54952884,0.217329,0.22838336,0.1422708,0.06294548,0.2125859,0.033256616
marginal_loss_price_rt,0.54542875,0.04023592,0.020358797,0.029864568,0.43435234,0.097996645,0.006152795
gen_fuel_wind_mw,0.5405499,0.18905427,0.19623724,0.11885964,0.02942143,0.187258,0.03035391
total_lmp_rt,0.53813374,0.033408098,0.11305032,0.064403936,0.258941,0.11468682,0.007128823
total_pjm_rmpcp_cr,0.5375231,0.10862784,0.11245642,0.09365586,0.15381935,0.14775555,0.017533012
gen_fuel_coal_mw,0.5358518,0.12191647,0.105930135,0.0519468,0.10308004,0.19169974,0.0523383
da_as_ss_mw_primary_reserve,0.5330634,0.13303365,0.14750735,0.05828792,0.13349181,0.08198404,0.0047711744
gross_sched_interchange_mw,0.5328986,0.15235074,0.17024867,0.11148393,0.018026898,0.15324384,0.0145488465
forecast_load_mw_latest_available,0.5324325,0.11187385,0.105949745,0.11209789,0.05437496,0.18434082,0.026774913
da_as_ss_mw_synchronized_reserve,0.53238267,0.12083585,0.13639857,0.05828529,0.13241252,0.092264295,0.007969888
gen_fuel_oil_mw,0.53040975,0.09645702,0.043040898,0.008968258,0.20327774,0.109627396,0.0116101615
gen_fuel_nuclear_pct,0.52981836,0.100790694,0.11113237,0.074018426,0.077754,0.15033919,0.019172996
system_energy_price_da,0.5292993,0.021779407,0.12999764,0.03809425,0.13172847,0.15166138,0.02407425
total_pjm_rmccp_cr,0.52801305,0.019399991,0.116378695,0.07450416,0.14496593,0.10571862,0.009172356
rmpcp,0.52746767,0.07396449,0.094380446,0.056360263,0.12473924,0.10673933,0.00998291
da_as_ss_mw_thirty_minutes_reserve,0.52699804,0.084392555,0.094975986,0.048067126,0.13994311,0.07547182,0.0055286307
gen_fuel_hydro_mw,0.52502996,0.0597,0.03519998,0.026836067,0.09778942,0.17503761,0.0410482
gen_fuel_hydro_pct,0.5240747,0.004518774,0.08933918,0.051488142,0.111433715,0.13405801,0.025242994
gen_fuel_coal_pct,0.5237414,0.06075778,0.085515745,0.017054904,0.0746248,0.14959367,0.0358235
gen_fuel_solar_mw,0.5230806,0.04105756,0.0772505,0.064201094,0.10502276,0.10105441,0.011509744
gen_fuel_oil_pct,0.52123356,0.04983442,0.04358932,0.054126546,0.1084293,0.09763045,0.0100715
total_pjm_reg_purchases,0.5209329,0.08741512,0.058543753,0.04674512,0.07182735,0.09964634,0.010328537
total_pjm_loc_credit,0.520019,0.0567597,0.055543628,0.048143033,0.10465531,0.07453115,0.0030144653
rmccp,0.5198013,0.06295957,0.11590539,0.061528366,0.040683758,0.08581387,0.005977229
net_inadv_interchange_mw,0.5193892,0.0946241,0.10051722,0.06629539,0.009589216,0.101982936,0.007244752
total_pjm_assigned_reg,0.51831615,0.09284434,0.076045334,0.033316217,0.037203252,0.09695294,0.0074854996
gen_fuel_solar_pct,0.5161631,0.062718235,0.058458645,0.028956309,0.06520457,0.06948784,0.0071596815
gen_fuel_multiple_fuels_mw,0.51542914,0.032995805,0.04117834,0.033132955,0.07624334,0.08347555,0.00810677
gen_fuel_other_renewables_mw,0.51369673,0.014256629,0.034575693,0.05518613,0.06124702,0.083908245,0.005529801
gen_fuel_multiple_fuels_pct,0.5130075,0.058020953,0.03612734,0.003817044,0.075378194,0.051846385,0.002742359
total_pjm_self_sched_reg,0.50976807,0.04049813,0.018199533,0.0053807576,0.026546475,0.094386734,0.011507134
gen_fuel_storage_mw,0.5088772,0.03394406,0.014456544,0.010510832,0.05615917,0.048529755,0.0020847898
gross_inadv_interchange_mw,0.5064819,0.008286688,0.010101554,0.0044722897,0.02877016,0.07897329,0.007377126
da_as_mcp_thirty_minutes_reserve,0.49796537,0.0,0.0,0.0,0.0,0.0,0.0
gen_fuel_storage_pct,0.49796537,0.0,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_primary_reserve,0.49796537,0.0,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_synchronized_reserve,0.49796537,0.0,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_thirty_minutes_reserve,0.49796537,0.0,0.0,0.0,0.0,0.0,0.0
