target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.8688445091247559,0.9603960953860224
gross_actual_interchange_mw,10,1.9364573955535889,0.8409927613296662
total_gen,23,2.6485300064086914,0.8446929970253015
metered_load_mw,21,2.6079442501068115,0.8566020791283548
total_losses,14,2.453118324279785,0.9295434004980176
congestion_price_da,4,1.2970350980758667,0.9356130519264916
congestion_price_rt,9,2.0328705310821533,0.9251992500223536
marginal_loss_price_da,16,2.528604507446289,0.9120012958155603
total_lmp_da,25,2.895050048828125,0.899397866317712
da_as_total_mw_primary_reserve,8,1.6754579544067383,0.8057249606801895
da_as_total_mw_synchronized_reserve,7,1.5990383625030518,0.8217431638759588
da_as_total_mw_thirty_minutes_reserve,15,2.486910581588745,0.9183399113415777
