rank,field,sensitivity,masked_loss,loss_increase
1,da_as_nsr_mw_primary_reserve,0.25831797734666595,0.48215121030807495,0.09898000955581665
2,gen_fuel_nuclear_mw,0.15640091865252267,0.4430995285511017,0.059928327798843384
3,system_energy_price_da,0.09426159507919832,0.4192895293235779,0.03611832857131958
4,forecast_load_mw_latest_available,0.07753977337954804,0.4128822088241577,0.029711008071899414
5,total_lmp_rt,0.05864436530437832,0.405642032623291,0.022470831871032715
6,da_as_as_req_mw_synchronized_reserve,0.05198920564619122,0.4030919671058655,0.019920766353607178
7,forecast_load_mw_day_ahead,0.05054051102691028,0.40253686904907227,0.019365668296813965
8,da_as_as_req_mw_primary_reserve,0.04937010639730975,0.4020884037017822,0.018917202949523926
9,marginal_loss_price_rt,0.038572485908944264,0.39795106649398804,0.014779865741729736
10,gen_fuel_coal_pct,0.03833432941134745,0.3978598117828369,0.014688611030578613
11,da_as_as_req_mw_thirty_minutes_reserve,0.03787022757556686,0.39768198132514954,0.014510780572891235
12,gen_fuel_coal_mw,0.01550770578603622,0.38911330699920654,0.005942106246948242
13,total_pjm_rmpcp_cr,0.014631613431715353,0.38877761363983154,0.005606412887573242
14,rmpcp,0.010131917855141738,0.3870534598827362,0.0038822591304779053
15,gen_fuel_oil_mw,0.009123213865157067,0.3866669535636902,0.0034957528114318848
16,gen_fuel_multiple_fuels_pct,0.008354921937246775,0.38637256622314453,0.0032013654708862305
17,gross_inadv_interchange_mw,0.007361384673921599,0.3859918713569641,0.0028206706047058105
18,gen_fuel_hydro_mw,0.006403703107981182,0.3856249153614044,0.002453714609146118
19,gen_fuel_oil_pct,0.005366221226386184,0.38522738218307495,0.0020561814308166504
20,gen_fuel_multiple_fuels_mw,0.005290854261601302,0.3851985037326813,0.0020273029804229736
21,gen_fuel_gas_mw,0.004804585671472211,0.3850121796131134,0.0018409788608551025
22,gen_fuel_gas_pct,0.004487484417160584,0.38489067554473877,0.0017194747924804688
23,total_pjm_reg_purchases,0.001558439497827347,0.38376834988594055,0.000597149133682251
24,total_pjm_loc_credit,0.0014782502917455986,0.38373762369155884,0.0005664229393005371
25,gen_fuel_hydro_pct,0.001109348832535382,0.383596271276474,0.00042507052421569824
26,gen_fuel_solar_mw,0.000537291014173345,0.3833770751953125,0.00020587444305419922
27,gen_fuel_solar_pct,0.00022454533264598247,0.3832572400569916,8.603930473327637e-05
28,da_as_ss_mw_thirty_minutes_reserve,0.00016566732197296246,0.3832346796989441,6.347894668579102e-05
29,da_as_ss_mw_synchronized_reserve,0.00016387842600799622,0.3832339942455292,6.279349327087402e-05
30,da_as_ss_mw_primary_reserve,0.00016387842600799622,0.3832339942455292,6.279349327087402e-05
31,net_inadv_interchange_mw,2.2244532433928295e-05,0.3831797242164612,8.52346420288086e-06
32,gen_fuel_storage_mw,-6.797804666871794e-05,0.38314515352249146,-2.6047229766845703e-05
33,total_pjm_self_sched_reg,-0.00046791296196682734,0.3829919099807739,-0.000179290771484375
34,total_pjm_assigned_reg,-0.0004770907760479586,0.3829883933067322,-0.00018280744552612305
35,gen_fuel_wind_mw,-0.0006855360450092447,0.38290852308273315,-0.0002626776695251465
36,da_as_mcp_primary_reserve,-0.0010769931489951227,0.3827585279941559,-0.000412672758102417
37,gen_fuel_wind_pct,-0.0012186270425691907,0.3827042579650879,-0.00046694278717041016
38,da_as_mcp_synchronized_reserve,-0.0018256072212907864,0.3824716806411743,-0.0006995201110839844
39,gross_sched_interchange_mw,-0.003176923677609214,0.3819538950920105,-0.0012173056602478027
40,gen_fuel_other_renewables_mw,-0.0038122928575139697,0.3817104399204254,-0.0014607608318328857
41,gen_fuel_other_renewables_pct,-0.004503817815101579,0.3814454674720764,-0.0017257332801818848
42,gen_fuel_nuclear_pct,-0.009364481486171212,0.3795830011367798,-0.0035881996154785156
43,total_pjm_rmccp_cr,-0.01100412130519094,0.3789547383785248,-0.0042164623737335205
44,rmccp,-0.011322155896527769,0.3788328766822815,-0.004338324069976807
