sid,group,size,K,conf,est
bt000,band_truth,5,0,net_actual_interchange_mw,0.19240331649780273
bt000,band_truth,5,0,gross_actual_interchange_mw,0.22568470239639282
bt000,band_truth,5,0,total_gen,0.9451082348823547
bt000,band_truth,5,0,metered_load_mw,0.9552611708641052
bt000,band_truth,5,0,total_losses,0.4525684714317322
bt000,band_truth,5,0,congestion_price_da,0.16901469230651855
bt000,band_truth,5,0,congestion_price_rt,0.11280041933059692
bt000,band_truth,5,0,marginal_loss_price_da,0.4160497188568115
bt000,band_truth,5,0,total_lmp_da,0.578916072845459
bt000,band_truth,5,0,da_as_total_mw_primary_reserve,0.17613697052001953
bt000,band_truth,5,0,da_as_total_mw_synchronized_reserve,0.13974934816360474
bt000,band_truth,5,0,da_as_total_mw_thirty_minutes_reserve,0.34806954860687256
bt000,band_truth,5,10,net_actual_interchange_mw,0.24853867292404175
bt000,band_truth,5,10,gross_actual_interchange_mw,0.25076669454574585
bt000,band_truth,5,10,total_gen,0.9571653008460999
bt000,band_truth,5,10,metered_load_mw,0.9649782180786133
bt000,band_truth,5,10,total_losses,0.4858884811401367
bt000,band_truth,5,10,congestion_price_da,0.18029427528381348
bt000,band_truth,5,10,congestion_price_rt,0.09589356184005737
bt000,band_truth,5,10,marginal_loss_price_da,0.43349796533584595
bt000,band_truth,5,10,total_lmp_da,0.602385401725769
bt000,band_truth,5,10,da_as_total_mw_primary_reserve,0.17569643259048462
bt000,band_truth,5,10,da_as_total_mw_synchronized_reserve,0.14244002103805542
bt000,band_truth,5,10,da_as_total_mw_thirty_minutes_reserve,0.3617919087409973
bt000,band_truth,5,50,net_actual_interchange_mw,0.27703601121902466
bt000,band_truth,5,50,gross_actual_interchange_mw,0.2535254955291748
bt000,band_truth,5,50,total_gen,0.9633073210716248
bt000,band_truth,5,50,metered_load_mw,0.9710729122161865
bt000,band_truth,5,50,total_losses,0.5054094791412354
bt000,band_truth,5,50,congestion_price_da,0.1915597915649414
bt000,band_truth,5,50,congestion_price_rt,0.13808131217956543
bt000,band_truth,5,50,marginal_loss_price_da,0.4589182734489441
bt000,band_truth,5,50,total_lmp_da,0.6589167714118958
bt000,band_truth,5,50,da_as_total_mw_primary_reserve,0.20891404151916504
bt000,band_truth,5,50,da_as_total_mw_synchronized_reserve,0.17074930667877197
bt000,band_truth,5,50,da_as_total_mw_thirty_minutes_reserve,0.4090522527694702
bt000,band_truth,5,200,net_actual_interchange_mw,0.3007795810699463
bt000,band_truth,5,200,gross_actual_interchange_mw,0.27066570520401
bt000,band_truth,5,200,total_gen,0.9683337211608887
bt000,band_truth,5,200,metered_load_mw,0.9780206680297852
bt000,band_truth,5,200,total_losses,0.5325524210929871
bt000,band_truth,5,200,congestion_price_da,0.20348596572875977
bt000,band_truth,5,200,congestion_price_rt,0.1518581509590149
bt000,band_truth,5,200,marginal_loss_price_da,0.5439714193344116
bt000,band_truth,5,200,total_lmp_da,0.6980092525482178
bt000,band_truth,5,200,da_as_total_mw_primary_reserve,0.2274816632270813
bt000,band_truth,5,200,da_as_total_mw_synchronized_reserve,0.16838520765304565
bt000,band_truth,5,200,da_as_total_mw_thirty_minutes_reserve,0.428857684135437
bt001,band_truth,5,0,net_actual_interchange_mw,0.15296238660812378
bt001,band_truth,5,0,gross_actual_interchange_mw,0.2030838131904602
bt001,band_truth,5,0,total_gen,0.8270806074142456
bt001,band_truth,5,0,metered_load_mw,0.832862913608551
bt001,band_truth,5,0,total_losses,0.35601192712783813
bt001,band_truth,5,0,congestion_price_da,0.12638980150222778
bt001,band_truth,5,0,congestion_price_rt,0.09726905822753906
bt001,band_truth,5,0,marginal_loss_price_da,0.4524277448654175
bt001,band_truth,5,0,total_lmp_da,0.7681989669799805
bt001,band_truth,5,0,da_as_total_mw_primary_reserve,0.14705002307891846
bt001,band_truth,5,0,da_as_total_mw_synchronized_reserve,0.13443124294281006
bt001,band_truth,5,0,da_as_total_mw_thirty_minutes_reserve,0.37565094232559204
bt001,band_truth,5,10,net_actual_interchange_mw,0.19316822290420532
bt001,band_truth,5,10,gross_actual_interchange_mw,0.2334059476852417
bt001,band_truth,5,10,total_gen,0.8695008754730225
