scheme,seed,r2_full,epochs_run,K0_mae,K0_rho,K10_mae,K10_rho,K50_mae,K50_rho,K200_mae,K200_rho,mae_扫描|S|<=3,mae_中段4-12,mae_防护|S|>=13,band_1-2,band_3-4,band_5-8,band_9-16,band_17-32,band_33-44,syn_n,syn_rho,syn_top20,syn_top50,syn_top10_medrank,syn_fp_rate,n_seed,verdict
none,1.0,0.8774681687355042,310.0,0.2289254874961731,0.7330790159594519,0.08034610871521854,0.9558931299710977,0.03651629819167548,0.9866995146080596,0.01921569308800779,0.9952990463615913,0.21744910106998608,0.39363376741879813,0.2698025374224892,0.18463406553774167,0.2993247595502915,0.382804812543621,0.4237390684635461,0.3136650522231546,0.10131015024251407,11352.0,0.0411172153176585,0.20000000000000004,0.18666666666666668,6407.833333333333,0.006212466349140609,3,不达标
bern50,1.0,0.7807397047678629,368.0,0.0982448449227024,0.9303211105749406,0.04908678243729905,0.976149144154918,0.02878392495538512,0.9890005472866643,0.01594946851236331,0.9961695165298289,0.09884822857221616,0.12168990829295384,0.07817051879785679,0.08684950859926632,0.1284890146706698,0.12811730399426788,0.10858647457731553,0.06951993630609961,0.06889579710033204,11352.0,0.45736700082594234,0.31666666666666665,0.56,7617.75,0.00048319182715538065,3,不达标
uniform,1.0,0.8335828979810079,372.6666666666667,0.06338206254097108,0.9669708357178898,0.04577923793339386,0.9789561735375352,0.028278694690341204,0.9894171790600913,0.016157730210948584,0.996110339159673,0.060314318198708,0.10187490939303219,0.0773993638102655,0.048719714861258645,0.08896034670672148,0.10003345538720941,0.11352224675030394,0.08207059699373367,0.043819516276319824,11352.0,0.6816667092359198,0.3499999999999999,0.58,7724.166666666667,0.0,3,
logunif,1.0,0.7844302455584208,322.3333333333333,0.059757951451638834,0.9706935113240168,0.0467940667771261,0.9797670456155473,0.030101992089030305,0.9893897528467872,0.018262667825169235,0.9957988797942486,0.0529974679066347,0.10751649697819358,0.11134536056606859,0.04077979931827346,0.08321575724242895,0.10066438812499094,0.13258310493563308,0.11562921043135162,0.0874621836675538,11352.0,0.7250672483833661,0.3333333333333333,0.5866666666666666,8603.166666666666,0.0,3,存在权衡
small50,1.0,0.7853049039840698,296.6666666666667,0.06240832809205454,0.9707077057240165,0.047639336171194924,0.9797330048694142,0.030823061460165807,0.9893041213604601,0.01863367606881004,0.9956231451928778,0.054969449064396124,0.11749524177109227,0.11775649269973791,0.04201100190513998,0.08705186060208897,0.1103751974725964,0.14328682317890548,0.12315336216846084,0.08938248070577781,11352.0,0.7154227650610387,0.3499999999999999,0.5666666666666668,8487.5,0.0,3,不达标
small80,1.0,0.7400400042533875,256.3333333333333,0.06603904702798902,0.9700872079761317,0.05102983982450903,0.9787538564055094,0.033468065622645586,0.9883497781346299,0.020892932536201295,0.994970941576157,0.05521494306909419,0.13102443644755316,0.15504454125960668,0.041400297078085534,0.08943545486779053,0.11948862754636341,0.1700474930728644,0.16031007847597456,0.13254189383652473,11352.0,0.7301765721590695,0.31666666666666665,0.5666666666666668,5236.833333333333,0.0,3,不达标
workload,1.0,0.8024998704592387,314.6666666666667,0.06488633540958519,0.9695856271558968,0.048043018024156336,0.9795951573097678,0.030226158128407333,0.9894351737045103,0.018052068520578973,0.995827219226879,0.058611164945724936,0.12115765418579329,0.1061032805453848,0.044773232602377394,0.09288762748059753,0.11560335665038139,0.14240007676910652,0.11102253411952247,0.07125256202287145,11352.0,0.7046842893246797,0.31666666666666665,0.5666666666666668,9257.666666666666,0.0,3,不达标
workload_hard,1.0,0.6887793938318888,212.33333333333334,0.0754776747694509,0.9651155558863035,0.05542863091034736,0.9766379148624367,0.03628057833010876,0.9871392286188699,0.022639955345118912,0.9943744622769346,0.06129374788070848,0.1556646396370472,0.19488557312223645,0.04565087859712199,0.10007361104429578,0.1394160676258381,0.2044728633497848,0.19779643960870227,0.17975088643531004,11352.0,0.6881835147968772,0.31666666666666665,0.54,7481.5,0.0,3,不达标
large50,1.0,0.844555934270223,346.6666666666667,0.07259415526172064,0.9590827998588228,0.047836451837976836,0.9769344790160441,0.0295432482074444,0.9886727289795786,0.01671736140184428,0.9958155054697952,0.07100673675246262,0.10945125193540532,0.07038997886357484,0.05872534691752274,0.10135264096414658,0.11024094331595631,0.1136428168436297,0.0737536244540133,0.034339955366320084,11352.0,0.626262226538133,0.3333333333333333,0.5733333333333334,10077.25,0.0,3,不达标
