sid,group,size,band,conf,truth
p02_32,pair,2,1-2,total_gen,0.4279258251190185
p02_32,pair,2,1-2,total_lmp_da,0.3358855247497558
p02_32,pair,2,1-2,total_losses,0.2763869166374206
p02_33,pair,2,1-2,congestion_price_da,0.1451911330223083
p02_33,pair,2,1-2,congestion_price_rt,0.0873063206672668
p02_33,pair,2,1-2,da_as_total_mw_primary_reserve,0.5293387174606323
p02_33,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.599972128868103
p02_33,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.3212742805480957
p02_33,pair,2,1-2,gross_actual_interchange_mw,0.093394935131073
p02_33,pair,2,1-2,marginal_loss_price_da,0.2169344425201416
p02_33,pair,2,1-2,metered_load_mw,0.4040740728378296
p02_33,pair,2,1-2,net_actual_interchange_mw,0.2789274454116821
p02_33,pair,2,1-2,total_gen,0.4194634556770324
p02_33,pair,2,1-2,total_lmp_da,0.3278670907020569
p02_33,pair,2,1-2,total_losses,0.2499080896377563
p02_34,pair,2,1-2,congestion_price_da,0.0842905640602111
p02_34,pair,2,1-2,congestion_price_rt,0.0817312002182006
p02_34,pair,2,1-2,da_as_total_mw_primary_reserve,0.0844869017601013
p02_34,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1521973013877868
p02_34,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.1724815368652343
p02_34,pair,2,1-2,gross_actual_interchange_mw,0.0801151990890502
p02_34,pair,2,1-2,marginal_loss_price_da,0.2072170972824096
p02_34,pair,2,1-2,metered_load_mw,0.3410681486129761
p02_34,pair,2,1-2,net_actual_interchange_mw,0.0563375949859619
p02_34,pair,2,1-2,total_gen,0.3287479877471924
p02_34,pair,2,1-2,total_lmp_da,0.320507287979126
p02_34,pair,2,1-2,total_losses,0.1177780628204345
p02_35,pair,2,1-2,congestion_price_da,0.0842905640602111
p02_35,pair,2,1-2,congestion_price_rt,0.0817312002182006
p02_35,pair,2,1-2,da_as_total_mw_primary_reserve,0.0844869017601013
p02_35,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1521973013877868
p02_35,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.1724815368652343
p02_35,pair,2,1-2,gross_actual_interchange_mw,0.0801151990890502
p02_35,pair,2,1-2,marginal_loss_price_da,0.2072170972824096
p02_35,pair,2,1-2,metered_load_mw,0.3410681486129761
p02_35,pair,2,1-2,net_actual_interchange_mw,0.0563375949859619
p02_35,pair,2,1-2,total_gen,0.3287479877471924
p02_35,pair,2,1-2,total_lmp_da,0.320507287979126
p02_35,pair,2,1-2,total_losses,0.1177780628204345
p02_36,pair,2,1-2,congestion_price_da,0.0842905640602111
p02_36,pair,2,1-2,congestion_price_rt,0.0817312002182006
p02_36,pair,2,1-2,da_as_total_mw_primary_reserve,0.0844869017601013
p02_36,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1521973013877868
p02_36,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.1724815368652343
p02_36,pair,2,1-2,gross_actual_interchange_mw,0.0801151990890502
p02_36,pair,2,1-2,marginal_loss_price_da,0.2072170972824096
p02_36,pair,2,1-2,metered_load_mw,0.3410681486129761
p02_36,pair,2,1-2,net_actual_interchange_mw,0.0563375949859619
p02_36,pair,2,1-2,total_gen,0.3287479877471924
p02_36,pair,2,1-2,total_lmp_da,0.320507287979126
p02_36,pair,2,1-2,total_losses,0.1177780628204345
p02_37,pair,2,1-2,congestion_price_da,0.1074205040931701
p02_37,pair,2,1-2,congestion_price_rt,0.1010422110557556
p02_37,pair,2,1-2,da_as_total_mw_primary_reserve,0.6417558193206787
p02_37,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.3689380884170532
p02_37,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.381963312625885
p02_37,pair,2,1-2,gross_actual_interchange_mw,0.1059688925743103
p02_37,pair,2,1-2,marginal_loss_price_da,0.233914315700531
p02_37,pair,2,1-2,metered_load_mw,0.424707293510437
p02_37,pair,2,1-2,net_actual_interchange_mw,0.1455556154251098
p02_37,pair,2,1-2,total_gen,0.4295654296875
p02_37,pair,2,1-2,total_lmp_da,0.3651317358016968
p02_37,pair,2,1-2,total_losses,0.1877638101577758
p02_38,pair,2,1-2,congestion_price_da,0.1421067714691162
p02_38,pair,2,1-2,congestion_price_rt,0.1930239200592041
p02_38,pair,2,1-2,da_as_total_mw_primary_reserve,0.0975719690322876
p02_38,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1633731126785278
p02_38,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.372194766998291
p02_38,pair,2,1-2,gross_actual_interchange_mw,0.0993597507476806
p02_38,pair,2,1-2,marginal_loss_price_da,0.6589618921279907
p02_38,pair,2,1-2,metered_load_mw,0.5296270847320557
p02_38,pair,2,1-2,net_actual_interchange_mw,0.1832896471023559
p02_38,pair,2,1-2,total_gen,0.4748780727386474
p02_38,pair,2,1-2,total_lmp_da,0.9818376302719116
p02_38,pair,2,1-2,total_losses,0.2460423111915588
p02_39,pair,2,1-2,congestion_price_da,0.1057913303375244
p02_39,pair,2,1-2,congestion_price_rt,0.4556469321250915
p02_39,pair,2,1-2,da_as_total_mw_primary_reserve,0.0529375672340393
p02_39,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1325495243072509
p02_39,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2526257038116455
p02_39,pair,2,1-2,gross_actual_interchange_mw,0.0965366959571838
p02_39,pair,2,1-2,marginal_loss_price_da,0.4203377962112427
p02_39,pair,2,1-2,metered_load_mw,0.4532998204231262
p02_39,pair,2,1-2,net_actual_interchange_mw,0.0849339365959167
p02_39,pair,2,1-2,total_gen,0.4098414182662964
p02_39,pair,2,1-2,total_lmp_da,0.6069985032081604
p02_39,pair,2,1-2,total_losses,0.1723372340202331
p02_40,pair,2,1-2,congestion_price_da,0.1291558146476745
p02_40,pair,2,1-2,congestion_price_rt,0.3999252915382385
p02_40,pair,2,1-2,da_as_total_mw_primary_reserve,0.0481689572334289
p02_40,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1215641498565673
p02_40,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2042205333709716
p02_40,pair,2,1-2,gross_actual_interchange_mw,0.1328217387199401
p02_40,pair,2,1-2,marginal_loss_price_da,0.4827277660369873
p02_40,pair,2,1-2,metered_load_mw,0.5115057229995728
p02_40,pair,2,1-2,net_actual_interchange_mw,0.084744393825531
p02_40,pair,2,1-2,total_gen,0.4577274918556213
p02_40,pair,2,1-2,total_lmp_da,0.6447885036468506
p02_40,pair,2,1-2,total_losses,0.3069944977760315
p02_41,pair,2,1-2,congestion_price_da,0.0863145589828491
p02_41,pair,2,1-2,congestion_price_rt,0.0676119327545166
p02_41,pair,2,1-2,da_as_total_mw_primary_reserve,0.0525714755058288
p02_41,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1106263995170593
p02_41,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.1394902467727661
p02_41,pair,2,1-2,gross_actual_interchange_mw,0.0492511987686157
p02_41,pair,2,1-2,marginal_loss_price_da,0.1695244908332824
p02_41,pair,2,1-2,metered_load_mw,0.3121299743652344
p02_41,pair,2,1-2,net_actual_interchange_mw,0.0236809849739074
p02_41,pair,2,1-2,total_gen,0.3021512627601623
p02_41,pair,2,1-2,total_lmp_da,0.2990567088127136
p02_41,pair,2,1-2,total_losses,0.0697410106658935
p02_42,pair,2,1-2,congestion_price_da,0.1102319955825805
p02_42,pair,2,1-2,congestion_price_rt,0.0807737112045288
p02_42,pair,2,1-2,da_as_total_mw_primary_reserve,0.1010032296180725
p02_42,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1374539136886596
p02_42,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2105233669281005
p02_42,pair,2,1-2,gross_actual_interchange_mw,0.2690606713294983
p02_42,pair,2,1-2,marginal_loss_price_da,0.1934239864349365
p02_42,pair,2,1-2,metered_load_mw,0.3612145781517029
p02_42,pair,2,1-2,net_actual_interchange_mw,0.2693225145339966
p02_42,pair,2,1-2,total_gen,0.3826696276664734
p02_42,pair,2,1-2,total_lmp_da,0.3416829109191894
p02_42,pair,2,1-2,total_losses,0.1321023106575012
p02_43,pair,2,1-2,congestion_price_da,0.1371192932128906
p02_43,pair,2,1-2,congestion_price_rt,0.0792183876037597
p02_43,pair,2,1-2,da_as_total_mw_primary_reserve,0.0817804336547851
p02_43,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1177759766578674
p02_43,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.1653511524200439
p02_43,pair,2,1-2,gross_actual_interchange_mw,0.6505526304244995
p02_43,pair,2,1-2,marginal_loss_price_da,0.2449831962585449
p02_43,pair,2,1-2,metered_load_mw,0.425842821598053
p02_43,pair,2,1-2,net_actual_interchange_mw,0.1185804605484008
p02_43,pair,2,1-2,total_gen,0.4328222274780273
p02_43,pair,2,1-2,total_lmp_da,0.3992608189582824
p02_43,pair,2,1-2,total_losses,0.2552104592323303
p03_04,pair,2,1-2,congestion_price_da,0.1762728691101074
p03_04,pair,2,1-2,congestion_price_rt,0.1599782109260559
p03_04,pair,2,1-2,da_as_total_mw_primary_reserve,0.2730865478515625
p03_04,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1578651070594787
p03_04,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.5456970930099487
p03_04,pair,2,1-2,gross_actual_interchange_mw,0.2549347281455993
p03_04,pair,2,1-2,marginal_loss_price_da,0.4287551641464233
p03_04,pair,2,1-2,metered_load_mw,0.7243797183036804
p03_04,pair,2,1-2,net_actual_interchange_mw,0.3913785815238952
p03_04,pair,2,1-2,total_gen,0.7412903308868408
p03_04,pair,2,1-2,total_lmp_da,0.4272773861885071
p03_04,pair,2,1-2,total_losses,0.510840892791748
p03_05,pair,2,1-2,congestion_price_da,0.1584444046020507
p03_05,pair,2,1-2,congestion_price_rt,0.1656978726387024
p03_05,pair,2,1-2,da_as_total_mw_primary_reserve,0.0405948758125305
p03_05,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0584784746170043
p03_05,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.3010324239730835
p03_05,pair,2,1-2,gross_actual_interchange_mw,0.0640658736228942
p03_05,pair,2,1-2,marginal_loss_price_da,0.4984351396560669
p03_05,pair,2,1-2,metered_load_mw,0.5343844890594482
p03_05,pair,2,1-2,net_actual_interchange_mw,0.1184496283531189
p03_05,pair,2,1-2,total_gen,0.5086789131164551
p03_05,pair,2,1-2,total_lmp_da,0.6895534992218018
p03_05,pair,2,1-2,total_losses,0.1629877686500549
p03_06,pair,2,1-2,congestion_price_da,0.1325957775115966
p03_06,pair,2,1-2,congestion_price_rt,0.1435160636901855
p03_06,pair,2,1-2,da_as_total_mw_primary_reserve,0.1233834624290466
p03_06,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1067403554916381
p03_06,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2968632578849792
p03_06,pair,2,1-2,gross_actual_interchange_mw,0.1174827218055725
p03_06,pair,2,1-2,marginal_loss_price_da,0.2343326807022094
p03_06,pair,2,1-2,metered_load_mw,0.422804057598114
p03_06,pair,2,1-2,net_actual_interchange_mw,0.2125513553619384
p03_06,pair,2,1-2,total_gen,0.4046651721000671
p03_06,pair,2,1-2,total_lmp_da,0.2841876745223999
p03_06,pair,2,1-2,total_losses,0.1876757740974426
p03_07,pair,2,1-2,congestion_price_da,0.0590964555740356
p03_07,pair,2,1-2,congestion_price_rt,0.1230635643005371
p03_07,pair,2,1-2,da_as_total_mw_primary_reserve,0.0244735479354858
p03_07,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0307648181915283
p03_07,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2316018342971801
p03_07,pair,2,1-2,gross_actual_interchange_mw,0.176630437374115
p03_07,pair,2,1-2,marginal_loss_price_da,0.1790255904197693
p03_07,pair,2,1-2,metered_load_mw,0.2764374613761902
p03_07,pair,2,1-2,net_actual_interchange_mw,0.0745888948440551
p03_07,pair,2,1-2,total_gen,0.2339577674865722
p03_07,pair,2,1-2,total_lmp_da,0.2384833693504333
p03_07,pair,2,1-2,total_losses,0.1331341862678527
p03_08,pair,2,1-2,congestion_price_da,0.0442194938659668
p03_08,pair,2,1-2,congestion_price_rt,0.1622956395149231
p03_08,pair,2,1-2,da_as_total_mw_primary_reserve,0.0395118594169616
p03_08,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0370343327522277
p03_08,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2698996663093567
p03_08,pair,2,1-2,gross_actual_interchange_mw,0.0742950439453125
p03_08,pair,2,1-2,marginal_loss_price_da,0.2046529054641723
p03_08,pair,2,1-2,metered_load_mw,0.2617796659469604
p03_08,pair,2,1-2,net_actual_interchange_mw,0.0680928230285644
p03_08,pair,2,1-2,total_gen,0.2165670394897461
p03_08,pair,2,1-2,total_lmp_da,0.2920951247215271
p03_08,pair,2,1-2,total_losses,0.0495944023132324
p03_09,pair,2,1-2,congestion_price_da,0.0392848253250122
p03_09,pair,2,1-2,congestion_price_rt,0.1354649066925048
p03_09,pair,2,1-2,da_as_total_mw_primary_reserve,0.0452092289924621
p03_09,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0615428686141967
p03_09,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2548661231994629
p03_09,pair,2,1-2,gross_actual_interchange_mw,0.0580784678459167
p03_09,pair,2,1-2,marginal_loss_price_da,0.1808046698570251
p03_09,pair,2,1-2,metered_load_mw,0.279443085193634
p03_09,pair,2,1-2,net_actual_interchange_mw,0.1125776767730712
p03_09,pair,2,1-2,total_gen,0.2461571097373962
p03_09,pair,2,1-2,total_lmp_da,0.2267769575119018
p03_09,pair,2,1-2,total_losses,0.1332460641860962
p03_10,pair,2,1-2,congestion_price_da,0.1265872716903686
p03_10,pair,2,1-2,congestion_price_rt,0.1425399184226989
p03_10,pair,2,1-2,da_as_total_mw_primary_reserve,0.1405711770057678
p03_10,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1233237981796264
p03_10,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.323684811592102
p03_10,pair,2,1-2,gross_actual_interchange_mw,0.1609061956405639
p03_10,pair,2,1-2,marginal_loss_price_da,0.300561785697937
p03_10,pair,2,1-2,metered_load_mw,0.5982328653335571
p03_10,pair,2,1-2,net_actual_interchange_mw,0.2969719171524048
p03_10,pair,2,1-2,total_gen,0.5824621915817261
p03_10,pair,2,1-2,total_lmp_da,0.3571090698242187
p03_10,pair,2,1-2,total_losses,0.5115517973899841
p03_11,pair,2,1-2,congestion_price_da,0.0803962349891662
p03_11,pair,2,1-2,congestion_price_rt,0.1356872320175171
p03_11,pair,2,1-2,da_as_total_mw_primary_reserve,0.1129726767539978
p03_11,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.112072467803955
p03_11,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.3117299675941467
p03_11,pair,2,1-2,gross_actual_interchange_mw,0.1072331666946411
p03_11,pair,2,1-2,marginal_loss_price_da,0.2049931287765503
p03_11,pair,2,1-2,metered_load_mw,0.3907747268676758
p03_11,pair,2,1-2,net_actual_interchange_mw,0.2075512409210205
p03_11,pair,2,1-2,total_gen,0.3742291927337646
p03_11,pair,2,1-2,total_lmp_da,0.2593228220939636
p03_11,pair,2,1-2,total_losses,0.1220869421958923
p03_12,pair,2,1-2,congestion_price_da,0.0619446039199829
p03_12,pair,2,1-2,congestion_price_rt,0.1300409436225891
p03_12,pair,2,1-2,da_as_total_mw_primary_reserve,0.0970405340194702
p03_12,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1266255378723144
p03_12,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2997932434082031
p03_12,pair,2,1-2,gross_actual_interchange_mw,0.0778376460075378
p03_12,pair,2,1-2,marginal_loss_price_da,0.2079783082008361
p03_12,pair,2,1-2,metered_load_mw,0.3513414263725281
p03_12,pair,2,1-2,net_actual_interchange_mw,0.0717100501060485
p03_12,pair,2,1-2,total_gen,0.3074630498886108
p03_12,pair,2,1-2,total_lmp_da,0.3281994462013244
p03_12,pair,2,1-2,total_losses,0.0885902643203735
p03_13,pair,2,1-2,congestion_price_da,0.1448637247085571
p03_13,pair,2,1-2,congestion_price_rt,0.1590311527252197
p03_13,pair,2,1-2,da_as_total_mw_primary_reserve,0.2078277468681335
p03_13,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1483349204063415
p03_13,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.4709137678146362
p03_13,pair,2,1-2,gross_actual_interchange_mw,0.1583712100982666
p03_13,pair,2,1-2,marginal_loss_price_da,0.3888893723487854
p03_13,pair,2,1-2,metered_load_mw,0.872573733329773
p03_13,pair,2,1-2,net_actual_interchange_mw,0.321067750453949
p03_13,pair,2,1-2,total_gen,0.8967261910438538
p03_13,pair,2,1-2,total_lmp_da,0.5506221055984497
p03_13,pair,2,1-2,total_losses,0.3451413512229919
p03_14,pair,2,1-2,congestion_price_da,0.1217959523200988
p03_14,pair,2,1-2,congestion_price_rt,0.1479684710502624
p03_14,pair,2,1-2,da_as_total_mw_primary_reserve,0.0763709545135498
p03_14,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0993071794509887
p03_14,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.3469442725181579
p03_14,pair,2,1-2,gross_actual_interchange_mw,0.1259275078773498
p03_14,pair,2,1-2,marginal_loss_price_da,0.3784688115119934
p03_14,pair,2,1-2,metered_load_mw,0.8689712285995483
p03_14,pair,2,1-2,net_actual_interchange_mw,0.2511119246482849
p03_14,pair,2,1-2,total_gen,0.8720030188560486
p03_14,pair,2,1-2,total_lmp_da,0.5451424717903137
p03_14,pair,2,1-2,total_losses,0.3056732416152954
p03_15,pair,2,1-2,congestion_price_da,0.1282644271850586
p03_15,pair,2,1-2,congestion_price_rt,0.1649662256240844
p03_15,pair,2,1-2,da_as_total_mw_primary_reserve,0.0492555499076843
p03_15,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0431469678878784
p03_15,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.3253757953643799
p03_15,pair,2,1-2,gross_actual_interchange_mw,0.0728741884231567
p03_15,pair,2,1-2,marginal_loss_price_da,0.4936823844909668
p03_15,pair,2,1-2,metered_load_mw,0.4442002773284912
p03_15,pair,2,1-2,net_actual_interchange_mw,0.0951235294342041
p03_15,pair,2,1-2,total_gen,0.4074745178222656
p03_15,pair,2,1-2,total_lmp_da,0.666718602180481
p03_15,pair,2,1-2,total_losses,0.1849358677864074
p03_16,pair,2,1-2,congestion_price_da,0.0789148211479187
p03_16,pair,2,1-2,congestion_price_rt,0.1428051590919494
p03_16,pair,2,1-2,da_as_total_mw_primary_reserve,0.0721120834350586
p03_16,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0983867645263671
p03_16,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2533372640609741
p03_16,pair,2,1-2,gross_actual_interchange_mw,0.0889748930931091
p03_16,pair,2,1-2,marginal_loss_price_da,0.2666437029838562
p03_16,pair,2,1-2,metered_load_mw,0.5757098197937012
p03_16,pair,2,1-2,net_actual_interchange_mw,0.1855109333992004
p03_16,pair,2,1-2,total_gen,0.5664429068565369
p03_16,pair,2,1-2,total_lmp_da,0.332101047039032
p03_16,pair,2,1-2,total_losses,0.1674830317497253
p03_17,pair,2,1-2,congestion_price_da,0.0810534954071044
p03_17,pair,2,1-2,congestion_price_rt,0.1303958296775818
p03_17,pair,2,1-2,da_as_total_mw_primary_reserve,0.0374161005020141
p03_17,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0462619066238403
p03_17,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2431727051734924
p03_17,pair,2,1-2,gross_actual_interchange_mw,0.1984344124794006
p03_17,pair,2,1-2,marginal_loss_price_da,0.1931045651435852
p03_17,pair,2,1-2,metered_load_mw,0.320379376411438
p03_17,pair,2,1-2,net_actual_interchange_mw,0.064357578754425
p03_17,pair,2,1-2,total_gen,0.2749571800231933
p03_17,pair,2,1-2,total_lmp_da,0.2750177979469299
p03_17,pair,2,1-2,total_losses,0.1859408617019653
p03_18,pair,2,1-2,congestion_price_da,0.0422415137290954
p03_18,pair,2,1-2,congestion_price_rt,0.1354223489761352
p03_18,pair,2,1-2,da_as_total_mw_primary_reserve,0.0641276240348815
p03_18,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0872256159782409
p03_18,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2727013230323791
p03_18,pair,2,1-2,gross_actual_interchange_mw,0.0568756461143493
p03_18,pair,2,1-2,marginal_loss_price_da,0.1957438588142395
p03_18,pair,2,1-2,metered_load_mw,0.3395200371742248
p03_18,pair,2,1-2,net_actual_interchange_mw,0.1526635289192199
p03_18,pair,2,1-2,total_gen,0.3173616528511047
p03_18,pair,2,1-2,total_lmp_da,0.2337003350257873
p03_18,pair,2,1-2,total_losses,0.1009581685066223
p03_19,pair,2,1-2,congestion_price_da,0.1741260290145874
p03_19,pair,2,1-2,congestion_price_rt,0.171557605266571
p03_19,pair,2,1-2,da_as_total_mw_primary_reserve,0.1848483085632324
p03_19,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1440186500549316
p03_19,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.4576610326766968
p03_19,pair,2,1-2,gross_actual_interchange_mw,0.1846398711204528
p03_19,pair,2,1-2,marginal_loss_price_da,0.441617488861084
p03_19,pair,2,1-2,metered_load_mw,0.9896693229675292
p03_19,pair,2,1-2,net_actual_interchange_mw,0.229291558265686
p03_19,pair,2,1-2,total_gen,0.9756426215171814
p03_19,pair,2,1-2,total_lmp_da,0.6027644872665405
p03_19,pair,2,1-2,total_losses,0.4967178702354431
p03_20,pair,2,1-2,congestion_price_da,0.1751651167869568
p03_20,pair,2,1-2,congestion_price_rt,0.1682407855987548
p03_20,pair,2,1-2,da_as_total_mw_primary_reserve,0.185268223285675
p03_20,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.1465247273445129
p03_20,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.4572557210922241
p03_20,pair,2,1-2,gross_actual_interchange_mw,0.175451397895813
p03_20,pair,2,1-2,marginal_loss_price_da,0.456175684928894
p03_20,pair,2,1-2,metered_load_mw,0.9820417165756226
p03_20,pair,2,1-2,net_actual_interchange_mw,0.2342933416366577
p03_20,pair,2,1-2,total_gen,0.969751477241516
p03_20,pair,2,1-2,total_lmp_da,0.621487021446228
p03_20,pair,2,1-2,total_losses,0.4846447110176086
p03_21,pair,2,1-2,congestion_price_da,0.0349295735359191
p03_21,pair,2,1-2,congestion_price_rt,0.2228045463562011
p03_21,pair,2,1-2,da_as_total_mw_primary_reserve,0.0202465057373046
p03_21,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0184530019760131
p03_21,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2468980550765991
p03_21,pair,2,1-2,gross_actual_interchange_mw,0.0506077408790588
p03_21,pair,2,1-2,marginal_loss_price_da,0.2300315499305725
p03_21,pair,2,1-2,metered_load_mw,0.2524676918983459
p03_21,pair,2,1-2,net_actual_interchange_mw,0.0658068656921386
p03_21,pair,2,1-2,total_gen,0.2090681195259094
p03_21,pair,2,1-2,total_lmp_da,0.3180376291275024
p03_21,pair,2,1-2,total_losses,0.0751040577888488
p03_22,pair,2,1-2,congestion_price_da,0.0509257316589355
p03_22,pair,2,1-2,congestion_price_rt,0.1243513822555542
p03_22,pair,2,1-2,da_as_total_mw_primary_reserve,0.0587509274482727
p03_22,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.057943046092987
p03_22,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2879732251167297
p03_22,pair,2,1-2,gross_actual_interchange_mw,0.0365059971809387
p03_22,pair,2,1-2,marginal_loss_price_da,0.1462790369987487
p03_22,pair,2,1-2,metered_load_mw,0.2982314229011535
p03_22,pair,2,1-2,net_actual_interchange_mw,0.1171976327896118
p03_22,pair,2,1-2,total_gen,0.269502580165863
p03_22,pair,2,1-2,total_lmp_da,0.208042025566101
p03_22,pair,2,1-2,total_losses,0.0503625273704528
p03_23,pair,2,1-2,congestion_price_da,0.0441259741783142
p03_23,pair,2,1-2,congestion_price_rt,0.15203857421875
p03_23,pair,2,1-2,da_as_total_mw_primary_reserve,0.0299223661422729
p03_23,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0368199348449707
p03_23,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2368066310882568
p03_23,pair,2,1-2,gross_actual_interchange_mw,0.0359702110290527
p03_23,pair,2,1-2,marginal_loss_price_da,0.1816245317459106
p03_23,pair,2,1-2,metered_load_mw,0.3027122616767883
p03_23,pair,2,1-2,net_actual_interchange_mw,0.0758066773414611
p03_23,pair,2,1-2,total_gen,0.266050636768341
p03_23,pair,2,1-2,total_lmp_da,0.2772929072380066
p03_23,pair,2,1-2,total_losses,0.0662371516227722
p03_24,pair,2,1-2,congestion_price_da,0.0749473571777343
p03_24,pair,2,1-2,congestion_price_rt,0.1333326697349548
p03_24,pair,2,1-2,da_as_total_mw_primary_reserve,0.0959650874137878
p03_24,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0674628615379333
p03_24,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.3162433505058288
p03_24,pair,2,1-2,gross_actual_interchange_mw,0.1604624986648559
p03_24,pair,2,1-2,marginal_loss_price_da,0.2224903702735901
p03_24,pair,2,1-2,metered_load_mw,0.3448851108551025
p03_24,pair,2,1-2,net_actual_interchange_mw,0.2064536809921264
p03_24,pair,2,1-2,total_gen,0.3238589167594909
p03_24,pair,2,1-2,total_lmp_da,0.3344819545745849
p03_24,pair,2,1-2,total_losses,0.0873240232467651
p03_25,pair,2,1-2,congestion_price_da,0.0430191755294799
p03_25,pair,2,1-2,congestion_price_rt,0.1255976557731628
p03_25,pair,2,1-2,da_as_total_mw_primary_reserve,0.0631120800971984
p03_25,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0516632199287414
p03_25,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2449017763137817
p03_25,pair,2,1-2,gross_actual_interchange_mw,0.0443552136421203
p03_25,pair,2,1-2,marginal_loss_price_da,0.1647571325302124
p03_25,pair,2,1-2,metered_load_mw,0.2559047937393188
p03_25,pair,2,1-2,net_actual_interchange_mw,0.0936139822006225
p03_25,pair,2,1-2,total_gen,0.2169281840324401
p03_25,pair,2,1-2,total_lmp_da,0.2170778512954712
p03_25,pair,2,1-2,total_losses,0.0456807613372802
p03_26,pair,2,1-2,congestion_price_da,0.0505556464195251
p03_26,pair,2,1-2,congestion_price_rt,0.1246304512023925
p03_26,pair,2,1-2,da_as_total_mw_primary_reserve,0.0356009006500244
p03_26,pair,2,1-2,da_as_total_mw_synchronized_reserve,0.0543869733810424
p03_26,pair,2,1-2,da_as_total_mw_thirty_minutes_reserve,0.2450930476188659
p03_26,pair,2,1-2,gross_actual_interchange_mw,0.1208428144454956
p03_26,pair,2,1-2,marginal_loss_price_da,0.1814703345298767
p03_26,pair,2,1-2,metered_load_mw,0.2732556462287903
p03_26,pair,2,1-2,net_actual_interchange_mw,0.138078510761261
p03_26,pair,2,1-2,total_gen,0.2414487600326538
p03_26,pair,2,1-2,total_lmp_da,0.2616340517997741
