sid,group,size,K,conf,est
bt000,band_truth,5,0,net_actual_interchange_mw,0.2070569396018982
bt000,band_truth,5,0,gross_actual_interchange_mw,0.2184799313545227
bt000,band_truth,5,0,total_gen,0.9451350569725037
bt000,band_truth,5,0,metered_load_mw,0.9550854563713074
bt000,band_truth,5,0,total_losses,0.45735472440719604
bt000,band_truth,5,0,congestion_price_da,0.16434991359710693
bt000,band_truth,5,0,congestion_price_rt,0.12506163120269775
bt000,band_truth,5,0,marginal_loss_price_da,0.3806326985359192
bt000,band_truth,5,0,total_lmp_da,0.5342793464660645
bt000,band_truth,5,0,da_as_total_mw_primary_reserve,0.17263513803482056
bt000,band_truth,5,0,da_as_total_mw_synchronized_reserve,0.13609540462493896
bt000,band_truth,5,0,da_as_total_mw_thirty_minutes_reserve,0.3340064287185669
bt000,band_truth,5,10,net_actual_interchange_mw,0.23119157552719116
bt000,band_truth,5,10,gross_actual_interchange_mw,0.23892742395401
bt000,band_truth,5,10,total_gen,0.9393784403800964
bt000,band_truth,5,10,metered_load_mw,0.9484396576881409
bt000,band_truth,5,10,total_losses,0.4698486924171448
bt000,band_truth,5,10,congestion_price_da,0.1642676591873169
bt000,band_truth,5,10,congestion_price_rt,0.10986483097076416
bt000,band_truth,5,10,marginal_loss_price_da,0.43417084217071533
bt000,band_truth,5,10,total_lmp_da,0.607316255569458
bt000,band_truth,5,10,da_as_total_mw_primary_reserve,0.17364871501922607
bt000,band_truth,5,10,da_as_total_mw_synchronized_reserve,0.1460474729537964
bt000,band_truth,5,10,da_as_total_mw_thirty_minutes_reserve,0.32832568883895874
bt000,band_truth,5,50,net_actual_interchange_mw,0.2600526213645935
bt000,band_truth,5,50,gross_actual_interchange_mw,0.25148314237594604
bt000,band_truth,5,50,total_gen,0.963407576084137
bt000,band_truth,5,50,metered_load_mw,0.9725826382637024
bt000,band_truth,5,50,total_losses,0.496357798576355
bt000,band_truth,5,50,congestion_price_da,0.16966700553894043
bt000,band_truth,5,50,congestion_price_rt,0.1392744779586792
bt000,band_truth,5,50,marginal_loss_price_da,0.4586515426635742
bt000,band_truth,5,50,total_lmp_da,0.6620851755142212
bt000,band_truth,5,50,da_as_total_mw_primary_reserve,0.20899438858032227
bt000,band_truth,5,50,da_as_total_mw_synchronized_reserve,0.16387802362442017
bt000,band_truth,5,50,da_as_total_mw_thirty_minutes_reserve,0.40503329038619995
bt000,band_truth,5,200,net_actual_interchange_mw,0.28634965419769287
bt000,band_truth,5,200,gross_actual_interchange_mw,0.26557427644729614
bt000,band_truth,5,200,total_gen,0.9688013195991516
bt000,band_truth,5,200,metered_load_mw,0.9786911010742188
bt000,band_truth,5,200,total_losses,0.5219550132751465
bt000,band_truth,5,200,congestion_price_da,0.18565744161605835
bt000,band_truth,5,200,congestion_price_rt,0.1489906907081604
bt000,band_truth,5,200,marginal_loss_price_da,0.5301151275634766
bt000,band_truth,5,200,total_lmp_da,0.6956541538238525
bt000,band_truth,5,200,da_as_total_mw_primary_reserve,0.22737467288970947
bt000,band_truth,5,200,da_as_total_mw_synchronized_reserve,0.17333930730819702
bt000,band_truth,5,200,da_as_total_mw_thirty_minutes_reserve,0.4252789616584778
bt001,band_truth,5,0,net_actual_interchange_mw,0.15383601188659668
bt001,band_truth,5,0,gross_actual_interchange_mw,0.1913709044456482
bt001,band_truth,5,0,total_gen,0.8239137530326843
bt001,band_truth,5,0,metered_load_mw,0.8295218348503113
bt001,band_truth,5,0,total_losses,0.35337573289871216
