target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,7,0.17777478694915771,0.17347311973571777,0.17814119160175323,0.2725965082645416,0.19801442325115204
gross_actual_interchange_mw,10,0.19920238852500916,0.1994308978319168,0.20022650063037872,0.20152513682842255,0.19961504638195038
total_gen,23,0.19719411432743073,0.19704285264015198,0.19742202758789062,0.21093739569187164,0.19740359485149384
metered_load_mw,21,0.1935259997844696,0.19543083012104034,0.1968092918395996,0.2191234529018402,0.19511041045188904
total_losses,14,0.18699991703033447,0.18514873087406158,0.18537139892578125,0.2546069920063019,0.1878729611635208
congestion_price_da,4,0.17586591839790344,0.15283925831317902,0.16366024315357208,0.2564307749271393,0.2512037754058838
congestion_price_rt,9,0.19796094298362732,0.19193416833877563,0.19657841324806213,0.19682294130325317,0.21670356392860413
marginal_loss_price_da,16,0.2046060860157013,0.19389888644218445,0.21066662669181824,0.1843397170305252,0.20648866891860962
total_lmp_da,25,0.1968165934085846,0.1937972605228424,0.21197770535945892,0.20434296131134033,0.19306543469429016
da_as_total_mw_primary_reserve,8,0.24014082551002502,0.17758360505104065,0.24993965029716492,0.1576264202594757,0.1747094839811325
da_as_total_mw_synchronized_reserve,7,0.18919207155704498,0.18727923929691315,0.19410821795463562,0.23933318257331848,0.19008728861808777
da_as_total_mw_thirty_minutes_reserve,15,0.20454390347003937,0.19300971925258636,0.2060515433549881,0.20668292045593262,0.18971191346645355
