field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-2.6834664344787598,-2.9316563904924444,False
gross_actual_interchange_mw,0.2460934792895835,-0.274932861328125,-0.5210263406177085,False
total_gen,0.9906449538219424,0.9000968262553215,-0.0905481275666209,True
metered_load_mw,0.9762308832723112,0.9492499642074108,-0.02698091906490041,True
total_losses,0.6540839836602339,0.34539151191711426,-0.30869247174311965,True
congestion_price_da,0.0475838272605031,0.15710997581481934,0.10952614855431624,True
congestion_price_rt,0.4561738508473963,0.4643441438674927,0.008170293020096364,True
marginal_loss_price_da,0.4407231017762543,0.3833993673324585,-0.05732373444379579,True
total_lmp_da,0.9299314144617218,0.830318033695221,-0.09961338076650084,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9626896530389786,-0.012538165918782984,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9327681288123131,-0.009074982233333695,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.3404828906059265,-0.11642114739857756,True
