target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.1247332096099854,0.9670077567518754
gross_actual_interchange_mw,11,2.2560653686523438,0.9408523358985108
total_gen,28,3.063474655151367,0.9193537328806667
metered_load_mw,27,3.063528537750244,0.9295146156503428
total_losses,19,2.811654567718506,0.9549033237273862
congestion_price_da,8,2.019624948501587,0.9712342992196226
congestion_price_rt,11,2.2155349254608154,0.9239498282488632
marginal_loss_price_da,21,2.9113917350769043,0.956272057319417
total_lmp_da,32,3.288839101791382,0.9489583724872278
da_as_total_mw_primary_reserve,11,2.0845537185668945,0.8693264223062573
da_as_total_mw_synchronized_reserve,8,1.806546926498413,0.8687654306641531
da_as_total_mw_thirty_minutes_reserve,18,2.8034846782684326,0.9699391334729291
