feature,gate,pearson,spearman,kendall,nmi,distance_corr
da_as_as_req_mw_primary_reserve,0.7479195,0.68116736,0.6951302,0.5750274,1.0,0.7642858
da_as_as_req_mw_synchronized_reserve,0.7463577,0.6912454,0.70170087,0.5552591,1.0,0.73547435
da_as_as_req_mw_thirty_minutes_reserve,0.73652864,0.6843878,0.69676685,0.55318946,0.8636029,0.7318774
da_as_nsr_mw_primary_reserve,0.71906,0.6821942,0.5651743,0.4590883,0.8175004,0.6726793
gen_fuel_nuclear_mw,0.63386434,0.43389496,0.41877222,0.29892668,0.31894007,0.42212752
da_as_mcp_primary_reserve,0.6194799,0.13801812,0.3190624,0.23736832,0.68142414,0.22471665
gen_fuel_gas_mw,0.594032,0.29802397,0.3171965,0.24221869,0.1002588,0.37432906
da_as_mcp_synchronized_reserve,0.57749116,0.08364655,0.12425546,0.11718519,0.50191134,0.15327631
forecast_load_mw_latest_available,0.573187,0.25124854,0.25308415,0.16100046,0.07936042,0.2716416
gen_fuel_coal_mw,0.57272875,0.22460271,0.19297858,0.15228163,0.11386566,0.3122403
forecast_load_mw_day_ahead,0.57083154,0.23821917,0.24152732,0.15350978,0.078001335,0.26986355
gen_fuel_gas_pct,0.5692395,0.25406185,0.24119896,0.15152748,0.058876984,0.25450093
total_pjm_rmpcp_cr,0.5662229,0.14800464,0.17051516,0.16318804,0.1588815,0.25564536
gross_sched_interchange_mw,0.5598819,0.19189219,0.22344731,0.16376317,0.03274645,0.22246943
gen_fuel_multiple_fuels_pct,0.55828595,0.17569701,0.17094038,0.13397172,0.10022812,0.20683591
gen_fuel_other_renewables_pct,0.5579939,0.16482894,0.1419145,0.13835232,0.11511107,0.2176445
total_pjm_rmccp_cr,0.55786157,0.05918873,0.009869292,0.0124226585,0.4971292,0.09214617
gen_fuel_other_renewables_mw,0.5550558,0.18270105,0.20632863,0.1185314,0.067117,0.17566912
rmpcp,0.5492746,0.054087833,0.17100564,0.12692387,0.12143596,0.19000451
gen_fuel_hydro_pct,0.5477292,0.14823091,0.12979953,0.0908959,0.08536317,0.17625189
gen_fuel_coal_pct,0.54656965,0.107959986,0.1252585,0.08773338,0.09428064,0.19975074
gen_fuel_nuclear_pct,0.5424856,0.14245212,0.11648696,0.06932598,0.045610636,0.18631995
total_pjm_self_sched_reg,0.53883886,0.14848289,0.13983437,0.07079864,0.030727906,0.123296976
rmccp,0.5370536,0.044161253,0.049048427,0.004635053,0.27647838,0.04977637
gen_fuel_wind_pct,0.5366568,0.115357056,0.10254945,0.05278559,0.050899066,0.15226756
gen_fuel_oil_mw,0.53599054,0.07013328,0.04011673,0.023319708,0.17630075,0.11961549
gen_fuel_hydro_mw,0.5352299,0.10031415,0.07397439,0.043162234,0.066282384,0.16292295
total_pjm_reg_purchases,0.5351906,0.09064345,0.09412183,0.040796444,0.096856914,0.12005321
gen_fuel_storage_mw,0.5350031,0.081029736,0.11434635,0.108605884,0.03689106,0.122704096
gen_fuel_multiple_fuels_mw,0.5332331,0.06391474,0.09437896,0.068664595,0.08000625,0.11651732
total_pjm_loc_credit,0.5318782,0.023750091,0.0512613,0.049572635,0.16380095,0.09320015
system_energy_price_da,0.53122616,0.019306269,0.085637376,0.08829222,0.080835335,0.12561628
gen_fuel_oil_pct,0.53007805,0.043271158,0.088732705,0.056131117,0.08744103,0.100760266
total_lmp_rt,0.529593,0.00956125,0.060825597,0.030743489,0.18109794,0.06322646
gross_inadv_interchange_mw,0.5283834,0.09420632,0.064937666,0.058349196,0.02581517,0.114380874
gen_fuel_wind_mw,0.5280542,0.054798342,0.0687878,0.04794967,0.04607968,0.13432263
da_as_ss_mw_primary_reserve,0.52779794,0.043321427,0.04413791,0.037839897,0.13066429,0.070025496
total_pjm_assigned_reg,0.52579606,0.06807411,0.05268514,0.033931866,0.047866233,0.11149856
da_as_ss_mw_thirty_minutes_reserve,0.52518964,0.025252055,0.030266229,0.020523274,0.12280538,0.08966878
da_as_ss_mw_synchronized_reserve,0.5232359,0.03109041,0.035161857,0.014401263,0.12525314,0.05322726
gen_fuel_solar_mw,0.52164984,0.0521426,0.019139845,0.053490415,0.066094786,0.058347262
net_inadv_interchange_mw,0.51955163,0.070662856,0.0744,0.012174242,0.011512765,0.063769616
marginal_loss_price_rt,0.51807624,0.02779685,0.008201999,0.010730249,0.0873744,0.05567341
gen_fuel_solar_pct,0.512571,0.022129837,0.0150436135,0.008518512,0.02110209,0.059896726
da_as_ircmwt2_primary_reserve,0.50348485,0.0,0.0,0.0,0.0,0.0
da_as_mcp_thirty_minutes_reserve,0.50348485,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_thirty_minutes_reserve,0.50348485,0.0,0.0,0.0,0.0,0.0
gen_fuel_storage_pct,0.50348485,0.0,0.0,0.0,0.0,0.0
da_as_ircmwt2_synchronized_reserve,0.50348485,0.0,0.0,0.0,0.0,0.0
