target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.1585097312927246,0.982380114239196
gross_actual_interchange_mw,11,2.1932601928710938,0.9146605432486359
total_gen,28,3.009716749191284,0.9032208977572738
metered_load_mw,27,2.994807481765747,0.9086637486995733
total_losses,19,2.800004482269287,0.9509466835892649
congestion_price_da,8,2.044473171234131,0.9831837684566711
congestion_price_rt,11,2.2427659034729004,0.935306028130064
marginal_loss_price_da,21,2.883284568786621,0.9470400129297883
total_lmp_da,32,3.2702202796936035,0.9435861160256961
da_as_total_mw_primary_reserve,11,2.075200319290161,0.8654257518379354
da_as_total_mw_synchronized_reserve,8,1.7827880382537842,0.8573398205816327
da_as_total_mw_thirty_minutes_reserve,18,2.7770681381225586,0.9607996378098861
