group,indices,syn4,vmax,vmax_pct
blind,"(0, 5, 39, 40)",0.12202324916514318,0.8312143071727645,53.166666666666664
blind,"(5, 7, 11, 31)",0.10055258921950772,0.7137200189893291,42.233333333333334
blind,"(5, 7, 11, 32)",0.10054720785152438,0.713718059340912,42.233333333333334
blind,"(5, 16, 39, 40)",0.10836907934634032,0.7226311956056884,43.6
blind,"(5, 19, 39, 40)",0.15637681576230955,0.9912663340813543,93.16666666666666
blind,"(5, 20, 39, 40)",0.1660423602749258,0.983103752181337,76.93333333333334
blind,"(5, 33, 39, 40)",0.13523484155963406,0.7283157939049049,44.36666666666667
blind,"(7, 11, 15, 31)",0.10605951638731326,0.6770911976689199,35.46666666666667
blind,"(7, 11, 15, 32)",0.1060573862650609,0.6770886613328766,35.46666666666667
blind,"(11, 15, 17, 31)",0.10370155875026432,0.6708315154538179,34.2
blind,"(11, 15, 17, 32)",0.10370087117329307,0.6708291681714758,34.2
blind,"(16, 29, 39, 40)",0.12667887381494403,0.7159454133425845,42.53333333333333
blind,"(16, 30, 39, 40)",0.13174599492421668,0.7723961767860734,47.16666666666667
blind,"(17, 29, 39, 40)",0.1282966110823175,0.7036886984239714,40.03333333333333
blind,"(19, 29, 39, 40)",0.12045808715129813,0.9913587012331682,94.56666666666666
blind,"(19, 30, 39, 40)",0.13491911228549425,0.9913477741789798,94.39999999999999
blind,"(20, 29, 39, 40)",0.11917235162436202,0.9830596854405173,76.66666666666667
blind,"(20, 30, 39, 40)",0.13554310525170354,0.9831290367651826,77.06666666666668
blind,"(29, 31, 39, 40)",0.13162446629185132,0.725870920501973,44.2
blind,"(29, 32, 39, 40)",0.13163071724993525,0.7258697378242476,44.2
blind,"(29, 33, 39, 40)",0.12871579430685354,0.7210384563851311,43.36666666666667
blind,"(30, 31, 39, 40)",0.12131175462512667,0.7699856414565776,46.93333333333333
blind,"(30, 32, 39, 40)",0.12131796943644335,0.7699848827873708,46.93333333333333
blind,"(30, 33, 39, 40)",0.12335503609038245,0.7658985874380146,46.63333333333333
nested,"(0, 1, 7, 10)",0.10760126120817604,0.9959321949636077,98.93333333333332
nested,"(0, 1, 7, 14)",0.10296536001341983,0.9638716303171252,71.53333333333333
nested,"(0, 1, 7, 19)",0.11150114610278439,0.9925174931220931,97.6
nested,"(0, 1, 10, 17)",0.10274078068417691,0.9958401406256036,98.9
nested,"(0, 3, 10, 42)",0.14652625226615912,0.9945490493358796,97.96666666666667
nested,"(0, 3, 14, 19)",0.10147646342702643,0.9925331272246588,97.6
nested,"(0, 3, 14, 20)",0.10692938475649416,0.9866476937134121,87.96666666666667
nested,"(0, 6, 11, 31)",0.10245124532015826,0.8397556948781784,54.166666666666664
nested,"(0, 6, 11, 32)",0.10245463052490889,0.8397560854250938,54.166666666666664
nested,"(0, 6, 11, 33)",0.10410663280923482,0.8407474057577368,54.333333333333336
nested,"(0, 7, 10, 11)",0.10498834567641424,0.9951725956939745,98.26666666666667
nested,"(0, 7, 11, 14)",0.11516328341246163,0.9345879943776074,68.8
nested,"(0, 7, 14, 17)",0.11702997531410342,0.9552743259836995,71.39999999999999
nested,"(0, 10, 11, 17)",0.11438521418054037,0.9950139629366086,98.23333333333333
nested,"(0, 10, 13, 42)",0.10289494891707174,0.994466245155138,97.86666666666667
nested,"(0, 10, 38, 42)",0.12453493460057519,0.9952618049275098,98.36666666666667
nested,"(0, 13, 14, 20)",0.10051872510551307,0.9864647406453959,87.83333333333333
nested,"(0, 14, 19, 38)",0.11399360102263478,0.9923970622364132,97.43333333333334
nested,"(0, 14, 20, 38)",0.10601301468199131,0.9863987447006852,87.76666666666667
nested,"(0, 14, 30, 33)",0.10102794086689337,0.9236362097480699,68.03333333333333
nested,"(0, 38, 39, 40)",0.1288832735066009,0.9815533131554788,71.96666666666667
nested,"(1, 2, 7, 12)",0.10903814238124399,0.9619712867450539,71.53333333333333
nested,"(1, 2, 12, 17)",0.10516947263756693,0.9611142525050956,71.53333333333333
nested,"(1, 4, 7, 14)",0.13519675611442172,0.996134406373903,98.96666666666667
nested,"(1, 4, 14, 17)",0.13237736596269623,0.9960755701796024,98.96666666666667
nested,"(1, 5, 15, 19)",0.10091060578193234,0.9923194574631953,97.36666666666667
nested,"(1, 5, 39, 40)",0.17985031817624653,0.8859972681379455,62.93333333333333
nested,"(1, 7, 9, 14)",0.12160175215296398,0.9562492166828513,71.39999999999999
nested,"(1, 7, 14, 18)",0.11331362561147496,0.9514388700711935,71.3
nested,"(1, 7, 17, 19)",0.15053031282002827,0.9924189532123472,97.43333333333334
nested,"(1, 7, 17, 20)",0.14292668554316468,0.9872921955408486,88.06666666666668
nested,"(1, 7, 19, 42)",0.11112587263018281,0.992040941336218,96.83333333333334
nested,"(1, 7, 20, 42)",0.10349539851507406,0.9857845666336829,87.26666666666667
nested,"(1, 9, 14, 17)",0.12749716034293346,0.9547748592664829,71.36666666666667
nested,"(1, 11, 14, 38)",0.11870758102012191,0.9967239125620742,99.5
nested,"(1, 14, 17, 18)",0.11881663493248829,0.9498361066716375,71.3
nested,"(1, 15, 39, 40)",0.12035574551254047,0.8813234452088528,61.16666666666667
nested,"(1, 17, 19, 42)",0.10232027434830882,0.9920466723833383,96.83333333333334
nested,"(1, 24, 25, 26)",0.11937144066256222,0.8786211499195646,60.03333333333334
nested,"(1, 29, 39, 40)",0.16446507966829804,0.8754070815962981,58.8
nested,"(1, 30, 39, 40)",0.16497264335058492,0.8774614064256796,59.5
nested,"(1, 31, 39, 40)",0.13594449808943743,0.8854142137870359,62.8
nested,"(1, 32, 39, 40)",0.1359442274273045,0.8854154002702124,62.8
nested,"(1, 33, 39, 40)",0.13030235159783965,0.8837795568635252,62.06666666666667
nested,"(1, 38, 39, 40)",0.12449069054685513,0.9771940842157851,71.63333333333334
nested,"(2, 3, 9, 18)",0.10585665291470214,0.8500725362306856,55.03333333333333
nested,"(2, 3, 12, 42)",0.12161866737221427,0.9072335769166588,66.63333333333334
nested,"(2, 4, 9, 12)",0.11359838099307051,0.9200228054989404,67.93333333333334
nested,"(2, 4, 12, 18)",0.119064764031371,0.9209482798322727,68.0
nested,"(2, 6, 13, 16)",0.10248107542918383,0.9102816362059027,67.03333333333333
nested,"(2, 7, 10, 11)",0.12787495741227528,0.8686890968045948,56.96666666666667
nested,"(2, 7, 11, 12)",0.1451310143197463,0.905746727617706,66.36666666666666
nested,"(2, 7, 11, 43)",0.11663356586240436,0.6699369933818144,34.13333333333333
nested,"(2, 9, 31, 40)",0.1060695773038347,0.5952386884205466,21.333333333333336
nested,"(2, 9, 32, 40)",0.10606618747181351,0.5952411747549653,21.333333333333336
nested,"(2, 10, 11, 17)",0.1411980133104207,0.8533752618393173,55.333333333333336
nested,"(2, 10, 12, 38)",0.1121200996401509,0.9844635128398027,83.16666666666667
nested,"(2, 11, 12, 17)",0.15061730426661168,0.9058450829103217,66.43333333333334
nested,"(2, 12, 14, 31)",0.10769315951032266,0.9645069143650509,71.53333333333333
nested,"(2, 12, 14, 32)",0.107689473137636,0.9645067121144996,71.53333333333333
nested,"(2, 12, 14, 33)",0.1051560926244689,0.9638744393794506,71.53333333333333
nested,"(2, 12, 14, 38)",0.10919162155883722,0.9838013450557478,80.66666666666666
nested,"(2, 12, 19, 33)",0.10781937630988081,0.9926819292870683,97.6
nested,"(2, 12, 19, 42)",0.10638973043306599,0.9926456364188909,97.6
nested,"(2, 12, 20, 33)",0.13032280171961597,0.9888793202190318,88.06666666666668
nested,"(2, 12, 20, 38)",0.1206413071832152,0.9880542731881505,88.06666666666668
nested,"(2, 12, 20, 42)",0.11408523327464581,0.9889534220254832,88.06666666666668
nested,"(2, 12, 38, 42)",0.13551266264379713,0.984430364930326,83.06666666666666
nested,"(2, 13, 31, 43)",0.10832949425799332,0.6561457015257464,31.3
nested,"(2, 13, 32, 43)",0.10833010735525561,0.656141230042675,31.3
nested,"(2, 13, 33, 43)",0.10872393463129493,0.6616115424438559,32.666666666666664
nested,"(2, 31, 39, 40)",0.1196010675996082,0.592126044386539,21.099999999999998
nested,"(2, 32, 39, 40)",0.1196048551118889,0.5921291717890333,21.099999999999998
nested,"(3, 4, 10, 14)",0.10354300275974926,0.9958014342753618,98.9
nested,"(3, 4, 18, 40)",0.10188842570339274,0.7042999783332318,40.2
nested,"(3, 7, 10, 12)",0.1005964167795732,0.739641067203971,45.2
nested,"(3, 7, 11, 13)",0.14425270148862313,0.8921571179109589,64.26666666666667
nested,"(3, 7, 11, 31)",0.10310166503537954,0.547288866089781,16.900000000000002
nested,"(3, 7, 11, 32)",0.1030989644640814,0.547292555453038,16.900000000000002
nested,"(3, 7, 11, 33)",0.10653608635664646,0.5436520186042588,16.1
nested,"(3, 7, 12, 17)",0.1031299623576869,0.7000409842251821,39.300000000000004
nested,"(3, 9, 31, 40)",0.129800689369727,0.5490815704576679,17.166666666666668
nested,"(3, 9, 32, 40)",0.129801761838802,0.5490786242159951,17.166666666666668
nested,"(3, 9, 33, 40)",0.12141056177366882,0.5558421336682803,18.166666666666668
nested,"(3, 10, 14, 19)",0.12048614422428527,0.9924147855940962,97.43333333333334
nested,"(3, 10, 14, 20)",0.11184660268289814,0.9862744416180285,87.73333333333333
nested,"(3, 11, 13, 17)",0.14785759679406907,0.8934748905764704,64.56666666666668
nested,"(3, 11, 13, 40)",0.11573142522211088,0.9038875382939853,66.2
nested,"(3, 11, 13, 43)",0.10489366209942996,0.9131835736019024,67.33333333333333
nested,"(3, 11, 17, 31)",0.11623549309965031,0.546007721483549,16.766666666666666
nested,"(3, 11, 17, 32)",0.11623815070184773,0.5460114865825862,16.766666666666666
nested,"(3, 11, 17, 33)",0.11247410202443264,0.5423839087658747,15.7
nested,"(3, 11, 31, 40)",0.13799751521227377,0.5820489387597465,20.133333333333333
nested,"(3, 11, 32, 40)",0.1379974369966397,0.5820486078723348,20.133333333333333
nested,"(3, 11, 33, 40)",0.12843071906393644,0.5862004944888279,20.5
