group,indices,syn4,vmax,vmax_pct
nested,"(3, 13, 14, 38)",0.10368759377010262,0.984449378751109,83.13333333333334
nested,"(3, 13, 19, 42)",0.11270681468867982,0.9922795070076148,97.33333333333334
nested,"(3, 13, 38, 42)",0.1229879621401504,0.98478638391728,84.33333333333334
nested,"(3, 13, 39, 40)",0.1045182425602652,0.8978961839907316,65.46666666666667
nested,"(3, 18, 31, 40)",0.10272662014583078,0.5634905404594406,18.9
nested,"(3, 18, 32, 40)",0.10272828446790483,0.563488326365926,18.9
nested,"(4, 5, 7, 17)",0.11032682567290197,0.8889833692331072,63.83333333333333
nested,"(4, 5, 39, 40)",0.11032436502262777,0.7670721553374662,46.733333333333334
nested,"(4, 7, 11, 14)",0.13183444133082878,0.9957252061831993,98.9
nested,"(4, 7, 11, 43)",0.10367757334563998,0.6675258296741459,33.666666666666664
nested,"(4, 7, 15, 17)",0.10357420337603496,0.8699351965630681,57.13333333333333
nested,"(4, 7, 17, 38)",0.10293955772453156,0.9866595650704054,87.96666666666667
nested,"(4, 11, 14, 17)",0.1310366921908649,0.995605867963502,98.73333333333333
nested,"(4, 38, 39, 40)",0.13175957756208023,0.979183979900253,71.7
nested,"(5, 7, 11, 15)",0.13629855428561422,0.8230043146706861,52.2
nested,"(5, 9, 18, 29)",0.10841050700984278,0.8922322376550583,64.33333333333333
nested,"(5, 9, 18, 30)",0.10331107333832423,0.8921135946937148,64.26666666666667
nested,"(5, 11, 15, 17)",0.14097967388791754,0.8193887460443167,51.9
nested,"(5, 11, 15, 43)",0.10893836741378093,0.8378732332320382,53.833333333333336
nested,"(5, 14, 15, 38)",0.10394557325349263,0.9845348926630848,83.36666666666666
nested,"(5, 14, 39, 40)",0.12565507617996807,0.8791953553521218,60.266666666666666
nested,"(5, 15, 37, 40)",0.10152559420196994,0.7914414570211699,49.4
nested,"(5, 15, 38, 42)",0.14089914832563566,0.9847826229488543,84.33333333333334
nested,"(5, 31, 39, 40)",0.14584492044420438,0.7259479918864671,44.233333333333334
nested,"(5, 32, 39, 40)",0.1458454570548352,0.7259469590258691,44.233333333333334
nested,"(6, 7, 11, 16)",0.1601303537235017,0.9068409135336358,66.56666666666666
nested,"(6, 7, 11, 40)",0.1116236008912298,0.5177059032370475,10.833333333333334
nested,"(6, 11, 16, 17)",0.16926664458504803,0.9055831579983453,66.36666666666666
nested,"(6, 11, 39, 40)",0.100847216437428,0.5639301015461466,18.933333333333334
nested,"(6, 14, 16, 29)",0.11688958729578502,0.9517242752812058,71.3
nested,"(6, 14, 16, 30)",0.11115111239276665,0.9517420999861389,71.3
nested,"(6, 14, 16, 33)",0.10435848539394466,0.953525673735732,71.33333333333334
nested,"(6, 16, 19, 42)",0.11431145250276997,0.9913417203949128,94.36666666666666
nested,"(7, 9, 17, 18)",0.1474899575651043,0.9136313779552968,67.36666666666666
nested,"(7, 10, 11, 12)",0.10687683942157067,0.8480874142470108,54.900000000000006
nested,"(7, 10, 14, 17)",0.11027102242443432,0.9386252356874546,69.16666666666667
nested,"(7, 10, 17, 38)",0.10396550809677052,0.9856258944261098,86.96666666666667
nested,"(7, 11, 17, 43)",0.12344559816747547,0.7724738159920275,47.16666666666667
nested,"(7, 11, 39, 42)",0.10106982750183158,0.5356331491089555,12.966666666666669
nested,"(7, 12, 13, 42)",0.10326611635229455,0.4192311941096838,7.533333333333333
nested,"(7, 12, 17, 31)",0.10051302160829279,0.7006098836095882,39.46666666666667
nested,"(7, 12, 17, 32)",0.10050944608524104,0.7006092392809833,39.46666666666667
nested,"(7, 13, 14, 17)",0.10913813491962254,0.9393060459947931,69.3
nested,"(7, 14, 17, 19)",0.10432738053027424,0.9928722694629416,97.63333333333334
nested,"(7, 14, 17, 20)",0.11562856289279966,0.9882567648246439,88.06666666666668
nested,"(7, 14, 17, 29)",0.12880862940964233,0.9323813533719578,68.53333333333333
nested,"(7, 14, 17, 30)",0.11965524056073162,0.9341339157808819,68.76666666666667
nested,"(7, 14, 17, 31)",0.11666365430759229,0.9315882143559445,68.53333333333333
nested,"(7, 14, 17, 32)",0.1166611368527275,0.9315880126784976,68.53333333333333
nested,"(7, 14, 17, 33)",0.10849164829361702,0.9307365385241109,68.46666666666667
nested,"(7, 17, 19, 31)",0.10532956339874022,0.9921898119595509,97.06666666666666
nested,"(7, 17, 19, 32)",0.10532530139781326,0.9921897979233643,97.06666666666666
nested,"(7, 17, 19, 33)",0.13439728808237927,0.9922286399616416,97.16666666666667
nested,"(7, 17, 19, 38)",0.11031779681992249,0.9922704443079794,97.3
nested,"(7, 17, 19, 42)",0.10858717291477382,0.9925971972311853,97.6
nested,"(7, 17, 20, 31)",0.1092894007332128,0.986814851244659,88.03333333333333
nested,"(7, 17, 20, 32)",0.10928388894477115,0.9868147762239985,88.03333333333333
nested,"(7, 17, 20, 33)",0.12349256467692349,0.9870363752716618,88.06666666666668
nested,"(7, 17, 20, 38)",0.12148472010097944,0.9870537556728718,88.06666666666668
nested,"(7, 17, 31, 37)",0.11501677179145642,0.9449639556379441,70.43333333333334
nested,"(7, 17, 32, 37)",0.11501649094260968,0.9449646955939428,70.43333333333334
nested,"(7, 17, 33, 37)",0.11233043095183648,0.9400988597506804,69.39999999999999
nested,"(7, 17, 38, 43)",0.11128165207446661,0.9859681611109796,87.46666666666667
nested,"(7, 17, 39, 40)",0.11869449389718312,0.6488927566560414,29.46666666666667
nested,"(9, 13, 31, 40)",0.12386679914591703,0.543708156126719,16.1
nested,"(9, 13, 32, 40)",0.123868955814189,0.543712591902354,16.1
nested,"(9, 13, 33, 40)",0.11461755892004044,0.5406977697309935,14.766666666666667
nested,"(9, 14, 18, 29)",0.11135257013744992,0.9663391634059451,71.6
nested,"(9, 14, 18, 30)",0.12374535793843044,0.9665934231505007,71.6
nested,"(9, 14, 18, 31)",0.10446083266568451,0.9682012305409305,71.6
nested,"(9, 14, 18, 32)",0.104455627955641,0.9682011200556524,71.6
nested,"(9, 14, 18, 33)",0.10137255441914728,0.9679949929147733,71.6
nested,"(9, 14, 39, 40)",0.10865810080730098,0.8789912998639684,60.16666666666667
nested,"(9, 18, 19, 33)",0.10337809386011743,0.9924835517483875,97.6
nested,"(9, 18, 19, 42)",0.11155545480086615,0.9922357793215697,97.16666666666667
nested,"(9, 18, 20, 33)",0.12660965971607774,0.9877454792731071,88.06666666666668
nested,"(9, 18, 20, 38)",0.10498478257056632,0.9880695870715871,88.06666666666668
nested,"(9, 18, 20, 42)",0.12117633940988792,0.9879268890334674,88.06666666666668
nested,"(10, 11, 12, 17)",0.12029592118391141,0.8278663147073009,52.666666666666664
nested,"(10, 13, 14, 19)",0.1129053994455197,0.9923405025832445,97.36666666666667
nested,"(10, 13, 14, 20)",0.1033915897421438,0.9861009825854771,87.6
nested,"(10, 38, 39, 40)",0.11596660709352846,0.9808081638634535,71.86666666666667
nested,"(11, 13, 31, 40)",0.12234351581900715,0.5422087270964324,15.666666666666668
nested,"(11, 13, 32, 40)",0.1223397710421461,0.5422135079904815,15.666666666666668
nested,"(11, 13, 33, 40)",0.10650856168344358,0.5394721324566352,14.366666666666667
nested,"(11, 14, 39, 40)",0.12205257611952403,0.8871145364827405,63.366666666666674
nested,"(11, 30, 31, 40)",0.12079234251092341,0.730686001482459,44.63333333333333
nested,"(11, 30, 32, 40)",0.12079161876544398,0.7306838450715248,44.63333333333333
nested,"(11, 30, 33, 40)",0.1187025553783686,0.7291418156119187,44.53333333333334
nested,"(11, 31, 39, 40)",0.10879846448787445,0.544424289647224,16.2
nested,"(11, 32, 39, 40)",0.10879487998592652,0.5444284568753744,16.2
nested,"(12, 23, 39, 40)",0.11479163724055674,0.4515250147808183,8.266666666666666
nested,"(13, 14, 39, 40)",0.11434918951827,0.8941839283520817,64.76666666666667
nested,"(13, 18, 31, 39)",0.10123360419624217,0.5426229551268869,15.766666666666667
nested,"(13, 18, 32, 39)",0.10123489142904218,0.5426271245604112,15.766666666666667
nested,"(13, 19, 39, 40)",0.10150763752852521,0.9914730498504516,95.5
nested,"(14, 15, 39, 40)",0.1345181152024043,0.8853143332872665,62.76666666666667
nested,"(14, 18, 39, 40)",0.10542817013391392,0.8807909929180349,61.03333333333333
nested,"(14, 19, 30, 31)",0.10248686992371037,0.9921557483568918,96.93333333333334
nested,"(14, 19, 30, 32)",0.102488250363866,0.9921557237357098,96.93333333333334
nested,"(14, 19, 30, 33)",0.10423992596851184,0.9922192209114657,97.1
nested,"(14, 31, 40, 42)",0.10131656359564212,0.8841805886323324,62.23333333333333
nested,"(14, 32, 40, 42)",0.10131940785995475,0.8841802019468705,62.23333333333333
nested,"(15, 19, 39, 40)",0.122354523368438,0.9912071671326645,92.2
nested,"(15, 20, 39, 40)",0.12707942299324948,0.9829492742622521,76.1
nested,"(18, 29, 31, 38)",0.10038913057324383,0.9847295178238,84.16666666666667
nested,"(18, 29, 32, 38)",0.1003900659558774,0.9847294235298103,84.16666666666667
nested,"(19, 24, 25, 26)",0.10784271626120556,0.9909885137541996,88.56666666666668
nested,"(19, 38, 39, 40)",0.1759918866854504,0.9914272975716385,95.26666666666667
nested,"(20, 24, 25, 26)",0.10800497135421017,0.9821968097032054,72.5
nested,"(20, 38, 39, 40)",0.17803063241607808,0.9832644690283732,78.06666666666666
