field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.3415284156799316,-1.589718371693616,True
gross_actual_interchange_mw,0.2460934792895835,0.33341288566589355,0.08731940637631005,True
total_gen,0.9906449538219424,0.8859510645270348,-0.10469388929490764,True
metered_load_mw,0.9762308832723112,0.9389060214161873,-0.037324861856123936,True
total_losses,0.6540839836602339,0.6458977460861206,-0.008186237574113298,True
congestion_price_da,0.0475838272605031,0.2192348837852478,0.17165105652474472,True
congestion_price_rt,0.4561738508473963,0.4403747320175171,-0.015799118829879222,True
marginal_loss_price_da,0.4407231017762543,0.4497433304786682,0.009020228702413924,True
total_lmp_da,0.9299314144617218,0.891251765191555,-0.03867964927016676,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9663983583450317,-0.008829460612729823,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9201301634311676,-0.021712947614479172,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.2477806806564331,-0.20912335734807097,True
