实际需求_新南威尔士,实际需求_昆士兰,实际需求_维多利亚,实际需求_南澳,实际需求_塔斯马尼亚,可用发电容量_新南威尔士,可用发电容量_昆士兰,可用发电容量_维多利亚,可用发电容量_南澳,可用发电容量_塔斯马尼亚,风电出力预测_新南威尔士,风电出力预测_昆士兰,风电出力预测_维多利亚,风电出力预测_南澳,风电出力预测_塔斯马尼亚,光伏出力预测_新南威尔士,光伏出力预测_昆士兰,光伏出力预测_维多利亚,光伏出力预测_南澳,出清价_新南威尔士,出清价_昆士兰,出清价_维多利亚,出清价_南澳,出清价_塔斯马尼亚,联络线潮流_N-Q-MNSP1,联络线潮流_NSW1-QLD1,联络线潮流_T-V-MNSP1,联络线潮流_V-S-MNSP1,联络线潮流_V-SA,联络线潮流_VIC1-NSW1,Y_机组出力_BW01,Y_机组出力_TUMUT3,Y_机组出力_PPCCGT
6435.983333333334,6183.922500000001,3900.383333333333,1313.425,1046.4141666666667,11466.591904166666,9420.767330833334,8458.440421666666,2486.2520583333335,2252.0,1468.3419025,552.7511666666667,1025.4404191666667,999.7510583333333,0.0,0.0,0.01616333333333333,0.0,0.001,56.697743333333335,63.273739166666665,50.869571666666666,54.10680666666667,85.28,-74.5583325,575.9999083333333,-437.4250083333333,58.166666666666664,157.483755,462.8968758333333,0.9694566666666667,0.0,0.0
6109.595,6066.504166666667,3669.7433333333333,1273.9091666666666,1053.8133333333333,11627.718889166666,9416.96669,8549.478974166666,2375.562854166667,2251.6997966666668,1418.0522208333332,557.4666833333333,1113.8123075,887.5618541666666,0.6997966666666667,0.0,1e-05,0.0,0.001,46.029535,51.1142725,40.065976666666664,43.890301666666666,69.78083333333333,-60.333333333333336,524.3498983333333,-433.35834,70.83333333333333,240.36504333333335,595.6224975,93.27128,0.0,0.0
5919.2266666666665,5868.870833333333,3492.445833333333,1179.54,1038.0225,11833.474615,9289.244814166666,8480.061093333334,2234.1426008333333,2280.5587,1363.4746149999999,430.5781425,1039.0610925,750.6416008333334,30.058699999999998,0.0,1e-05,0.0,0.001,49.595945,53.557365,43.126709166666664,47.8004525,67.19666666666667,-54.574999999999996,443.11656583333337,-422.1666708333334,79.58333333333333,277.1081541666667,597.8206675,259.13481666666667,0.0,0.0
5817.392499999999,5756.7775,3436.0875,1114.9350000000002,1046.1825000000001,11943.054935,9243.708516666667,8360.403693333334,2201.3963591666666,2282.9584566666667,1319.7216016666666,396.62518,919.4036908333333,718.8954425000001,33.45845666666667,0.0,1.6666666666666669e-06,0.0,0.0009166666666666666,49.24687,52.90564333333333,42.96310916666667,47.137879166666664,85.28,-51.89166666666667,428.2332366666667,-436.56667583333336,75.0,248.3648125,572.5594583333333,370.9569966666666,0.0,0.0
5837.371666666667,5730.357499999999,3484.97,1093.0425,1035.7716666666668,11850.346949166667,9071.179275833334,8215.425221666666,2263.933385,2273.808141666667,1287.0617191666668,330.0959383333333,774.9833783333333,774.7657183333334,22.808141666666668,6.785230833333333,9.166666666666666e-06,2.4418425,0.001,39.93989,43.41375166666666,36.146295,38.794295,71.58759083333334,-52.50833333333333,461.5749016666667,-431.2583408333333,64.41666666666667,183.43648499999998,345.50954583333333,487.51557499999996,0.0,0.0
5813.1325,5663.2075,3464.6991666666668,1080.6166666666668,1038.8391666666666,12327.2155975,9145.54308,8438.15552,2259.4190933333334,2262.2025008333335,1247.3226175,363.83652750000005,655.1005716666667,768.5486583333333,11.202500833333334,251.05964583333335,34.956555,50.05495083333333,1.2871024999999998,30.5199925,32.90566416666667,27.979675,29.97975333333333,50.383206666666666,-54.425000000000004,463.09990666666664,-428.9750033333333,62.583333333333336,172.55308,260.21934916666663,461.062535,0.0,0.0
5695.2225,5616.294166666667,3206.5291666666667,1005.1675,1042.1266666666668,13381.214290833334,8997.381705,8698.667285833333,2274.2454508333335,2236.168885833333,1129.9426741666666,282.94595166666664,541.7775,691.493155,6.8355524999999995,1403.2716183333332,376.93575333333337,449.6397866666667,94.50229666666667,7.646963333333333,10.346139166666667,-0.043037499999999694,-0.09008750000000025,42.28,-74.775,654.6582416666666,-431.05833333333334,97.83333333333333,61.08541916666667,135.71598,343.1957475,0.0,0.0
5644.705833333333,5662.276666666666,2804.599166666667,783.3449999999999,1049.2591666666667,14195.684914166666,9473.1925775,8966.492735833333,2226.235993333333,2238.0,941.913815,190.27055416666667,474.2914166666667,427.94415083333337,0.0,2417.2711,1090.9220233333333,808.9513183333333,312.9585108333333,20.22181833333333,20.918398333333332,-42.20666666666667,-41.12497166666667,14.513333333333334,-93.25000083333333,206.71656916666666,-432.1250141666667,171.66666666666666,-81.55574833333334,-180.9365875,347.7673525,0.0,0.0
5943.077499999999,5755.405833333333,2355.7575,580.9341666666667,1048.5725,14449.986226666668,10302.1098,8985.60623,2212.1105533333334,2251.0,821.8615508333334,211.79624583333336,451.7002491666667,265.4841166666667,0.0,2805.078758333333,1903.8135541666668,874.4059833333334,441.04310250000003,34.248,32.39740083333333,-67.58528916666667,-64.5646725,11.36,-87.40833249999999,-263.59176916666667,-432.63334416666663,164.5,-167.7857775,-305.965385,378.2528375,0.0,0.0
6119.9775,5856.940833333333,2083.5425,340.40500000000003,1018.1608333333334,14421.0352225,10577.078238333334,8815.212669999999,2319.043779166667,2251.4523191666667,641.2977566666667,227.9979625,277.66176666666667,127.83567,0.45231916666666666,2987.154130833333,2172.0802741666666,894.134235,514.4149283333334,51.31731166666666,46.9613875,-81.399055,-79.5069275,11.36,-113.1333325,-344.31677083333335,-429.90000749999996,149.91666666666666,-111.32231999999999,-318.52528,429.54553000000004,46.884164999999996,0.0
6144.96,5981.159166666667,1828.6241666666667,250.2675,975.5075,14356.515805000001,10667.546686666667,8612.993723333333,2352.139485,2257.767010833333,462.049015,241.5487125,87.08807166666666,102.64709916666668,6.767010833333333,3082.9667908333336,2250.8313083333333,896.40565,542.3814550000001,46.59291416666667,43.51315666666667,-87.1489575,-89.11102166666666,3.6099999999999994,-113.55833333333334,-381.958435,-429.9416733333333,144.33333333333334,11.86593,-81.48283583333334,539.3209758333334,0.0,0.0
6103.486666666667,6143.685,1753.7508333333333,313.27,961.3483333333334,14138.828515000001,10511.524514166667,8503.162554166667,2332.5391533333336,2280.2816525,306.75773833333335,239.26510166666665,46.19793000000001,98.106555,29.281652500000003,3083.698859166667,2056.1760791666666,875.797955,531.7720458333333,50.94352416666666,46.873354166666665,-84.61523833333332,-83.65312583333333,3.3973158333333324,-101.00833416666667,-466.450095,-437.175005,144.08333333333334,-68.8061225,2.2630233333333343,540.7431175,0.0,0.0
5912.428333333333,6035.59,1848.1116666666667,554.3425000000001,981.2716666666666,13909.277399166667,11135.333420833333,8623.040961666667,2323.104165,2304.3735441666668,246.96082166666667,311.21440416666667,112.68333333333334,119.68027333333333,53.37354416666667,2852.017244166667,2281.7856875,883.6909608333334,487.66363083333334,23.373055833333336,20.7551675,-97.41910916666666,-91.75790916666666,11.226666666666667,-80.75833333333334,-639.1167691666667,-430.20833500000003,143.58333333333334,122.21734916666666,-281.06989500000003,499.53765666666663,0.0,0.0
6020.7375,6074.586666666666,2071.3458333333333,536.3591666666667,1002.3825,13697.119316666665,11057.760839166667,8696.772322499999,2333.110196666667,2307.8614775,221.99191833333336,343.2021683333333,216.8466083333333,213.30374916666668,56.8614775,2613.4507333333336,2156.6420058333333,860.4257133333334,394.88866750000005,31.848470000000002,28.620521666666665,-57.87022416666667,-58.843655000000005,11.294955,-61.31666583333333,-593.0000941666667,-428.2666758333333,157.91666666666666,58.49247166666667,-231.76816083333333,453.5062691666667,0.0,0.0
6172.300833333334,6406.5841666666665,2378.4708333333333,755.9516666666667,1047.7366666666667,13896.828170833332,10812.8893825,8868.726120833333,2316.0872624999997,2307.4932616666665,317.6163208333333,348.430495,423.6380541666667,262.1950933333333,56.49326166666666,2669.6049333333335,1916.2922191666667,822.8380683333334,329.4583275,39.1304625,37.736044166666666,-42.357225,-44.832235,7.513288333333333,-32.0,-308.2917675,-431.5750058333333,147.66666666666666,159.24533,-119.46066916666666,488.19308083333334,0.0,0.0
