target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,12,0.1633712500333786,0.16126054525375366,0.16550923883914948,0.3392984867095947,0.17056049406528473
gross_actual_interchange_mw,16,0.17569904029369354,0.17764994502067566,0.1682341992855072,0.30608075857162476,0.17233607172966003
total_gen,16,0.19304457306861877,0.19533850252628326,0.1934872418642044,0.2235056310892105,0.19462405145168304
metered_load_mw,16,0.18841588497161865,0.19101634621620178,0.19504320621490479,0.23447252810001373,0.19105201959609985
total_losses,16,0.16815835237503052,0.1663801223039627,0.16557277739048004,0.3387435972690582,0.1611451655626297
congestion_price_da,16,0.16735932230949402,0.17488688230514526,0.23121240735054016,0.19670677185058594,0.22983457148075104
congestion_price_rt,16,0.21584850549697876,0.18792077898979187,0.19048908352851868,0.21589797735214233,0.18984360992908478
marginal_loss_price_da,16,0.22465810179710388,0.17381231486797333,0.18708761036396027,0.24266229569911957,0.17177967727184296
total_lmp_da,16,0.18890435993671417,0.18340158462524414,0.21613594889640808,0.22831596434116364,0.18324214220046997
da_as_total_mw_primary_reserve,15,0.21818920969963074,0.18428772687911987,0.21074610948562622,0.20484989881515503,0.18192705512046814
da_as_total_mw_synchronized_reserve,11,0.18908266723155975,0.18875612318515778,0.1938161998987198,0.23859916627407074,0.18974584341049194
da_as_total_mw_thirty_minutes_reserve,16,0.18111440539360046,0.1884249597787857,0.17455191910266876,0.27075478434562683,0.18515397608280182
