confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.9659905582666397,0.04702402651309967,True
metered_load_mw,0.9494844935834408,0.02184334024786949,True
total_gen,0.9137038365006447,0.0394747331738472,True
da_as_total_mw_synchronized_reserve,0.9062094390392303,0.07899311184883118,True
total_lmp_da,0.7770108282566071,0.09684639424085617,True
total_losses,0.5315922498703003,0.41121986508369446,True
marginal_loss_price_da,0.4436842203140259,0.30469122529029846,True
congestion_price_rt,0.4400070905685425,0.9152000546455383,True
da_as_total_mw_thirty_minutes_reserve,0.23170256614685059,0.5513548851013184,True
congestion_price_da,0.18609070777893066,1.379494547843933,True
gross_actual_interchange_mw,-0.5567127466201782,0.9089015126228333,False
net_actual_interchange_mw,-1.9254083633422852,2.2747650146484375,False
