field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.9217848777770996,-1.169974833790784,True
gross_actual_interchange_mw,0.2460934792895835,0.10249161720275879,-0.1436018620868247,True
total_gen,0.9906449538219424,0.894605465233326,-0.09603948858861644,True
metered_load_mw,0.9762308832723112,0.9580070860683918,-0.018223797203919423,True
total_losses,0.6540839836602339,0.42130541801452637,-0.23277856564570754,True
congestion_price_da,0.0475838272605031,0.1714302897453308,0.12384646248482771,True
congestion_price_rt,0.4561738508473963,0.4756287932395935,0.019454942392197194,True
marginal_loss_price_da,0.4407231017762543,0.43366706371307373,-0.007056038063180559,True
total_lmp_da,0.9299314144617218,0.8978910222649574,-0.032040392196764356,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9795856196433306,0.004357800685569013,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9551364444196224,0.013293333373975647,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.29134368896484375,-0.16556034903966033,True
