confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9878305792808533,0.012696201913058758,True
total_gen,0.9846398830413818,0.016181165352463722,True
total_lmp_da,0.9795824289321899,0.023341111838817596,True
da_as_total_mw_primary_reserve,0.9410855174064636,0.06188267841935158,True
da_as_total_mw_synchronized_reserve,0.9085489511489868,0.09435568749904633,True
da_as_total_mw_thirty_minutes_reserve,0.7968224883079529,0.21123006939888,True
total_losses,0.7813303470611572,0.2183171957731247,True
net_actual_interchange_mw,0.7426060438156128,0.26103630661964417,True
gross_actual_interchange_mw,0.7237245440483093,0.2878732681274414,True
marginal_loss_price_da,0.7187515497207642,0.27644798159599304,True
congestion_price_rt,0.54237961769104,0.5119707584381104,True
congestion_price_da,0.33658093214035034,0.7207301259040833,True
