field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,0.7769168615341187,0.5287269055204342,True
gross_actual_interchange_mw,0.2460934792895835,0.7275149822235107,0.48142150293392727,True
total_gen,0.9906449538219424,0.9858890175819397,-0.0047559362400027005,True
metered_load_mw,0.9762308832723112,0.9877751469612122,0.011544263688900935,True
total_losses,0.6540839836602339,0.805882453918457,0.15179847025822313,True
congestion_price_da,0.0475838272605031,0.35738086700439453,0.30979703974389144,True
congestion_price_rt,0.4561738508473963,0.5264777541160583,0.07030390326866204,True
marginal_loss_price_da,0.4407231017762543,0.7312784194946289,0.2905553177183746,True
total_lmp_da,0.9299314144617218,0.9729977250099182,0.04306631054819643,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9456225633621216,-0.02960525559563998,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9070097804069519,-0.03483333063869487,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.7905494570732117,0.3336454190687076,True
