target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,9,0.20149658620357513,0.19881516695022583,0.19850671291351318,0.20072981715202332,0.20045168697834015
gross_actual_interchange_mw,11,0.1998184323310852,0.20009908080101013,0.2000565081834793,0.20005154609680176,0.1999744027853012
total_gen,28,0.1925438791513443,0.1944669485092163,0.19348867237567902,0.22819207608699799,0.19130846858024597
metered_load_mw,27,0.19295959174633026,0.19222873449325562,0.19514980912208557,0.22848524153232574,0.19117659330368042
total_losses,19,0.17981596291065216,0.16857503354549408,0.16290655732154846,0.31935954093933105,0.16934293508529663
congestion_price_da,8,0.17648367583751678,0.16478361189365387,0.16229429841041565,0.22833989560604095,0.26809850335121155
congestion_price_rt,11,0.1575998216867447,0.16220039129257202,0.1697942167520523,0.3013635575771332,0.209042027592659
marginal_loss_price_da,21,0.2007077932357788,0.16830280423164368,0.1859956979751587,0.2755724787712097,0.1694212108850479
total_lmp_da,32,0.19365522265434265,0.17826221883296967,0.1945682317018509,0.25338518619537354,0.18012917041778564
da_as_total_mw_primary_reserve,11,0.22288933396339417,0.18404334783554077,0.19950367510318756,0.20685778558254242,0.18670591711997986
da_as_total_mw_synchronized_reserve,8,0.17410525679588318,0.1715424805879593,0.18497799336910248,0.29736918210983276,0.1720050871372223
da_as_total_mw_thirty_minutes_reserve,18,0.17780035734176636,0.19607818126678467,0.18875426054000854,0.2564847469329834,0.18088242411613464
