feature,gate,pearson,spearman,kendall,nmi,distance_corr
total_lmp_rt,0.740081,0.571458,0.5821885,0.41438875,0.6358379,0.67821074
marginal_loss_price_rt,0.7197632,0.6149021,0.55128556,0.40162557,0.2783456,0.62298447
rmccp,0.69888663,0.3887187,0.39145544,0.25079328,0.72396314,0.4556109
system_energy_price_da,0.68176955,0.45498207,0.438885,0.33931476,0.117932335,0.4793937
total_pjm_rmccp_cr,0.676907,0.30275497,0.38833058,0.2767639,0.39739594,0.43768716
gen_fuel_oil_mw,0.6558801,0.39476493,0.3291129,0.22189079,0.0783035,0.39815482
gen_fuel_oil_pct,0.6500348,0.38643342,0.2992582,0.23582627,0.055543087,0.36150724
gen_fuel_multiple_fuels_mw,0.64872223,0.313367,0.34042466,0.23595074,0.07294724,0.3538256
forecast_load_mw_latest_available,0.64643383,0.29044294,0.34730917,0.2386109,0.08530509,0.32465267
forecast_load_mw_day_ahead,0.63710535,0.2679865,0.3195126,0.21702175,0.07053508,0.27341136
gen_fuel_nuclear_pct,0.6359184,0.27050662,0.30629215,0.20759024,0.053683612,0.2883389
gen_fuel_other_renewables_pct,0.6311329,0.25389546,0.28688657,0.21922731,0.045970768,0.25525895
gen_fuel_coal_mw,0.6310784,0.22279422,0.30105945,0.20302664,0.08042331,0.2546979
gen_fuel_gas_mw,0.6290265,0.2165738,0.2859817,0.19889225,0.057549495,0.2682748
gen_fuel_multiple_fuels_pct,0.62610805,0.25796643,0.2668744,0.17661119,0.043862786,0.23870206
da_as_mcp_primary_reserve,0.6177764,0.257623,0.18073772,0.09318702,0.08857118,0.24653731
gen_fuel_storage_mw,0.61735034,0.22341995,0.23522086,0.16129188,0.025822017,0.2103864
da_as_mcp_synchronized_reserve,0.6172269,0.21085636,0.17824678,0.12464335,0.063832976,0.27812892
total_pjm_reg_purchases,0.61373943,0.191998,0.20729312,0.16192682,0.022190746,0.22152257
gross_inadv_interchange_mw,0.60998404,0.15516727,0.23738235,0.15567617,0.020391675,0.18026616
gen_fuel_hydro_mw,0.6095973,0.24175407,0.15682918,0.10610223,0.024132522,0.21503915
gen_fuel_coal_pct,0.60613054,0.08817524,0.1961824,0.1687701,0.028680405,0.2156771
total_pjm_assigned_reg,0.6047996,0.16847287,0.16738553,0.12607844,0.014158338,0.19903228
total_pjm_loc_credit,0.6030156,0.15988904,0.16256145,0.11998784,0.037440483,0.17560183
gen_fuel_gas_pct,0.59877115,0.07835378,0.19944401,0.13273092,0.040722806,0.14330512
gen_fuel_hydro_pct,0.59822106,0.14692123,0.110737875,0.09635735,0.038612682,0.1947807
gen_fuel_nuclear_mw,0.5852651,0.011327174,0.10870807,0.07614644,0.09361136,0.1248014
gen_fuel_solar_pct,0.58194596,0.022236647,0.097854845,0.080917135,0.02573392,0.13010465
da_as_ss_mw_thirty_minutes_reserve,0.5804835,0.06740076,0.10806676,0.05083829,0.0580075,0.059217997
gen_fuel_wind_pct,0.5802201,0.05186995,0.09860142,0.07306276,0.009873412,0.09828201
gross_sched_interchange_mw,0.5781872,0.00096196757,0.09845084,0.08275431,0.00969045,0.11069334
total_pjm_rmpcp_cr,0.5773608,0.07241182,0.08406552,0.033565626,0.032723613,0.07111467
da_as_ss_mw_primary_reserve,0.5769151,0.019489674,0.070014596,0.07150163,0.05098439,0.08468435
da_as_ss_mw_synchronized_reserve,0.57652783,0.031966187,0.08962467,0.04521665,0.059134874,0.062462833
net_inadv_interchange_mw,0.5749963,0.0466373,0.084763736,0.05039372,0.008580009,0.06824214
da_as_as_req_mw_primary_reserve,0.5702439,0.021071244,0.030764587,0.028867971,0.050032385,0.07116147
gen_fuel_solar_mw,0.5699467,0.005403852,0.047270574,0.017393418,0.019700509,0.09587465
da_as_nsr_mw_primary_reserve,0.56960404,0.03960146,0.01036888,0.015244981,0.06745506,0.064668976
gen_fuel_other_renewables_mw,0.56859106,0.0024565298,0.025672391,0.04577781,0.030834634,0.073280394
da_as_as_req_mw_synchronized_reserve,0.5665868,0.027883913,0.023464607,0.017643325,0.03368842,0.04647057
rmpcp,0.56637657,0.006949562,0.04322762,0.024128387,0.0,0.06245487
gen_fuel_wind_mw,0.56484705,0.01354114,0.030206319,0.018225543,0.005334996,0.050872594
da_as_as_req_mw_thirty_minutes_reserve,0.56463796,0.02610172,0.018947193,0.003034845,0.018918024,0.04996599
total_pjm_self_sched_reg,0.5616877,0.00171304,0.02090111,0.0033519384,0.0,0.046056867
