field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.8812223672866821,-1.1294123233003666,True
gross_actual_interchange_mw,0.2460934792895835,0.23671704530715942,-0.009376433982424076,True
total_gen,0.9906449538219424,0.9649259261786938,-0.025719027643248626,True
metered_load_mw,0.9762308832723112,0.9744627736508846,-0.0017681096214265946,True
total_losses,0.6540839836602339,0.6443057358264923,-0.009778247833741593,True
congestion_price_da,0.0475838272605031,0.24074536561965942,0.19316153835915634,True
congestion_price_rt,0.4561738508473963,0.4817488193511963,0.025574968503799977,True
marginal_loss_price_da,0.4407231017762543,0.46237069368362427,0.02164759190736998,True
total_lmp_da,0.9299314144617218,0.8916592597961426,-0.038272154665579206,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9644946604967117,-0.01073315846104983,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9442740231752396,0.0024309121295927882,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.3666380047798157,-0.0902660332246884,True
