sid,size,K,conf,est
p00_01,2,0,net_actual_interchange_mw,0.05559277534484863
p00_01,2,0,gross_actual_interchange_mw,0.1762802004814148
p00_01,2,0,total_gen,0.9180098176002502
p00_01,2,0,metered_load_mw,0.8907538056373596
p00_01,2,0,total_losses,0.43249034881591797
p00_01,2,0,congestion_price_da,0.09292387962341309
p00_01,2,0,congestion_price_rt,0.05716341733932495
p00_01,2,0,marginal_loss_price_da,0.12720328569412231
p00_01,2,0,total_lmp_da,0.3178819417953491
p00_01,2,0,da_as_total_mw_primary_reserve,0.1306757926940918
p00_01,2,0,da_as_total_mw_synchronized_reserve,0.1246444582939148
p00_01,2,0,da_as_total_mw_thirty_minutes_reserve,0.1960071325302124
p00_01,2,5,net_actual_interchange_mw,0.17186272144317627
p00_01,2,5,gross_actual_interchange_mw,0.18124765157699585
p00_01,2,5,total_gen,0.9260225296020508
p00_01,2,5,metered_load_mw,0.9034020304679871
p00_01,2,5,total_losses,0.5388538241386414
p00_01,2,5,congestion_price_da,0.12720531225204468
p00_01,2,5,congestion_price_rt,0.07202929258346558
p00_01,2,5,marginal_loss_price_da,0.27315396070480347
p00_01,2,5,total_lmp_da,0.4312881827354431
p00_01,2,5,da_as_total_mw_primary_reserve,0.14616751670837402
p00_01,2,5,da_as_total_mw_synchronized_reserve,0.1336382031440735
p00_01,2,5,da_as_total_mw_thirty_minutes_reserve,0.31375348567962646
p00_01,2,10,net_actual_interchange_mw,0.17897367477416992
p00_01,2,10,gross_actual_interchange_mw,0.17930364608764648
p00_01,2,10,total_gen,0.9291867017745972
p00_01,2,10,metered_load_mw,0.9044054746627808
p00_01,2,10,total_losses,0.5474885702133179
p00_01,2,10,congestion_price_da,0.12069416046142578
p00_01,2,10,congestion_price_rt,0.07567161321640015
p00_01,2,10,marginal_loss_price_da,0.3027418851852417
p00_01,2,10,total_lmp_da,0.45957887172698975
p00_01,2,10,da_as_total_mw_primary_reserve,0.14364290237426758
p00_01,2,10,da_as_total_mw_synchronized_reserve,0.11815059185028076
p00_01,2,10,da_as_total_mw_thirty_minutes_reserve,0.3410181999206543
p00_01,2,15,net_actual_interchange_mw,0.2052207589149475
p00_01,2,15,gross_actual_interchange_mw,0.18663865327835083
p00_01,2,15,total_gen,0.9302075505256653
p00_01,2,15,metered_load_mw,0.9087109565734863
p00_01,2,15,total_losses,0.5576528906822205
p00_01,2,15,congestion_price_da,0.12444853782653809
p00_01,2,15,congestion_price_rt,0.08294397592544556
p00_01,2,15,marginal_loss_price_da,0.3041715621948242
p00_01,2,15,total_lmp_da,0.4700491428375244
p00_01,2,15,da_as_total_mw_primary_reserve,0.16144299507141113
p00_01,2,15,da_as_total_mw_synchronized_reserve,0.16239839792251587
p00_01,2,15,da_as_total_mw_thirty_minutes_reserve,0.35279345512390137
p00_01,2,20,net_actual_interchange_mw,0.21636521816253662
p00_01,2,20,gross_actual_interchange_mw,0.17884469032287598
p00_01,2,20,total_gen,0.934671938419342
p00_01,2,20,metered_load_mw,0.9136622548103333
p00_01,2,20,total_losses,0.5515739917755127
p00_01,2,20,congestion_price_da,0.12749797105789185
p00_01,2,20,congestion_price_rt,0.0771130919456482
p00_01,2,20,marginal_loss_price_da,0.30428701639175415
p00_01,2,20,total_lmp_da,0.48484599590301514
p00_01,2,20,da_as_total_mw_primary_reserve,0.16027754545211792
p00_01,2,20,da_as_total_mw_synchronized_reserve,0.1674971580505371
p00_01,2,20,da_as_total_mw_thirty_minutes_reserve,0.342168390750885
p00_01,2,25,net_actual_interchange_mw,0.2134684920310974
p00_01,2,25,gross_actual_interchange_mw,0.18006837368011475
p00_01,2,25,total_gen,0.9341697096824646
p00_01,2,25,metered_load_mw,0.9138942360877991
p00_01,2,25,total_losses,0.5649876594543457
p00_01,2,25,congestion_price_da,0.1302928328514099
p00_01,2,25,congestion_price_rt,0.07122325897216797
p00_01,2,25,marginal_loss_price_da,0.3336464762687683
p00_01,2,25,total_lmp_da,0.4920157790184021
p00_01,2,25,da_as_total_mw_primary_reserve,0.15560078620910645
