sid,size,K,conf,est
p00_01,2,0,net_actual_interchange_mw,0.17361986637115479
p00_01,2,0,gross_actual_interchange_mw,0.17123115062713623
p00_01,2,0,total_gen,0.9245591759681702
p00_01,2,0,metered_load_mw,0.9011697173118591
p00_01,2,0,total_losses,0.5323973298072815
p00_01,2,0,congestion_price_da,0.12435787916183472
p00_01,2,0,congestion_price_rt,0.05644410848617554
p00_01,2,0,marginal_loss_price_da,0.2853337526321411
p00_01,2,0,total_lmp_da,0.44695985317230225
p00_01,2,0,da_as_total_mw_primary_reserve,0.1475319266319275
p00_01,2,0,da_as_total_mw_synchronized_reserve,0.13567453622817993
p00_01,2,0,da_as_total_mw_thirty_minutes_reserve,0.31011080741882324
p00_01,2,5,net_actual_interchange_mw,0.16256266832351685
p00_01,2,5,gross_actual_interchange_mw,0.1878197193145752
p00_01,2,5,total_gen,0.926921010017395
p00_01,2,5,metered_load_mw,0.9077460169792175
p00_01,2,5,total_losses,0.5536871552467346
p00_01,2,5,congestion_price_da,0.1173589825630188
p00_01,2,5,congestion_price_rt,0.0758734941482544
p00_01,2,5,marginal_loss_price_da,0.30244261026382446
p00_01,2,5,total_lmp_da,0.47123992443084717
p00_01,2,5,da_as_total_mw_primary_reserve,0.15110117197036743
p00_01,2,5,da_as_total_mw_synchronized_reserve,0.1498221755027771
p00_01,2,5,da_as_total_mw_thirty_minutes_reserve,0.3340036869049072
p00_01,2,10,net_actual_interchange_mw,0.200578510761261
p00_01,2,10,gross_actual_interchange_mw,0.18824362754821777
p00_01,2,10,total_gen,0.934008777141571
p00_01,2,10,metered_load_mw,0.9120269417762756
p00_01,2,10,total_losses,0.5619367957115173
p00_01,2,10,congestion_price_da,0.12613564729690552
p00_01,2,10,congestion_price_rt,0.05963015556335449
p00_01,2,10,marginal_loss_price_da,0.29434430599212646
p00_01,2,10,total_lmp_da,0.4555765390396118
p00_01,2,10,da_as_total_mw_primary_reserve,0.15459424257278442
p00_01,2,10,da_as_total_mw_synchronized_reserve,0.15936315059661865
p00_01,2,10,da_as_total_mw_thirty_minutes_reserve,0.33357077836990356
p00_01,2,15,net_actual_interchange_mw,0.20279568433761597
p00_01,2,15,gross_actual_interchange_mw,0.18495053052902222
p00_01,2,15,total_gen,0.9285949468612671
p00_01,2,15,metered_load_mw,0.9071931838989258
p00_01,2,15,total_losses,0.5593476295471191
p00_01,2,15,congestion_price_da,0.120738685131073
p00_01,2,15,congestion_price_rt,0.07974165678024292
p00_01,2,15,marginal_loss_price_da,0.28678107261657715
p00_01,2,15,total_lmp_da,0.46509361267089844
p00_01,2,15,da_as_total_mw_primary_reserve,0.16049176454544067
