sid,size,K,conf,est
p00_01,2,0,net_actual_interchange_mw,0.12491977214813232
p00_01,2,0,gross_actual_interchange_mw,0.1664566993713379
p00_01,2,0,total_gen,0.8986467123031616
p00_01,2,0,metered_load_mw,0.8660686016082764
p00_01,2,0,total_losses,0.5109091997146606
p00_01,2,0,congestion_price_da,0.08746927976608276
p00_01,2,0,congestion_price_rt,0.02792876958847046
p00_01,2,0,marginal_loss_price_da,0.1556439995765686
p00_01,2,0,total_lmp_da,0.2856845259666443
p00_01,2,0,da_as_total_mw_primary_reserve,0.13930195569992065
p00_01,2,0,da_as_total_mw_synchronized_reserve,0.08367186784744263
p00_01,2,0,da_as_total_mw_thirty_minutes_reserve,0.18959778547286987
p00_01,2,5,net_actual_interchange_mw,0.16224080324172974
p00_01,2,5,gross_actual_interchange_mw,0.188193678855896
p00_01,2,5,total_gen,0.9241776466369629
p00_01,2,5,metered_load_mw,0.9011897444725037
p00_01,2,5,total_losses,0.5475209951400757
p00_01,2,5,congestion_price_da,0.12328815460205078
p00_01,2,5,congestion_price_rt,0.017657458782196045
p00_01,2,5,marginal_loss_price_da,0.26562196016311646
p00_01,2,5,total_lmp_da,0.4139895439147949
p00_01,2,5,da_as_total_mw_primary_reserve,0.15063077211380005
p00_01,2,5,da_as_total_mw_synchronized_reserve,0.14307385683059692
p00_01,2,5,da_as_total_mw_thirty_minutes_reserve,0.29137665033340454
p00_01,2,10,net_actual_interchange_mw,0.190606951713562
p00_01,2,10,gross_actual_interchange_mw,0.18194830417633057
p00_01,2,10,total_gen,0.9275472164154053
p00_01,2,10,metered_load_mw,0.9059735536575317
p00_01,2,10,total_losses,0.5577694177627563
p00_01,2,10,congestion_price_da,0.11925101280212402
p00_01,2,10,congestion_price_rt,0.07060867547988892
p00_01,2,10,marginal_loss_price_da,0.30090802907943726
p00_01,2,10,total_lmp_da,0.45710134506225586
p00_01,2,10,da_as_total_mw_primary_reserve,0.12485694885253906
p00_01,2,10,da_as_total_mw_synchronized_reserve,0.14741533994674683
p00_01,2,10,da_as_total_mw_thirty_minutes_reserve,0.3292652368545532
p00_01,2,15,net_actual_interchange_mw,0.21211040019989014
p00_01,2,15,gross_actual_interchange_mw,0.18742018938064575
p00_01,2,15,total_gen,0.9325090050697327
p00_01,2,15,metered_load_mw,0.9115599989891052
p00_01,2,15,total_losses,0.5641517043113708
p00_01,2,15,congestion_price_da,0.11684590578079224
p00_01,2,15,congestion_price_rt,0.08115172386169434
p00_01,2,15,marginal_loss_price_da,0.318135142326355
p00_01,2,15,total_lmp_da,0.4726916551589966
p00_01,2,15,da_as_total_mw_primary_reserve,0.15558946132659912
p00_01,2,15,da_as_total_mw_synchronized_reserve,0.1591198444366455
p00_01,2,15,da_as_total_mw_thirty_minutes_reserve,0.34894055128097534
p00_01,2,20,net_actual_interchange_mw,0.22183233499526978
p00_01,2,20,gross_actual_interchange_mw,0.18239718675613403
p00_01,2,20,total_gen,0.9343414306640625
p00_01,2,20,metered_load_mw,0.9133387804031372
p00_01,2,20,total_losses,0.5659873485565186
p00_01,2,20,congestion_price_da,0.12503129243850708
p00_01,2,20,congestion_price_rt,0.08322030305862427
p00_01,2,20,marginal_loss_price_da,0.3252561092376709
p00_01,2,20,total_lmp_da,0.48266494274139404
p00_01,2,20,da_as_total_mw_primary_reserve,0.15020525455474854
p00_01,2,20,da_as_total_mw_synchronized_reserve,0.16837185621261597
p00_01,2,20,da_as_total_mw_thirty_minutes_reserve,0.3555907607078552
p00_01,2,25,net_actual_interchange_mw,0.22196608781814575
p00_01,2,25,gross_actual_interchange_mw,0.17824751138687134
p00_01,2,25,total_gen,0.9330627918243408
p00_01,2,25,metered_load_mw,0.9124863147735596
p00_01,2,25,total_losses,0.570159912109375
p00_01,2,25,congestion_price_da,0.1252041459083557
p00_01,2,25,congestion_price_rt,0.0865204930305481
p00_01,2,25,marginal_loss_price_da,0.3311944007873535
p00_01,2,25,total_lmp_da,0.4901682734489441
p00_01,2,25,da_as_total_mw_primary_reserve,0.15939652919769287
p00_01,2,25,da_as_total_mw_synchronized_reserve,0.1693851351737976
p00_01,2,25,da_as_total_mw_thirty_minutes_reserve,0.3618420958518982
p00_01,2,30,net_actual_interchange_mw,0.216120183467865
p00_01,2,30,gross_actual_interchange_mw,0.18278783559799194
p00_01,2,30,total_gen,0.9311822652816772
p00_01,2,30,metered_load_mw,0.9105203151702881
p00_01,2,30,total_losses,0.5648980140686035
p00_01,2,30,congestion_price_da,0.12620872259140015
p00_01,2,30,congestion_price_rt,0.07018393278121948
p00_01,2,30,marginal_loss_price_da,0.34476757049560547
p00_01,2,30,total_lmp_da,0.4861873388290405
p00_01,2,30,da_as_total_mw_primary_reserve,0.16611778736114502
p00_01,2,30,da_as_total_mw_synchronized_reserve,0.1620197296142578
p00_01,2,30,da_as_total_mw_thirty_minutes_reserve,0.35214918851852417
p00_01,2,35,net_actual_interchange_mw,0.23081159591674805
p00_01,2,35,gross_actual_interchange_mw,0.18529921770095825
p00_01,2,35,total_gen,0.92936772108078
p00_01,2,35,metered_load_mw,0.9086642861366272
p00_01,2,35,total_losses,0.5703480243682861
p00_01,2,35,congestion_price_da,0.12175732851028442
p00_01,2,35,congestion_price_rt,0.0835224986076355
p00_01,2,35,marginal_loss_price_da,0.3488342761993408
p00_01,2,35,total_lmp_da,0.5005607604980469
p00_01,2,35,da_as_total_mw_primary_reserve,0.162855327129364
p00_01,2,35,da_as_total_mw_synchronized_reserve,0.174716055393219
p00_01,2,35,da_as_total_mw_thirty_minutes_reserve,0.3489075303077698
p00_01,2,40,net_actual_interchange_mw,0.22614794969558716
p00_01,2,40,gross_actual_interchange_mw,0.18521177768707275
p00_01,2,40,total_gen,0.9289599061012268
p00_01,2,40,metered_load_mw,0.9088135361671448
p00_01,2,40,total_losses,0.576153039932251
p00_01,2,40,congestion_price_da,0.12649261951446533
p00_01,2,40,congestion_price_rt,0.0819975733757019
p00_01,2,40,marginal_loss_price_da,0.352114200592041
p00_01,2,40,total_lmp_da,0.492145299911499
p00_01,2,40,da_as_total_mw_primary_reserve,0.15917855501174927
p00_01,2,40,da_as_total_mw_synchronized_reserve,0.17506158351898193
p00_01,2,40,da_as_total_mw_thirty_minutes_reserve,0.3504660725593567
p00_01,2,45,net_actual_interchange_mw,0.2226758599281311
p00_01,2,45,gross_actual_interchange_mw,0.18263304233551025
p00_01,2,45,total_gen,0.9357011318206787
p00_01,2,45,metered_load_mw,0.9152879118919373
p00_01,2,45,total_losses,0.5551506876945496
p00_01,2,45,congestion_price_da,0.12067580223083496
p00_01,2,45,congestion_price_rt,0.0829426646232605
p00_01,2,45,marginal_loss_price_da,0.33419686555862427
p00_01,2,45,total_lmp_da,0.509411096572876
p00_01,2,45,da_as_total_mw_primary_reserve,0.16328167915344238
p00_01,2,45,da_as_total_mw_synchronized_reserve,0.17445939779281616
p00_01,2,45,da_as_total_mw_thirty_minutes_reserve,0.3777902126312256
p00_01,2,50,net_actual_interchange_mw,0.23323071002960205
p00_01,2,50,gross_actual_interchange_mw,0.1892174482345581
p00_01,2,50,total_gen,0.929459810256958
p00_01,2,50,metered_load_mw,0.9095629453659058
p00_01,2,50,total_losses,0.5640918016433716
p00_01,2,50,congestion_price_da,0.12775707244873047
p00_01,2,50,congestion_price_rt,0.07962870597839355
p00_01,2,50,marginal_loss_price_da,0.34919190406799316
p00_01,2,50,total_lmp_da,0.48987168073654175
