sid,size,K,conf,est
p00_01,2,0,net_actual_interchange_mw,0.18318504095077515
p00_01,2,0,gross_actual_interchange_mw,0.18276208639144897
p00_01,2,0,total_gen,0.908014178276062
p00_01,2,0,metered_load_mw,0.8825685977935791
p00_01,2,0,total_losses,0.5252282023429871
p00_01,2,0,congestion_price_da,0.10399258136749268
p00_01,2,0,congestion_price_rt,0.030164241790771484
p00_01,2,0,marginal_loss_price_da,0.2661922574043274
p00_01,2,0,total_lmp_da,0.40556061267852783
p00_01,2,0,da_as_total_mw_primary_reserve,0.1410045027732849
p00_01,2,0,da_as_total_mw_synchronized_reserve,0.1437443494796753
p00_01,2,0,da_as_total_mw_thirty_minutes_reserve,0.30949097871780396
p00_01,2,5,net_actual_interchange_mw,0.1603279709815979
p00_01,2,5,gross_actual_interchange_mw,0.18470436334609985
p00_01,2,5,total_gen,0.9245156645774841
p00_01,2,5,metered_load_mw,0.9012670516967773
p00_01,2,5,total_losses,0.5496640205383301
p00_01,2,5,congestion_price_da,0.12421989440917969
p00_01,2,5,congestion_price_rt,0.06614643335342407
p00_01,2,5,marginal_loss_price_da,0.3107781410217285
p00_01,2,5,total_lmp_da,0.4661914110183716
p00_01,2,5,da_as_total_mw_primary_reserve,0.14779555797576904
p00_01,2,5,da_as_total_mw_synchronized_reserve,0.14539796113967896
p00_01,2,5,da_as_total_mw_thirty_minutes_reserve,0.3105718493461609
p00_01,2,10,net_actual_interchange_mw,0.16725528240203857
p00_01,2,10,gross_actual_interchange_mw,0.1760503649711609
p00_01,2,10,total_gen,0.9334320425987244
p00_01,2,10,metered_load_mw,0.9106441736221313
p00_01,2,10,total_losses,0.5520840883255005
p00_01,2,10,congestion_price_da,0.11562180519104004
p00_01,2,10,congestion_price_rt,0.06490659713745117
p00_01,2,10,marginal_loss_price_da,0.32075250148773193
p00_01,2,10,total_lmp_da,0.47387391328811646
p00_01,2,10,da_as_total_mw_primary_reserve,0.14674746990203857
p00_01,2,10,da_as_total_mw_synchronized_reserve,0.1352500319480896
p00_01,2,10,da_as_total_mw_thirty_minutes_reserve,0.34103327989578247
p00_01,2,15,net_actual_interchange_mw,0.2058888077735901
p00_01,2,15,gross_actual_interchange_mw,0.17638665437698364
p00_01,2,15,total_gen,0.933657169342041
p00_01,2,15,metered_load_mw,0.9133492708206177
p00_01,2,15,total_losses,0.5619014501571655
p00_01,2,15,congestion_price_da,0.12609916925430298
p00_01,2,15,congestion_price_rt,0.07743144035339355
p00_01,2,15,marginal_loss_price_da,0.3143845200538635
p00_01,2,15,total_lmp_da,0.47507548332214355
p00_01,2,15,da_as_total_mw_primary_reserve,0.1590525507926941
p00_01,2,15,da_as_total_mw_synchronized_reserve,0.16077113151550293
p00_01,2,15,da_as_total_mw_thirty_minutes_reserve,0.3523349165916443
p00_01,2,20,net_actual_interchange_mw,0.21015727519989014
p00_01,2,20,gross_actual_interchange_mw,0.177257239818573
p00_01,2,20,total_gen,0.9352147579193115
p00_01,2,20,metered_load_mw,0.9146446585655212
p00_01,2,20,total_losses,0.5612845420837402
p00_01,2,20,congestion_price_da,0.1259324550628662
p00_01,2,20,congestion_price_rt,0.07762807607650757
p00_01,2,20,marginal_loss_price_da,0.3255835175514221
p00_01,2,20,total_lmp_da,0.49694371223449707
p00_01,2,20,da_as_total_mw_primary_reserve,0.16057217121124268
p00_01,2,20,da_as_total_mw_synchronized_reserve,0.16723448038101196
p00_01,2,20,da_as_total_mw_thirty_minutes_reserve,0.3331946134567261
p00_01,2,25,net_actual_interchange_mw,0.21058285236358643
