sid,size,K,conf,est
p00_01,2,0,net_actual_interchange_mw,0.0
p00_01,2,0,gross_actual_interchange_mw,0.0
p00_01,2,0,total_gen,0.6974397897720337
p00_01,2,0,metered_load_mw,0.5762593746185303
p00_01,2,0,total_losses,0.0721580982208252
p00_01,2,0,congestion_price_da,0.0
p00_01,2,0,congestion_price_rt,0.0
p00_01,2,0,marginal_loss_price_da,0.0
p00_01,2,0,total_lmp_da,0.0
p00_01,2,0,da_as_total_mw_primary_reserve,0.0
p00_01,2,0,da_as_total_mw_synchronized_reserve,0.0
p00_01,2,0,da_as_total_mw_thirty_minutes_reserve,0.0
p00_01,2,5,net_actual_interchange_mw,0.13775569200515747
p00_01,2,5,gross_actual_interchange_mw,0.1754586100578308
p00_01,2,5,total_gen,0.9103456735610962
p00_01,2,5,metered_load_mw,0.8869315385818481
p00_01,2,5,total_losses,0.46776390075683594
p00_01,2,5,congestion_price_da,0.08575516939163208
p00_01,2,5,congestion_price_rt,0.019998013973236084
p00_01,2,5,marginal_loss_price_da,0.14670079946517944
p00_01,2,5,total_lmp_da,0.31992220878601074
p00_01,2,5,da_as_total_mw_primary_reserve,0.07216942310333252
p00_01,2,5,da_as_total_mw_synchronized_reserve,0.057717204093933105
p00_01,2,5,da_as_total_mw_thirty_minutes_reserve,0.16394615173339844
p00_01,2,10,net_actual_interchange_mw,0.10826969146728516
p00_01,2,10,gross_actual_interchange_mw,0.17109054327011108
p00_01,2,10,total_gen,0.9186290502548218
p00_01,2,10,metered_load_mw,0.8906535506248474
p00_01,2,10,total_losses,0.44968676567077637
p00_01,2,10,congestion_price_da,0.0940631628036499
p00_01,2,10,congestion_price_rt,0.029529929161071777
p00_01,2,10,marginal_loss_price_da,0.21568524837493896
p00_01,2,10,total_lmp_da,0.37026655673980713
p00_01,2,10,da_as_total_mw_primary_reserve,0.07953768968582153
p00_01,2,10,da_as_total_mw_synchronized_reserve,0.1108313798904419
p00_01,2,10,da_as_total_mw_thirty_minutes_reserve,0.23252540826797485
p00_01,2,15,net_actual_interchange_mw,0.13287192583084106
p00_01,2,15,gross_actual_interchange_mw,0.18060535192489624
p00_01,2,15,total_gen,0.926268994808197
p00_01,2,15,metered_load_mw,0.9039739966392517
p00_01,2,15,total_losses,0.5178397297859192
p00_01,2,15,congestion_price_da,0.11379635334014893
p00_01,2,15,congestion_price_rt,0.05798017978668213
p00_01,2,15,marginal_loss_price_da,0.23147547245025635
p00_01,2,15,total_lmp_da,0.40192270278930664
p00_01,2,15,da_as_total_mw_primary_reserve,0.10886824131011963
p00_01,2,15,da_as_total_mw_synchronized_reserve,0.11175310611724854
p00_01,2,15,da_as_total_mw_thirty_minutes_reserve,0.2860950827598572
p00_01,2,20,net_actual_interchange_mw,0.13793236017227173
p00_01,2,20,gross_actual_interchange_mw,0.1707107424736023
p00_01,2,20,total_gen,0.9282909631729126
p00_01,2,20,metered_load_mw,0.9052515625953674
p00_01,2,20,total_losses,0.5416580438613892
p00_01,2,20,congestion_price_da,0.12438547611236572
p00_01,2,20,congestion_price_rt,0.06786316633224487
p00_01,2,20,marginal_loss_price_da,0.2459934949874878
p00_01,2,20,total_lmp_da,0.41497087478637695
p00_01,2,20,da_as_total_mw_primary_reserve,0.13165515661239624
p00_01,2,20,da_as_total_mw_synchronized_reserve,0.13079142570495605
p00_01,2,20,da_as_total_mw_thirty_minutes_reserve,0.2947664260864258
p00_01,2,25,net_actual_interchange_mw,0.1512555480003357
p00_01,2,25,gross_actual_interchange_mw,0.18371635675430298
p00_01,2,25,total_gen,0.9296677112579346
p00_01,2,25,metered_load_mw,0.9068418741226196
p00_01,2,25,total_losses,0.5469188690185547
p00_01,2,25,congestion_price_da,0.12231588363647461
p00_01,2,25,congestion_price_rt,0.06973069906234741
p00_01,2,25,marginal_loss_price_da,0.2537955641746521
p00_01,2,25,total_lmp_da,0.4257414937019348
p00_01,2,25,da_as_total_mw_primary_reserve,0.1445595622062683
p00_01,2,25,da_as_total_mw_synchronized_reserve,0.12928718328475952
p00_01,2,25,da_as_total_mw_thirty_minutes_reserve,0.32526665925979614
p00_01,2,30,net_actual_interchange_mw,0.15656650066375732
p00_01,2,30,gross_actual_interchange_mw,0.18425726890563965
p00_01,2,30,total_gen,0.9301144480705261
p00_01,2,30,metered_load_mw,0.9093543291091919
p00_01,2,30,total_losses,0.5465356111526489
p00_01,2,30,congestion_price_da,0.12279212474822998
p00_01,2,30,congestion_price_rt,0.07089352607727051
p00_01,2,30,marginal_loss_price_da,0.26089513301849365
p00_01,2,30,total_lmp_da,0.4318694472312927
p00_01,2,30,da_as_total_mw_primary_reserve,0.15116506814956665
p00_01,2,30,da_as_total_mw_synchronized_reserve,0.14737874269485474
p00_01,2,30,da_as_total_mw_thirty_minutes_reserve,0.34058886766433716
p00_01,2,35,net_actual_interchange_mw,0.17239075899124146
p00_01,2,35,gross_actual_interchange_mw,0.18284517526626587
p00_01,2,35,total_gen,0.9321642518043518
p00_01,2,35,metered_load_mw,0.9109997153282166
p00_01,2,35,total_losses,0.5520148873329163
p00_01,2,35,congestion_price_da,0.12726426124572754
p00_01,2,35,congestion_price_rt,0.07589691877365112
p00_01,2,35,marginal_loss_price_da,0.26525795459747314
p00_01,2,35,total_lmp_da,0.432916522026062
p00_01,2,35,da_as_total_mw_primary_reserve,0.15260320901870728
p00_01,2,35,da_as_total_mw_synchronized_reserve,0.15481477975845337
p00_01,2,35,da_as_total_mw_thirty_minutes_reserve,0.3429657816886902
p00_01,2,40,net_actual_interchange_mw,0.18725353479385376
p00_01,2,40,gross_actual_interchange_mw,0.1744629144668579
p00_01,2,40,total_gen,0.9288392066955566
p00_01,2,40,metered_load_mw,0.9083249568939209
p00_01,2,40,total_losses,0.5599372982978821
p00_01,2,40,congestion_price_da,0.12247884273529053
p00_01,2,40,congestion_price_rt,0.07252544164657593
p00_01,2,40,marginal_loss_price_da,0.2673293352127075
p00_01,2,40,total_lmp_da,0.4405413269996643
p00_01,2,40,da_as_total_mw_primary_reserve,0.1530476212501526
p00_01,2,40,da_as_total_mw_synchronized_reserve,0.15938514471054077
p00_01,2,40,da_as_total_mw_thirty_minutes_reserve,0.3496277928352356
p00_01,2,45,net_actual_interchange_mw,0.198153555393219
p00_01,2,45,gross_actual_interchange_mw,0.18661373853683472
p00_01,2,45,total_gen,0.9302462339401245
p00_01,2,45,metered_load_mw,0.9102754592895508
p00_01,2,45,total_losses,0.5619230270385742
p00_01,2,45,congestion_price_da,0.12802231311798096
p00_01,2,45,congestion_price_rt,0.0696340799331665
p00_01,2,45,marginal_loss_price_da,0.27673226594924927
p00_01,2,45,total_lmp_da,0.4479687213897705
p00_01,2,45,da_as_total_mw_primary_reserve,0.15798377990722656
p00_01,2,45,da_as_total_mw_synchronized_reserve,0.16176950931549072
p00_01,2,45,da_as_total_mw_thirty_minutes_reserve,0.35413217544555664
p00_01,2,50,net_actual_interchange_mw,0.2067316174507141
p00_01,2,50,gross_actual_interchange_mw,0.18337780237197876
p00_01,2,50,total_gen,0.9342350959777832
p00_01,2,50,metered_load_mw,0.9138686656951904
p00_01,2,50,total_losses,0.5642622709274292
p00_01,2,50,congestion_price_da,0.12801849842071533
p00_01,2,50,congestion_price_rt,0.07075190544128418
p00_01,2,50,marginal_loss_price_da,0.280076801776886
p00_01,2,50,total_lmp_da,0.4527238607406616
p00_01,2,50,da_as_total_mw_primary_reserve,0.16078662872314453
p00_01,2,50,da_as_total_mw_synchronized_reserve,0.16525053977966309
p00_01,2,50,da_as_total_mw_thirty_minutes_reserve,0.3625001311302185
p00_01,2,55,net_actual_interchange_mw,0.21149492263793945
p00_01,2,55,gross_actual_interchange_mw,0.18783944845199585
p00_01,2,55,total_gen,0.9325864911079407
p00_01,2,55,metered_load_mw,0.9117753505706787
p00_01,2,55,total_losses,0.5652866959571838
p00_01,2,55,congestion_price_da,0.12263941764831543
p00_01,2,55,congestion_price_rt,0.07893204689025879
p00_01,2,55,marginal_loss_price_da,0.2786571979522705
p00_01,2,55,total_lmp_da,0.4574260115623474
p00_01,2,55,da_as_total_mw_primary_reserve,0.1558637022972107
p00_01,2,55,da_as_total_mw_synchronized_reserve,0.1607142686843872
p00_01,2,55,da_as_total_mw_thirty_minutes_reserve,0.35828840732574463
p00_01,2,60,net_actual_interchange_mw,0.1914697289466858
p00_01,2,60,gross_actual_interchange_mw,0.18856078386306763
p00_01,2,60,total_gen,0.9277816414833069
p00_01,2,60,metered_load_mw,0.9080133438110352
p00_01,2,60,total_losses,0.5656445622444153
p00_01,2,60,congestion_price_da,0.129006028175354
p00_01,2,60,congestion_price_rt,0.0783887505531311
p00_01,2,60,marginal_loss_price_da,0.28719985485076904
p00_01,2,60,total_lmp_da,0.4506751298904419
p00_01,2,60,da_as_total_mw_primary_reserve,0.15173202753067017
p00_01,2,60,da_as_total_mw_synchronized_reserve,0.15057599544525146
p00_01,2,60,da_as_total_mw_thirty_minutes_reserve,0.3408529758453369
p00_01,2,65,net_actual_interchange_mw,0.21427279710769653
p00_01,2,65,gross_actual_interchange_mw,0.18509918451309204
p00_01,2,65,total_gen,0.9336466193199158
p00_01,2,65,metered_load_mw,0.913533091545105
p00_01,2,65,total_losses,0.5679650902748108
p00_01,2,65,congestion_price_da,0.12581169605255127
p00_01,2,65,congestion_price_rt,0.0786064863204956
p00_01,2,65,marginal_loss_price_da,0.29238271713256836
p00_01,2,65,total_lmp_da,0.4691022038459778
p00_01,2,65,da_as_total_mw_primary_reserve,0.16157573461532593
p00_01,2,65,da_as_total_mw_synchronized_reserve,0.16807574033737183
p00_01,2,65,da_as_total_mw_thirty_minutes_reserve,0.36832714080810547
p00_01,2,70,net_actual_interchange_mw,0.21402698755264282
p00_01,2,70,gross_actual_interchange_mw,0.18685954809188843
p00_01,2,70,total_gen,0.9328245520591736
p00_01,2,70,metered_load_mw,0.9127314686775208
p00_01,2,70,total_losses,0.564776599407196
p00_01,2,70,congestion_price_da,0.12008559703826904
p00_01,2,70,congestion_price_rt,0.08270329236984253
p00_01,2,70,marginal_loss_price_da,0.277381956577301
p00_01,2,70,total_lmp_da,0.4636731743812561
p00_01,2,70,da_as_total_mw_primary_reserve,0.1620851755142212
p00_01,2,70,da_as_total_mw_synchronized_reserve,0.16854846477508545
p00_01,2,70,da_as_total_mw_thirty_minutes_reserve,0.3674336075782776
p00_01,2,75,net_actual_interchange_mw,0.20418739318847656
p00_01,2,75,gross_actual_interchange_mw,0.1890425682067871
p00_01,2,75,total_gen,0.9264112114906311
p00_01,2,75,metered_load_mw,0.9080694913864136
p00_01,2,75,total_losses,0.5676413774490356
p00_01,2,75,congestion_price_da,0.1277257204055786
p00_01,2,75,congestion_price_rt,0.07870292663574219
p00_01,2,75,marginal_loss_price_da,0.30048680305480957
p00_01,2,75,total_lmp_da,0.46682119369506836
p00_01,2,75,da_as_total_mw_primary_reserve,0.1550247073173523
p00_01,2,75,da_as_total_mw_synchronized_reserve,0.1609247922897339
p00_01,2,75,da_as_total_mw_thirty_minutes_reserve,0.35683709383010864
p00_01,2,80,net_actual_interchange_mw,0.22087275981903076
p00_01,2,80,gross_actual_interchange_mw,0.18688875436782837
p00_01,2,80,total_gen,0.9321505427360535
p00_01,2,80,metered_load_mw,0.9117260575294495
p00_01,2,80,total_losses,0.5726139545440674
p00_01,2,80,congestion_price_da,0.12099349498748779
p00_01,2,80,congestion_price_rt,0.08550834655761719
p00_01,2,80,marginal_loss_price_da,0.3002265691757202
p00_01,2,80,total_lmp_da,0.47770464420318604
p00_01,2,80,da_as_total_mw_primary_reserve,0.16509711742401123
p00_01,2,80,da_as_total_mw_synchronized_reserve,0.16520655155181885
p00_01,2,80,da_as_total_mw_thirty_minutes_reserve,0.37367624044418335
p00_02,2,0,net_actual_interchange_mw,0.0
p00_02,2,0,gross_actual_interchange_mw,0.0
p00_02,2,0,total_gen,0.4534454345703125
p00_02,2,0,metered_load_mw,0.3562784790992737
p00_02,2,0,total_losses,0.10674476623535156
p00_02,2,0,congestion_price_da,0.0
p00_02,2,0,congestion_price_rt,0.0
p00_02,2,0,marginal_loss_price_da,0.0
p00_02,2,0,total_lmp_da,0.0
p00_02,2,0,da_as_total_mw_primary_reserve,0.0
p00_02,2,0,da_as_total_mw_synchronized_reserve,0.0
p00_02,2,0,da_as_total_mw_thirty_minutes_reserve,0.0006255507469177246
p00_02,2,5,net_actual_interchange_mw,0.07723110914230347
p00_02,2,5,gross_actual_interchange_mw,0.13150984048843384
p00_02,2,5,total_gen,0.7756657600402832
p00_02,2,5,metered_load_mw,0.7659461498260498
p00_02,2,5,total_losses,0.47661954164505005
p00_02,2,5,congestion_price_da,0.09146004915237427
p00_02,2,5,congestion_price_rt,0.02408885955810547
p00_02,2,5,marginal_loss_price_da,0.19287067651748657
p00_02,2,5,total_lmp_da,0.3006114363670349
p00_02,2,5,da_as_total_mw_primary_reserve,0.05944943428039551
p00_02,2,5,da_as_total_mw_synchronized_reserve,0.04424387216567993
p00_02,2,5,da_as_total_mw_thirty_minutes_reserve,0.12695187330245972
p00_02,2,10,net_actual_interchange_mw,0.08339482545852661
p00_02,2,10,gross_actual_interchange_mw,0.11724889278411865
p00_02,2,10,total_gen,0.8038761615753174
p00_02,2,10,metered_load_mw,0.7918079495429993
p00_02,2,10,total_losses,0.4403124451637268
p00_02,2,10,congestion_price_da,0.1186373233795166
p00_02,2,10,congestion_price_rt,0.03709346055984497
p00_02,2,10,marginal_loss_price_da,0.24845409393310547
p00_02,2,10,total_lmp_da,0.3767911195755005
p00_02,2,10,da_as_total_mw_primary_reserve,0.07527053356170654
p00_02,2,10,da_as_total_mw_synchronized_reserve,0.10058099031448364
