sid,size,K,conf,est
p00_01,2,0,net_actual_interchange_mw,0.18388450145721436
p00_01,2,0,gross_actual_interchange_mw,0.1767321228981018
p00_01,2,0,total_gen,0.9195030927658081
p00_01,2,0,metered_load_mw,0.8952604532241821
p00_01,2,0,total_losses,0.5333775281906128
p00_01,2,0,congestion_price_da,0.1191108226776123
p00_01,2,0,congestion_price_rt,0.043753623962402344
p00_01,2,0,marginal_loss_price_da,0.27924036979675293
p00_01,2,0,total_lmp_da,0.43599003553390503
p00_01,2,0,da_as_total_mw_primary_reserve,0.1527937650680542
p00_01,2,0,da_as_total_mw_synchronized_reserve,0.14397907257080078
p00_01,2,0,da_as_total_mw_thirty_minutes_reserve,0.31555819511413574
p00_01,2,5,net_actual_interchange_mw,0.1837782859802246
p00_01,2,5,gross_actual_interchange_mw,0.18865060806274414
p00_01,2,5,total_gen,0.9222617745399475
p00_01,2,5,metered_load_mw,0.9013347029685974
p00_01,2,5,total_losses,0.5567151308059692
p00_01,2,5,congestion_price_da,0.12786877155303955
p00_01,2,5,congestion_price_rt,0.05616635084152222
p00_01,2,5,marginal_loss_price_da,0.30792170763015747
p00_01,2,5,total_lmp_da,0.46522969007492065
p00_01,2,5,da_as_total_mw_primary_reserve,0.1597365140914917
p00_01,2,5,da_as_total_mw_synchronized_reserve,0.15563416481018066
p00_01,2,5,da_as_total_mw_thirty_minutes_reserve,0.3460105061531067
p00_01,2,10,net_actual_interchange_mw,0.1893581748008728
p00_01,2,10,gross_actual_interchange_mw,0.18553781509399414
p00_01,2,10,total_gen,0.9331848621368408
p00_01,2,10,metered_load_mw,0.9106994271278381
p00_01,2,10,total_losses,0.5547912120819092
p00_01,2,10,congestion_price_da,0.1213870644569397
p00_01,2,10,congestion_price_rt,0.0795673131942749
p00_01,2,10,marginal_loss_price_da,0.31489336490631104
p00_01,2,10,total_lmp_da,0.47654950618743896
p00_01,2,10,da_as_total_mw_primary_reserve,0.15844160318374634
p00_01,2,10,da_as_total_mw_synchronized_reserve,0.13530504703521729
p00_01,2,10,da_as_total_mw_thirty_minutes_reserve,0.3508896827697754
p00_01,2,15,net_actual_interchange_mw,0.20275205373764038
p00_01,2,15,gross_actual_interchange_mw,0.189272940158844
p00_01,2,15,total_gen,0.9340771436691284
p00_01,2,15,metered_load_mw,0.9140434265136719
p00_01,2,15,total_losses,0.5667523145675659
p00_01,2,15,congestion_price_da,0.12545084953308105
p00_01,2,15,congestion_price_rt,0.08599555492401123
p00_01,2,15,marginal_loss_price_da,0.3224554657936096
p00_01,2,15,total_lmp_da,0.48140984773635864
p00_01,2,15,da_as_total_mw_primary_reserve,0.1654084324836731
p00_01,2,15,da_as_total_mw_synchronized_reserve,0.1621202826499939
p00_01,2,15,da_as_total_mw_thirty_minutes_reserve,0.35907912254333496
p00_01,2,20,net_actual_interchange_mw,0.21824848651885986
p00_01,2,20,gross_actual_interchange_mw,0.18645375967025757
p00_01,2,20,total_gen,0.933790922164917
