target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,16,2.578632354736328,0.9300450276134827
gross_actual_interchange_mw,17,2.2079086303710938,0.7792948720233349
total_gen,28,2.9440016746520996,0.8834996968710385
metered_load_mw,27,2.9381871223449707,0.8914843913094063
total_losses,19,2.746411085128784,0.9327451187004334
congestion_price_da,8,1.9483067989349365,0.9369375189845613
congestion_price_rt,11,2.268984317779541,0.9462399561477141
marginal_loss_price_da,21,2.844834327697754,0.9344106952369883
total_lmp_da,32,3.2290942668914795,0.9317196570814641
da_as_total_mw_primary_reserve,11,2.039099931716919,0.8503707208769241
da_as_total_mw_synchronized_reserve,8,1.7775260210037231,0.8548093251843877
da_as_total_mw_thirty_minutes_reserve,18,2.767817258834839,0.9575990532267966
