epoch,loss
1,0.12889456748962402
25,0.012301084585487843
50,0.0008011981844902039
75,0.00044850827543996274
100,0.0007256161770783365
125,0.000492829189170152
150,0.0004181987314950675
175,0.00030452923965640366
200,0.0003738674276974052
225,0.0003018701681867242
250,0.00035391931305639446
275,0.0002531931095290929
300,0.0005944910226389766
325,0.0001647875178605318
350,0.00045238854363560677
375,0.00038814955041743815
400,0.0004232310748193413
425,0.00023292904370464385
450,0.00013500128989107907
475,0.0004467339313123375
500,0.00026996832457371056
525,0.00021226397075224668
550,0.0003102855116594583
575,0.00014692039985675365
600,0.0001263047888642177
625,0.00018219724006485194
650,0.0002836485509760678
675,0.00028811933589167893
700,0.00035038337227888405
725,0.00047640252159908414
750,0.000359055760782212
775,0.0001280688593396917
800,0.00011246019857935607
825,0.00010077881597680971
850,0.0001598800445208326
875,0.0001852179557317868
900,0.00025505872326903045
925,0.00015213103324640542
950,0.00010776648559840396
975,0.00014509634638670832
1000,0.00019566914124879986
1025,0.0006379424012266099
1050,0.00018502083548810333
1075,9.719491936266422e-05
1100,0.00016735511599108577
1125,0.00023285188945010304
1150,0.00013812026008963585
1175,0.00010678260878194124
1200,0.00011122615251224488
