field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.956681065261364,-0.033963888560578415,True
metered_load_mw,0.9762308832723112,0.9801778309047222,0.003946947632410991,True
total_losses,0.6540839836602339,0.6155685186386108,-0.03851546502162306,True
congestion_price_da,0.0475838272605031,0.23977965116500854,0.19219582390450546,True
congestion_price_rt,0.4561738508473963,0.477939248085022,0.02176539723762566,True
marginal_loss_price_da,0.4407231017762543,0.4753265976905823,0.034603495914327986,True
total_lmp_da,0.9299314144617218,0.9153197482228279,-0.014611666238893872,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9677524156868458,-0.007475403270915781,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9254272431135178,-0.016415867932129014,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.4070572853088379,-0.049846752695666185,True
