field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.8766297847032547,-0.1140151691186877,True
metered_load_mw,0.9762308832723112,0.922700822353363,-0.053530060918948186,True
total_losses,0.6540839836602339,0.6252008676528931,-0.028883116007340837,True
congestion_price_da,0.0475838272605031,0.2592455744743347,0.21166174721383163,True
congestion_price_rt,0.4561738508473963,0.49166256189346313,0.03548871104606682,True
marginal_loss_price_da,0.4407231017762543,0.4154840111732483,-0.025239090603005998,True
total_lmp_da,0.9299314144617218,0.8542105257511139,-0.07572088871060789,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9650970287621021,-0.010130790195659434,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.923499770462513,-0.018343340583133805,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.37952619791030884,-0.07737784009419524,True
