order,group,n,child_v_spearman,parent_v_spearman,syn_spearman,child_v_mae,parent_v_mae,syn_mae
4,audit_strong,325,0.7303630293814345,0.565058267419251,-0.03162183419852132,0.0595502876717726,0.09597958823136857,0.05628776968105695
4,random,1000,0.9528708763053269,0.9486433214049403,0.6299653818552781,0.03645622116841457,0.03723949984114025,0.009487428321674606
5,audit_strong,270,0.7217099401021636,0.5578529492431532,-0.11943078003145327,0.07338459296209984,0.1523580562886745,0.0949917565953407
5,random,1000,0.965414816311061,0.9651392474071716,0.6642022362022362,0.033830170153133,0.03470849891364014,0.008130835085131655
