indices,child_search_syn,child_audit_syn,child_search_conf,child_audit_conf,child_conf_stable,any_parent_score_search,aligned_parent_score_search_caudit,aligned_parent_score_search_csearch,any_parent_score_audit,aligned_parent_score_audit,any_rank_search,aligned_rank_search_caudit,aligned_rank_search_csearch,any_rank_audit,aligned_rank_audit,best_parent_conf_search,best_parent_conf_audit,best_parent_conf_matches_child_audit,best_parent_conf_matches_child_search,best_parent_pos_search,best_parent_pos_audit
"0,5,11,29",0.04650544375181198,0.06379646062850952,0,11,False,0.08378434926271439,0.08378434926271439,0.07765728235244751,0.08728782832622528,0.0642768070101738,775,331,195,753,708,11,0,True,False,1,0
"0,5,11,30",0.04210050031542778,0.06538102775812149,7,11,False,0.08035904169082642,0.08035904169082642,0.04079098999500275,0.08728782832622528,0.06672646850347519,896,384,364,753,633,11,0,True,False,1,0
"0,5,11,40",0.03474412113428116,0.05340269207954407,0,0,True,0.0898205116391182,0.07998091727495193,0.07998091727495193,0.08728782832622528,0.08728782832622528,616,174,174,753,111,11,0,False,False,2,0
"0,5,11,42",0.051032502204179764,0.059720467776060104,0,0,True,0.07765728235244751,0.07765728235244751,0.07765728235244751,0.08728782832622528,0.08728782832622528,1000,195,195,753,111,0,0,True,True,0,0
"0,5,12,13",0.05665956810116768,0.04888588562607765,11,11,True,0.07354319840669632,0.07354319840669632,0.07354319840669632,0.08610688894987106,0.08610688894987106,1197,505,505,797,280,11,11,True,True,1,3
"0,5,12,31",0.037593405693769455,0.05793172866106033,11,11,True,0.10929689556360245,0.10929689556360245,0.10929689556360245,0.11511394381523132,0.11511394381523132,249,97,97,258,78,11,11,True,True,2,2
"0,5,12,32",0.03759365528821945,0.0579327717423439,11,11,True,0.10929707437753677,0.10929707437753677,0.10929707437753677,0.1151147112250328,0.1151147112250328,248,96,96,257,77,11,11,True,True,2,2
"0,5,12,33",0.038652677088975906,0.06306982040405273,11,11,True,0.11826194822788239,0.11826194822788239,0.11826194822788239,0.1222129687666893,0.1222129687666893,177,62,62,196,52,11,11,True,True,2,2
"0,5,13,14",0.05033877491950989,0.044024355709552765,11,11,True,0.10625386983156204,0.10625386983156204,0.10625386983156204,0.09325461834669113,0.09325461834669113,299,121,121,608,200,11,11,True,True,2,2
"0,5,13,15",0.06244100257754326,0.052796248346567154,11,11,True,0.0868837907910347,0.08453916758298874,0.08453916758298874,0.09756568819284439,0.08362694829702377,683,320,320,526,327,2,2,False,False,1,1
"0,5,13,18",0.053487248718738556,0.05193274840712547,11,11,True,0.07354319840669632,0.07354319840669632,0.07354319840669632,0.05920679494738579,0.05920679494738579,1197,505,505,2336,899,11,11,True,True,0,3
"0,5,13,29",0.05259663611650467,0.045360371470451355,11,11,True,0.08378434926271439,0.08378434926271439,0.08378434926271439,0.0642768070101738,0.0642768070101738,775,331,331,1886,708,11,11,True,True,1,1
"0,5,13,37",0.06524303555488586,0.06176486983895302,11,11,True,0.09641065448522568,0.09641065448522568,0.09641065448522568,0.09120672196149826,0.09120672196149826,470,204,204,653,219,11,11,True,True,3,1
"0,5,14,15",0.052662044763565063,0.04994652420282364,11,11,True,0.11703662574291229,0.11703662574291229,0.11703662574291229,0.1156756579875946,0.1156756579875946,184,63,63,250,74,11,11,True,True,3,3
"0,5,14,19",0.060619056224823,0.06321295350790024,11,0,False,0.12047015875577927,0.12047015875577927,0.07489491999149323,0.14404498040676117,0.14404498040676117,162,38,483,87,21,0,0,True,False,2,2
"0,5,14,20",0.06332272291183472,0.05914818122982979,11,0,False,0.11052147299051285,0.11052147299051285,0.07356153428554535,0.138279527425766,0.138279527425766,236,49,504,110,25,0,0,True,False,2,2
"0,5,14,31",0.06519588083028793,0.05631473660469055,11,11,True,0.14995896816253662,0.14995896816253662,0.14995896816253662,0.14480744302272797,0.14480744302272797,64,21,21,83,22,11,11,True,True,2,2
"0,5,14,32",0.06519477069377899,0.05631118267774582,11,11,True,0.14996059238910675,0.14996059238910675,0.14996059238910675,0.14481137692928314,0.14481137692928314,63,20,20,82,21,11,11,True,True,2,2
"0,5,14,33",0.05994105339050293,0.049125030636787415,11,11,True,0.16258838772773743,0.16258838772773743,0.16258838772773743,0.1613653153181076,0.1613653153181076,39,12,12,50,11,11,11,True,True,2,2
"0,5,15,20",0.052860792726278305,0.04004273563623428,0,5,False,0.0868837907910347,0.009794567711651325,0.051242977380752563,0.09756568819284439,0.004620332270860672,683,2732,735,526,3608,2,2,False,False,0,0
"0,5,15,24",0.0419418141245842,0.053723473101854324,0,1,False,0.0868837907910347,0.05140390247106552,0.051948439329862595,0.09756568819284439,0.04753351956605911,683,42,698,526,51,2,2,False,False,0,0
"0,5,15,29",0.05065523460507393,0.044943660497665405,11,11,True,0.0868837907910347,0.08453916758298874,0.08453916758298874,0.09756568819284439,0.08362694829702377,683,320,320,526,327,2,2,False,False,0,0
"0,5,15,33",0.05229146033525467,0.055392052978277206,11,11,True,0.09244945645332336,0.08453916758298874,0.08453916758298874,0.14137466251850128,0.08362694829702377,560,320,320,97,327,0,0,False,False,3,3
"0,5,15,37",0.0603458546102047,0.05666035786271095,11,11,True,0.10251341760158539,0.0901266559958458,0.0901266559958458,0.09756568819284439,0.09120672196149826,346,259,259,526,219,10,2,False,False,3,0
"0,5,15,38",0.06378397345542908,0.07132035493850708,11,11,True,0.11655807495117188,0.10363001376390457,0.10363001376390457,0.10097850859165192,0.08717811107635498,189,137,137,483,259,0,0,False,False,3,3
"0,5,15,40",0.05045398324728012,0.015433468855917454,0,11,False,0.15149639546871185,0.08453916758298874,0.0743945762515068,0.09756568819284439,0.08362694829702377,57,320,229,526,327,4,2,False,False,3,0
"0,5,15,42",0.061147186905145645,0.017617397010326385,0,10,False,0.1037185862660408,0.02058326080441475,0.1037185862660408,0.14580868184566498,0.034155141562223434,329,1271,57,80,246,0,0,False,True,3,3
"0,5,15,43",0.05230189859867096,0.011192982085049152,0,10,False,0.1159028485417366,0.02058326080441475,0.051242977380752563,0.09756568819284439,0.034155141562223434,190,1271,735,526,246,4,2,False,False,3,0
"0,5,18,43",0.05198925733566284,0.03881821036338806,0,0,True,0.05525807663798332,0.05525807663798332,0.05525807663798332,0.06807905435562134,0.041078027337789536,2453,593,593,1636,1007,0,4,True,True,2,3
"0,5,19,22",0.05210036411881447,0.02986893802881241,11,11,True,0.07406739145517349,0.07406739145517349,0.07406739145517349,0.0755598247051239,0.0755598247051239,1167,498,498,1215,455,11,11,True,True,3,0
"0,5,19,28",0.05205795541405678,0.045525532215833664,11,11,True,0.06804456561803818,0.06804456561803818,0.06804456561803818,0.0755598247051239,0.0755598247051239,1450,615,615,1215,455,11,11,True,True,0,0
"0,5,19,30",0.052037544548511505,0.046531036496162415,11,11,True,0.08035904169082642,0.08035904169082642,0.08035904169082642,0.0755598247051239,0.0755598247051239,896,384,384,1215,455,11,11,True,True,1,0
"0,5,19,33",0.042702097445726395,0.05099129304289818,11,11,True,0.10737603157758713,0.10737603157758713,0.10737603157758713,0.10470934212207794,0.10470934212207794,278,112,112,418,136,11,11,True,True,3,3
"0,5,19,37",0.04816170036792755,0.06578072160482407,11,11,True,0.0901266559958458,0.0901266559958458,0.0901266559958458,0.09142617881298065,0.09142617881298065,610,259,259,647,217,11,11,True,True,1,3
"0,5,20,22",0.057751644402742386,0.03085377626121044,11,11,True,0.07511269301176071,0.07511269301176071,0.07511269301176071,0.07887526601552963,0.07887526601552963,1106,476,476,1080,398,11,11,True,True,3,0
"0,5,20,28",0.053139302879571915,0.0465906523168087,11,11,True,0.07356153428554535,0.07356153428554535,0.07356153428554535,0.07887526601552963,0.07887526601552963,1196,504,504,1080,398,11,11,True,True,0,0
"0,5,20,30",0.05370801314711571,0.04751206934452057,11,11,True,0.08035904169082642,0.08035904169082642,0.08035904169082642,0.07887526601552963,0.07887526601552963,896,384,384,1080,398,11,11,True,True,1,0
"0,5,20,31",0.04546482115983963,0.05492301657795906,11,11,True,0.10164318233728409,0.10164318233728409,0.10164318233728409,0.11578094959259033,0.11578094959259033,373,164,164,248,72,11,11,True,True,3,3
"0,5,20,32",0.04546433687210083,0.05492214858531952,11,11,True,0.10164720565080643,0.10164720565080643,0.10164720565080643,0.1157798320055008,0.1157798320055008,372,163,163,249,73,11,11,True,True,3,3
"0,5,20,33",0.046503789722919464,0.05657614395022392,11,11,True,0.10746172070503235,0.10746172070503235,0.10746172070503235,0.10174088180065155,0.10174088180065155,276,111,111,472,152,11,11,True,True,3,3
"0,5,20,37",0.050178077071905136,0.06669247150421143,11,11,True,0.0901266559958458,0.0901266559958458,0.0901266559958458,0.09120672196149826,0.09120672196149826,610,259,259,653,219,11,11,True,True,1,1
"0,5,29,31",0.051288265734910965,0.0483526885509491,11,11,True,0.0875534787774086,0.0875534787774086,0.0875534787774086,0.0821487307548523,0.0821487307548523,667,284,284,958,354,11,11,True,True,3,3
"0,5,29,32",0.051289573311805725,0.04835326224565506,11,11,True,0.08755370229482651,0.08755370229482651,0.08755370229482651,0.08214737474918365,0.08214737474918365,666,283,283,959,355,11,11,True,True,3,3
"0,5,29,33",0.058083485811948776,0.05036319047212601,11,11,True,0.08378434926271439,0.08378434926271439,0.08378434926271439,0.07837917655706406,0.07837917655706406,775,331,331,1099,407,11,11,True,True,0,3
"0,5,29,37",0.048370253294706345,0.05751357972621918,11,11,True,0.0901266559958458,0.0901266559958458,0.0901266559958458,0.09120672196149826,0.09120672196149826,610,259,259,653,219,11,11,True,True,1,1
"0,5,30,31",0.049386024475097656,0.05024207383394241,11,11,True,0.08035904169082642,0.08035904169082642,0.08035904169082642,0.06608454138040543,0.06608454138040543,896,384,384,1757,649,11,11,True,True,0,3
"0,5,30,32",0.04938727617263794,0.05024316906929016,11,11,True,0.08035904169082642,0.08035904169082642,0.08035904169082642,0.06608343869447708,0.06608343869447708,896,384,384,1759,651,11,11,True,True,0,3
"0,5,30,33",0.05518835410475731,0.05256076902151108,11,11,True,0.08035904169082642,0.08035904169082642,0.08035904169082642,0.06721729785203934,0.06721729785203934,896,384,384,1683,621,11,11,True,True,0,1
"0,5,30,37",0.07016783207654953,0.07195881009101868,11,11,True,0.0901266559958458,0.0901266559958458,0.0901266559958458,0.09120672196149826,0.09120672196149826,610,259,259,653,219,11,11,True,True,1,1
"0,5,31,43",0.033407263457775116,0.050019487738609314,0,0,True,0.07708735018968582,0.034201283007860184,0.034201283007860184,0.0662279799580574,0.044782280921936035,1026,1818,1818,1748,842,2,2,False,False,3,3
"0,5,32,43",0.03340676426887512,0.05002095550298691,0,0,True,0.07708917558193207,0.034201283007860184,0.034201283007860184,0.06622950732707977,0.04478069022297859,1025,1818,1818,1747,843,2,2,False,False,3,3
"0,5,33,37",0.04900067672133446,0.05216464772820473,11,11,True,0.10875561833381653,0.10875561833381653,0.10875561833381653,0.11808063089847565,0.11808063089847565,256,103,103,217,58,11,11,True,True,3,3
"0,5,39,40",0.041609395295381546,0.1291305124759674,4,4,True,0.1006496325135231,0.1006496325135231,0.1006496325135231,0.12917199730873108,0.12917199730873108,393,85,85,143,34,4,4,True,True,2,3
"0,6,7,11",0.053198058158159256,0.056300219148397446,11,11,True,0.0894487127661705,0.0894487127661705,0.0894487127661705,0.09787332266569138,0.09718324989080429,627,270,270,522,176,11,2,True,True,1,3
"0,6,7,17",0.042849406599998474,0.055712323635816574,8,8,True,0.12395121902227402,0.027387285605072975,0.027387285605072975,0.1197400614619255,0.02845604345202446,137,1170,1170,208,999,2,2,False,False,2,2
"0,6,7,24",0.04996762052178383,0.057057276368141174,11,11,True,0.06878647953271866,0.045459579676389694,0.045459579676389694,0.07373076677322388,0.038445159792900085,1407,1521,1521,1312,2184,0,2,False,False,1,3
"0,6,8,9",0.061881761997938156,0.0688917264342308,11,11,True,0.08372028172016144,0.08372028172016144,0.08372028172016144,0.06954933702945709,0.06954933702945709,781,335,335,1541,572,11,11,True,True,1,1
"0,6,8,11",0.04986587166786194,0.08748193085193634,11,11,True,0.0894487127661705,0.0894487127661705,0.0894487127661705,0.09718324989080429,0.09718324989080429,627,270,270,533,176,11,11,True,True,1,1
"0,6,8,13",0.04895534738898277,0.06244231387972832,11,11,True,0.06116144359111786,0.06116144359111786,0.06116144359111786,0.08771321177482605,0.04791706055402756,1911,782,782,743,1475,11,8,True,True,1,2
"0,6,8,18",0.06024372950196266,0.08071302622556686,11,11,True,0.0901850163936615,0.0901850163936615,0.0901850163936615,0.0841372013092041,0.0841372013092041,608,257,257,870,315,11,11,True,True,1,1
"0,6,8,19",0.033512409776449203,0.05138029903173447,11,11,True,0.07021740078926086,0.07021740078926086,0.07021740078926086,0.07393494248390198,0.07393494248390198,1333,564,564,1302,491,11,11,True,True,1,3
"0,6,8,20",0.030426379293203354,0.0554361492395401,11,11,True,0.0784246176481247,0.0784246176481247,0.0784246176481247,0.07254420965909958,0.07254420965909958,963,417,417,1376,514,11,11,True,True,1,3
"0,6,8,28",0.05029630288481712,0.0342886857688427,11,11,True,0.045812856405973434,0.045812856405973434,0.045812856405973434,0.07703010737895966,0.07703010737895966,3651,1486,1486,1157,430,11,11,True,True,0,3
"0,6,8,31",0.06366357207298279,0.07738985121250153,11,11,True,0.0846875011920929,0.0846875011920929,0.0846875011920929,0.08503003418445587,0.08503003418445587,750,315,315,843,307,11,11,True,True,1,2
"0,6,8,32",0.06366328150033951,0.07738890498876572,11,11,True,0.08468559384346008,0.08468559384346008,0.08468559384346008,0.08502969890832901,0.08502969890832901,751,316,316,844,308,11,11,True,True,1,2
"0,6,8,33",0.06245945394039154,0.08242745697498322,11,11,True,0.08836887776851654,0.08836887776851654,0.08836887776851654,0.08854518830776215,0.08854518830776215,649,275,275,718,244,11,11,True,True,1,2
"0,6,9,12",0.0572543665766716,0.059949129819869995,11,11,True,0.08372028172016144,0.08372028172016144,0.08372028172016144,0.08397810161113739,0.07256860285997391,781,335,335,877,511,11,2,True,True,0,3
"0,6,9,13",0.053949471563100815,0.040685974061489105,11,11,True,0.08372028172016144,0.08372028172016144,0.08372028172016144,0.06954933702945709,0.06954933702945709,781,335,335,1541,572,11,11,True,True,0,0
"0,6,9,22",0.05879053846001625,0.046714797616004944,11,11,True,0.08372028172016144,0.08372028172016144,0.08372028172016144,0.06954933702945709,0.06954933702945709,781,335,335,1541,572,11,11,True,True,0,0
"0,6,9,24",0.07237300276756287,0.07215822488069534,11,11,True,0.08372028172016144,0.08372028172016144,0.08372028172016144,0.06954933702945709,0.06954933702945709,781,335,335,1541,572,11,11,True,True,0,0
"0,6,9,28",0.059813059866428375,0.04449458047747612,11,11,True,0.08372028172016144,0.08372028172016144,0.08372028172016144,0.06954933702945709,0.06954933702945709,781,335,335,1541,572,11,11,True,True,0,0
"0,6,9,31",0.0605781227350235,0.049934033304452896,11,11,True,0.09026893973350525,0.0846875011920929,0.0846875011920929,0.08263521641492844,0.06954933702945709,607,315,315,933,572,4,4,False,False,3,3
"0,6,9,32",0.06057824194431305,0.049933865666389465,11,11,True,0.0902741551399231,0.08468559384346008,0.08468559384346008,0.08263718336820602,0.06954933702945709,606,316,316,932,572,4,4,False,False,3,3
"0,6,9,33",0.05890411511063576,0.050384294241666794,11,11,True,0.08836887776851654,0.08836887776851654,0.08836887776851654,0.08327986299991608,0.07142670452594757,649,275,275,906,539,11,4,True,True,1,3
"0,6,9,37",0.07032689452171326,0.06471706926822662,11,11,True,0.08372028172016144,0.08372028172016144,0.08372028172016144,0.06954933702945709,0.06954933702945709,781,335,335,1541,572,11,11,True,True,0,0
"0,6,9,39",0.06125586852431297,0.023616649210453033,11,11,True,0.08688155561685562,0.08372028172016144,0.08372028172016144,0.06954933702945709,0.06954933702945709,684,335,335,1541,572,4,11,False,False,3,0
"0,6,9,40",0.06974101811647415,0.015107951126992702,11,0,False,0.08372028172016144,0.05589553341269493,0.08372028172016144,0.06954933702945709,0.05622182786464691,781,577,335,1541,479,11,11,False,True,0,0
"0,6,10,19",0.07855189591646194,0.07809796184301376,11,11,True,0.4169345200061798,0.0898938775062561,0.0898938775062561,0.47685506939888,0.0782703384757042,3,262,262,3,409,0,0,False,False,2,2
"0,6,10,20",0.08119264245033264,0.07564453780651093,11,11,True,0.3158916234970093,0.09080314636230469,0.09080314636230469,0.36321601271629333,0.07778488844633102,6,250,250,6,417,0,0,False,False,2,2
"0,6,10,22",0.05721089616417885,0.0431554839015007,11,11,True,0.06059245020151138,0.06059245020151138,0.06059245020151138,0.06515606492757797,0.06515606492757797,1962,798,798,1822,682,11,11,True,True,0,0
"0,6,10,28",0.052399396896362305,0.05265221372246742,11,11,True,0.0639721229672432,0.0639721229672432,0.0639721229672432,0.06933942437171936,0.06933942437171936,1715,706,706,1555,576,11,11,True,True,3,3
"0,6,10,31",0.06448224931955338,0.07171765714883804,11,11,True,0.08583802729845047,0.08583802729845047,0.08583802729845047,0.08267392963171005,0.08267392963171005,715,304,304,929,338,11,11,True,True,2,2
"0,6,10,32",0.06448399275541306,0.07172086834907532,11,11,True,0.08583574742078781,0.08583574742078781,0.08583574742078781,0.08266888558864594,0.08266888558864594,716,305,305,930,339,11,11,True,True,2,2
"0,6,10,33",0.06723444163799286,0.07866846024990082,11,11,True,0.08836887776851654,0.08836887776851654,0.08836887776851654,0.07142670452594757,0.07142670452594757,649,275,275,1433,539,11,11,True,True,1,1
"0,6,11,12",0.08084868639707565,0.09247847646474838,11,11,True,0.0894487127661705,0.0894487127661705,0.0894487127661705,0.09718324989080429,0.09718324989080429,627,270,270,533,176,11,11,True,True,0,0
"0,6,11,13",0.05457054451107979,0.05030091851949692,11,11,True,0.0894487127661705,0.0894487127661705,0.0894487127661705,0.09718324989080429,0.09718324989080429,627,270,270,533,176,11,11,True,True,0,0
"0,6,11,15",0.045594871044158936,0.05693361535668373,11,11,True,0.09559160470962524,0.0894487127661705,0.0894487127661705,0.09718324989080429,0.09718324989080429,486,270,270,533,176,0,11,False,False,2,0
"0,6,11,22",0.08193860948085785,0.06452073156833649,11,11,True,0.0894487127661705,0.0894487127661705,0.0894487127661705,0.09718324989080429,0.09718324989080429,627,270,270,533,176,11,11,True,True,0,0
"0,6,11,24",0.06295529752969742,0.08069860190153122,11,11,True,0.0894487127661705,0.0894487127661705,0.0894487127661705,0.09718324989080429,0.09718324989080429,627,270,270,533,176,11,11,True,True,0,0
"0,6,11,28",0.06318611651659012,0.06469260901212692,11,11,True,0.0894487127661705,0.0894487127661705,0.0894487127661705,0.09718324989080429,0.09718324989080429,627,270,270,533,176,11,11,True,True,0,0
"0,6,11,31",0.10328703373670578,0.10163044929504395,11,11,True,0.09958350658416748,0.09958350658416748,0.09958350658416748,0.10362077504396439,0.10362077504396439,421,187,187,440,143,11,11,True,True,2,2
"0,6,11,32",0.10329131036996841,0.10163290053606033,11,11,True,0.09958472847938538,0.09958472847938538,0.09958472847938538,0.10362254828214645,0.10362254828214645,420,186,186,439,142,11,11,True,True,2,2
"0,6,11,33",0.10287932306528091,0.10546578466892242,11,11,True,0.1095213070511818,0.1095213070511818,0.1095213070511818,0.1112184226512909,0.1112184226512909,247,95,95,312,101,11,11,True,True,2,2
"0,6,11,37",0.06430736184120178,0.07455804944038391,11,11,True,0.0894487127661705,0.0894487127661705,0.0894487127661705,0.10026644915342331,0.10026644915342331,627,270,270,494,160,11,11,True,True,0,2
"0,6,11,39",0.05214256793260574,0.06574925780296326,11,11,True,0.09602908045053482,0.0894487127661705,0.0894487127661705,0.09718324989080429,0.09718324989080429,478,270,270,533,176,2,11,False,False,3,0
"0,6,11,40",0.061525117605924606,0.04485869035124779,11,0,False,0.0898205116391182,0.07998091727495193,0.0898205116391182,0.12406154721975327,0.07556790113449097,616,174,263,185,185,11,4,False,True,2,3
"0,6,12,13",0.0739424079656601,0.06318074464797974,11,11,True,0.07090232521295547,0.0693591833114624,0.0693591833114624,0.08008957654237747,0.07256860285997391,1305,582,582,1032,511,9,9,False,False,2,2
"0,6,12,15",0.05893974006175995,0.057707369327545166,11,11,True,0.0693591833114624,0.0693591833114624,0.0693591833114624,0.07811776548624039,0.07811776548624039,1374,582,582,1111,412,11,11,True,True,0,3
"0,6,12,18",0.05651124566793442,0.06704377382993698,11,11,True,0.0901850163936615,0.0901850163936615,0.0901850163936615,0.0841372013092041,0.0841372013092041,608,257,257,870,315,11,11,True,True,1,1
"0,6,12,22",0.06547601521015167,0.04214814677834511,11,11,True,0.0693591833114624,0.0693591833114624,0.0693591833114624,0.07256860285997391,0.07256860285997391,1374,582,582,1373,511,11,11,True,True,0,0
"0,6,12,28",0.0487954206764698,0.05215204507112503,11,11,True,0.0693591833114624,0.0693591833114624,0.0693591833114624,0.07256860285997391,0.07256860285997391,1374,582,582,1373,511,11,11,True,True,0,0
"0,6,12,31",0.09471795707941055,0.07719874382019043,11,11,True,0.10929689556360245,0.10929689556360245,0.10929689556360245,0.11511394381523132,0.11511394381523132,249,97,97,258,78,11,11,True,True,2,2
"0,6,12,32",0.09472202509641647,0.07720141112804413,11,11,True,0.10929707437753677,0.10929707437753677,0.10929707437753677,0.1151147112250328,0.1151147112250328,248,96,96,257,77,11,11,True,True,2,2
"0,6,12,33",0.09410815685987473,0.08033415675163269,11,11,True,0.11826194822788239,0.11826194822788239,0.11826194822788239,0.1222129687666893,0.1222129687666893,177,62,62,196,52,11,11,True,True,2,2
"0,6,12,34",0.05503492429852486,0.041367754340171814,11,11,True,0.0693591833114624,0.0693591833114624,0.0693591833114624,0.07256860285997391,0.07256860285997391,1374,582,582,1373,511,11,11,True,True,0,0
"0,6,12,35",0.05503492429852486,0.041367754340171814,11,11,True,0.0693591833114624,0.0693591833114624,0.0693591833114624,0.07256860285997391,0.07256860285997391,1374,582,582,1373,511,11,11,True,True,0,0
"0,6,12,36",0.05503492429852486,0.041367754340171814,11,11,True,0.0693591833114624,0.0693591833114624,0.0693591833114624,0.07256860285997391,0.07256860285997391,1374,582,582,1373,511,11,11,True,True,0,0
"0,6,12,37",0.048963308334350586,0.06587520241737366,11,11,True,0.0693591833114624,0.0693591833114624,0.0693591833114624,0.07646355777978897,0.07646355777978897,1374,582,582,1180,440,11,11,True,True,0,3
"0,6,12,39",0.0654401183128357,0.02741491049528122,11,11,True,0.0693591833114624,0.0693591833114624,0.0693591833114624,0.08109516650438309,0.07256860285997391,1374,582,582,1004,511,11,4,True,True,0,3
"0,6,12,40",0.06646397709846497,0.029969627037644386,11,11,True,0.0725221335887909,0.0725221335887909,0.0725221335887909,0.10526885092258453,0.07256860285997391,1247,528,528,404,511,11,4,True,True,3,3
"0,6,13,14",0.05653131380677223,0.0566159151494503,11,11,True,0.10625386983156204,0.10625386983156204,0.10625386983156204,0.09325461834669113,0.09325461834669113,299,121,121,608,200,11,11,True,True,2,2
"0,6,13,15",0.05007633566856384,0.04413967207074165,11,11,True,0.06116144359111786,0.06116144359111786,0.06116144359111786,0.05029093101620674,0.04791706055402756,1911,782,782,3298,1475,11,0,True,True,0,1
"0,6,13,18",0.05845944210886955,0.051212385296821594,11,11,True,0.0901850163936615,0.0901850163936615,0.0901850163936615,0.0841372013092041,0.0841372013092041,608,257,257,870,315,11,11,True,True,1,1
"0,6,13,31",0.05035778880119324,0.04716993123292923,11,11,True,0.0846875011920929,0.0846875011920929,0.0846875011920929,0.0745030865073204,0.0745030865073204,750,315,315,1267,473,11,11,True,True,1,2
"0,6,13,32",0.050358276814222336,0.047170039266347885,11,11,True,0.08468559384346008,0.08468559384346008,0.08468559384346008,0.07450198382139206,0.07450198382139206,751,316,316,1268,474,11,11,True,True,1,2
"0,6,13,33",0.05499616637825966,0.05561498552560806,11,11,True,0.08836887776851654,0.08836887776851654,0.08836887776851654,0.07142670452594757,0.07142670452594757,649,275,275,1433,539,11,11,True,True,1,1
"0,6,13,37",0.05283588171005249,0.04769883677363396,11,11,True,0.06735029071569443,0.06116144359111786,0.06116144359111786,0.04791706055402756,0.04791706055402756,1495,782,782,3576,1475,10,11,False,False,3,0
"0,6,13,39",0.05448875576257706,0.014379166066646576,11,0,False,0.06116144359111786,0.047461461275815964,0.06116144359111786,0.05831262841820717,0.033514704555273056,1911,887,782,2424,1497,11,3,False,True,0,3
"0,6,14,15",0.04494355618953705,0.05962920933961868,11,11,True,0.06799012422561646,0.06799012422561646,0.06799012422561646,0.07943220436573029,0.07943220436573029,1451,616,616,1056,388,11,11,True,True,0,0
"0,6,14,16",0.055543024092912674,0.059895582497119904,11,11,True,0.21157999336719513,0.21157999336719513,0.21157999336719513,0.17080196738243103,0.17080196738243103,18,5,5,35,8,11,11,True,True,3,3
"0,6,14,19",0.05142014101147652,0.059039466083049774,0,0,True,0.12047015875577927,0.12047015875577927,0.12047015875577927,0.14404498040676117,0.14404498040676117,162,38,38,87,21,0,0,True,True,2,2
"0,6,14,20",0.049346499145030975,0.05451326444745064,0,0,True,0.11052147299051285,0.11052147299051285,0.11052147299051285,0.138279527425766,0.138279527425766,236,49,49,110,25,0,0,True,True,2,2
"0,6,14,22",0.058548953384160995,0.03802996873855591,11,11,True,0.09016147255897522,0.09016147255897522,0.09016147255897522,0.07943220436573029,0.07943220436573029,609,258,258,1056,388,11,11,True,True,3,0
"0,6,14,24",0.06063319370150566,0.0682067722082138,11,11,True,0.07313515245914459,0.07313515245914459,0.07313515245914459,0.07955845445394516,0.07955845445394516,1215,515,515,1046,381,11,11,True,True,3,3
"0,6,14,26",0.0512627437710762,0.043126218020915985,11,11,True,0.06799012422561646,0.06799012422561646,0.06799012422561646,0.07943220436573029,0.07943220436573029,1451,616,616,1056,388,11,11,True,True,0,0
"0,6,14,29",0.05169295147061348,0.05560986325144768,11,11,True,0.09763169288635254,0.09763169288635254,0.09763169288635254,0.08898220956325531,0.08898220956325531,456,199,199,702,240,11,11,True,True,2,2
"0,6,14,30",0.044904258102178574,0.05158231407403946,11,11,True,0.0866161361336708,0.0866161361336708,0.0866161361336708,0.09112752974033356,0.09112752974033356,690,294,294,657,221,11,11,True,True,2,2
"0,6,14,31",0.06740988790988922,0.06109246984124184,11,11,True,0.14995896816253662,0.14995896816253662,0.14995896816253662,0.14480744302272797,0.14480744302272797,64,21,21,83,22,11,11,True,True,2,2
"0,6,14,32",0.06741344183683395,0.06109416484832764,11,11,True,0.14996059238910675,0.14996059238910675,0.14996059238910675,0.14481137692928314,0.14481137692928314,63,20,20,82,21,11,11,True,True,2,2
"0,6,14,33",0.0678650364279747,0.06391388177871704,11,11,True,0.16258838772773743,0.16258838772773743,0.16258838772773743,0.1613653153181076,0.1613653153181076,39,12,12,50,11,11,11,True,True,2,2
"0,6,14,37",0.04532315582036972,0.06372223049402237,11,11,True,0.11937498301267624,0.11937498301267624,0.11937498301267624,0.10392557084560394,0.10392557084560394,170,60,60,435,141,11,11,True,True,2,2
"0,6,15,16",0.05277126654982567,0.04206453636288643,0,0,True,0.10248370468616486,0.06126507371664047,0.06126507371664047,0.11539911478757858,0.07075110822916031,348,427,427,255,229,11,11,False,False,3,3
"0,6,15,20",0.037596531212329865,0.05209808051586151,11,11,True,0.0784246176481247,0.0784246176481247,0.0784246176481247,0.07486989349126816,0.07486989349126816,963,417,417,1250,466,11,11,True,True,1,3
"0,6,15,22",0.052393391728401184,0.04140300676226616,11,11,True,0.054260753095149994,0.054260753095149994,0.054260753095149994,0.05749811604619026,0.05749811604619026,2555,1049,1049,2507,966,11,11,True,True,2,3
"0,6,16,19",0.06661801040172577,0.0400378592312336,0,0,True,0.11772259324789047,0.11772259324789047,0.11772259324789047,0.12086671590805054,0.12086671590805054,180,43,43,204,48,0,0,True,True,3,3
"0,6,16,20",0.06858760118484497,0.042358193546533585,0,11,False,0.10301728546619415,0.0784246176481247,0.10301728546619415,0.09708952903747559,0.07249364256858826,336,417,58,536,517,0,0,False,True,3,3
