indices,child_search_syn,child_audit_syn,child_search_conf,child_audit_conf,child_conf_stable,any_parent_score_search,aligned_parent_score_search_caudit,aligned_parent_score_search_csearch,any_parent_score_audit,aligned_parent_score_audit,any_rank_search,aligned_rank_search_caudit,aligned_rank_search_csearch,any_rank_audit,aligned_rank_audit,best_parent_conf_search,best_parent_conf_audit,best_parent_conf_matches_child_audit,best_parent_conf_matches_child_search,best_parent_pos_search,best_parent_pos_audit
"5,7,12,13,16",0.03644481301307678,0.053357597440481186,4,4,True,0.03577485308051109,0.03577485308051109,0.03577485308051109,0.03936973214149475,0.03936973214149475,20938,4174,4174,16659,2834,4,4,True,True,2,4
"5,7,12,13,17",0.08147701621055603,0.08499468117952347,11,11,True,0.09559428691864014,0.09559428691864014,0.09559428691864014,0.10694386810064316,0.10694386810064316,263,77,77,205,18,11,11,True,True,4,1
"5,7,12,14,17",0.05665813013911247,0.06970798224210739,11,11,True,0.09966506063938141,0.09966506063938141,0.09966506063938141,0.10694386810064316,0.10694386810064316,185,53,53,205,18,11,11,True,True,2,1
"5,7,12,15,17",0.0587402768433094,0.03083942085504532,9,4,False,0.10050895810127258,0.04505723714828491,0.04192264750599861,0.10694386810064316,0.034991271793842316,174,2057,423,205,3937,2,11,False,False,2,1
"5,7,12,15,38",0.03477751463651657,0.061051394790410995,4,4,True,0.04505723714828491,0.04505723714828491,0.04505723714828491,0.04459554702043533,0.04327303171157837,10058,2057,2057,11467,2138,4,5,True,True,0,2
"5,7,12,17,19",0.0714106410741806,0.06448736041784286,11,11,True,0.09017213433980942,0.09017213433980942,0.09017213433980942,0.10694386810064316,0.10694386810064316,367,111,111,205,18,11,11,True,True,0,0
"5,7,12,17,20",0.06888620555400848,0.06540260463953018,11,11,True,0.09017213433980942,0.09017213433980942,0.09017213433980942,0.10694386810064316,0.10694386810064316,367,111,111,205,18,11,11,True,True,0,0
"5,7,12,17,31",0.05902734771370888,0.061141487210989,11,11,True,0.10485389083623886,0.10485389083623886,0.10485389083623886,0.10694386810064316,0.10694386810064316,113,31,31,205,18,11,11,True,True,4,0
"5,7,12,17,32",0.05902582406997681,0.0611431859433651,11,11,True,0.10484956949949265,0.10484956949949265,0.10484956949949265,0.10694386810064316,0.10694386810064316,114,32,32,205,18,11,11,True,True,4,0
"5,7,12,17,33",0.06417014449834824,0.06162062659859657,11,11,True,0.09642797708511353,0.09642797708511353,0.09642797708511353,0.10694386810064316,0.10694386810064316,246,73,73,205,18,11,11,True,True,4,0
"5,7,12,17,37",0.06208440661430359,0.06861375272274017,11,11,True,0.09017213433980942,0.09017213433980942,0.09017213433980942,0.10694386810064316,0.10694386810064316,367,111,111,205,18,11,11,True,True,0,0
"5,7,13,14,17",0.06948478519916534,0.03391771391034126,11,11,True,0.1191718801856041,0.1191718801856041,0.1191718801856041,0.09860692918300629,0.09860692918300629,45,14,14,352,63,11,11,True,True,4,4
"5,7,13,17,37",0.059846196323633194,0.062428224831819534,11,11,True,0.08989059925079346,0.08989059925079346,0.08989059925079346,0.08567345887422562,0.08567345887422562,376,114,114,743,150,11,11,True,True,0,0
"5,7,13,17,38",0.07433430850505829,0.03564342483878136,0,0,True,0.08989059925079346,0.06256143748760223,0.06256143748760223,0.08567345887422562,0.06198219954967499,376,681,681,743,606,11,11,False,False,0,0
"5,7,13,18,31",0.08305351436138153,0.04941660538315773,4,4,True,0.08527947962284088,0.08527947962284088,0.08527947962284088,0.06070432811975479,0.06070432811975479,518,161,161,3850,803,4,4,True,True,4,3
"5,7,13,18,32",0.08305104076862335,0.049415137618780136,4,4,True,0.08528325706720352,0.08528325706720352,0.08528325706720352,0.06070445850491524,0.06070445850491524,517,160,160,3849,802,4,4,True,True,4,3
"5,7,13,18,33",0.08565814793109894,0.05656248703598976,4,4,True,0.07989942282438278,0.07989942282438278,0.07989942282438278,0.06074407324194908,0.06074407324194908,765,235,235,3842,800,4,4,True,True,4,3
"5,7,13,39,40",0.049170155078172684,0.07547169923782349,4,1,False,0.0571836456656456,0.018384438008069992,0.043111540377140045,0.11011490225791931,0.04345209524035454,3966,3911,2365,176,73,11,4,False,False,3,3
"5,7,14,15,17",0.09783327579498291,0.0821835920214653,11,11,True,0.10564572364091873,0.10564572364091873,0.10564572364091873,0.0971822738647461,0.07137411087751389,103,27,27,380,479,11,4,True,True,4,3
"5,7,14,15,18",0.06598057597875595,0.07225095480680466,4,4,True,0.09041808545589447,0.09041808545589447,0.09041808545589447,0.09137476235628128,0.09137476235628128,360,115,115,538,190,4,4,True,True,0,0
"5,7,14,15,40",0.052985403686761856,0.004396424628794193,4,9,False,0.09041808545589447,0.005281371530145407,0.09041808545589447,0.09137476235628128,0.012803570367395878,360,47211,115,538,16580,4,4,False,True,0,0
"5,7,14,17,29",0.055420976132154465,0.02917441539466381,11,0,False,0.13670068979263306,0.04122386500239372,0.13670068979263306,0.12055125832557678,0.05748796463012695,16,4012,2,119,819,11,11,False,True,4,4
"5,7,14,17,31",0.08745633810758591,0.06853004544973373,11,11,True,0.12719064950942993,0.12719064950942993,0.12719064950942993,0.10561604052782059,0.10561604052782059,33,7,7,225,20,11,11,True,True,4,4
"5,7,14,17,32",0.0874556228518486,0.06852860003709793,11,11,True,0.1271883249282837,0.1271883249282837,0.1271883249282837,0.1056133285164833,0.1056133285164833,34,8,8,226,21,11,11,True,True,4,4
"5,7,14,17,33",0.082993283867836,0.05978531017899513,11,11,True,0.11970871686935425,0.11970871686935425,0.11970871686935425,0.09671027213335037,0.09671027213335037,44,13,13,391,70,11,11,True,True,4,4
"5,7,14,17,37",0.07754089683294296,0.06684102863073349,11,11,True,0.09966506063938141,0.09966506063938141,0.09966506063938141,0.08196666091680527,0.08196666091680527,185,53,53,950,205,11,11,True,True,0,2
"5,7,14,17,43",0.03717195242643356,0.06540555506944656,0,0,True,0.09966506063938141,0.052455026656389236,0.052455026656389236,0.059889182448387146,0.058219242841005325,185,1543,1543,4062,782,11,11,False,False,0,0
"5,7,14,29,38",0.05664399266242981,0.030538780614733696,4,4,True,0.06684790551662445,0.05153132975101471,0.05153132975101471,0.056942448019981384,0.056942448019981384,1913,1282,1282,4929,980,5,4,False,False,4,4
"5,7,14,30,38",0.053596269339323044,0.03180937096476555,4,4,True,0.09605350345373154,0.06603119522333145,0.06603119522333145,0.05157328024506569,0.05157328024506569,253,533,533,7121,1319,5,4,False,False,4,4
"5,7,14,39,40",0.0546046644449234,0.017359644174575806,4,1,False,0.06767474114894867,0.03692811727523804,0.06767474114894867,0.2132914513349533,0.044830549508333206,1802,129,480,9,62,4,4,False,True,4,3
"5,7,15,17,19",0.09620983898639679,0.11427473276853561,0,0,True,0.10050895810127258,0.03464971482753754,0.03464971482753754,0.09227269887924194,0.03886542096734047,174,7253,7253,511,3753,2,2,False,False,0,0
"5,7,15,17,20",0.07526171952486038,0.09854404628276825,0,0,True,0.10050895810127258,0.03932869806885719,0.03932869806885719,0.09227269887924194,0.047299571335315704,174,4722,4722,511,1846,2,2,False,False,0,0
"5,7,15,17,38",0.05095187947154045,0.046111125499010086,11,11,True,0.10050895810127258,0.04881510138511658,0.04881510138511658,0.09227269887924194,0.03896652162075043,174,2820,2820,511,6196,2,2,False,False,0,0
"5,7,15,18,40",0.041920892894268036,0.09177577495574951,4,6,False,0.10330434143543243,0.012303187511861324,0.10330434143543243,0.06848873943090439,0.00461962167173624,136,5975,35,2330,37229,4,4,False,True,3,0
"5,7,15,20,38",0.03905269131064415,0.05088794231414795,11,11,True,0.0855921134352684,0.06080671399831772,0.06080671399831772,0.07045143097639084,0.040220197290182114,506,1116,1116,2062,5634,0,0,False,False,3,3
"5,7,15,26,40",0.02566516399383545,0.06211963668465614,0,6,False,0.06504935026168823,0.012303187511861324,0.033149536699056625,0.032220423221588135,0.003993985243141651,2204,5975,8259,27372,41671,4,1,False,False,1,0
"5,7,15,27,40",0.010082244873046875,0.0717063695192337,11,6,False,0.06504935026168823,0.012303187511861324,0.005755947902798653,0.045045673847198486,0.045045673847198486,2204,5975,92285,11122,342,4,6,False,False,1,4
"5,7,15,29,38",0.063740074634552,0.050948359072208405,4,4,True,0.07445229589939117,0.07445229589939117,0.07445229589939117,0.07693926244974136,0.07693926244974136,1113,333,333,1322,343,4,4,True,True,3,3
"5,7,15,30,38",0.06896322965621948,0.05260349437594414,4,4,True,0.08629240840673447,0.08629240840673447,0.08629240840673447,0.0695284977555275,0.0695284977555275,486,153,153,2182,492,4,4,True,True,3,3
"5,7,16,18,29",0.02830413542687893,0.05608421191573143,4,4,True,0.03782007843255997,0.03782007843255997,0.03782007843255997,0.046885114163160324,0.046885114163160324,17764,3442,3442,9804,1713,4,4,True,True,0,1
"5,7,16,18,30",0.038510579615831375,0.05469782277941704,4,4,True,0.04007531702518463,0.04007531702518463,0.04007531702518463,0.04596836119890213,0.04596836119890213,14841,2913,2913,10434,1796,4,4,True,True,1,1
"5,7,17,19,24",0.047115400433540344,0.05278078839182854,11,11,True,0.09150446206331253,0.08082793653011322,0.08082793653011322,0.10722887516021729,0.07117112725973129,344,238,238,204,492,0,0,False,False,4,4
"5,7,17,19,29",0.07219450175762177,0.056311096996068954,11,11,True,0.0924399346113205,0.0924399346113205,0.0924399346113205,0.08094443380832672,0.08094443380832672,325,99,99,999,220,11,11,True,True,1,1
"5,7,17,19,30",0.062403567135334015,0.05296947807073593,11,11,True,0.08459029346704483,0.08459029346704483,0.08459029346704483,0.07264857739210129,0.07264857739210129,555,173,173,1781,435,11,11,True,True,4,4
"5,7,17,19,37",0.07357009500265121,0.061604730784893036,11,11,True,0.0989794135093689,0.0989794135093689,0.0989794135093689,0.09240465611219406,0.09240465611219406,199,56,56,508,94,11,11,True,True,4,4
"5,7,17,20,24",0.045935533940792084,0.05253182351589203,11,11,True,0.08832298219203949,0.08678383380174637,0.08678383380174637,0.10782617330551147,0.07330412417650223,427,145,145,196,417,0,0,False,False,4,4
"5,7,17,20,29",0.07735264301300049,0.05699746683239937,11,11,True,0.0924399346113205,0.0924399346113205,0.0924399346113205,0.08094443380832672,0.08094443380832672,325,99,99,999,220,11,11,True,True,1,1
"5,7,17,20,30",0.06236006319522858,0.05523189529776573,11,11,True,0.08834002166986465,0.08834002166986465,0.08834002166986465,0.06945183128118515,0.06945183128118515,425,130,130,2193,561,11,11,True,True,4,0
"5,7,17,20,37",0.07257276773452759,0.058625008910894394,11,11,True,0.0937729999423027,0.0937729999423027,0.0937729999423027,0.08300402760505676,0.08300402760505676,299,90,90,896,190,11,11,True,True,4,4
"5,7,17,29,31",0.04242873191833496,0.05107560008764267,11,11,True,0.0924399346113205,0.0924399346113205,0.0924399346113205,0.08094443380832672,0.08094443380832672,325,99,99,999,220,11,11,True,True,0,0
"5,7,17,29,32",0.04243003576993942,0.05107640475034714,11,11,True,0.0924399346113205,0.0924399346113205,0.0924399346113205,0.08094443380832672,0.08094443380832672,325,99,99,999,220,11,11,True,True,0,0
"5,7,17,29,33",0.04502686858177185,0.050941821187734604,11,11,True,0.0924399346113205,0.0924399346113205,0.0924399346113205,0.08094443380832672,0.08094443380832672,325,99,99,999,220,11,11,True,True,0,0
"5,7,17,30,37",0.05246702581644058,0.048153795301914215,11,11,True,0.08434543758630753,0.08434543758630753,0.08434543758630753,0.08196666091680527,0.08196666091680527,563,175,175,950,205,11,11,True,True,0,1
"5,7,17,39,40",0.05512116104364395,0.2190256118774414,11,4,False,0.08166861534118652,0.08166861534118652,0.05636455863714218,0.04875379055738449,0.043206837028265,683,213,1561,8597,2150,4,0,True,False,4,4
"5,7,19,39,40",0.05773070454597473,0.028024179860949516,4,4,True,0.06577392667531967,0.06577392667531967,0.06577392667531967,0.15527857840061188,0.15527857840061188,2076,541,541,33,29,4,4,True,True,3,3
"5,7,20,39,40",0.05763879045844078,0.03606610372662544,4,4,True,0.0676179975271225,0.0676179975271225,0.0676179975271225,0.17034029960632324,0.17034029960632324,1809,483,483,18,16,4,4,True,True,3,3
"5,7,21,27,39",0.021719055250287056,0.12152355164289474,0,6,False,0.02830657921731472,0.0036610367242246866,0.027777181938290596,0.08749110996723175,0.08749110996723175,38795,30840,13295,675,35,11,6,False,False,4,3
"5,7,21,39,40",0.023396948352456093,0.055775485932826996,4,1,False,0.0254942886531353,0.018384438008069992,0.024010030552744865,0.10576430708169937,-0.007195829879492521,48301,3911,11613,223,115669,6,4,False,False,2,3
"5,7,22,27,40",0.014532198198139668,0.0734311118721962,2,6,False,0.023309269919991493,-0.00027257215697318316,0.01857442408800125,0.048824965953826904,0.048824965953826904,56574,67988,15546,8548,282,0,6,False,False,0,3
"5,7,27,28,40",0.02440420724451542,0.06819195300340652,4,6,False,0.027821315452456474,0.0013385938946157694,0.023036494851112366,0.026284001767635345,-0.0006147002568468451,40300,49178,12760,42177,86570,0,0,False,False,0,3
"5,7,27,31,33",0.015173166990280151,0.06007467955350876,0,6,False,0.019891714677214622,0.009112363681197166,0.016710251569747925,0.04014992341399193,0.04014992341399193,71211,10796,35327,15812,470,4,6,False,False,2,4
"5,7,27,32,33",0.015160523355007172,0.060076043009757996,0,6,False,0.019902417436242104,0.009065599180758,0.016710767522454262,0.04009734094142914,0.04009734094142914,71149,10882,35324,15862,471,4,6,False,False,2,4
"5,7,29,39,40",0.03206735476851463,0.06828620284795761,4,4,True,0.035281840711832047,0.028461989015340805,0.028461989015340805,0.05928151309490204,-0.046285293996334076,21896,7819,7819,4234,128635,6,6,False,False,3,3
"5,7,31,39,40",0.04256591573357582,0.08606512099504471,4,1,False,0.045037124305963516,0.018384438008069992,0.045037124305963516,0.20395001769065857,-0.000457826885394752,10074,3911,2059,11,88510,4,4,False,True,4,3
"5,7,32,39,40",0.042568549513816833,0.08606893569231033,4,1,False,0.04503662511706352,0.018384438008069992,0.04503662511706352,0.20394961535930634,-0.00046381543506868184,10075,3911,2060,12,88552,4,4,False,True,4,3
"5,7,33,39,40",0.04088282212615013,0.07483656704425812,4,1,False,0.04513829946517944,0.018384438008069992,0.044804222881793976,0.19559399783611298,0.012647371739149094,9996,3911,2084,15,7952,11,4,False,False,3,3
"5,8,9,13,18",0.017698101699352264,0.05001286417245865,11,11,True,0.09540007263422012,0.09540007263422012,0.09540007263422012,0.07970426976680756,0.07970426976680756,268,79,79,1098,246,11,11,True,True,3,3
"5,8,21,38,40",0.010621408931910992,0.0688813105225563,2,6,False,0.019206499680876732,0.010134175419807434,0.013232912868261337,0.015620235353708267,-0.0010697207180783153,74231,8905,25714,83280,90353,4,3,False,False,2,1
"5,8,25,39,40",0.020462149754166603,0.06651312857866287,11,4,False,0.03186405450105667,0.005288231186568737,0.02639290690422058,0.10180474817752838,0.10180474817752838,29106,74075,18476,281,117,3,4,False,False,4,2
"5,9,10,11,17",0.066976398229599,0.05657967925071716,3,2,False,0.09383030980825424,0.09383030980825424,0.09288155287504196,0.09207287430763245,0.09207287430763245,297,16,17,515,55,2,2,True,False,4,4
"5,9,10,11,18",0.05117776617407799,0.053771235048770905,0,0,True,0.06865385919809341,0.06865385919809341,0.06865385919809341,0.08782912790775299,0.06247762590646744,1670,440,440,661,589,0,11,True,True,1,1
"5,9,10,12,18",0.03117423504590988,0.05704852566123009,9,11,False,0.06865385919809341,0.05628877878189087,0.031598590314388275,0.08782912790775299,0.08782912790775299,1670,1570,1345,661,133,0,11,False,False,1,1
"5,9,10,14,18",0.0621316134929657,0.06070253625512123,11,11,True,0.07948068529367447,0.07742816209793091,0.07742816209793091,0.08782912790775299,0.08782912790775299,782,284,284,661,133,0,11,False,False,4,1
"5,9,10,18,30",0.047826122492551804,0.050283826887607574,11,11,True,0.09481138736009598,0.09481138736009598,0.09481138736009598,0.1026415154337883,0.1026415154337883,275,82,82,265,38,11,11,True,True,2,2
"5,9,10,18,31",0.04837270826101303,0.06826993077993393,0,11,False,0.08222518116235733,0.08222518116235733,0.06865385919809341,0.08782912790775299,0.08782912790775299,658,207,440,661,133,11,11,True,False,2,0
"5,9,10,18,32",0.048370204865932465,0.06827063858509064,0,11,False,0.08222882449626923,0.08222882449626923,0.06865385919809341,0.08782912790775299,0.08782912790775299,657,206,440,661,133,11,11,True,False,2,0
"5,9,10,18,33",0.04057006910443306,0.07009461522102356,0,11,False,0.0909905731678009,0.0909905731678009,0.06865385919809341,0.08782912790775299,0.08782912790775299,351,108,440,661,133,11,11,True,False,2,0
"5,9,10,18,37",0.050567176192998886,0.05879582092165947,11,11,True,0.08718830347061157,0.08718830347061157,0.08718830347061157,0.09569484740495682,0.09569484740495682,459,136,136,416,77,11,11,True,True,2,2
"5,9,10,18,40",0.05047530308365822,0.038425181061029434,0,0,True,0.0768217071890831,0.0768217071890831,0.0768217071890831,0.08782912790775299,0.06247762590646744,938,241,241,661,589,0,11,True,True,4,0
"5,9,10,18,42",0.04935573786497116,0.050229016691446304,0,0,True,0.06865385919809341,0.06865385919809341,0.06865385919809341,0.08782912790775299,0.06247762590646744,1670,440,440,661,589,0,11,True,True,0,0
"5,9,10,18,43",0.06687597930431366,0.06704465299844742,0,0,True,0.06865385919809341,0.06865385919809341,0.06865385919809341,0.08782912790775299,0.06247762590646744,1670,440,440,661,589,0,11,True,True,0,0
"5,9,10,39,40",0.022197099402546883,0.06170192360877991,4,4,True,0.03448042273521423,0.03351202607154846,0.03351202607154846,0.10102277249097824,0.10102277249097824,23419,5059,5059,297,120,0,4,False,False,3,3
"5,9,11,13,31",0.06843000650405884,0.06400132924318314,4,4,True,0.10171373933553696,0.10171373933553696,0.10171373933553696,0.07463350892066956,0.07463350892066956,160,44,44,1558,382,4,4,True,True,3,4
"5,9,11,13,32",0.0684327706694603,0.06400188058614731,4,4,True,0.10171446204185486,0.10171446204185486,0.10171446204185486,0.0746365413069725,0.0746365413069725,159,43,43,1556,381,4,4,True,True,3,4
"5,9,11,13,33",0.06562881171703339,0.06516086310148239,4,4,True,0.10262099653482437,0.10262099653482437,0.10262099653482437,0.07248669862747192,0.07248669862747192,145,38,38,1799,421,4,4,True,True,3,4
"5,9,11,13,40",0.021208183839917183,0.06233397498726845,4,4,True,0.05221967771649361,0.05221967771649361,0.05221967771649361,0.07725576311349869,0.07725576311349869,5790,1226,1226,1293,339,4,4,True,True,4,4
"5,9,11,15,43",0.030652470886707306,0.05046327784657478,4,4,True,0.10534276068210602,0.10534276068210602,0.10534276068210602,0.07980537414550781,0.07980537414550781,107,30,30,1090,305,4,4,True,True,3,3
"5,9,11,31,40",0.026006529107689857,0.07817820459604263,4,4,True,0.06352299451828003,0.06352299451828003,0.06352299451828003,0.09491121768951416,0.09491121768951416,2494,612,612,439,165,4,4,True,True,0,4
"5,9,11,32,40",0.026007480919361115,0.0781780257821083,4,4,True,0.0635247528553009,0.0635247528553009,0.0635247528553009,0.0949113592505455,0.0949113592505455,2493,611,611,438,164,4,4,True,True,0,4
"5,9,11,33,40",0.023107118904590607,0.06783860176801682,4,4,True,0.05166966840624809,0.05166966840624809,0.05166966840624809,0.09150977432727814,0.09150977432727814,6050,1275,1275,532,188,4,4,True,True,0,4
"5,9,11,39,40",0.023356465622782707,0.06422034651041031,11,4,False,0.057149726897478104,0.057149726897478104,0.039775293320417404,0.08962727338075638,0.08962727338075638,3978,849,5912,593,203,4,4,True,False,4,2
"5,9,12,13,18",0.04069724678993225,0.08665637671947479,11,11,True,0.09540007263422012,0.09540007263422012,0.09540007263422012,0.08662129193544388,0.08662129193544388,268,79,79,705,143,11,11,True,True,2,1
"5,9,12,14,18",0.027513651177287102,0.05399336293339729,11,11,True,0.07742816209793091,0.07742816209793091,0.07742816209793091,0.08662129193544388,0.08662129193544388,904,284,284,705,143,11,11,True,True,2,1
"5,9,12,18,31",0.02617400512099266,0.06919273734092712,11,11,True,0.08222518116235733,0.08222518116235733,0.08222518116235733,0.08662129193544388,0.08662129193544388,658,207,207,705,143,11,11,True,True,2,0
"5,9,12,18,32",0.026173751801252365,0.06919237971305847,11,11,True,0.08222882449626923,0.08222882449626923,0.08222882449626923,0.08662129193544388,0.08662129193544388,657,206,206,705,143,11,11,True,True,2,0
"5,9,12,18,33",0.02788790874183178,0.07667460292577744,11,11,True,0.0909905731678009,0.0909905731678009,0.0909905731678009,0.08662129193544388,0.08662129193544388,351,108,108,705,143,11,11,True,True,2,0
"5,9,12,31,40",0.011183973401784897,0.06508461385965347,4,4,True,0.046518318355083466,0.02188614197075367,0.02188614197075367,0.0781240239739418,0.0781240239739418,8938,14236,14236,1221,326,11,4,False,False,4,4
"5,9,12,32,40",0.01118418574333191,0.06508561968803406,4,4,True,0.04651723429560661,0.02188752591609955,0.02188752591609955,0.0781201496720314,0.0781201496720314,8941,14230,14230,1222,327,11,4,False,False,4,4
"5,9,12,33,40",0.018292825669050217,0.059725768864154816,4,4,True,0.0443136990070343,0.02014247141778469,0.02014247141778469,0.05342443659901619,0.05043048784136772,10647,16841,16841,6320,1401,11,11,False,False,4,4
"5,9,12,39,40",0.017296990379691124,0.05334145948290825,2,4,False,0.040684912353754044,0.026660652831196785,0.01562098041176796,0.08962727338075638,0.08962727338075638,14166,9188,20555,593,203,5,4,False,False,3,2
"5,9,13,14,18",0.05959482863545418,0.047789305448532104,11,11,True,0.09540007263422012,0.09540007263422012,0.09540007263422012,0.07970426976680756,0.07970426976680756,268,79,79,1098,246,11,11,True,True,1,1
"5,9,13,15,38",0.05086137726902962,0.034755222499370575,11,11,True,0.05429840460419655,0.05062520131468773,0.05062520131468773,0.05276124179363251,0.03398648276925087,4933,2453,2453,6560,9133,0,0,False,False,3,3
"5,9,13,16,31",0.052296895533800125,0.03860080614686012,4,4,True,0.08775664120912552,0.08775664120912552,0.08775664120912552,0.06220391020178795,0.06220391020178795,445,146,146,3519,756,4,4,True,True,4,1
"5,9,13,16,32",0.052296388894319534,0.03860278055071831,4,4,True,0.08775977045297623,0.08775977045297623,0.08775977045297623,0.062205493450164795,0.062205493450164795,444,145,145,3517,755,4,4,True,True,4,1
"5,9,13,16,33",0.0573173351585865,0.0384058840572834,4,4,True,0.07909508049488068,0.07909508049488068,0.07909508049488068,0.06285898387432098,0.06285898387432098,800,249,249,3362,731,4,4,True,True,4,1
"5,9,13,17,31",0.07082340866327286,0.05070644989609718,4,4,True,0.07741425931453705,0.07741425931453705,0.07741425931453705,0.06220391020178795,0.06220391020178795,906,275,275,3519,756,4,4,True,True,4,1
"5,9,13,17,32",0.0708240196108818,0.050707101821899414,4,4,True,0.07741763442754745,0.07741763442754745,0.07741763442754745,0.062205493450164795,0.062205493450164795,905,274,274,3517,755,4,4,True,True,4,1
"5,9,13,17,33",0.07405201345682144,0.056225910782814026,4,4,True,0.0746811255812645,0.0746811255812645,0.0746811255812645,0.06285898387432098,0.06285898387432098,1090,330,330,3362,731,4,4,True,True,4,1
"5,9,13,18,29",0.05354521796107292,0.05710282176733017,11,11,True,0.09540007263422012,0.09540007263422012,0.09540007263422012,0.11269886791706085,0.11269886791706085,268,79,79,153,5,11,11,True,True,0,2
"5,9,13,18,37",0.07414056360721588,0.0620463564991951,11,11,True,0.09540007263422012,0.09540007263422012,0.09540007263422012,0.09569484740495682,0.09569484740495682,268,79,79,416,77,11,11,True,True,0,2
"5,9,13,31,40",0.016518408432602882,0.07190293818712234,0,4,False,0.0943290963768959,0.0943290963768959,0.042379751801490784,0.12275151163339615,0.12275151163339615,280,89,3596,113,67,4,4,True,False,4,4
"5,9,13,32,40",0.01651901751756668,0.0719035416841507,0,4,False,0.09433039277791977,0.09433039277791977,0.042383112013339996,0.12274782359600067,0.12274782359600067,279,88,3590,114,68,4,4,True,False,4,4
"5,9,13,33,40",0.018489092588424683,0.07329186052083969,7,4,False,0.09600991755723953,0.09600991755723953,0.023844365030527115,0.11349806934595108,0.11349806934595108,254,80,2842,149,85,4,4,True,False,4,4
"5,9,13,39,40",0.051727257668972015,0.06291171163320541,4,4,True,0.0669107660651207,0.0669107660651207,0.0669107660651207,0.11011490225791931,0.11011490225791931,1906,502,502,176,89,4,4,True,True,4,3
"5,9,14,15,17",0.06283548474311829,0.0768219605088234,4,4,True,0.08234596252441406,0.08234596252441406,0.08234596252441406,0.0971822738647461,0.0971822738647461,644,203,203,380,147,4,4,True,True,2,3
"5,9,14,15,18",0.055719129741191864,0.051831431686878204,11,11,True,0.08162838965654373,0.08162838965654373,0.08162838965654373,0.09048057347536087,0.06571445614099503,685,219,219,563,770,11,4,True,True,4,0
"5,9,14,18,31",0.06750040501356125,0.0556524358689785,11,11,True,0.10433226823806763,0.10433226823806763,0.10433226823806763,0.10465975850820541,0.10465975850820541,121,35,35,239,28,11,11,True,True,4,4
"5,9,14,18,32",0.06750010699033737,0.055651064962148666,11,11,True,0.10432612150907516,0.10432612150907516,0.10432612150907516,0.10465554147958755,0.10465554147958755,122,36,36,240,29,11,11,True,True,4,4
"5,9,14,18,33",0.06397275626659393,0.051716387271881104,11,11,True,0.10192780196666718,0.10192780196666718,0.10192780196666718,0.10084740072488785,0.10084740072488785,156,46,46,302,47,11,11,True,True,4,4
"5,9,14,18,37",0.05763625353574753,0.05959801375865936,11,11,True,0.08718830347061157,0.08718830347061157,0.08718830347061157,0.09569484740495682,0.09569484740495682,459,136,136,416,77,11,11,True,True,2,2
"5,9,14,39,40",0.02507769502699375,0.06970369815826416,4,4,True,0.1057795062661171,0.1057795062661171,0.1057795062661171,0.2132914513349533,0.2132914513349533,102,29,29,9,9,4,4,True,True,4,3
"5,9,15,18,19",0.06042487546801567,0.07535073906183243,0,0,True,0.04817240312695503,0.026962311938405037,0.026962311938405037,0.05879479646682739,0.024250304326415062,7860,14266,14266,4372,13276,11,11,False,False,4,0
"5,9,15,18,20",0.05005202814936638,0.08789653331041336,0,0,True,0.0508083812892437,0.026962311938405037,0.026962311938405037,0.05879479646682739,0.025564217939972878,6470,14266,14266,4372,11764,11,11,False,False,4,0
"5,9,15,18,24",0.020958075299859047,0.05301201343536377,0,1,False,0.04562783241271973,0.014221277087926865,0.026962311938405037,0.05879479646682739,0.028944145888090134,9629,9445,14266,4372,468,2,11,False,False,0,0
"5,9,15,18,38",0.05591457709670067,0.05051278695464134,0,0,True,0.06355007737874985,0.02945096045732498,0.02945096045732498,0.06711281090974808,0.02765808440744877,2487,11503,11503,2553,9705,11,11,False,False,3,3
"5,9,15,29,38",0.05112797021865845,0.07336985319852829,4,4,True,0.07445229589939117,0.07445229589939117,0.07445229589939117,0.07693926244974136,0.07693926244974136,1113,333,333,1322,343,4,4,True,True,3,3
"5,9,15,30,38",0.07812851667404175,0.07115789502859116,4,4,True,0.08629240840673447,0.08629240840673447,0.08629240840673447,0.0695284977555275,0.0695284977555275,486,153,153,2182,492,4,4,True,True,3,3
"5,9,15,37,38",0.049797434359788895,0.05005679279565811,11,4,False,0.056736841797828674,0.05344364792108536,0.056736841797828674,0.06419756263494492,0.06419756263494492,4105,1103,1523,3073,663,11,4,False,True,3,3
"5,9,15,39,40",0.09211581200361252,0.07955911010503769,4,4,True,0.13677215576171875,0.13677215576171875,0.13677215576171875,0.08962727338075638,0.08962727338075638,15,5,5,593,203,4,4,True,True,3,2
"5,9,15,40,43",0.06002547964453697,0.020695555955171585,4,0,False,0.09782721847295761,0.05269971862435341,0.09782721847295761,0.07386723905801773,0.03762507066130638,226,1510,71,1635,4134,4,4,False,True,1,1
"5,9,16,31,33",0.059555210173130035,0.04882466793060303,4,4,True,0.0508434921503067,0.0508434921503067,0.0508434921503067,0.06379510462284088,0.06379510462284088,6444,1359,1359,3156,683,4,4,True,True,4,4
"5,9,16,32,33",0.059888143092393875,0.04927413538098335,4,4,True,0.05086376518011093,0.05086376518011093,0.05086376518011093,0.06380729377269745,0.06380729377269745,6432,1357,1357,3153,682,4,4,True,True,4,4
